year,trades_day,N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD
2020,0.11969111969111969,31,0.3548387096774194,-0.09373405162621003,-2.905755600412511,0.7940342266450893,6.859009753328969,-0.42364068647113734
2021,0.5465116279069767,141,0.4326241134751773,-0.012938812188451191,-1.824372518571618,0.9722412396000165,21.241304668167487,-0.08588796908062092
2022,0.5697674418604651,147,0.54421768707483,0.24141939298976758,35.488650769495834,1.6660778435470305,4.0694725924885535,8.720700278213178
2023,0.6731517509727627,173,0.45664739884393063,0.11291772440964089,19.534766322867874,1.268201818836614,10.961076665091994,1.7821941146603524
2024,0.8455598455598455,219,0.54337899543379,0.3219992821543946,70.51784279181241,1.8699749198007751,6.18566520478106,11.4002036090326
2025,0.8287937743190662,213,0.4788732394366197,0.1798396858047081,38.305853076402826,1.4544844438286957,9.034533845771342,4.239936861195342
2026,0.856,107,0.5327102803738317,0.2909873925489452,31.135651002737134,1.7649328166426537,8.588383585687632,3.6253214230701185
