displacement_id,displacement_timestamp,displacement_direction,reversal_direction,body_ratio,close_location,atr,failure_definition,failure_window,confirm_bar_index,confirm_timestamp,reclaim_type,reclaim_level,bos_timestamp,bos_level,continuation_bar_index,reclaim_bar_index,reclaim_timestamp,failure_event_id
3,2018-01-04 11:00:00-06:00,Long,Short,2.0114942528735633,0.9111111111111111,8.305462750531659,A_MID_1,1,255,2018-01-04 11:15:00-06:00,midpoint,6581.625,2018-01-04 11:15:00-06:00,6581.625,,,,A_MID_1_2018-01-04 11:00:00-06:00_Short
3,2018-01-04 11:00:00-06:00,Long,Short,2.0114942528735633,0.9111111111111111,8.305462750531659,B_OPEN_1,1,255,2018-01-04 11:15:00-06:00,open,6577.5,2018-01-04 11:15:00-06:00,6577.5,,,,B_OPEN_1_2018-01-04 11:00:00-06:00_Short
3,2018-01-04 11:00:00-06:00,Long,Short,2.0114942528735633,0.9111111111111111,8.305462750531659,A_MID_2,2,255,2018-01-04 11:15:00-06:00,midpoint,6581.625,2018-01-04 11:15:00-06:00,6581.625,,,,A_MID_2_2018-01-04 11:00:00-06:00_Short
3,2018-01-04 11:00:00-06:00,Long,Short,2.0114942528735633,0.9111111111111111,8.305462750531659,B_OPEN_2,2,255,2018-01-04 11:15:00-06:00,open,6577.5,2018-01-04 11:15:00-06:00,6577.5,,,,B_OPEN_2_2018-01-04 11:00:00-06:00_Short
3,2018-01-04 11:00:00-06:00,Long,Short,2.0114942528735633,0.9111111111111111,8.305462750531659,A_MID_3,3,255,2018-01-04 11:15:00-06:00,midpoint,6581.625,2018-01-04 11:15:00-06:00,6581.625,,,,A_MID_3_2018-01-04 11:00:00-06:00_Short
3,2018-01-04 11:00:00-06:00,Long,Short,2.0114942528735633,0.9111111111111111,8.305462750531659,B_OPEN_3,3,255,2018-01-04 11:15:00-06:00,open,6577.5,2018-01-04 11:15:00-06:00,6577.5,,,,B_OPEN_3_2018-01-04 11:00:00-06:00_Short
3,2018-01-04 11:00:00-06:00,Long,Short,2.0114942528735633,0.9111111111111111,8.305462750531659,A_MID_4,4,255,2018-01-04 11:15:00-06:00,midpoint,6581.625,2018-01-04 11:15:00-06:00,6581.625,,,,A_MID_4_2018-01-04 11:00:00-06:00_Short
3,2018-01-04 11:00:00-06:00,Long,Short,2.0114942528735633,0.9111111111111111,8.305462750531659,B_OPEN_4,4,255,2018-01-04 11:15:00-06:00,open,6577.5,2018-01-04 11:15:00-06:00,6577.5,,,,B_OPEN_4_2018-01-04 11:00:00-06:00_Short
4,2018-01-04 14:15:00-06:00,Long,Short,1.8309859154929577,0.9629629629629629,7.205919486062187,A_MID_2,2,269,2018-01-04 14:45:00-06:00,midpoint,6579.875,2018-01-04 14:45:00-06:00,6579.875,,,,A_MID_2_2018-01-04 14:15:00-06:00_Short
4,2018-01-04 14:15:00-06:00,Long,Short,1.8309859154929577,0.9629629629629629,7.205919486062187,C_EXT_MID_2,2,269,2018-01-04 14:45:00-06:00,midpoint,6579.875,2018-01-04 14:45:00-06:00,6579.875,268.0,,,C_EXT_MID_2_2018-01-04 14:15:00-06:00_Short
4,2018-01-04 14:15:00-06:00,Long,Short,1.8309859154929577,0.9629629629629629,7.205919486062187,A_MID_3,3,269,2018-01-04 14:45:00-06:00,midpoint,6579.875,2018-01-04 14:45:00-06:00,6579.875,,,,A_MID_3_2018-01-04 14:15:00-06:00_Short
4,2018-01-04 14:15:00-06:00,Long,Short,1.8309859154929577,0.9629629629629629,7.205919486062187,C_EXT_MID_3,3,269,2018-01-04 14:45:00-06:00,midpoint,6579.875,2018-01-04 14:45:00-06:00,6579.875,268.0,,,C_EXT_MID_3_2018-01-04 14:15:00-06:00_Short
4,2018-01-04 14:15:00-06:00,Long,Short,1.8309859154929577,0.9629629629629629,7.205919486062187,A_MID_4,4,269,2018-01-04 14:45:00-06:00,midpoint,6579.875,2018-01-04 14:45:00-06:00,6579.875,,,,A_MID_4_2018-01-04 14:15:00-06:00_Short
4,2018-01-04 14:15:00-06:00,Long,Short,1.8309859154929577,0.9629629629629629,7.205919486062187,C_EXT_MID_4,4,269,2018-01-04 14:45:00-06:00,midpoint,6579.875,2018-01-04 14:45:00-06:00,6579.875,268.0,,,C_EXT_MID_4_2018-01-04 14:15:00-06:00_Short
7,2018-01-05 13:30:00-06:00,Short,Long,1.5841584158415842,0.05,5.438776790530733,A_MID_4,4,359,2018-01-05 14:30:00-06:00,midpoint,6633.25,2018-01-05 14:30:00-06:00,6633.25,,,,A_MID_4_2018-01-05 13:30:00-06:00_Long
7,2018-01-05 13:30:00-06:00,Short,Long,1.5841584158415842,0.05,5.438776790530733,C_EXT_MID_4,4,359,2018-01-05 14:30:00-06:00,midpoint,6633.25,2018-01-05 14:30:00-06:00,6633.25,358.0,,,C_EXT_MID_4_2018-01-05 13:30:00-06:00_Long
7,2018-01-05 13:30:00-06:00,Short,Long,1.5841584158415842,0.05,5.438776790530733,D_OPP_BOS,5,360,2018-01-05 14:45:00-06:00,opposite_bos,6637.75,2018-01-05 14:45:00-06:00,6637.75,,,,D_OPP_BOS_2018-01-05 13:30:00-06:00_Long
7,2018-01-05 13:30:00-06:00,Short,Long,1.5841584158415842,0.05,5.438776790530733,E_MID_BOS,5,360,2018-01-05 14:45:00-06:00,midpoint,6633.25,2018-01-05 14:45:00-06:00,6637.75,,359.0,2018-01-05 14:30:00-06:00,E_MID_BOS_2018-01-05 13:30:00-06:00_Long
8,2018-01-08 09:30:00-06:00,Short,Long,1.8726591760299627,0.11627906976744186,6.4634918775462555,A_MID_1,1,431,2018-01-08 09:45:00-06:00,midpoint,6658.125,2018-01-08 09:45:00-06:00,6658.125,,,,A_MID_1_2018-01-08 09:30:00-06:00_Long
8,2018-01-08 09:30:00-06:00,Short,Long,1.8726591760299627,0.11627906976744186,6.4634918775462555,A_MID_2,2,431,2018-01-08 09:45:00-06:00,midpoint,6658.125,2018-01-08 09:45:00-06:00,6658.125,,,,A_MID_2_2018-01-08 09:30:00-06:00_Long
8,2018-01-08 09:30:00-06:00,Short,Long,1.8726591760299627,0.11627906976744186,6.4634918775462555,B_OPEN_2,2,432,2018-01-08 10:00:00-06:00,open,6660.25,2018-01-08 10:00:00-06:00,6660.25,,,,B_OPEN_2_2018-01-08 09:30:00-06:00_Long
