failure_definition,entry_model,signals,filled,unfilled,fill_rate,net_N,net_WinRate,net_AvgR,net_TotalR,net_PF,net_MaxDD,net_ReturnMaxDD
C_EXT_OPEN_1,CONFIRM_CLOSE,235,235,0,1.0,235,0.3659574468085106,-0.04135229724611217,-9.71778985283636,0.9308683680909974,25.994896684931682,-0.37383452493078834
C_EXT_OPEN_1,NEXT_CLOSE,235,235,0,1.0,235,0.4,0.03502979166504744,8.232001041286148,1.0646349026296171,22.10727114917092,0.3723662222143989
C_EXT_OPEN_1,BOS_RETEST,235,235,0,1.0,235,0.4723404255319149,0.24104366167107963,56.64526049270371,1.5074969301996037,11.14116995330891,5.084318857902366
C_EXT_OPEN_1,RECLAIM_RETEST,235,174,61,0.7404255319148936,174,0.4942528735632184,0.34134365906586744,59.393796677460934,1.782491438491223,8.747635673173384,6.789697113198887
