signal_id,direction,mfe_r,mae_r,result_R,P_p0.5R_before_l0.5R,P_p0.5R_before_l1.0R,P_p1.0R_before_l0.5R,P_p1.0R_before_l1.0R,P_p1.5R_before_l0.5R,P_p1.5R_before_l1.0R,P_p2.0R_before_l0.5R,P_p2.0R_before_l1.0R,P_p2.5R_before_l0.5R,P_p2.5R_before_l1.0R,P_p3.0R_before_l0.5R,P_p3.0R_before_l1.0R
938,Long,0.3590849026238901,0.6649720418960928,-0.3856837842997338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1231,Short,0.36337870430278013,1.3874459618833421,-0.999999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,Short,1.6688722226291848,0.13004509235890838,0.33492929837953944,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,Short,1.2454509617413039,0.5196252356933917,0.33816880418141365,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1240,Long,0.8509479488553291,0.0,0.8450735383860729,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,Long,0.8184947735571158,1.1522499239396289,-1.0000000000000127,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,Long,2.756499241792625,0.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1249,Short,0.5800930319030881,1.2856692655237658,-0.9999999999999987,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252,Long,1.6835959655342725,0.2908412392688462,0.22321341760297167,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1254,Short,1.2853076617151395,0.28430768554067604,0.3376153765795528,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1256,Short,0.9632856935049467,0.0,0.8114532172076653,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1257,Long,0.9379858332028539,0.32292494920037396,-0.06410642018076403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1261,Long,0.6046362577721502,0.0,0.5163823533680731,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1262,Long,0.9175756850014575,0.4677519356102636,0.22975567756486867,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1263,Long,1.5974798249479487,0.0,0.9591464705993152,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1265,Short,0.6971383413029371,1.1298448979737257,-0.9999999999999951,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1267,Long,1.0750234738539308,1.2933876169805105,-0.9999999999999727,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1269,Long,1.8701818673165258,1.2252665441554278,-0.9999999999999893,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1273,Long,3.299889847133719,0.07219763044412436,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1274,Short,0.7972937513912881,1.2501943438975818,-1.0000000000000129,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1275,Short,2.6654751537357217,0.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1276,Long,0.5241237406391729,0.49579272763165005,-0.035413766259403574,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1278,Short,1.5086667364755888,0.8526006356003749,1.361087525720841,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1280,Long,1.1956284534430295,0.7421586620867395,0.037831120264865604,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1281,Long,1.1103122888801944,1.4039902811637661,-0.9999999999999876,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282,Short,0.05689253591288615,1.4507596657785968,-0.9999999999999876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1285,Long,0.8165515016532693,1.3720742445813132,-0.9999999999999931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1286,Short,3.693915677927394,0.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1287,Short,1.493170467860924,0.0,1.1107750252383557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1288,Long,3.2495057877404427,0.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1290,Short,0.25822093047190586,1.2461966644513718,-0.9999999999999902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1294,Short,1.5906689949289623,0.4762744307841174,0.12242642356036082,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1296,Long,0.1856622460040773,0.02750551792652997,0.10314569222448738,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1297,Short,1.2313074749366246,0.23232216508238202,0.7782792530259798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1299,Long,1.215531107512937,0.251489194657849,0.4610635235393899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1301,Short,2.577075918458066,0.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1303,Short,1.1137721905797482,0.0,0.22605268965805983,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1304,Short,0.49691712249014,0.5825339507456394,-0.5190368287905935,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1305,Long,0.16888822360028458,0.44333158695074704,0.010555513975017786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1306,Short,0.7521722183351411,1.5673239540834083,-1.000000000000011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1307,Long,3.7736165294486894,2.648866894321434,-1.0000000000000058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1310,Long,0.8451433579137722,0.05782866453461698,0.4950113492092948,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1311,Long,0.8261385668902491,0.9879595232914319,-0.775037212237244,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1312,Short,1.936710087424222,0.0,1.5735573781815746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1313,Short,0.47280096638680036,1.1011285664534693,-1.000000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1314,Long,1.3596066353943748,0.0,0.7278837759859834,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1316,Short,2.970316691635046,0.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1317,Short,0.3132002076658837,1.3357067679868568,-1.0000000000000069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1318,Short,0.45919092318055654,0.20701423828326448,-0.04225382200726574,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,Long,0.3581616959068075,1.495851788787255,-0.9999999999999822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1322,Short,6.5899909915249015,0.15090291520283802,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1325,Long,0.21458725333321124,0.1478267745184344,-0.08106629570365757,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1327,Long,1.3726128685327426,0.12541640423141812,1.2123585742370417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1328,Short,0.04330318478472443,1.5279838059752766,-1.0000000000000222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1329,Long,0.06604010527368068,1.6344926055235967,-1.0000000000000198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1331,Short,1.1803367155127729,0.25489148618276847,0.8295031550983073,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1332,Short,2.0057594795542544,0.8772117625568974,1.8628429564410518,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1337,Short,0.21808461905105148,0.2309131260540545,0.029933183007007064,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1342,Long,1.475651340949584,2.2020082186190684,-1.0000000000000178,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1343,Short,0.16584398447220272,1.5785890373835592,-1.0000000000000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1346,Long,0.16829993672831098,1.5492224944990676,-0.9999999999999843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,Short,0.03511471030112597,1.1178182779191768,-1.0000000000000062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,Long,1.4248358437877924,0.38859159376030705,1.1048192371616572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1357,Long,0.11492890484890946,0.8735247509458685,-0.7987677517681122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,Short,2.718527648714177,0.9028463320722278,2.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1362,Long,3.231848117481313,0.012197093284717176,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1364,Long,0.6116541553650213,0.10889993777920383,0.4253039588622045,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369,Short,1.4072360066210117,0.0644983169701297,1.0554270049657588,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,Short,0.16755828276168064,1.1561521510555965,-1.0000000000000038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,Short,0.6293596491319882,0.8936907017674233,-0.15733991228299704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,Long,1.0031191946948481,1.1051821424071522,-0.999999999999999,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,Short,2.072124933759184,1.0282886307349937,-1.0000000000000047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1378,Long,2.4406774674825717,0.07688297984649843,2.179020904136573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1381,Long,0.7417163796860384,1.099786356086195,-1.0000000000000155,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1383,Long,1.4756432110219029,0.5424207152905696,-0.3622364361555274,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1384,Long,3.1547675923637954,0.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1385,Long,0.9751771330658431,0.13344529189322063,0.6877565043727525,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1387,Long,0.7516727130814779,0.8873446022708086,-0.3873054213158737,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388,Short,1.5782305335421993,0.352420410402627,1.4250042681497528,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1390,Short,1.2816474961919302,0.0,0.7272008872762613,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,Long,0.5098948433392437,0.651532299822367,-0.4437973636471196,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1397,Short,2.1066616960938496,0.13352081172425806,1.179433836897613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1400,Long,1.2851440046626685,0.8880108875011695,-0.710767757998445,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1402,Long,0.9665380239899752,0.2521403540843414,0.7459152141661766,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,Long,0.12460484376807235,0.716477851666416,-0.2180584765941266,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1404,Long,1.7482244345700886,0.1431294858712353,1.4619654628276177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1409,Long,1.1851499767661304,0.8025425039518679,0.47592636862261933,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1411,Long,0.20319381436067457,1.941629781668668,-0.9999999999999732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1412,Long,0.6806256439322118,0.5368061418970698,0.623334736363775,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1414,Long,0.8518254684734666,0.9361646237678694,0.5988080025902588,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1415,Short,1.1002893910459244,0.0,1.0107961806459926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1417,Long,0.9071656699034912,1.3669619683477265,-1.0000000000000173,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1418,Long,1.6605340565928475,0.0,1.2754895755744615,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1422,Long,0.552747916641926,1.6157193101134715,-0.999999999999961,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1423,Short,0.5235185414259261,0.7145320632975478,0.2829829953653655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1424,Short,1.094323715217463,0.9623839765033007,0.9158170098983023,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1425,Long,1.5760679455255302,1.7221425355986282,-0.9999999999999869,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1428,Long,1.150544864002927,0.4917433632301043,0.6279986098833261,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1430,Long,1.12818743999128,0.0,0.9377452420220938,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1431,Short,0.23471741138559352,1.9872740830646918,-1.000000000000051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1433,Short,2.3677226004251364,0.13220786093744416,2.103306878550248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1434,Long,0.9430252214634813,1.0255399283415358,-0.9999999999999964,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1436,Short,0.7701787336457481,1.4011749552695882,-1.0000000000000222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1437,Long,1.3925941886733613,0.0,1.2872595659642518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1439,Short,0.6734345672060633,0.800198721033087,0.2931421057249923,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440,Long,2.899463855920322,0.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1443,Short,2.1542565474745587,1.1979277063059461,-1.0000000000000075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445,Short,1.5877804130848845,0.0,1.4463435733247867,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1446,Long,2.113045733382349,1.3923027193165334,-1.0000000000000027,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1448,Long,0.6156546416784294,0.179099532124634,-0.10074348682010663,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1449,Short,2.077306139368319,0.838939962661302,-0.1179791207706456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1453,Short,1.3018759318876925,0.9671078351165715,-0.5703456463507987,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1456,Short,4.014027548049708,0.11363678120048268,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1457,Long,1.0519179455126357,0.970483897828598,0.4417695927757889,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1458,Short,1.5257919865394465,0.07581575088394765,1.118282325538228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1462,Short,1.0190177353389824,0.44192801148193267,0.12315477738276086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1464,Long,1.6665325913315603,0.43239764531845887,1.5584331800019455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1465,Long,1.4218152871586387,0.6746368454375173,0.21037062922245162,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1466,Long,0.3552273510597776,1.378282122111937,-1.0000000000000133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1467,Long,0.2624035193569474,0.5732796018279623,-0.2947185614329924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1468,Long,0.677732631984054,0.5699115314411363,0.4158813878083968,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1469,Short,1.0425557647398442,1.5501799708874278,-0.9999999999999878,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1471,Short,0.9573740070762443,0.0,0.40903627288336014,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1473,Short,0.30216897443020574,1.0804829994777052,-0.999999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475,Long,0.10137963597745188,1.0717275803330628,-1.0000000000000386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1476,Long,5.970972375411766,0.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1480,Long,1.708660186208109,0.2032417790381909,1.6579017269537826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1488,Short,0.6668744475635887,0.4055317586535337,0.45059084294837076,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1489,Long,1.1432714730689824,0.10251043692872092,0.7599539623004583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1491,Long,0.567477568487143,1.382082465186429,-0.9999999999999968,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1492,Short,0.819998409679895,0.8104635444510591,-0.5339524528148154,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1495,Short,2.145040373928902,0.32500611726195483,0.6314404563946552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1496,Long,2.4153561829957226,0.0,1.034199007579464,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1499,Short,0.6491042482030844,0.0006449253976032929,0.27924702630730835,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,Short,2.0349465341103885,0.23439174738444266,0.8203711158455492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1501,Long,0.55957542674396,0.05890267649936421,0.05890267649936421,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1503,Short,1.1923410759070476,0.3321521568598204,0.008516721970764626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1504,Long,3.4342929716661534,0.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1505,Short,0.23261526133212942,1.0224252184133131,-1.0000000000000062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1507,Long,0.05423285307164885,0.6236778103239619,-0.4338628245731908,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1508,Long,0.2040029387687074,1.2332904934653675,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509,Long,0.8900953841157849,0.6338558038400286,0.6473420975387526,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1510,Short,1.7753169312158248,0.7301186334783812,1.6560104757541958,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1511,Long,0.24802191190939582,1.0196456378497383,-1.000000000000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1512,Long,0.6163349990106952,1.511765091913026,-0.9999999999999736,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1513,Short,0.5677044294366961,0.8067378734100418,-0.42826825378557776,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1514,Long,0.33293713214328985,0.9119582315229244,-0.5500700444106528,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1515,Long,3.670591489385598,0.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1518,Long,0.4332027310886228,1.1913075104937125,-1.0000000000000289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1519,Short,2.3033976896868733,0.7545613121388033,2.084972046699325,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1520,Long,1.090118805320633,0.5232570265539038,0.5145360761113388,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523,Long,1.4486920821711256,0.19039953079963362,1.1258407038587033,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1527,Long,0.09261180668719127,1.018729873559104,-0.9999999999999727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529,Long,0.0832335447150166,1.2366126643373894,-0.9999999999999654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1532,Long,1.561895009317993,0.0,1.2908183506073294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1534,Long,0.743339720211147,0.11614683128299172,0.36005517697727435,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536,Short,0.692155547365999,0.2966380917282853,-0.0823994699245237,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1538,Short,2.28257053836761,1.48668194938506,-0.999999999999991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1540,Short,0.0,1.4839158393167498,-0.9999999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543,Short,0.3020407059230028,1.666911998551602,-1.0000000000000162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1544,Long,1.1930725476680732,0.0,1.0544367587231946,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1549,Short,0.22538028033781715,1.0299761643970038,-1.0000000000000029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1550,Long,0.7325784393429625,0.0,0.43234137403846973,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1551,Long,0.13294152190921793,0.38859829481156005,0.040905083664374745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1552,Short,1.2938403192591894,1.7328218561507,-1.0000000000000357,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1553,Long,1.2537343902536682,0.0,0.9273521108157827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1557,Short,0.1293987088803568,1.3263367660236571,-0.9999999999999596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1560,Short,1.6895753459657727,0.0,0.4079931723217679,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1562,Short,0.23157264001929082,1.0064503200838408,-1.000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1567,Long,0.44331146310312336,1.588532742786192,-1.0000000000000029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1568,Short,2.889905198924421,0.2198840912225103,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1569,Short,2.535549863389503,0.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1573,Long,0.21698416779422253,0.7305133649072159,-0.5713916418581193,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
