scenario,N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD
full,1031,0.49369544131910764,0.18453213951923567,190.25263584433196,1.4617874845283987,21.241304668167487,8.956730239336343
exclude_best,1030,0.49320388349514566,0.1822896793366739,187.7583697167741,1.4557333193617636,411.99175425602516,0.45573331936176303
exclude_top3,1028,0.49221789883268485,0.17779630774087885,182.77460435762345,1.4436365593958989,411.99175425602516,0.4436365593958983
exclude_top1pct,1020,0.48823529411764705,0.15966983733745513,162.86323408420424,1.3953070235065814,21.241304668167487,7.667289586419488
