architecture,train_end,test_end,N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD,failure_definition,entry_model,stop_atr,target_r,hold_minutes,management
DISPLACEMENT_FAILURE_REVERSAL,2019-12-31,2020-12-31,31,0.3548387096774194,-0.09373405162621003,-2.905755600412511,0.7940342266450893,6.859009753328969,-0.42364068647113734,E_OPEN_BOS,RECLAIM_RETEST,1.0,2.0,60,FIXED
DISPLACEMENT_FAILURE_REVERSAL,2020-12-31,2021-12-31,141,0.4326241134751773,-0.012938812188451191,-1.824372518571618,0.9722412396000165,21.241304668167487,-0.08588796908062092,B_OPEN_4,RECLAIM_RETEST,0.75,2.5,45,FIXED
DISPLACEMENT_FAILURE_REVERSAL,2021-12-31,2022-12-31,147,0.54421768707483,0.24141939298976758,35.488650769495834,1.6660778435470305,4.0694725924885535,8.720700278213178,D_OPP_BOS,RECLAIM_RETEST,0.75,2.5,45,FIXED
DISPLACEMENT_FAILURE_REVERSAL,2022-12-31,2023-12-31,173,0.45664739884393063,0.11291772440964089,19.534766322867874,1.268201818836614,10.961076665091994,1.7821941146603524,D_OPP_BOS,RECLAIM_RETEST,0.75,2.5,45,FIXED
DISPLACEMENT_FAILURE_REVERSAL,2023-12-31,2024-12-31,219,0.54337899543379,0.3219992821543946,70.51784279181241,1.8699749198007751,6.18566520478106,11.4002036090326,A_MID_4,RECLAIM_RETEST,0.75,2.5,45,FIXED
DISPLACEMENT_FAILURE_REVERSAL,2024-12-31,2025-12-31,213,0.4788732394366197,0.1798396858047081,38.305853076402826,1.4544844438286957,9.034533845771342,4.239936861195342,A_MID_4,RECLAIM_RETEST,0.75,2.5,45,FIXED
DISPLACEMENT_FAILURE_REVERSAL,2025-12-31,2026-06-26,107,0.5327102803738317,0.2909873925489452,31.135651002737134,1.7649328166426537,8.588383585687632,3.6253214230701185,A_MID_4,RECLAIM_RETEST,0.75,2.5,45,FIXED
