baseline,N,pct_all_trades,gross_wins,gross_losses,gross_flats,gross_win_rate_pct,gross_AvgR,gross_median_R,gross_TotalR,gross_PF,gross_MaxDD_R,net_wins,net_losses,net_flats,net_win_rate_pct,net_AvgR,net_median_R,net_TotalR,net_PF,net_MaxDD_R,avg_MFE_R,avg_MAE_R
705-trade development,705,100.0,289,415,1,40.99290780141844,-0.03634126434069508,-0.6087169597707835,-25.620591360190033,0.9304045369352899,42.43787130874263,284,421,0,40.283687943262414,-0.06957314333917415,-0.661561303094527,-49.04906605411777,0.8717849563156026,60.29673416610867,1.0192036899220243,0.9002764811316044
