analysis_level,dimension,category,family_id,family_definition,direction_slice,sample_label,N,pct_all_trades,gross_wins,gross_losses,gross_flats,gross_win_rate_pct,gross_AvgR,gross_median_R,gross_TotalR,gross_PF,gross_MaxDD_R,net_wins,net_losses,net_flats,net_win_rate_pct,net_AvgR,net_median_R,net_TotalR,net_PF,net_MaxDD_R,avg_MFE_R,avg_MAE_R
Single factor direction slice,Retest behavior,Tolerance-only shallow touch,,,Long,ADEQUATE N,84,11.914893617021276,39,45,0,46.42857142857143,-0.0832799100830494,-0.46705628325642157,-6.995512446976149,0.8350690678832203,13.540903528355582,38,46,0,45.23809523809524,-0.1176792825681806,-0.4889213236220139,-9.88505973572717,0.7764895980527876,15.487131790995786,0.8592335609284993,0.8616826509486689
Single factor direction slice,Retest behavior,Tolerance-only shallow touch,,,Short,ADEQUATE N,88,12.4822695035461,32,56,0,36.36363636363637,-0.0554146202448631,-1.0,-4.876486581547953,0.8994205035110193,15.615239292157895,30,58,0,34.090909090909086,-0.08603952540133804,-1.0078536273269558,-7.571478235317747,0.8494304915331945,16.77240665539872,1.0979839038143917,0.9136290160276824
Single factor,Volatility state,HIGH,,,All,ADEQUATE N,346,49.07801418439716,145,201,0,41.90751445086705,-0.011301030637958634,-0.7998182696432836,-3.9101566007336874,0.9787040293867405,22.196556071844224,142,204,0,41.040462427745666,-0.03749208026062382,-0.8260802251784012,-12.97225977017584,0.9314589740045794,24.190942196773285,1.0606756679514424,0.9105795428353333
Single factor direction slice,Volatility state,HIGH,,,Long,ADEQUATE N,166,23.54609929078014,74,92,0,44.57831325301205,0.0075241480093505755,-0.5560592550600882,1.2490085695521955,1.0148495864057274,11.841777003320454,73,93,0,43.97590361445783,-0.01744858722017259,-0.6058677909139423,-2.8964654785486497,0.9665108564000815,13.260476668417917,0.9994897639587995,0.9104538394220542
Single factor direction slice,Volatility state,HIGH,,,Short,ADEQUATE N,180,25.53191489361702,71,109,0,39.44444444444444,-0.02866202872381044,-1.0,-5.159165170285879,0.9481488319452651,14.010801834029504,69,111,0,38.333333333333336,-0.05597663495348445,-1.007106473413266,-10.0757942916272,0.9019607034048702,15.05871879644021,1.1171026683002128,0.9106954693164682
Single factor,Volatility state,LOW,,,All,ADEQUATE N,182,25.81560283687943,74,107,1,40.65934065934066,-0.058497674517201136,-0.6378176590877973,-10.646576762130607,0.8880376304250774,27.028856170458823,73,109,0,40.10989010989011,-0.10826375455778361,-0.6631593582018287,-19.704003329516617,0.8041644889830046,33.051538223053754,1.0303446892626245,0.8975964512837882
Single factor direction slice,Volatility state,LOW,,,Long,ADEQUATE N,91,12.907801418439716,40,50,1,43.956043956043956,-0.04933300635616732,-0.42131581739495116,-4.489303578411226,0.8995309426851088,13.889161477500076,39,52,0,42.857142857142854,-0.09852666766917997,-0.4407097201004336,-8.965926757895378,0.8109199040748339,16.925388095527364,0.939398798410277,0.8820198458594641
Single factor direction slice,Volatility state,LOW,,,Short,ADEQUATE N,91,12.907801418439716,34,57,0,37.362637362637365,-0.06766234267823495,-1.0,-6.157273183719381,0.8778493929242192,14.547099994113275,34,57,0,37.362637362637365,-0.11800084144638719,-1.012242882857713,-10.738076571621233,0.7981427879923687,18.434199714612898,1.1212905801149717,0.9131730567081121
Single factor,Volatility state,MID,,,All,ADEQUATE N,177,25.106382978723403,70,107,0,39.548022598870055,-0.06250767230127537,-0.46219964522587814,-11.06385799732574,0.8762917836708732,18.2644515948091,69,108,0,38.983050847457626,-0.09250171160692269,-0.48657017197415187,-16.372802954425318,0.8233316460452934,20.74564767228946,0.9266784567120364,0.8828917697350643
Single factor direction slice,Volatility state,MID,,,Long,ADEQUATE N,105,14.893617021276595,41,64,0,39.04761904761905,-0.12801908037856757,-0.4724893195420648,-13.442003439749595,0.7451405700626554,16.08320377921237,41,64,0,39.04761904761905,-0.16003196469904962,-0.49989370007550304,-16.80335629340021,0.693598200426687,18.667346467152502,0.8706914442737741,0.9287232814236699
Single factor direction slice,Volatility state,MID,,,Short,ADEQUATE N,72,10.212765957446809,29,43,0,40.27777777777778,0.03302979781144243,-0.44815660181107037,2.378145442423855,1.064813207443645,10.753907286821146,28,44,0,38.88888888888889,0.005979907485762369,-0.46920756461724333,0.43055333897489056,1.0113799319052026,11.638901791193247,1.0083261831845023,0.8160541485225146
Three-dimension structural family,Direction × Setup/BOS timing × Retest behavior,Long × Delayed BOS × Exact BOS touch,F::Long::Delayed BOS::Exact BOS touch,Long × Delayed BOS × Exact BOS touch,Long,SMALL SAMPLE,4,0.5673758865248227,3,1,0,75.0,0.5241497657792499,0.5482995315584999,2.0965990631169995,3.096599063117,1.0,2,2,0,50.0,0.4677659778030912,0.47673433792567643,1.8710639112123648,2.7779552976579738,1.0523683658846987,1.3301684191281526,0.7771783808675695
Three-dimension structural family,Direction × Setup/BOS timing × Retest behavior,Long × Delayed BOS × Penetration + same-bar reclaim,F::Long::Delayed BOS::Penetration + same-bar reclaim,Long × Delayed BOS × Penetration + same-bar reclaim,Long,SMALL SAMPLE,12,1.702127659574468,5,7,0,41.66666666666667,0.16331617838797674,-1.0,1.9597941406557209,1.2799705915222457,3.0,5,7,0,41.66666666666667,0.12752119653620808,-1.0163065083115446,1.530254358434497,1.2104449120187222,3.250398020165944,1.1490178473210533,0.885929760480458
Three-dimension structural family,Direction × Setup/BOS timing × Retest behavior,Long × Delayed BOS × Tolerance-only shallow touch,F::Long::Delayed BOS::Tolerance-only shallow touch,Long × Delayed BOS × Tolerance-only shallow touch,Long,SMALL SAMPLE,4,0.5673758865248227,2,2,0,50.0,-0.22738692909496513,-0.29254816045778526,-0.9095477163798605,0.5452261418100697,1.0,2,2,0,50.0,-0.261353726760236,-0.31136668389988453,-1.045414907040944,0.5007894023891816,1.07760813374369,0.44023196381109964,0.7392074269269406
Three-dimension structural family,Direction × Setup/BOS timing × Retest behavior,Long × Same-bar Setup+BOS × Exact BOS touch,F::Long::Same-bar Setup+BOS::Exact BOS touch,Long × Same-bar Setup+BOS × Exact BOS touch,Long,SMALL SAMPLE,12,1.702127659574468,7,5,0,58.333333333333336,0.11091971933771994,0.25078094441714666,1.3310366320526392,1.3116395848492186,1.084291644922942,7,5,0,58.333333333333336,0.06958776128734968,0.20289630370695394,0.8350531354481963,1.1876288216939457,1.3027386880652885,0.9984583090189593,0.6895510348146293
Three-dimension structural family,Direction × Setup/BOS timing × Retest behavior,Long × Same-bar Setup+BOS × Penetration + same-bar reclaim,F::Long::Same-bar Setup+BOS::Penetration + same-bar reclaim,Long × Same-bar Setup+BOS × Penetration + same-bar reclaim,Long,ADEQUATE N,222,31.48936170212766,93,128,1,41.891891891891895,-0.027671607326655762,-0.5107645514584898,-6.14309682651758,0.9437619076017433,21.578461429055267,93,129,0,41.891891891891895,-0.0589890695932279,-0.5384508455502213,-13.095573449696595,0.8844147579186667,25.738379542569113,0.9655999794845114,0.9319172064375961
Three-dimension structural family,Direction × Setup/BOS timing × Retest behavior,Long × Same-bar Setup+BOS × Penetration without same-bar reclaim,F::Long::Same-bar Setup+BOS::Penetration without same-bar reclaim,Long × Same-bar Setup+BOS × Penetration without same-bar reclaim,Long,SMALL SAMPLE,28,3.971631205673759,8,20,0,28.57142857142857,-0.3189685361050092,-1.0,-8.931119010940257,0.49304870431653136,10.30105032187275,8,20,0,28.57142857142857,-0.35433881248269733,-1.0167550063188397,-9.921486749515525,0.4622634191606823,11.234355474361388,0.8997853930390705,0.9869157961039887
Three-dimension structural family,Direction × Setup/BOS timing × Retest behavior,Long × Same-bar Setup+BOS × Tolerance-only shallow touch,F::Long::Same-bar Setup+BOS::Tolerance-only shallow touch,Long × Same-bar Setup+BOS × Tolerance-only shallow touch,Long,ADEQUATE N,80,11.347517730496454,37,43,0,46.25,-0.0760745591324536,-0.46705628325642157,-6.085964730596288,0.8494124731881622,12.63135581197572,36,44,0,45.0,-0.11049556035857784,-0.4889213236220139,-8.839644828686227,0.7901929623320415,14.441716883954843,0.8801836407843691,0.8678064121497553
Three-dimension structural family,Direction × Setup/BOS timing × Retest behavior,Short × Delayed BOS × Exact BOS touch,F::Short::Delayed BOS::Exact BOS touch,Short × Delayed BOS × Exact BOS touch,Short,SMALL SAMPLE,2,0.28368794326241137,0,2,0,0.0,-1.0,-1.0,-2.0,0.0,2.0,0,2,0,0.0,-1.0324406311348522,-1.0324406311348522,-2.0648812622697044,0.0,2.0648812622697044,0.6857935953775827,1.2099156835894482
Three-dimension structural family,Direction × Setup/BOS timing × Retest behavior,Short × Delayed BOS × Penetration + same-bar reclaim,F::Short::Delayed BOS::Penetration + same-bar reclaim,Short × Delayed BOS × Penetration + same-bar reclaim,Short,SMALL SAMPLE,14,1.9858156028368794,6,8,0,42.857142857142854,-0.09879119731073802,-1.0,-1.3830767623503322,0.8271154047062086,4.0,6,8,0,42.857142857142854,-0.1350185543044193,-1.0127668772965712,-1.8902597602618705,0.7744528818742309,4.256052999447498,0.9561224280139671,0.865059941670892
Three-dimension structural family,Direction × Setup/BOS timing × Retest behavior,Short × Delayed BOS × Penetration without same-bar reclaim,F::Short::Delayed BOS::Penetration without same-bar reclaim,Short × Delayed BOS × Penetration without same-bar reclaim,Short,SMALL SAMPLE,2,0.28368794326241137,0,2,0,0.0,-1.0,-1.0,-2.0,0.0,2.0,0,2,0,0.0,-1.029999538502536,-1.029999538502536,-2.059999077005072,0.0,2.059999077005072,0.12392504867452125,1.141796828447802
Three-dimension structural family,Direction × Setup/BOS timing × Retest behavior,Short × Delayed BOS × Tolerance-only shallow touch,F::Short::Delayed BOS::Tolerance-only shallow touch,Short × Delayed BOS × Tolerance-only shallow touch,Short,SMALL SAMPLE,3,0.425531914893617,0,3,0,0.0,-1.0,-1.0,-3.0,0.0,3.0,0,3,0,0.0,-1.0462490100226634,-1.048117303987337,-3.1387470300679903,0.0,3.1387470300679903,0.8606069995905173,1.8809732179961554
Three-dimension structural family,Direction × Setup/BOS timing × Retest behavior,Short × Same-bar Setup+BOS × Exact BOS touch,F::Short::Same-bar Setup+BOS::Exact BOS touch,Short × Same-bar Setup+BOS × Exact BOS touch,Short,SMALL SAMPLE,11,1.5602836879432624,6,5,0,54.54545454545454,0.2351059790640002,0.26679889708335774,2.586165769704002,1.6292172454327454,2.1101317366553776,6,5,0,54.54545454545454,0.17069710450233078,0.18942721692919445,1.8776681495256384,1.4155914630700202,2.4426834842941636,1.1871385688621487,0.8036025878635307
Three-dimension structural family,Direction × Setup/BOS timing × Retest behavior,Short × Same-bar Setup+BOS × Penetration + same-bar reclaim,F::Short::Same-bar Setup+BOS::Penetration + same-bar reclaim,Short × Same-bar Setup+BOS × Penetration + same-bar reclaim,Short,ADEQUATE N,195,27.659574468085108,77,118,0,39.48717948717949,-0.008102980722868821,-0.7036688618626208,-1.5800812409594203,0.9849922186500069,15.161881225661977,76,119,0,38.97435897435898,-0.03938232974546615,-0.7479868071538915,-7.679554300365899,0.9295293060095574,18.556262916319888,1.087988776358701,0.8827585449821227
Three-dimension structural family,Direction × Setup/BOS timing × Retest behavior,Short × Same-bar Setup+BOS × Penetration without same-bar reclaim,F::Short::Same-bar Setup+BOS::Penetration without same-bar reclaim,Short × Same-bar Setup+BOS × Penetration without same-bar reclaim,Short,ADEQUATE N,31,4.397163120567376,13,18,0,41.935483870967744,0.010167287212009553,-1.0,0.31518590357229614,1.0188498708334968,3.7208521669124757,13,18,0,41.935483870967744,-0.03209074317996406,-1.0074709115344598,-0.994813038578886,0.9432164459913266,3.9777520947024727,1.2539141229157544,0.8899570637131531
Three-dimension structural family,Direction × Setup/BOS timing × Retest behavior,Short × Same-bar Setup+BOS × Tolerance-only shallow touch,F::Short::Same-bar Setup+BOS::Tolerance-only shallow touch,Short × Same-bar Setup+BOS × Tolerance-only shallow touch,Short,ADEQUATE N,85,12.056737588652481,32,53,0,37.64705882352941,-0.022076312724093553,-1.0,-1.876486581547952,0.9587439413621206,13.615239292157892,30,55,0,35.294117647058826,-0.05214977888529126,-1.0069138862190574,-4.432731205249757,0.9059803396009476,14.681776929318069,1.1063619121987638,0.8794874559582067
