segment,N,episodes_day,trades_per_day,AvgR,median_R,PF,TotalR,MaxDD,win_rate,MAE,MFE
open,203,0.13942307692307693,0.14275668073136427,0.8777222595959594,2.0598915989162667,2.741039759406011,178.17761869797977,17.814505919873085,0.625615763546798,0.8687975203458449,2.757475771343645
morning,190,0.1304945054945055,0.13361462728551335,0.8893308379662186,2.0651870967740917,2.7606485180551585,168.97285921358153,18.99808548661636,0.6368421052631579,0.8470681036979697,2.7319698745339256
midday,291,0.19986263736263737,0.19986263736263737,0.5120744730395292,1.7969696969696969,1.770305911485264,149.013671654503,47.4654269156764,0.5601374570446735,0.9537575078192154,2.6480581464272306
afternoon,167,0.11469780219780219,0.11565096952908588,0.6790749718644704,1.814767932489788,2.203213393875423,113.40552030136656,14.840758386425634,0.6167664670658682,0.8579765600123344,2.82260052010197
