trim,N,trades_per_day,AvgR,median_R,PF,TotalR,MaxDD,win_rate,MAE,MFE
ex_top1,10481,7.198489010989011,0.8129220042185945,2.146187363834378,2.6007981932789392,8520.235526215089,126.009088598169,0.5746589065928823,0.921507125348668,2.338206546084888
ex_top2,10375,7.125686813186813,0.7961062900721112,2.1342342342342824,2.5518300091499846,8259.602759498153,126.009088598169,0.5703132530120482,0.9270008813123359,2.330837677819923
