portfolio,N,trades_per_day,AvgR,median_R,PF,TotalR,MaxDD,win_rate,MAE,MFE
CORE,1135,0.4807285048708175,1.6483731365801972,0.999676610832694,17.77573512839063,1870.9035100185238,8.38599731970504,0.866079295154185,,
P54 episodes,10587,7.271291208791209,0.8294948177072894,2.1552016985139284,2.6499530084335507,8781.861635067073,126.009088598169,0.578917540379711,0.9166809285947942,2.3441749689625935
P54 core-unauth,10367,7.1201923076923075,0.8231322210329965,2.1507526881717807,2.6303139776235045,8533.411735449075,122.74102670883076,0.5776984662872576,0.9186889460014089,2.343376928789128
CORE + P54 unauth,11502,4.8716645489199495,0.9045657490408275,2.143859649122716,2.946282273761922,10404.315245467598,119.7594067958562,0.6061554512258738,,
