YEAR,RAW_D10_EVENTS_DAY,RAW_D10_AVGR,EPISODES_DAY,EPISODE_AVGR,EPISODE_PF,MAXDD
2021,6.883333333333334,0.8652272908712919,6.883333333333334,0.8652272908712919,2.774581955836349,11.50890899466549
2022,7.246537396121884,0.914294382838021,7.246537396121884,0.914294382838021,2.954209632199674,12.965654102195913
2023,8.383333333333333,0.6485991776639619,8.383333333333333,0.6485991776639619,2.1273998050693264,126.00908859816332
2024,6.818181818181818,0.924671508926833,6.818181818181818,0.924671508926833,2.982965531245586,10.093688908523745
