cost_mult,N,trades_per_day,AvgR,median_R,PF,TotalR,MaxDD,win_rate,MAE,MFE
1.0,10587,7.271291208791209,0.8294948177072894,2.1552016985139284,2.6499530084335507,8781.861635067073,126.009088598169,0.578917540379711,0.9166809285947942,2.3441749689625935
1.5,10587,7.271291208791209,0.7311940806112684,1.9828025477708286,2.345057469060725,7741.151731431499,254.13507031980953,0.578917540379711,0.9166809285947942,2.3441749689625935
2.0,10587,7.271291208791209,0.6328933435152475,1.810403397027729,2.082719947858866,6700.441827795925,385.9300445240224,0.5786341739869652,0.9166809285947942,2.3441749689625935
