signal_i,entry_i,direction,entry_price,origin,stop_price,risk_pts,risk_atr,gross_R,cost_R,net_R,exit_reason,exit_i,max_mfe_R,duration,collisions,target_r,rem_mfe_5m,rem_mae_5m,rem_mfe_10m,rem_mae_10m,rem_mfe_15m,rem_mae_15m,rem_mfe_30m,rem_mae_30m,rem_mfe_60m,rem_mae_60m,atr,orig_dir,decision,choice_i,delay_bars,reason,chase_atr
2564,2566,SHORT,5994.5,5995.75,5995.75,1.25,1.1864406779661016,-1.0,0.58,-1.58,STOP,2567,0.0,1,0,2.5,0.4745762711864407,1.8983050847457628,0.4745762711864407,1.8983050847457628,0.4745762711864407,2.135593220338983,0.9491525423728814,2.847457627118644,1.423728813559322,5.694915254237288,1.0535714285714286,SHORT,TAKE,2565,2,CHOICE_DOWN_LIMITED_RETRACE,1.1864406779661016
2585,2586,LONG,5997.0,5996.5,5996.5,0.5,0.5384615384615384,-1.0,1.45,-2.45,STOP,2586,0.0,0,0,2.5,0.0,2.1538461538461537,0.0,3.769230769230769,0.0,3.769230769230769,0.0,4.3076923076923075,4.038461538461538,4.576923076923077,0.9285714285714286,LONG,TAKE,2585,1,CHOICE_UP_LIMITED_RETRACE,0.5384615384615384
2624,2625,LONG,5999.25,5999.0,5999.0,0.3169642857142857,0.25,-1.0,2.9,-3.9,STOP,2625,3.943661971830986,0,1,2.5,1.1830985915492958,1.7746478873239437,1.1830985915492958,3.746478873239437,1.1830985915492958,4.535211267605634,1.1830985915492958,5.126760563380282,1.1830985915492958,5.126760563380282,1.2678571428571428,LONG,TAKE,2624,1,CHOICE_UP_LIMITED_RETRACE,0.1971830985915493
2661,2665,LONG,5999.25,5998.25,5998.25,1.0,1.0181818181818183,-1.0,0.725,-1.725,STOP,2666,0.25,1,0,2.5,0.2545454545454546,1.0181818181818183,0.2545454545454546,1.2727272727272727,0.2545454545454546,1.2727272727272727,0.2545454545454546,4.581818181818182,0.2545454545454546,5.6000000000000005,0.9821428571428571,LONG,TAKE,2664,4,CHOICE_UP_LIMITED_RETRACE,1.0181818181818183
2697,2699,SHORT,5995.75,5996.25,5996.25,0.5,0.5384615384615384,2.5,1.45,1.05,TARGET,2705,1.0,6,0,2.5,0.8076923076923077,0.0,1.6153846153846154,0.0,1.6153846153846154,0.0,2.1538461538461537,0.0,2.1538461538461537,0.0,0.9285714285714286,SHORT,TAKE,2698,2,CHOICE_DOWN_LIMITED_RETRACE,0.5384615384615384
2750,2751,SHORT,5994.25,5994.75,5994.75,0.5,1.75,-1.0,1.45,-2.45,STOP,2752,0.0,1,0,2.5,0.0,1.75,0.0,2.625,2.625,2.625,2.625,2.625,4.375,2.625,0.2857142857142857,SHORT,TAKE,2750,1,CHOICE_DOWN_LIMITED_RETRACE,1.75
2789,2791,SHORT,5993.75,5994.5,5994.5,0.75,3.230769230769231,-1.0,0.9666666666666667,-1.9666666666666668,STOP,2794,0.0,3,0,2.5,0.0,3.230769230769231,0.0,4.3076923076923075,0.0,4.3076923076923075,9.692307692307692,4.3076923076923075,9.692307692307692,7.538461538461538,0.23214285714285715,SHORT,TAKE,2790,2,CHOICE_DOWN_LIMITED_RETRACE,3.230769230769231
2833,2835,LONG,5995.0,5994.0,5994.0,1.0,1.8666666666666667,-1.0,0.725,-1.725,STOP,2841,0.25,6,0,2.5,0.4666666666666667,0.9333333333333333,0.4666666666666667,3.2666666666666666,0.4666666666666667,3.7333333333333334,0.4666666666666667,5.6000000000000005,0.4666666666666667,5.6000000000000005,0.5357142857142857,LONG,TAKE,2834,2,CHOICE_UP_LIMITED_RETRACE,1.8666666666666667
2847,2848,SHORT,5993.25,5993.5,5993.5,0.25,0.9333333333333333,-1.0,2.9,-3.9,STOP,2851,0.0,3,0,2.5,0.9333333333333333,3.7333333333333334,4.666666666666667,3.7333333333333334,4.666666666666667,3.7333333333333334,4.666666666666667,3.7333333333333334,4.666666666666667,7.466666666666667,0.26785714285714285,SHORT,TAKE,2847,1,CHOICE_DOWN_LIMITED_RETRACE,0.9333333333333333
2882,2883,LONG,5993.25,5993.5,5993.5,0.07589285714285714,0.25,3.294117647058824,2.9,0.3941176470588239,STOP,2883,0.0,0,0,2.5,1.647058823529412,0.823529411764706,3.294117647058824,0.823529411764706,6.588235294117648,0.823529411764706,6.588235294117648,0.823529411764706,9.882352941176471,0.823529411764706,0.30357142857142855,LONG,TAKE,2882,1,CHOICE_UP_LIMITED_RETRACE,0.823529411764706
2938,2939,SHORT,5995.0,5995.0,5995.0,0.07142857142857142,0.25,-0.0,0.0,-0.0,STOP,2939,0.0,0,0,2.5,0.875,0.0,1.75,1.75,1.75,1.75,2.625,5.25,2.625,5.25,0.2857142857142857,SHORT,TAKE,2938,1,CHOICE_DOWN_LIMITED_RETRACE,0.0
2961,2965,SHORT,5996.0,5996.0,5996.0,0.09375,0.25,-0.0,0.0,-0.0,STOP,2965,0.0,0,0,2.5,2.0,1.3333333333333333,2.0,1.3333333333333333,2.0,1.3333333333333333,3.3333333333333335,1.3333333333333333,3.3333333333333335,4.0,0.375,LONG,TAKE,2964,4,CHOICE_DOWN_LIMITED_RETRACE,0.0
2997,2998,SHORT,5995.25,5995.5,5995.5,0.25,2.3333333333333335,-1.0,2.9,-3.9,STOP,2998,0.0,0,0,2.5,0.0,9.333333333333334,0.0,14.0,0.0,21.0,0.0,21.0,0.0,21.0,0.10714285714285714,SHORT,TAKE,2997,1,CHOICE_DOWN_LIMITED_RETRACE,2.3333333333333335
3014,3015,LONG,5996.75,5996.75,5996.75,0.07142857142857142,0.25,-1.0,0.0,-1.0,STOP,3015,3.5,0,1,2.5,2.625,0.0,2.625,1.75,2.625,1.75,2.625,4.375,2.625,5.25,0.2857142857142857,LONG,TAKE,3014,1,CHOICE_UP_LIMITED_RETRACE,0.0
3032,3033,SHORT,5996.25,5996.5,5996.5,0.25,1.2727272727272727,2.5,2.9,-0.3999999999999999,TARGET,3041,3.0,8,0,2.5,2.5454545454545454,0.0,3.8181818181818183,0.0,5.090909090909091,0.0,5.090909090909091,1.2727272727272727,10.181818181818182,2.5454545454545454,0.19642857142857142,SHORT,TAKE,3032,1,CHOICE_DOWN_LIMITED_RETRACE,1.2727272727272727
3065,3066,LONG,5996.0,5995.75,5995.75,0.25,1.75,-1.0,2.9,-3.9,STOP,3066,0.0,0,0,2.5,0.0,3.5,1.75,3.5,3.5,3.5,5.25,12.25,5.25,14.0,0.14285714285714285,LONG,TAKE,3065,1,CHOICE_UP_LIMITED_RETRACE,1.75
3098,3099,SHORT,5994.75,5995.25,5995.25,0.5,1.4736842105263157,-1.0,1.45,-2.45,STOP,3103,1.0,4,0,2.5,2.2105263157894735,1.4736842105263157,2.2105263157894735,1.4736842105263157,2.2105263157894735,1.4736842105263157,2.2105263157894735,1.4736842105263157,2.2105263157894735,3.6842105263157894,0.3392857142857143,SHORT,TAKE,3098,1,CHOICE_DOWN_LIMITED_RETRACE,1.4736842105263157
3146,3147,LONG,5995.25,5994.75,5994.75,0.5,1.4,-1.0,1.45,-2.45,STOP,3152,1.0,5,0,2.5,1.4,0.7,1.4,2.1,2.8,2.1,3.5,2.1,5.6,2.1,0.35714285714285715,LONG,TAKE,3146,1,CHOICE_UP_LIMITED_RETRACE,1.4
3182,3185,SHORT,5996.0,5996.0,5996.0,0.05357142857142857,0.25,-0.0,0.0,-0.0,STOP,3185,0.0,0,0,2.5,1.1666666666666667,1.1666666666666667,1.1666666666666667,4.666666666666667,1.1666666666666667,5.833333333333334,5.833333333333334,5.833333333333334,11.666666666666668,5.833333333333334,0.21428571428571427,LONG,TAKE,3184,3,CHOICE_DOWN_LIMITED_RETRACE,0.0
3209,3212,LONG,5995.5,5995.25,5995.25,0.25,0.5384615384615384,-1.0,2.9,-3.9,STOP,3213,2.0,1,0,2.5,1.0769230769230769,1.6153846153846154,1.0769230769230769,3.769230769230769,1.0769230769230769,4.3076923076923075,1.0769230769230769,4.3076923076923075,1.0769230769230769,4.3076923076923075,0.4642857142857143,SHORT,TAKE,3211,3,CHOICE_UP_LIMITED_RETRACE,0.5384615384615384
3240,3241,SHORT,5995.5,5995.5,5995.5,0.08928571428571429,0.25,-0.0,0.0,-0.0,STOP,3241,0.0,0,0,2.5,2.1,1.4,2.1,1.4,3.5,1.4,3.5,1.4,3.5,1.4,0.35714285714285715,LONG,TAKE,3240,1,CHOICE_DOWN_LIMITED_RETRACE,0.0
3269,3270,SHORT,5994.75,5995.25,5995.25,0.5,0.9655172413793103,-1.0,1.45,-2.45,STOP,3270,0.0,0,0,2.5,0.9655172413793103,1.4482758620689653,0.9655172413793103,1.4482758620689653,0.9655172413793103,1.4482758620689653,0.9655172413793103,1.4482758620689653,5.310344827586206,1.4482758620689653,0.5178571428571429,SHORT,TAKE,3269,1,CHOICE_DOWN_LIMITED_RETRACE,0.9655172413793103
3305,3306,LONG,5994.5,5994.75,5994.75,0.05803571428571429,0.25,-1.0,2.9,-3.9,STOP,3306,4.3076923076923075,0,1,2.5,2.1538461538461537,1.0769230769230769,3.230769230769231,1.0769230769230769,3.230769230769231,6.461538461538462,3.230769230769231,10.769230769230768,3.230769230769231,12.923076923076923,0.23214285714285715,LONG,TAKE,3305,1,CHOICE_UP_LIMITED_RETRACE,1.0769230769230769
3316,3317,SHORT,5994.5,5995.0,5995.0,0.5,1.647058823529412,2.5,1.45,1.05,TARGET,3320,2.0,3,0,2.5,5.764705882352942,0.823529411764706,8.23529411764706,0.823529411764706,8.23529411764706,0.823529411764706,8.23529411764706,0.823529411764706,13.176470588235295,0.823529411764706,0.30357142857142855,SHORT,TAKE,3316,1,CHOICE_DOWN_LIMITED_RETRACE,1.647058823529412
3417,3418,LONG,5993.0,5992.25,5992.25,0.75,2.0,-1.0,0.9666666666666667,-1.9666666666666668,STOP,3418,0.3333333333333333,0,0,2.5,0.6666666666666666,6.0,0.6666666666666666,14.0,0.6666666666666666,14.0,1.3333333333333333,14.0,2.0,14.0,0.375,LONG,TAKE,3417,1,CHOICE_UP_LIMITED_RETRACE,2.0
3455,3456,SHORT,5992.5,5992.75,5992.75,0.25,0.5384615384615384,2.5,2.9,-0.3999999999999999,TARGET,3458,1.0,2,0,2.5,2.692307692307692,0.0,2.692307692307692,0.0,9.153846153846153,0.0,9.153846153846153,0.0,16.153846153846153,0.0,0.4642857142857143,SHORT,TAKE,3455,1,CHOICE_DOWN_LIMITED_RETRACE,0.5384615384615384
