signal_i,entry_i,direction,entry_price,origin,stop_price,risk_pts,risk_atr,gross_R,cost_R,net_R,exit_reason,exit_i,max_mfe_R,duration,collisions,target_r,rem_mfe_5m,rem_mae_5m,rem_mfe_10m,rem_mae_10m,rem_mfe_15m,rem_mae_15m,rem_mfe_30m,rem_mae_30m,rem_mfe_60m,rem_mae_60m,atr,orig_dir,decision,choice_i,delay_bars,reason,chase_atr
3537,3538,LONG,5986.0,5985.75,5985.75,0.25,0.3111111111111111,-1.0,2.9,-3.9,STOP,3538,0.0,0,0,2.5,0.0,2.1777777777777776,0.6222222222222222,2.488888888888889,1.2444444444444445,2.488888888888889,2.8,2.488888888888889,13.377777777777776,2.488888888888889,0.8035714285714286,LONG,TAKE,3537,1,CHOICE_UP_LIMITED_RETRACE,0.3111111111111111
3548,3550,LONG,5985.5,5985.0,5985.0,0.5,0.5957446808510638,2.5,1.45,1.05,TARGET,3551,2.5,1,0,2.5,1.7872340425531914,0.0,1.7872340425531914,0.2978723404255319,2.6808510638297873,0.2978723404255319,3.872340425531915,1.1914893617021276,13.404255319148936,7.148936170212766,0.8392857142857143,SHORT,TAKE,3549,2,CHOICE_UP_LIMITED_RETRACE,0.5957446808510638
3555,3556,LONG,5986.5,5986.0,5986.0,0.5,0.6829268292682927,-1.0,1.45,-2.45,STOP,3556,1.0,0,0,2.5,1.707317073170732,1.707317073170732,1.707317073170732,1.707317073170732,3.073170731707317,1.707317073170732,3.073170731707317,2.731707317073171,14.000000000000002,9.560975609756099,0.7321428571428571,LONG,TAKE,3555,1,CHOICE_UP_LIMITED_RETRACE,0.6829268292682927
3600,3603,SHORT,5980.75,5984.25,5984.25,3.5,0.8200836820083681,-1.0,0.20714285714285716,-1.207142857142857,STOP,3603,0.0,0,0,2.5,0.2928870292887029,1.523012552301255,0.2928870292887029,1.6987447698744769,0.2928870292887029,2.518828451882845,0.2928870292887029,3.3974895397489537,0.2928870292887029,3.3974895397489537,4.267857142857143,SHORT,TAKE,3602,3,CHOICE_DOWN_LIMITED_RETRACE,0.8200836820083681
3614,3615,LONG,5990.75,5988.0,5988.0,2.75,0.8415300546448088,-1.0,0.2636363636363636,-1.2636363636363637,STOP,3615,0.0,0,0,2.5,1.3770491803278688,1.530054644808743,1.3770491803278688,1.530054644808743,1.3770491803278688,1.530054644808743,1.3770491803278688,1.530054644808743,1.3770491803278688,3.060109289617486,3.267857142857143,LONG,TAKE,3614,1,CHOICE_UP_LIMITED_RETRACE,0.8415300546448088
3682,3684,SHORT,5994.75,5995.5,5995.5,0.75,0.40384615384615385,-1.0,0.9666666666666667,-1.9666666666666668,STOP,3685,0.0,1,0,2.5,0.2692307692307692,1.2115384615384615,0.2692307692307692,1.2115384615384615,1.0769230769230769,1.2115384615384615,1.0769230769230769,5.25,1.0769230769230769,6.0576923076923075,1.8571428571428572,LONG,TAKE,3683,2,CHOICE_DOWN_LIMITED_RETRACE,0.40384615384615385
3772,3773,SHORT,6007.25,6008.75,6008.75,1.5,1.2727272727272727,2.5,0.48333333333333334,2.0166666666666666,TARGET,3780,1.1666666666666667,7,0,2.5,2.5454545454545454,0.6363636363636364,3.818181818181818,0.6363636363636364,4.666666666666667,0.6363636363636364,4.666666666666667,0.6363636363636364,18.454545454545453,0.6363636363636364,1.1785714285714286,SHORT,TAKE,3772,1,CHOICE_DOWN_LIMITED_RETRACE,1.2727272727272727
3847,3849,LONG,5993.5,5991.25,5991.25,2.25,1.4,2.5,0.32222222222222224,2.1777777777777776,TARGET,3861,2.6666666666666665,12,0,2.5,0.7777777777777778,0.4666666666666667,2.8,0.4666666666666667,3.7333333333333334,0.4666666666666667,3.7333333333333334,0.4666666666666667,4.511111111111111,0.4666666666666667,1.6071428571428572,LONG,TAKE,3848,2,CHOICE_UP_LIMITED_RETRACE,1.4
3923,3924,SHORT,6000.0,6001.0,6001.0,1.0,0.9491525423728814,-1.0,0.725,-1.725,STOP,3925,0.0,1,0,2.5,0.23728813559322035,1.423728813559322,0.23728813559322035,2.3728813559322033,0.23728813559322035,3.3220338983050848,0.711864406779661,4.983050847457627,1.423728813559322,4.983050847457627,1.0535714285714286,SHORT,TAKE,3923,1,CHOICE_DOWN_LIMITED_RETRACE,0.9491525423728814
3948,3949,LONG,6001.0,6000.75,6000.75,0.25,0.2545454545454546,-1.0,2.9,-3.9,STOP,3949,7.0,0,1,2.5,4.327272727272727,0.5090909090909091,4.327272727272727,0.5090909090909091,4.327272727272727,0.5090909090909091,4.327272727272727,2.5454545454545454,4.836363636363637,2.5454545454545454,0.9821428571428571,SHORT,TAKE,3948,1,CHOICE_UP_LIMITED_RETRACE,0.2545454545454546
3994,3995,LONG,6005.5,6005.0,6005.0,0.5,0.717948717948718,-1.0,1.45,-2.45,STOP,3997,0.0,2,0,2.5,0.0,1.435897435897436,0.0,1.435897435897436,0.358974358974359,1.435897435897436,1.0769230769230769,3.948717948717949,1.0769230769230769,3.948717948717949,0.6964285714285714,LONG,TAKE,3994,1,CHOICE_UP_LIMITED_RETRACE,0.717948717948718
4089,4090,SHORT,6004.0,6004.25,6004.25,0.25,2.3333333333333335,2.5,2.9,-0.3999999999999999,TARGET,4092,1.0,2,0,2.5,11.666666666666668,0.0,11.666666666666668,9.333333333333334,11.666666666666668,9.333333333333334,11.666666666666668,14.0,11.666666666666668,14.0,0.10714285714285714,SHORT,TAKE,4089,1,CHOICE_DOWN_LIMITED_RETRACE,2.3333333333333335
4123,4124,LONG,6005.0,6004.5,6004.5,0.5,1.75,-1.0,1.45,-2.45,STOP,4124,0.0,0,0,2.5,0.0,2.625,0.875,2.625,0.875,2.625,0.875,5.25,0.875,13.125,0.2857142857142857,LONG,TAKE,4123,1,CHOICE_UP_LIMITED_RETRACE,1.75
4164,4165,SHORT,6001.75,6002.25,6002.25,0.5,2.0,-1.0,1.45,-2.45,STOP,4165,0.0,0,0,2.5,0.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,0.25,SHORT,TAKE,4164,1,CHOICE_DOWN_LIMITED_RETRACE,2.0
4268,4269,SHORT,6006.5,6007.0,6007.0,0.5,1.4736842105263157,2.5,1.45,1.05,TARGET,4275,2.0,6,0,2.5,2.2105263157894735,0.7368421052631579,3.6842105263157894,0.7368421052631579,3.6842105263157894,0.7368421052631579,3.6842105263157894,2.2105263157894735,3.6842105263157894,2.2105263157894735,0.3392857142857143,LONG,TAKE,4268,1,CHOICE_DOWN_LIMITED_RETRACE,1.4736842105263157
4369,4371,LONG,6006.25,6005.75,6005.75,0.5,4.666666666666667,-1.0,1.45,-2.45,STOP,4376,0.0,5,0,2.5,0.0,2.3333333333333335,0.0,16.333333333333336,0.0,16.333333333333336,0.0,16.333333333333336,0.0,35.0,0.10714285714285714,LONG,TAKE,4370,2,CHOICE_UP_LIMITED_RETRACE,4.666666666666667
4383,4384,SHORT,6005.0,6005.25,6005.25,0.25,1.5555555555555554,-1.0,2.9,-3.9,STOP,4384,0.0,0,0,2.5,1.5555555555555554,1.5555555555555554,1.5555555555555554,1.5555555555555554,1.5555555555555554,4.666666666666666,9.333333333333332,4.666666666666666,15.555555555555554,4.666666666666666,0.16071428571428573,SHORT,TAKE,4383,1,CHOICE_DOWN_LIMITED_RETRACE,1.5555555555555554
4465,4466,LONG,6004.5,6004.25,6004.25,0.25,0.7,-1.0,2.9,-3.9,STOP,4470,2.0,4,0,2.5,1.4,0.7,1.4,2.8,1.4,3.5,1.4,3.5,3.5,4.8999999999999995,0.35714285714285715,LONG,TAKE,4465,1,CHOICE_UP_LIMITED_RETRACE,0.7
4608,4610,SHORT,6006.5,6007.25,6007.25,0.75,1.4482758620689653,-1.0,0.9666666666666667,-1.9666666666666668,STOP,4611,0.0,1,0,2.5,0.0,2.413793103448276,0.48275862068965514,2.413793103448276,0.48275862068965514,2.413793103448276,3.379310344827586,2.413793103448276,3.379310344827586,2.413793103448276,0.5178571428571429,SHORT,TAKE,4609,2,CHOICE_DOWN_LIMITED_RETRACE,1.4482758620689653
4656,4657,LONG,6005.75,6005.5,6005.5,0.25,0.823529411764706,-1.0,2.9,-3.9,STOP,4657,0.0,0,0,2.5,0.0,3.294117647058824,1.647058823529412,3.294117647058824,4.9411764705882355,3.294117647058824,5.764705882352942,3.294117647058824,8.23529411764706,3.294117647058824,0.30357142857142855,LONG,TAKE,4656,1,CHOICE_UP_LIMITED_RETRACE,0.823529411764706
4668,4670,LONG,6006.5,6006.25,6006.25,0.25,0.875,-1.0,2.9,-3.9,STOP,4670,3.0,0,1,2.5,2.625,1.75,2.625,1.75,3.5,1.75,6.125,1.75,6.125,1.75,0.2857142857142857,SHORT,TAKE,4669,2,CHOICE_UP_LIMITED_RETRACE,0.875
4678,4679,LONG,6006.75,6006.5,6006.5,0.25,0.875,2.5,2.9,-0.3999999999999999,TARGET,4681,3.0,2,0,2.5,2.625,0.0,3.5,0.0,5.25,0.0,5.25,0.0,5.25,0.0,0.2857142857142857,LONG,TAKE,4678,1,CHOICE_UP_LIMITED_RETRACE,0.875
4816,4817,LONG,6022.0,6021.25,6021.25,0.75,0.608695652173913,-1.0,0.9666666666666667,-1.9666666666666668,STOP,4823,1.0,6,0,2.5,0.608695652173913,0.40579710144927533,1.4202898550724636,0.608695652173913,5.6811594202898545,0.608695652173913,5.6811594202898545,0.608695652173913,5.6811594202898545,0.608695652173913,1.2321428571428572,LONG,TAKE,4816,1,CHOICE_UP_LIMITED_RETRACE,0.608695652173913
4845,4846,SHORT,6024.25,6025.0,6025.0,0.75,0.6461538461538461,-1.0,0.9666666666666667,-1.9666666666666668,STOP,4848,0.0,2,0,2.5,0.43076923076923074,0.8615384615384615,1.0769230769230769,0.8615384615384615,1.0769230769230769,0.8615384615384615,1.723076923076923,1.9384615384615382,3.0153846153846153,13.999999999999998,1.1607142857142858,SHORT,TAKE,4845,1,CHOICE_DOWN_LIMITED_RETRACE,0.6461538461538461
4905,4908,SHORT,6028.5,6031.5,6031.5,3.0,0.708860759493671,-1.0,0.24166666666666667,-1.2416666666666667,STOP,4911,0.0,3,0,2.5,0.23628691983122366,1.1223628691983123,0.9451476793248946,1.1223628691983123,2.185654008438819,1.1223628691983123,2.185654008438819,1.1223628691983123,2.59915611814346,1.1223628691983123,4.232142857142857,LONG,TAKE,4907,3,CHOICE_DOWN_LIMITED_RETRACE,0.708860759493671
4916,4917,SHORT,6027.25,6029.0,6029.0,1.75,0.5025641025641026,2.5,0.4142857142857143,2.085714285714286,TARGET,4920,0.42857142857142855,3,0,2.5,2.2974358974358973,0.0,2.2974358974358973,0.14358974358974358,2.2974358974358973,0.28717948717948716,2.2974358974358973,1.3641025641025641,2.8,1.3641025641025641,3.482142857142857,SHORT,TAKE,4916,1,CHOICE_DOWN_LIMITED_RETRACE,0.5025641025641026
4937,4938,LONG,6030.0,6025.5,6025.5,4.5,1.423728813559322,-1.0,0.16111111111111112,-1.1611111111111112,STOP,4950,0.4444444444444444,12,0,2.5,0.632768361581921,0.8700564971751413,0.632768361581921,1.265536723163842,0.632768361581921,3.9548022598870056,0.632768361581921,3.9548022598870056,0.632768361581921,3.9548022598870056,3.1607142857142856,LONG,TAKE,4937,1,CHOICE_UP_LIMITED_RETRACE,1.423728813559322
4955,4956,SHORT,6021.5,6023.25,6023.25,1.75,0.6805555555555555,-1.0,0.4142857142857143,-1.4142857142857144,STOP,4956,0.0,0,0,2.5,0.19444444444444442,2.0416666666666665,0.19444444444444442,2.4305555555555554,0.19444444444444442,2.4305555555555554,0.8749999999999999,2.4305555555555554,1.1666666666666665,4.958333333333333,2.5714285714285716,SHORT,TAKE,4955,1,CHOICE_DOWN_LIMITED_RETRACE,0.6805555555555555
4990,4991,SHORT,6019.0,6021.25,6021.25,2.25,1.0413223140495869,-1.0,0.32222222222222224,-1.3222222222222222,STOP,4993,0.0,2,0,2.5,0.11570247933884298,1.5041322314049588,0.23140495867768596,1.7355371900826446,0.23140495867768596,4.2809917355371905,0.23140495867768596,7.0578512396694215,0.23140495867768596,7.75206611570248,2.1607142857142856,SHORT,TAKE,4990,1,CHOICE_DOWN_LIMITED_RETRACE,1.0413223140495869
5005,5008,LONG,6029.0,6026.5,6026.5,2.5,1.2962962962962963,2.5,0.29,2.21,TARGET,5021,2.7,13,0,2.5,1.5555555555555556,0.6481481481481481,2.7222222222222223,0.6481481481481481,3.5,0.6481481481481481,3.5,0.6481481481481481,10.37037037037037,0.6481481481481481,1.9285714285714286,LONG,TAKE,5007,3,CHOICE_UP_LIMITED_RETRACE,1.2962962962962963
5266,5267,LONG,6062.75,6061.25,6061.25,1.5,0.9130434782608696,-1.0,0.48333333333333334,-1.4833333333333334,STOP,5271,0.5,4,0,2.5,0.4565217391304348,2.282608695652174,0.4565217391304348,2.891304347826087,0.4565217391304348,2.891304347826087,3.1956521739130435,2.891304347826087,3.1956521739130435,2.891304347826087,1.6428571428571428,LONG,TAKE,5266,1,CHOICE_UP_LIMITED_RETRACE,0.9130434782608696
5326,5328,SHORT,6060.5,6062.25,6062.25,1.75,2.5789473684210527,-1.0,0.4142857142857143,-1.4142857142857144,STOP,5331,0.0,3,0,2.5,0.0,2.5789473684210527,0.0,2.5789473684210527,0.0,2.5789473684210527,0.3684210526315789,2.9473684210526314,0.3684210526315789,5.526315789473684,0.6785714285714286,SHORT,TAKE,5327,2,CHOICE_DOWN_LIMITED_RETRACE,2.5789473684210527
5435,5436,LONG,6063.5,6063.25,6063.25,0.25,1.0769230769230769,-1.0,2.9,-3.9,STOP,5439,2.0,3,0,2.5,2.1538461538461537,3.230769230769231,3.230769230769231,3.230769230769231,8.615384615384615,3.230769230769231,10.769230769230768,3.230769230769231,10.769230769230768,3.230769230769231,0.23214285714285715,LONG,TAKE,5435,1,CHOICE_UP_LIMITED_RETRACE,1.0769230769230769
5493,5494,LONG,6064.75,6064.5,6064.5,0.25,1.0769230769230769,-1.0,2.9,-3.9,STOP,5496,1.0,2,0,2.5,1.0769230769230769,2.1538461538461537,1.0769230769230769,2.1538461538461537,1.0769230769230769,2.1538461538461537,4.3076923076923075,2.1538461538461537,5.384615384615384,6.461538461538462,0.23214285714285715,LONG,TAKE,5493,1,CHOICE_UP_LIMITED_RETRACE,1.0769230769230769
5529,5530,SHORT,6063.75,6064.25,6064.25,0.5,1.647058823529412,-1.0,1.45,-2.45,STOP,5530,0.0,0,0,2.5,0.0,4.11764705882353,0.0,4.9411764705882355,0.0,6.588235294117648,0.0,11.529411764705884,0.0,19.764705882352942,0.30357142857142855,SHORT,TAKE,5529,1,CHOICE_DOWN_LIMITED_RETRACE,1.647058823529412
5558,5559,LONG,6066.5,6066.5,6066.5,0.08035714285714286,0.25,-1.0,0.0,-1.0,STOP,5559,9.333333333333332,0,1,2.5,6.222222222222221,0.0,10.11111111111111,0.0,10.11111111111111,0.0,10.11111111111111,0.0,10.11111111111111,0.0,0.32142857142857145,LONG,TAKE,5558,1,CHOICE_UP_LIMITED_RETRACE,0.0
5593,5595,SHORT,6067.0,6067.75,6067.75,0.75,3.230769230769231,-1.0,0.9666666666666667,-1.9666666666666668,STOP,5603,0.0,8,0,2.5,0.0,1.0769230769230769,0.0,4.3076923076923075,0.0,4.3076923076923075,0.0,4.3076923076923075,9.692307692307692,4.3076923076923075,0.23214285714285715,SHORT,TAKE,5594,2,CHOICE_DOWN_LIMITED_RETRACE,3.230769230769231
5655,5657,SHORT,6065.75,6066.0,6066.0,0.25,1.1666666666666667,2.5,2.9,-0.3999999999999999,TARGET,5672,2.0,15,0,2.5,2.3333333333333335,0.0,2.3333333333333335,0.0,2.3333333333333335,0.0,3.5,7.0,3.5,8.166666666666668,0.21428571428571427,LONG,TAKE,5656,2,CHOICE_DOWN_LIMITED_RETRACE,1.1666666666666667
5699,5700,LONG,6066.5,6066.5,6066.5,0.03125,0.25,0.0,0.0,0.0,STOP,5700,0.0,0,0,2.5,2.0,2.0,2.0,6.0,2.0,6.0,2.0,10.0,10.0,10.0,0.125,LONG,TAKE,5699,1,CHOICE_UP_LIMITED_RETRACE,0.0
5720,5722,SHORT,6065.75,6066.5,6066.5,0.75,3.8181818181818183,-1.0,0.9666666666666667,-1.9666666666666668,STOP,5729,0.3333333333333333,7,0,2.5,2.5454545454545454,0.0,2.5454545454545454,6.363636363636364,2.5454545454545454,6.363636363636364,2.5454545454545454,10.181818181818182,2.5454545454545454,10.181818181818182,0.19642857142857142,SHORT,TAKE,5721,2,CHOICE_DOWN_LIMITED_RETRACE,3.8181818181818183
5730,5731,LONG,6066.75,6066.5,6066.5,0.25,1.2727272727272727,-1.0,2.9,-3.9,STOP,5733,1.0,2,0,2.5,1.2727272727272727,2.5454545454545454,2.5454545454545454,2.5454545454545454,3.8181818181818183,2.5454545454545454,5.090909090909091,2.5454545454545454,5.090909090909091,7.636363636363637,0.19642857142857142,LONG,TAKE,5730,1,CHOICE_UP_LIMITED_RETRACE,1.2727272727272727
5762,5763,SHORT,6066.5,6066.5,6066.5,0.044642857142857144,0.25,-1.0,0.0,-1.0,STOP,5763,0.0,0,1,2.5,2.8,0.0,5.6,0.0,7.0,0.0,7.0,4.2,7.0,7.0,0.17857142857142858,SHORT,TAKE,5762,1,CHOICE_DOWN_LIMITED_RETRACE,0.0
5793,5794,SHORT,6066.5,6066.75,6066.75,0.25,0.7,2.5,2.9,-0.3999999999999999,TARGET,5795,2.0,1,0,2.5,3.5,0.0,3.5,0.0,3.5,0.0,3.5,3.5,4.8999999999999995,6.3,0.35714285714285715,LONG,TAKE,5793,1,CHOICE_DOWN_LIMITED_RETRACE,0.7
5864,5865,LONG,6067.25,6066.75,6066.75,0.5,0.7,-1.0,1.45,-2.45,STOP,5865,0.5,0,0,2.5,1.05,1.05,1.05,1.05,1.05,1.4,1.05,3.15,1.05,7.0,0.7142857142857143,LONG,TAKE,5864,1,CHOICE_UP_LIMITED_RETRACE,0.7
5899,5901,LONG,6064.25,6063.75,6063.75,0.5,0.7,2.5,1.45,1.05,TARGET,5906,2.5,5,0,2.5,0.7,0.35,2.1,0.35,2.1,0.35,2.1,1.4,2.1,2.8,0.7142857142857143,SHORT,TAKE,5900,2,CHOICE_UP_LIMITED_RETRACE,0.7
5930,5932,LONG,6064.25,6064.0,6064.0,0.25,0.5599999999999999,-1.0,2.9,-3.9,STOP,5934,2.0,2,0,2.5,1.1199999999999999,0.5599999999999999,1.1199999999999999,1.68,1.68,1.68,1.68,4.4799999999999995,10.639999999999999,4.4799999999999995,0.44642857142857145,SHORT,TAKE,5931,2,CHOICE_UP_LIMITED_RETRACE,0.5599999999999999
5969,5971,LONG,6066.0,6064.75,6064.75,1.25,3.0434782608695654,2.5,0.58,1.92,TARGET,6005,2.8,34,0,2.5,0.6086956521739131,1.8260869565217392,3.0434782608695654,1.8260869565217392,4.260869565217392,1.8260869565217392,7.304347826086957,1.8260869565217392,12.782608695652174,1.8260869565217392,0.4107142857142857,LONG,TAKE,5970,2,CHOICE_UP_LIMITED_RETRACE,3.0434782608695654
6079,6080,SHORT,6069.75,6070.0,6070.0,0.25,1.0,-1.0,2.9,-3.9,STOP,6080,0.0,0,0,2.5,0.0,2.0,0.0,3.0,2.0,3.0,10.0,3.0,29.0,3.0,0.25,SHORT,TAKE,6079,1,CHOICE_DOWN_LIMITED_RETRACE,1.0
6207,6208,LONG,6043.75,6042.75,6042.75,1.0,0.6363636363636364,-1.0,0.725,-1.725,STOP,6209,0.5,1,0,2.5,0.3181818181818182,2.2272727272727275,0.3181818181818182,2.2272727272727275,3.9772727272727275,2.2272727272727275,9.545454545454545,2.2272727272727275,11.295454545454545,2.2272727272727275,1.5714285714285714,LONG,TAKE,6207,1,CHOICE_UP_LIMITED_RETRACE,0.6363636363636364
6305,6306,SHORT,6044.0,6046.5,6046.5,2.5,0.9150326797385621,-1.0,0.29,-1.29,STOP,6306,0.0,0,0,2.5,0.0,2.8366013071895426,0.0,3.2941176470588234,0.0,3.2941176470588234,0.0,5.30718954248366,0.0,5.5816993464052285,2.732142857142857,SHORT,TAKE,6305,1,CHOICE_DOWN_LIMITED_RETRACE,0.9150326797385621
6334,6336,LONG,6058.0,6057.0,6057.0,1.0,0.6086956521739131,-1.0,0.725,-1.725,STOP,6338,1.25,2,0,2.5,0.7608695652173914,1.2173913043478262,0.7608695652173914,1.9782608695652175,0.7608695652173914,2.282608695652174,0.7608695652173914,4.565217391304348,1.9782608695652175,4.565217391304348,1.6428571428571428,LONG,TAKE,6335,2,CHOICE_UP_LIMITED_RETRACE,0.6086956521739131
6348,6349,SHORT,6054.75,6055.75,6055.75,1.0,0.717948717948718,-1.0,0.725,-1.725,STOP,6349,0.0,0,0,2.5,3.0512820512820515,1.2564102564102564,3.0512820512820515,1.6153846153846154,3.0512820512820515,2.6923076923076925,3.0512820512820515,4.128205128205129,3.0512820512820515,9.153846153846155,1.3928571428571428,SHORT,TAKE,6348,1,CHOICE_DOWN_LIMITED_RETRACE,0.717948717948718
6358,6360,LONG,6056.5,6055.75,6055.75,0.75,0.39622641509433965,-1.0,0.9666666666666667,-1.9666666666666668,STOP,6360,0.0,0,0,2.5,1.0566037735849056,0.6603773584905661,1.1886792452830188,0.7924528301886793,1.3207547169811322,1.849056603773585,2.1132075471698113,1.849056603773585,6.339622641509434,1.849056603773585,1.8928571428571428,LONG,TAKE,6359,2,CHOICE_UP_LIMITED_RETRACE,0.39622641509433965
6372,6375,LONG,6059.0,6056.0,6056.0,3.0,1.9090909090909092,-1.0,0.24166666666666667,-1.2416666666666667,STOP,6379,0.5,4,0,2.5,0.9545454545454546,2.8636363636363638,0.9545454545454546,2.8636363636363638,0.9545454545454546,2.8636363636363638,4.613636363636363,2.8636363636363638,6.045454545454546,2.8636363636363638,1.5714285714285714,SHORT,TAKE,6374,3,CHOICE_UP_LIMITED_RETRACE,1.9090909090909092
6386,6387,LONG,6057.75,6056.75,6056.75,1.0,0.5773195876288659,-1.0,0.725,-1.725,STOP,6388,0.75,1,0,2.5,0.43298969072164945,1.2989690721649485,2.1649484536082473,1.2989690721649485,4.90721649484536,1.2989690721649485,6.206185567010309,1.2989690721649485,6.206185567010309,1.2989690721649485,1.7321428571428572,LONG,TAKE,6386,1,CHOICE_UP_LIMITED_RETRACE,0.5773195876288659
6440,6441,SHORT,6061.0,6062.5,6062.5,1.5,0.9032258064516129,-1.0,0.48333333333333334,-1.4833333333333334,STOP,6444,0.0,3,0,2.5,0.0,0.9032258064516129,0.3010752688172043,0.9032258064516129,0.45161290322580644,1.053763440860215,2.10752688172043,1.053763440860215,2.10752688172043,2.4086021505376345,1.6607142857142858,SHORT,TAKE,6440,1,CHOICE_DOWN_LIMITED_RETRACE,0.9032258064516129
6491,6493,SHORT,6060.75,6061.5,6061.5,0.75,0.711864406779661,-1.0,0.9666666666666667,-1.9666666666666668,STOP,6493,0.0,0,0,2.5,0.23728813559322035,4.033898305084746,0.23728813559322035,4.033898305084746,0.23728813559322035,4.033898305084746,1.423728813559322,4.033898305084746,1.423728813559322,4.033898305084746,1.0535714285714286,LONG,TAKE,6492,2,CHOICE_DOWN_LIMITED_RETRACE,0.711864406779661
6569,6570,SHORT,6059.5,6059.75,6059.75,0.25,0.2545454545454546,-1.0,2.9,-3.9,STOP,6570,0.0,0,0,2.5,2.8000000000000003,1.781818181818182,2.8000000000000003,1.781818181818182,2.8000000000000003,1.781818181818182,2.8000000000000003,6.618181818181818,2.8000000000000003,9.927272727272728,0.9821428571428571,SHORT,TAKE,6569,1,CHOICE_DOWN_LIMITED_RETRACE,0.2545454545454546
6620,6621,SHORT,6062.75,6063.75,6063.75,1.0,0.7887323943661972,-1.0,0.725,-1.725,STOP,6621,0.0,0,0,2.5,0.1971830985915493,1.971830985915493,0.1971830985915493,1.971830985915493,0.1971830985915493,2.1690140845070425,0.1971830985915493,2.563380281690141,2.563380281690141,5.71830985915493,1.2678571428571428,SHORT,TAKE,6620,1,CHOICE_DOWN_LIMITED_RETRACE,0.7887323943661972
6642,6645,LONG,6065.25,6064.75,6064.75,0.5,0.6829268292682927,2.5,1.45,1.05,TARGET,6651,2.5,6,0,2.5,1.024390243902439,0.0,4.439024390243903,7.853658536585367,4.7804878048780495,7.853658536585367,6.487804878048781,7.853658536585367,6.487804878048781,7.853658536585367,0.7321428571428571,LONG,TAKE,6644,3,CHOICE_UP_LIMITED_RETRACE,0.6829268292682927
6684,6685,SHORT,6066.75,6067.0,6067.0,0.25,0.6666666666666666,2.5,2.9,-0.3999999999999999,TARGET,6691,1.0,6,0,2.5,1.3333333333333333,0.0,3.3333333333333335,0.0,3.3333333333333335,0.0,4.666666666666667,3.3333333333333335,4.666666666666667,3.3333333333333335,0.375,SHORT,TAKE,6684,1,CHOICE_DOWN_LIMITED_RETRACE,0.6666666666666666
6727,6728,SHORT,6067.25,6067.5,6067.5,0.25,0.823529411764706,-1.0,2.9,-3.9,STOP,6729,0.0,1,0,2.5,1.647058823529412,0.823529411764706,1.647058823529412,1.647058823529412,1.647058823529412,1.647058823529412,1.647058823529412,7.411764705882353,1.647058823529412,12.352941176470589,0.30357142857142855,LONG,TAKE,6727,1,CHOICE_DOWN_LIMITED_RETRACE,0.823529411764706
6739,6740,SHORT,6067.75,6067.75,6067.75,0.05803571428571429,0.25,-0.0,0.0,-0.0,STOP,6740,0.0,0,0,2.5,2.1538461538461537,0.0,2.1538461538461537,1.0769230769230769,2.1538461538461537,6.461538461538462,2.1538461538461537,7.538461538461538,2.1538461538461537,23.69230769230769,0.23214285714285715,SHORT,TAKE,6739,1,CHOICE_DOWN_LIMITED_RETRACE,0.0
6757,6758,LONG,6069.25,6069.25,6069.25,0.0625,0.25,-1.0,0.0,-1.0,STOP,6758,4.0,0,1,2.5,1.0,0.0,1.0,2.0,4.0,2.0,7.0,2.0,21.0,2.0,0.25,LONG,TAKE,6757,1,CHOICE_UP_LIMITED_RETRACE,0.0
6820,6822,LONG,6073.5,6073.0,6073.0,0.5,0.9655172413793103,2.5,1.45,1.05,TARGET,6825,3.0,3,0,2.5,3.862068965517241,0.0,3.862068965517241,0.0,4.344827586206896,0.0,5.310344827586206,0.0,5.310344827586206,0.0,0.5178571428571429,SHORT,TAKE,6821,2,CHOICE_UP_LIMITED_RETRACE,0.9655172413793103
6829,6832,LONG,6075.25,6074.5,6074.5,0.75,1.2352941176470589,-1.0,0.9666666666666667,-1.9666666666666668,STOP,6835,0.6666666666666666,3,0,2.5,0.823529411764706,1.2352941176470589,1.647058823529412,1.2352941176470589,1.647058823529412,1.2352941176470589,1.647058823529412,1.2352941176470589,4.9411764705882355,2.058823529411765,0.6071428571428571,LONG,TAKE,6831,3,CHOICE_UP_LIMITED_RETRACE,1.2352941176470589
6872,6873,SHORT,6075.25,6075.5,6075.5,0.25,0.5599999999999999,2.5,2.9,-0.3999999999999999,TARGET,6874,1.0,1,0,2.5,2.8,0.0,2.8,0.5599999999999999,2.8,1.68,2.8,6.72,4.4799999999999995,6.72,0.44642857142857145,SHORT,TAKE,6872,1,CHOICE_DOWN_LIMITED_RETRACE,0.5599999999999999
6886,6887,LONG,6075.75,6075.25,6075.25,0.5,1.037037037037037,2.5,1.45,1.05,TARGET,6889,5.0,2,0,2.5,5.185185185185185,0.5185185185185185,5.185185185185185,0.5185185185185185,5.185185185185185,0.5185185185185185,5.185185185185185,5.185185185185185,5.185185185185185,5.185185185185185,0.48214285714285715,LONG,TAKE,6886,1,CHOICE_UP_LIMITED_RETRACE,1.037037037037037
6907,6908,SHORT,6074.5,6074.75,6074.75,0.25,0.5833333333333334,-1.0,2.9,-3.9,STOP,6908,0.0,0,0,2.5,1.1666666666666667,1.75,2.916666666666667,1.75,2.916666666666667,1.75,2.916666666666667,3.5,2.916666666666667,5.25,0.42857142857142855,SHORT,TAKE,6907,1,CHOICE_DOWN_LIMITED_RETRACE,0.5833333333333334
