N,mean_directional_ATR,median_directional_ATR,positive_rate,ordinary_bar_baseline_ATR,incremental_edge_ATR,mean_MFE_ATR,mean_MAE_ATR,median_MFE_ATR,median_MAE_ATR,session_control_effect,session_robust,same_sign_all_eras,raw_p,replication_classification,economic_effect_classification,era1_N,era1_effect,era2_N,era2_effect,era3_N,era3_effect
34495,-0.0013701190225461934,0.021476391070282472,0.5018408464994927,-0.005619156209208876,0.0042490371866626825,2.073526310244238,2.0780646218569325,1.4963830022918965,1.519006836357547,0.15144417104331537,False,False,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,12023,0.025606765701646713,11964,-0.025998310398875426,10508,-0.0041957188905104624
