event_definition,direction,strength_bucket,secondary_feature,secondary_bucket,horizon,N,mean_directional_ATR,median_directional_ATR,positive_rate,ordinary_bar_baseline_ATR,incremental_edge_ATR,mean_MFE_ATR,mean_MAE_ATR,median_MFE_ATR,median_MAE_ATR,session_control_effect,session_robust,same_sign_all_eras,raw_p,replication_classification,economic_effect_classification,era1_N,era1_effect,era2_N,era2_effect,era3_N,era3_effect
DISPLACEMENT_ALONE,ALL,0.50-0.75,accel_vs_3,Q1,1,23640,-0.01597923727344017,-0.016254182618675353,0.4763113367174281,2.7449926278545227e-05,-0.016006687199718716,0.5373840579186847,0.5544578204863048,0.40514469461446856,0.42923421574683873,0.06605902157600894,False,True,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,8535,-0.013494828358477921,8251,-0.011972655535191104,6854,-0.023896181541239375
DISPLACEMENT_ALONE,ALL,0.50-0.75,accel_vs_3,Q2,1,18211,-0.010518145892568156,-0.018541887826991933,0.4700455768491571,4.972582730532633e-07,-0.010518643150841209,0.48220606142450273,0.48812831955913966,0.3548319047580417,0.37704270654126176,-0.00668316905035543,False,False,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,6554,-0.025217945631788145,6298,0.003277764046094047,5359,-0.008753666195394574
DISPLACEMENT_ALONE,ALL,0.50-0.75,accel_vs_3,Q3,1,13479,-0.01642539425013904,-0.028130387797496624,0.4665034498108168,1.6937343448127866e-06,-0.016427087984483852,0.4604707173924234,0.46849864318526896,0.3437540148799914,0.3625597034653754,-0.05119204629492938,False,True,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,4525,-0.016160564036691222,4778,-0.02034166039723578,4176,-0.012231533394062195
DISPLACEMENT_ALONE,ALL,0.50-0.75,accel_vs_3,Q4,1,7780,0.0030526580603029868,-0.018079778621294788,0.46619537275064266,-7.610270873116682e-05,0.0031287607690341536,0.45798589908554155,0.4381797024600595,0.32274487209359054,0.339282440465172,-0.20779350857164458,False,False,0.6879455021030413,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,2702,-0.0007326466055390464,2673,0.0038494314137163667,2405,0.006419858905804522
DISPLACEMENT_ALONE,ALL,0.50-0.75,accel_vs_3,,1,4,-0.31179414755808943,-0.09975863599943924,0.25,-0.002965265281157125,-0.3088288822769323,0.2365295745494484,0.7133956781827688,0.2149509430247368,0.4727813537918649,,False,False,1.0,INSUFFICIENT_SAMPLE,NEGLIGIBLE,3,-0.39605971413235713,1,-0.05899744783528637,0,
DISPLACEMENT_ALONE,ALL,0.75-1.00,accel_vs_3,Q1,1,6931,-0.0077842634509514355,0.0,0.4827586206896552,0.00018319708604858204,-0.007967460537000018,0.6189893844070685,0.6246452801757136,0.46912881756258124,0.48567744062324036,0.012002840429105325,False,False,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,2450,-0.023222104724167972,2408,0.014344499357142486,2073,-0.015243669974110925
DISPLACEMENT_ALONE,ALL,0.75-1.00,accel_vs_3,Q2,1,9140,-0.01053230221442882,0.0,0.4812910284463895,6.790999066383196e-05,-0.010600212205092652,0.5443257321457728,0.5494859140711861,0.4091204105890758,0.4246056095120972,-0.1258367813669067,False,False,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,3260,-0.026434407819556267,3224,0.004987533541750458,2656,-0.009852741297714407
DISPLACEMENT_ALONE,ALL,0.75-1.00,accel_vs_3,Q3,1,9994,-0.01577107625093383,-0.033552244115511394,0.4674804882929758,-1.7625343412725497e-05,-0.015753450907521106,0.5151517942843965,0.5191816840267509,0.3828815713948235,0.4083500001746807,-0.02946948518992652,False,True,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,3499,-0.019176340431367556,3442,-0.016217955887444704,3053,-0.011364532170944313
DISPLACEMENT_ALONE,ALL,0.75-1.00,accel_vs_3,Q4,1,8185,-0.009435495693180447,-0.030423711815185838,0.46450824679291386,-8.850003948434603e-05,-0.009346995653696101,0.49652196056981573,0.4899923325183725,0.3651315728445858,0.38540665754938874,-0.23079674457349292,False,False,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,2812,-0.00861571548919381,2891,0.00047125194081279226,2482,-0.021903517185317783
DISPLACEMENT_ALONE,ALL,0.75-1.00,accel_vs_3,,1,2,-0.6213306197602019,-0.6213306197602019,0.0,-0.005755444627417546,-0.6155751751327844,0.033317596617523725,0.8268991507065018,0.033317596617523725,0.8268991507065018,,False,False,1.0,INSUFFICIENT_SAMPLE,NEGLIGIBLE,2,-0.6213306197602019,0,,0,
DISPLACEMENT_ALONE,ALL,1.00-1.25,accel_vs_3,Q1,1,1994,0.00981867288119496,0.0,0.48696088264794385,0.00021111742496682514,0.009607555456228134,0.7179976208777813,0.7164513207519744,0.562071331375355,0.5612187081809387,0.03703544071709211,True,False,0.6544191225277565,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,662,0.040228400259941746,751,-0.02678779331186588,581,0.02248685977664817
DISPLACEMENT_ALONE,ALL,1.00-1.25,accel_vs_3,Q2,1,3808,0.016578731496242727,0.0,0.4950105042016807,2.7143450494020164e-05,0.016551588045748706,0.6216839322621293,0.6006932547528987,0.46775238859418705,0.4698875240352963,-0.02758824429869905,False,True,0.23457979137078797,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,1333,0.0005946801883590319,1301,0.03428418882963637,1174,0.015106789760862693
