event_definition,horizon,N,median_mfe_atr,median_mae_atr,p75_mfe_atr,p75_mae_atr,p_mfe05_before_mae05,p_mfe10_before_mae05,p_mfe10_before_mae10,p_mfe15_before_mae10
DISPLACEMENT_ALONE,3,134784,0.7148012052789435,0.7223854466872937,1.3058149953982208,1.2981459433623743,0.324934710351377,0.22388414055080721,0.3054665242165242,0.17057662630579298
DISPLACEMENT_ALONE,6,134784,1.0218507442801985,1.0276844707835706,1.8728231270079798,1.8753144907685932,0.25163224121557454,0.22134674738841406,0.35965693257359926,0.2554976851851852
DISPLACEMENT_ALONE,12,134784,1.4700118421094173,1.478278658004947,2.7150316550417193,2.6978841589813607,0.182380698005698,0.1766678537511871,0.32560244539411204,0.2806935541310541
DISPLACEMENT_ALONE,24,134784,2.1162407748619136,2.1209640244927748,3.9978365944626937,3.9523691034596284,0.1289767331433998,0.12816803181386516,0.2519067545109212,0.23855947293447294
