N,mean_directional_ATR,median_directional_ATR,positive_rate,ordinary_bar_baseline_ATR,incremental_edge_ATR,mean_MFE_ATR,mean_MAE_ATR,median_MFE_ATR,median_MAE_ATR,session_control_effect,session_robust,same_sign_all_eras,raw_p,replication_classification,economic_effect_classification,era1_N,era1_effect,era2_N,era2_effect,era3_N,era3_effect
28966,0.007436790281324142,-0.0698772064635887,0.48301456880480564,0.00012309960755406806,0.007313690673770074,2.09893123845216,2.0197829486399312,1.4614923687497032,1.4740391368836252,-0.14377667414700146,False,True,0.6719017824514102,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,9948,0.010671177767718807,10330,0.0021095473776460575,8688,0.010067399452634065
