N,mean_directional_ATR,median_directional_ATR,positive_rate,ordinary_bar_baseline_ATR,incremental_edge_ATR,mean_MFE_ATR,mean_MAE_ATR,median_MFE_ATR,median_MAE_ATR,session_control_effect,session_robust,same_sign_all_eras,raw_p,replication_classification,economic_effect_classification,era1_N,era1_effect,era2_N,era2_effect,era3_N,era3_effect
63706,0.009701042073666045,0.0,0.4960443286346655,-0.0018824719010008255,0.011583513974666872,2.0787178699864906,2.0309720471672814,1.4827934067502944,1.4504481625876844,-0.19075508190258084,False,False,0.41160889101541936,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,21881,0.03941707228647223,22519,-0.008510192354038599,19306,-0.002736421357854253
