outcome_label,N,body_atr24,body_range,close_location,structure_break_rate,accel_vs_3,path_efficiency_12,volume_ratio24
CONTINUATION,53952,0.919623285274009,0.6903378236598573,0.8313178753816383,0.21055753262158955,2.8905976868606156,0.2864579864654688,2.2116713951586258
FAILURE,67607,0.910777605755594,0.6928041680156165,0.8307437573372481,0.21883828597630423,2.9532591184612524,0.2895680716579306,2.21699137468167
NEUTRAL,13225,0.8615001322713234,0.7032361677057,0.8356099420077914,0.21255198487712665,2.906485662454606,0.28228121660900585,1.5692760200306073
