event_definition,direction,strength_bucket,secondary_feature,secondary_bucket,horizon,N,mean_directional_ATR,median_directional_ATR,positive_rate,ordinary_bar_baseline_ATR,incremental_edge_ATR,mean_MFE_ATR,mean_MAE_ATR,median_MFE_ATR,median_MAE_ATR,session_control_effect,session_robust,same_sign_all_eras,raw_p,replication_classification,economic_effect_classification,era1_N,era1_effect,era2_N,era2_effect,era3_N,era3_effect
DISPLACEMENT_ALONE,ALL,0.50-0.75,close_location,Q1,1,21099,-0.0006533394154947465,0.0,0.48755865206881843,-0.00021026237482775592,-0.0004430770406669906,0.5497700416434722,0.5316938989348043,0.4130769686246159,0.4031037144861056,0.15291423700745657,False,False,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,7531,-0.007346921711314875,7329,0.006278280292117551,6239,-0.0007162457413913818
DISPLACEMENT_ALONE,ALL,0.50-0.75,close_location,Q2,1,16238,-0.011172124411623614,-0.026853612386414344,0.46890011085109,8.265941671006024e-05,-0.011254783828333673,0.48474078538713467,0.48820048067566557,0.36102783561099033,0.3798521915731762,-0.02467555304164419,False,False,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,5803,-0.015062980991576188,5623,0.0025728656039743485,4812,-0.02254150058041883
DISPLACEMENT_ALONE,ALL,0.50-0.75,close_location,Q3,1,13705,-0.014124617821488907,-0.018494037832240382,0.47070412258299893,0.00012093163310494923,-0.014245549454593857,0.4672509613033182,0.481499299500506,0.3503645512104,0.37184473763463716,-0.3485561946496025,False,True,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,4532,-0.0029935830339878054,4903,-0.02894658227063616,4270,-0.008919408913476265
DISPLACEMENT_ALONE,ALL,0.50-0.75,close_location,Q4,1,12072,-0.03142932887718771,-0.049456055472109316,0.4459907223326706,0.00012538069450509785,-0.03155470957169281,0.4457821007539449,0.4952713473030685,0.31738006769883376,0.39005153970883616,-0.28532307859761374,False,True,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,4453,-0.045013261584297824,4146,-0.020178627639815167,3473,-0.027443194407099948
DISPLACEMENT_ALONE,ALL,0.75-1.00,close_location,Q1,1,7434,0.0031036759729268634,0.0,0.4830508474576271,-0.0005894467094825935,0.003693122682409457,0.6294382545503572,0.5910770271594796,0.463614237200922,0.4356033974505096,0.07538013893110086,True,False,0.7529491512464371,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,2652,-0.015528423050101695,2507,0.021700120867670373,2275,0.004330506415981705
DISPLACEMENT_ALONE,ALL,0.75-1.00,close_location,Q2,1,9010,-0.00708493396141482,0.0,0.4849056603773585,2.3106604682282997e-05,-0.007108040566097103,0.5408296256825061,0.5360076662069694,0.41524089683704424,0.4110216030153,-0.14342048643051164,False,False,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,3211,-0.00916623028782203,3138,0.012969234587196687,2661,-0.028222453090106805
DISPLACEMENT_ALONE,ALL,0.75-1.00,close_location,Q3,1,9136,-0.009445878403513939,-0.028324591550432446,0.47033712784588444,0.00030989707756625046,-0.009755775481080189,0.5110318968702902,0.520335248761436,0.379196374015162,0.4120557505736639,-0.16684967397840844,False,True,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,3088,-0.020532810771388552,3320,-0.00039995184606203825,2728,-0.007904833322408194
DISPLACEMENT_ALONE,ALL,0.75-1.00,close_location,Q4,1,8672,-0.029894629711063922,-0.04575444329631061,0.4568726937269373,0.0002676362491962784,-0.030162265960260202,0.49088701662125056,0.527604007901673,0.3608215928957516,0.4226923597144137,0.04313511960419983,False,True,1.0,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,3072,-0.03307907922699848,3000,-0.03253675774467973,2600,-0.023083470859603
DISPLACEMENT_ALONE,ALL,1.00-1.25,close_location,Q1,1,2727,0.01075525508640657,0.0,0.49138247158049136,-0.000889257252714736,0.011644512339121305,0.7220401694250492,0.6652686417630024,0.5365302590913954,0.49369181941033735,0.233717329604255,True,False,0.5714231896274482,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,951,-0.01719143990948886,986,-0.004666774136493793,790,0.06364566996599685
DISPLACEMENT_ALONE,ALL,1.00-1.25,close_location,Q2,1,4267,0.005842094291463204,-0.012469269754114255,0.4804312163112257,-9.531047667224351e-05,0.005937404768135448,0.6061719071764052,0.5841096305542492,0.46102636196649693,0.454620437636491,-0.21551915458884927,False,False,0.6719991269019331,NO_DIRECTIONAL_INFORMATION,NEGLIGIBLE,1568,0.006484874890783942,1441,0.024797561414966703,1258,-0.016671982103372604
