signal_id,marker_bar_timestamp,signal_type,direction,entry_price,stop,target,risk_points,atr_at_entry,exit_type,exit_timestamp,exit_price,realized_R,MFE_R,MAE_R,MFE_ATR,MAE_ATR,bars_held,max_forward_range,net_directional_move,total_absolute_move,directional_efficiency,movement_efficiency,fav_excursion_over_total,adv_excursion_over_total,time_near_entry_bars,direction_changes,max_consec_favorable,max_consec_adverse,bars_to_plus_0.25r,bars_to_plus_0.50r,bars_to_plus_1.00r,bars_to_plus_1.50r,bars_to_plus_2.00r,bars_to_target,bars_to_minus_0.25r,bars_to_minus_0.50r,bars_to_minus_1.00r
1860,2020-07-02 14:45:00+00:00,L,Long,10175.0,10156.937356725226,10229.18792982432,18.062643274774018,24.08352436636468,STOP,2020-07-02 10:00:00-05:00,10156.937356725226,-1.0,0.2214515306066157,1.9100194514820605,0.15927832503490957,1.373775553426095,1,38.5,-25.0,25.0,0.0,0.10389610389610389,0.16,1.38,0,0,0,1,,,,,,,1.0,1.0,1.0
1861,2020-07-02 19:15:00+00:00,S,Short,10178.0,10194.05283465242,10129.841496042736,16.052834652420643,21.40377953656201,TARGET,2020-07-02 14:45:00-05:00,10129.841496042736,3.0,3.613069047045473,0.498354351316617,2.447895684581275,0.3672141574312403,2,48.5,-40.25,40.25,0.0,0.8787878787878788,1.4409937888198758,0.19875776397515527,0,1,2,0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,
1862,2020-07-05 22:00:00+00:00,S,Short,10181.75,10193.094278572298,10147.717164283104,11.344278572298208,15.12570476306467,STOP,2020-07-05 17:30:00-05:00,10193.094278572298,-1.0,0.15426278443773017,1.410402600573533,0.12105690370031937,1.101125874713257,2,15.5,13.25,13.25,1.0,0.09859154929577464,0.13207547169811318,1.2075471698113207,1,1,0,2,,,,,,,1.0,2.0,2.0
1863,2020-07-06 14:45:00+00:00,L,Long,10359.694772544415,10346.445463752954,10399.442698918796,13.249308791460862,17.6657450552804,TARGET,2020-07-06 10:00:00-05:00,10399.442698918796,3.0,3.136407197511091,0.0,2.262347204572076,0.0,1,27.5,36.80522745558483,36.80522745558483,1.0,1.0,1.1290577542478748,0.0,0,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,,,
1864,2020-07-06 16:15:00+00:00,RS,Short,10385.564544910823,10400.7578928533,10347.581175054633,15.193347942476976,20.25779725663479,TIME,2020-07-06 12:00:00-05:00,10364.25,1.402886644307864,1.6003414785786383,0.5552071288773138,1.1703697162581879,0.4194116661730825,3,27.5,-21.314544910823315,26.685455089176685,0.0,0.7424288522388798,0.9111534665445903,0.3161068477561025,1,2,2,1,1.0,1.0,1.0,1.0,,,2.0,2.0,
1865,2020-07-06 16:45:00+00:00,L,Long,10386.5,10371.415557131231,10431.753328606304,15.084442868768747,20.1125904916902,STOP,2020-07-06 12:00:00-05:00,10371.415557131231,-1.0,0.14916029843292808,1.5081763508218282,0.10996158534563409,1.1118338073836336,1,25.0,-22.25,22.25,0.0,0.09000000000000001,0.10112359550561797,1.0224719101123596,0,0,0,1,,,,,,,1.0,1.0,1.0
1866,2020-07-06 17:45:00+00:00,RL,Long,10366.75,10351.33541303689,10405.286467407775,15.414586963110196,20.55278261748136,STOP,2020-07-06 13:00:00-05:00,10351.33541303689,-1.0,0.09731042444340303,2.351668590715573,0.06886687047540267,1.6642827031555645,1,37.75,-35.5,35.5,0.0,0.03973509933774835,0.04225352112676056,1.0211267605633803,0,0,0,1,,,,,,,1.0,1.0,1.0
1867,2020-07-07 16:15:00+00:00,S,Short,10430.75,10449.54608043808,10374.361758685758,18.796080438080025,25.061440584107203,TIME,2020-07-07 12:15:00-05:00,10423.0,0.4123200060529026,1.5960774427854294,0.7448361399665338,1.12649096410919,0.5256957832509553,4,44.0,-7.75,66.75,0.0,0.6818181818181818,0.449438202247191,0.20973782771535582,0,3,1,1,1.0,1.0,3.0,3.0,,,1.0,1.0,
1868,2020-07-07 17:15:00+00:00,RS,Short,10424.711862792885,10444.34353262816,10375.63268820469,19.631669835274806,26.17555978036979,TIME,2020-07-07 13:00:00-05:00,10413.0,0.5965800612559514,1.373386116367897,0.6131998606397014,1.0377954294932004,0.46423949469481124,3,32.25,-11.711862792884858,31.288137207115142,0.0,0.6913298152021758,0.8617279646406545,0.3847508443033031,0,2,2,1,1.0,1.0,2.0,,,,1.0,1.0,
1869,2020-07-07 19:15:00+00:00,S,Short,10370.25,10390.727371140536,10308.817886578394,20.47737114053598,27.303161520713736,TARGET,2020-07-07 14:45:00-05:00,10308.817886578394,3.0,3.02773239662917,0.6348471154222454,2.1202186676772956,0.48060279238378023,2,57.75,-51.0,51.0,0.0,0.8266666666666667,1.2156862745098038,0.25490196078431376,0,1,2,0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,
1870,2020-07-07 22:30:00+00:00,RL,Long,10339.703908222322,10321.912052753994,10384.18354689314,17.791855468327412,23.72247395776953,TIME,2020-07-07 18:15:00-05:00,10350.75,0.6208510291319596,0.9018784918887737,0.0,0.777885459080065,0.0,3,10.75,11.046091777678157,11.046091777678157,1.0,1.0,1.4526487829934525,0.0,1,2,3,0,1.0,2.0,,,,,,,
1871,2020-07-08 15:45:00+00:00,L,Long,10383.926985371618,10362.17655153357,10449.17828688576,21.750433838047684,29.000578450730192,TIME,2020-07-08 11:45:00-05:00,10428.75,2.0607871531267596,2.106763247555309,0.0,1.569679678807407,0.0,4,36.5,44.823014628382225,67.32301462838223,0.665790367169411,1.0,0.6806441286285482,0.0,0,3,2,1,1.0,1.0,1.0,4.0,4.0,,,,
1872,2020-07-08 17:30:00+00:00,RS,Short,10408.57229712334,10430.006299300085,10354.987291681482,21.43400217674389,28.57866956899067,TIME,2020-07-08 13:15:00-05:00,10396.25,0.5748948339993475,2.102840932443533,0.019954410433121555,1.5191267162594029,0.01467526245158176,3,36.5,-12.322297123340832,39.32229712334083,0.0,0.9905999367767216,1.1462274694167585,0.010876853794110963,0,2,1,2,1.0,1.0,1.0,1.0,2.0,,,,
1873,2020-07-08 19:15:00+00:00,L,Long,10433.5,10411.411966671838,10499.764099984488,22.088033328162055,29.45071110421673,TIME,2020-07-08 15:30:00-05:00,10471.5,1.720388566760732,1.8901637542700147,0.6338273667013223,1.4885507063925674,0.4738772227050614,4,39.5,38.0,48.0,0.7916666666666666,0.7488789237668161,0.8697916666666666,0.2916666666666667,0,3,3,1,1.0,1.0,2.0,3.0,,,1.0,1.0,
1874,2020-07-09 14:45:00+00:00,S,Short,10442.228373577407,10463.820950449031,10377.45064296253,21.59257687162426,28.790102495500328,TARGET,2020-07-09 10:00:00-05:00,10377.45064296253,3.0,3.460836287474839,0.0,2.40631603792428,0.0,1,60.5,-19.978373577407183,19.978373577407183,0.0,1.0,3.7404633208938884,0.0,0,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,,,
1875,2020-07-09 19:30:00+00:00,S,Short,10529.5,10554.06834239184,10455.794972824482,24.568342391839906,32.75778985578588,STOP,2020-07-09 14:45:00-05:00,10554.06834239184,-1.0,0.08140557340426341,1.5772329847076036,0.060008409562414565,1.1626629352717823,1,40.75,14.25,14.25,1.0,0.049079754601226995,0.14035087719298245,2.719298245614035,0,0,0,1,,,,,,,1.0,1.0,1.0
1876,2020-07-10 15:45:00+00:00,L,Long,10543.75,10522.6896863863,10606.930940841095,21.06031361369969,28.080418151598987,STOP,2020-07-10 11:15:00-05:00,10522.6896863863,-1.0,0.18993069492554984,1.2582908538817676,0.14793468545298122,0.9711877233957223,2,30.5,-20.5,25.5,0.0,0.13114754098360656,0.1568627450980392,1.0392156862745099,1,1,1,1,,,,,,,1.0,2.0,2.0
1877,2020-07-10 16:30:00+00:00,RS,Short,10541.5,10561.9626946098,10490.343263475495,20.462694609799655,27.2835928130696,STOP,2020-07-10 12:15:00-05:00,10561.9626946098,-1.0,0.34208593410995225,1.5882561226533498,0.2670760331287001,1.266791892415612,3,23.75,27.25,27.25,1.0,0.17721518987341772,0.25688073394495414,1.1926605504587156,1,2,0,3,1.0,,,,,,1.0,2.0,3.0
1878,2020-07-10 19:00:00+00:00,L,Long,10598.0,10581.018718993026,10648.943843020925,16.981281006974314,22.641708009299418,TIME,2020-07-10 15:00:00-05:00,10640.75,2.517477920684683,2.782475596546229,0.1766651172410304,2.0558524908604086,0.1353344773682122,4,28.75,42.75,52.75,0.8104265402843602,0.9402985074626865,0.8957345971563982,0.05687203791469194,0,3,2,1,1.0,1.0,2.0,3.0,3.0,,,,
1879,2020-07-13 15:00:00+00:00,L,Long,10834.350627179329,10816.426616466157,10888.122659318851,17.92401071317181,23.898680950899372,TIME,2020-07-13 11:00:00-05:00,10827.25,-0.39615169243959875,1.4867974164447288,0.9122192259856737,1.1356488022622386,0.6821679762661849,4,30.5,-7.100627179328512,47.39937282067149,0.0,0.6197528562946858,0.5622304945150951,0.34495450480302114,1,3,1,3,1.0,1.0,1.0,,,,3.0,3.0,
