slice,N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD
full,5812,0.4741913282863042,0.2285851995579937,1328.5371798310593,1.4779205868355416,14.178086803282326,93.7035580515344
exclude_top_1pct,5753,0.46879888753693727,0.20030755585682694,1152.3693688443254,1.414546956886383,17.418974493620226,66.1559823321623
exclude_best,5811,0.47410084322836,0.22810933010455337,1325.5433172375597,1.476843591333035,14.178086803282326,93.49239679719602
exclude_top_3,5809,0.47391977965226373,0.22715804840867582,1319.5611032059978,1.4746915828804732,14.178086803282326,93.07046299790676
