signal_id,signal_type,timestamp_ct,move_since_displacement_atr,move_since_bos_reclaim_atr,pre_entry_move_5_atr,exhaustion_bucket,realized_R,MFE_R
5391,RS,2025-10-29 20:15:00+00:00,0.4098090223182778,,-0.6905443368197752,0-0.5,0.7486275053373312,1.7123778570359647
5392,L,2025-10-30 16:15:00+00:00,-0.13270859264030505,-0.18650937344042873,0.15781562368036275,,-1.0,0.023911458133388217
5393,RS,2025-10-30 17:15:00+00:00,0.4600630261546557,,0.4600630261546557,0-0.5,1.0961064448274644,1.1765546242643425
5394,L,2025-10-30 20:15:00+00:00,0.24737250566682825,0.10282393590405578,1.3048438459666487,0-0.5,-1.0,2.6288578347957716
5395,L,2025-10-31 14:45:00+00:00,0.02644661558636383,-0.0925631545522734,1.223155970869327,0-0.5,-1.0,0.6435343126015071
5396,RS,2025-10-31 15:45:00+00:00,0.7276153175191328,,2.426752342568883,0.5-1.0,2.5,4.257816083928303
5397,L,2025-10-31 18:15:00+00:00,0.19206956980709988,0.10195419173835558,1.877403709765506,0-0.5,2.1870352678983993,2.454043795509455
5398,L,2025-11-03 15:45:00+00:00,-0.04289155929005478,-0.31096380485289715,-1.68349370213465,,-1.0,0.45036137254555575
5399,RS,2025-11-03 16:30:00+00:00,0.25264970544541954,,-0.7211043676254683,0-0.5,-1.0,0.659696453107561
5400,S,2025-11-04 17:15:00+00:00,-0.07854150983332193,-0.1614464368796062,1.2828446606109247,,1.9373572425552719,2.3446095157650886
5401,S,2025-11-04 19:45:00+00:00,-0.23441426923179484,-0.5589878727835108,0.8294658757432741,,0.6551578293914139,1.4726024605586825
5402,RL,2025-11-04 20:15:00+00:00,0.5268917532773416,,-0.5818717623149772,0.5-1.0,-1.0,0.5253645308040842
5403,L,2025-11-05 16:30:00+00:00,0.20215502349151257,0.10224574855709065,1.3466032708552518,0-0.5,1.647559679013846,1.647559679013846
5404,S,2025-11-05 20:30:00+00:00,0.24381590731935812,0.10162690259566345,1.118122628054508,0-0.5,3.0,3.268416061136845
5405,RL,2025-11-05 23:15:00+00:00,0.7566196314903003,,0.7773432755906396,0.5-1.0,-0.5323899741519402,1.3399207111416302
5406,S,2025-11-06 15:45:00+00:00,0.18052668633585145,0.09947364239791992,4.483707021475576,0-0.5,-1.0,0.28491446072544085
5407,S,2025-11-06 18:15:00+00:00,-0.958717600358577,-1.252977457894378,-0.8479746432214477,,-1.0,0.27843943508763136
5408,S,2025-11-07 15:45:00+00:00,0.17444931583640388,0.0999565170489798,2.055324039271201,0-0.5,1.9931554456847813,2.498803534423655
5409,L,2025-11-07 19:45:00+00:00,0.23491353116770106,0.10058525836185839,2.4080800124949846,0-0.5,-1.0,0.2808842381697102
5410,S,2025-11-10 16:00:00+00:00,0.2622634066908373,0.09633241684935147,2.8152957943105426,0-0.5,-1.0,1.774232127716592
5411,L,2025-11-11 17:15:00+00:00,0.033017851479930825,-0.24213091085282606,0.9685236434113043,0-0.5,3.0,3.1550391414153927
5412,L,2025-11-11 19:00:00+00:00,-0.555028294221688,-0.6814208760741516,1.0386173030485053,,0.30041135396816787,0.4982432212154979
5413,RS,2025-11-11 19:15:00+00:00,0.4654047143527039,,-0.7428712208995316,0-0.5,-0.1703146367735945,0.7301353279531551
5414,RS,2025-11-11 23:15:00+00:00,0.4368894730446185,,0.4368894730446185,0-0.5,0.07169468275604116,0.37639708446921605
5415,S,2025-11-12 16:15:00+00:00,-1.3899322903168931,-1.6630417929756511,0.24872472563565456,,0.6827737566469176,2.431975095104259
5416,RL,2025-11-12 16:45:00+00:00,0.3898487113859264,,-1.1973924706853454,0-0.5,1.5779590698954584,2.400973016154658
5417,L,2025-11-12 20:30:00+00:00,0.14810101838833073,0.10044155113592752,0.9425983523253082,0-0.5,0.9816624986157648,1.2640889712226009
5418,S,2025-11-13 15:45:00+00:00,0.19080168721864396,0.09740306373121428,0.4536504569389442,0-0.5,1.5601995781309164,2.156171747050705
5419,L,2025-11-13 19:30:00+00:00,-0.42637496955150433,-0.4669821095087905,0.22672319809484753,,-1.0,0.22108331754521882
5420,RS,2025-11-13 20:00:00+00:00,0.7673873288622712,,0.0706804118688934,0.5-1.0,-1.0,0.9020166848030319
5421,RS,2025-11-13 23:00:00+00:00,0.5734011006369785,,-0.13005140739392848,0.5-1.0,0.17678967171627552,0.3303741909243457
5422,L,2025-11-14 15:45:00+00:00,0.1564645713415998,0.09947226325701045,3.5164254088191633,0-0.5,2.1280652030126457,2.4396231538750603
5423,S,2025-11-17 16:15:00+00:00,-0.983423080450775,-1.113138394743362,0.6847761940562145,,-1.0,0.08446578605098788
5424,S,2025-11-17 19:00:00+00:00,0.18517423490060306,0.07662382133818058,1.5356690859860356,0-0.5,2.1667513922851773,2.537099862086377
5425,L,2025-11-18 16:15:00+00:00,0.46473151482718716,0.09450698865319976,1.1347141321696237,0-0.5,-0.5651500981682358,1.5087483298367679
5426,RS,2025-11-18 17:30:00+00:00,-0.664550795526559,,-0.664550795526559,,-0.09041507422129588,0.7052375789261078
5427,S,2025-11-19 16:00:00+00:00,0.4003259822564166,0.09753611815405075,2.5173808468975762,0-0.5,2.4284088337137337,2.6443519926084367
5428,RL,2025-11-19 18:15:00+00:00,-0.15419110605721884,,-0.15419110605721884,,1.1595171175502546,1.8749638496557308
5429,L,2025-11-19 21:45:00+00:00,-0.11267761183307667,-0.1346634873127014,2.085909936129395,,2.198587547962514,2.2279020486020142
5430,S,2025-11-20 16:00:00+00:00,0.15848386620704905,0.09220233908218577,3.3267014090288525,0-0.5,3.0,4.443124305381345
5431,L,2025-11-20 18:15:00+00:00,-0.7049576263749118,-0.7146946101646205,0.10515942492885424,,-1.0,0.21810843688947387
5432,L,2025-11-21 16:30:00+00:00,0.11650058260816765,0.10108610150541829,1.5436501790039008,0-0.5,2.372640790706689,2.6603777712913463
5433,S,2025-11-21 18:15:00+00:00,-0.27929701613906804,-0.3142091431564516,0.8634932748966188,,-1.0,0.2048178118353132
5434,L,2025-11-24 15:45:00+00:00,-0.25942598410631545,-0.39284506164670624,2.32371560049514,,1.304542091506052,2.1643539245441317
5435,L,2025-11-25 15:45:00+00:00,-0.3699188669802788,-0.3732817657710086,1.1904661719183518,,1.4572561426495485,1.7128364507450076
5436,RS,2025-11-25 16:15:00+00:00,-0.11650169606621799,,-1.4945503295351965,,-1.0,0.25741327130822006
5437,L,2025-11-26 16:00:00+00:00,0.17263978802205618,0.10082665667321235,2.5647546910301373,0-0.5,1.377059889016142,2.724411020037305
5438,RS,2025-11-26 17:15:00+00:00,0.5310092964883206,,-0.9726407905974189,0.5-1.0,0.22432075891255956,1.6193154784000392
5439,S,2025-11-26 18:45:00+00:00,-0.501669619496305,-0.5119077749962296,1.0289346277424214,,-1.0,0.5119077749961941
5440,RL,2025-11-26 19:15:00+00:00,0.7042763468696868,,0.2989696293254675,0.5-1.0,0.8476643222854968,0.8690192958087452
5441,L,2025-11-28 15:45:00+00:00,0.29060911561296005,0.09632092531714016,1.7063571495545917,0-0.5,-1.0,1.7299808763199098
5442,S,2025-11-28 17:45:00+00:00,-2.4404642148117945,-2.4672090281248003,-2.179702285009986,,-1.0,1.0519626569782192
5443,L,2025-12-01 16:00:00+00:00,-1.143232772175681,-1.2722356919931703,-0.30248960508928524,,2.2419817788970353,2.8232363141666372
5444,RS,2025-12-01 16:15:00+00:00,0.5529062178739211,,-0.46953147073420287,0.5-1.0,-1.0,0.046806875587212436
5445,S,2025-12-01 19:30:00+00:00,0.19259770266698797,0.09834788092089287,1.7017328926378281,0-0.5,-0.8711661453083113,0.553053383299354
5446,L,2025-12-02 15:45:00+00:00,0.24457966204881348,0.0979766019331279,1.1784630601607033,0-0.5,-1.0,0.93693553262394
5447,L,2025-12-02 17:30:00+00:00,-0.11708180501868012,-0.2905363309722803,2.3806633687131624,,-1.0,0.25439997139860804
5448,RS,2025-12-02 18:00:00+00:00,0.484748465928911,,-0.6780098049156154,0-0.5,-0.0739679811914438,0.9316796978944804
5449,L,2025-12-03 15:45:00+00:00,-0.6072286911421525,-0.7390302675140925,1.647519704649251,,-1.0,0.9100585035205181
5450,RS,2025-12-03 16:15:00+00:00,0.5211738084734328,,-0.932626815162985,0.5-1.0,-1.0,0.14629440237849337
5451,L,2025-12-04 15:45:00+00:00,-1.315946844023633,-1.5054865129159258,-0.46031062445271115,,-1.0,0.39713073482194616
5452,RS,2025-12-04 17:30:00+00:00,0.5849641020582163,,-0.6256572569840052,0.5-1.0,-0.21703015960421798,1.044457643095299
5453,L,2025-12-04 21:00:00+00:00,0.09636105725519066,-0.011336594971198901,0.980615465008705,0-0.5,-0.0226731899423983,0.4988101787327626
5454,L,2025-12-08 18:00:00+00:00,-0.08880508747680355,-0.3298474677709846,0.9514830801086094,,-1.0,0.37213560466468065
5455,L,2025-12-08 21:00:00+00:00,-0.20676492875834185,-0.30014263852017364,1.847544686001958,,1.4051122040350124,2.267744379929925
5456,L,2025-12-09 15:45:00+00:00,0.11805098279000194,0.09689976138623152,2.0375676618965497,0-0.5,0.9330616597633108,1.1962768594546869
5457,RL,2025-12-09 17:15:00+00:00,0.5899465579624623,,0.46003230263935846,0.5-1.0,0.8906056927560521,1.293133957565494
5458,S,2025-12-09 18:45:00+00:00,-0.5621327910303263,-0.5929345877991112,-0.5698332402225225,,0.7905794503988918,1.5914261663873797
5459,RL,2025-12-09 19:00:00+00:00,0.031194066469299453,,-0.4133213807182177,0-0.5,-0.0831841772514674,0.5302991299781047
5460,L,2025-12-10 16:15:00+00:00,0.11091075368168252,0.09990028056007852,0.5064817635937837,0-0.5,0.24115571205442615,1.2541192392419729
5461,RS,2025-12-10 16:45:00+00:00,-0.061237743651333255,,-1.4363034420039982,,0.5715522740791397,1.0317631960649403
5462,S,2025-12-10 18:30:00+00:00,-0.06530182092771737,-0.3265091046385869,0.3324456338138339,,-1.0,0.3403610060475032
5463,RL,2025-12-10 19:15:00+00:00,0.42851362678201665,,0.3509154166734639,0-0.5,2.5,3.79138070491576
5464,L,2025-12-11 16:45:00+00:00,-0.8844473112641519,-1.0840502064132602,-0.5471872470466932,,1.6748288903316004,2.6843147968328394
5465,RS,2025-12-11 17:00:00+00:00,-0.06438339089765395,,-0.5320101247858774,,-1.0,0.11295331736430161
5466,L,2025-12-11 21:30:00+00:00,-0.44896363253326815,-0.7259837462240081,2.235265744952867,,-1.0,1.6557524036687379
5467,L,2025-12-12 15:45:00+00:00,-2.2194446814398243,-2.242848316042002,-4.87575720878696,,-1.0,0.7645187303377964
5468,L,2025-12-15 15:45:00+00:00,-0.4582143760259347,-0.49233672317680216,-2.6322953516383483,,0.24698079842532766,2.9572700864085286
5469,L,2025-12-16 16:00:00+00:00,-0.8182460977589447,-1.0344493349716741,-1.7096686758052748,,1.383700718161462,1.5921428135255284
5470,RS,2025-12-16 17:30:00+00:00,0.6347707273147717,,-0.1686142302579919,0.5-1.0,1.4459109187216692,1.9528556632881937
5471,L,2025-12-16 18:45:00+00:00,-0.02760146372190401,-0.07590402523523603,0.9522504984056882,,-1.0,0.01840097581460215
5472,S,2025-12-17 15:45:00+00:00,0.34975083508934757,0.09295061905667036,3.9401585385312266,0-0.5,1.7260494871050738,2.7379189950547005
5473,S,2025-12-17 21:00:00+00:00,-1.6340079897845818,-1.7077226359402773,-0.27028703590421654,,0.6224792342036574,1.1139102085749657
5474,S,2025-12-18 17:15:00+00:00,0.0584270149274213,-0.22275299441079371,2.147192798582733,0-0.5,-1.0,0.27752832090525537
5475,RL,2025-12-18 17:45:00+00:00,1.0365649844004494,,-0.5304469132349084,1.0-1.5,1.1910461876319853,1.7587174456553514
5476,L,2025-12-18 20:15:00+00:00,0.12080229150262503,0.10173855665539894,0.1868246015028158,0-0.5,-1.0,0.9471687304485786
5477,L,2025-12-19 17:15:00+00:00,0.14841643564922138,0.10303812164009431,0.9731127337512807,0-0.5,0.4407691718554306,1.0659814982034197
5478,L,2025-12-22 16:15:00+00:00,0.1630729794771528,0.10338811040339863,1.0295639915222596,0-0.5,-0.5059075064926346,0.2799432696450547
5479,RS,2025-12-22 16:45:00+00:00,-0.2640639892561471,,-1.172754775814065,,0.8698578469614585,1.0562559570246282
