signal_id,marker_bar_timestamp,signal_type,direction,entry_price,stop,target,risk_points,atr_at_entry,exit_type,exit_timestamp,exit_price,realized_R,MFE_R,MAE_R,MFE_ATR,MAE_ATR,bars_held,max_forward_range,net_directional_move,total_absolute_move,directional_efficiency,movement_efficiency,fav_excursion_over_total,adv_excursion_over_total,time_near_entry_bars,direction_changes,max_consec_favorable,max_consec_adverse,bars_to_plus_0.25r,bars_to_plus_0.50r,bars_to_plus_1.00r,bars_to_plus_1.50r,bars_to_plus_2.00r,bars_to_target,bars_to_minus_0.25r,bars_to_minus_0.50r,bars_to_minus_1.00r,behavior_class,meaningful_expansion,candidate_id,candidate_ids,timestamp_ct,bar_index_x,open,high,low,close,signal_atr,source_displacement_time,source_displacement_high,source_displacement_low,source_displacement_midpoint,bos_or_reclaim_time,bos_level,retest_time,expiry_time,event_id,reclaim_level,body_atr,body_range,upper_wick_ratio,lower_wick_ratio,close_loc,range_atr,rel_volume,ret_1,ret_2,ret_3,ret_4,ret_8,mom_accel,consec_up,consec_down,dist_high_8_atr,dist_low_8_atr,break_high_8,break_low_8,dist_high_16_atr,dist_low_16_atr,break_high_16,break_low_16,dist_high_32_atr,dist_low_32_atr,break_high_32,break_low_32,impulse_3bar,pullback_from_high_8,pullback_from_low_8,disp_long,disp_short,mid_reclaim_up,mid_reclaim_down,ema8_slope,price_vs_ema8,price_vs_ema21,trend_agree,atr_percentile,atr_expansion,session_bucket,minutes_since_open,timestamp,bar_index_y,in_rth,avg_range_3_atr,avg_range_5_atr,avg_range_8_atr,atr_short_long_ratio,realized_vol_8,inside_bar_density_8,alternating_bars_8,overlap_density_5,dist_session_high_atr,dist_session_low_atr,session_travel_atr,pre_entry_efficiency_5,atr,pre_entry_move_3_atr,pre_entry_move_5_atr,day_of_week,dist_from_disp_mid_atr,dist_from_bos_atr,net_R
3619,2023-02-23 19:15:00+00:00,L,Long,11947.714004187905,11921.353082164997,12026.796770256631,26.3609220229082,35.14789603054554,TARGET,2023-02-23 14:15:00-06:00,12026.796770256631,3.0,3.3017052945439147,0.0,2.515945094299318,0.0,4,35.75,84.53599581209528,113.53599581209528,0.7445743986955848,1.0,0.7665938470838964,0.0,0,3,2,1,1.0,1.0,1.0,1.0,1.0,4.0,,,,CLEAN_WINNER,True,,,2023-02-23 19:15:00+00:00,126411,11940.0,11981.75,11940.0,11974.0,35.14789603054554,2023-02-23 13:00:00-06:00,11944.25,11895.0,11919.625,2023-02-23 13:00:00-06:00,11944.25,2023-02-23 13:15:00-06:00,2023-02-23 14:15:00-06:00,MOMENTUM_DISPLACEMENT_2023-02-23 13:00:00-06:00_Long,,0.9673409745622341,0.8143712574850299,0.18562874251497005,0.0,0.8143712574850299,1.187837814352155,1.1586132704942176,0.002847571189279696,0.005648056774518739,0.007022412850594906,0.00848546101530756,0.010357557219702551,5.503754239866154e-05,5,0,0.8464233527419548,-4.132537545740132,1.0,0.0,-0.5974753078178504,-4.40993679579842,0.0,0.0,-2.20496839789921,-4.40993679579842,0.0,0.0,2.37567562870431,-0.8464233527419548,4.132537545740132,1.0,0.0,0.0,0.0,0.5039240046837907,1.7637340163931643,1.664601415011666,True,0.85,1.048778395767638,4.0,225.0,2023-02-23 13:15:00-06:00,126411,True,1.1546447416956078,1.07687811432884,0.9460025707115965,1.5864901942337324,0.0011983078491964042,0.0,2.0,1.0,2.20496839789921,4.40993679579842,6.61490519369763,1.0,35.14789603054554,2.37567562870431,3.428370218669094,3,0.7991660201650126,0.09855509373574742,2.9724971683702885
3620,2023-02-24 20:00:00+00:00,L,Long,11779.0,11755.65182469246,11849.044525922624,23.34817530753935,31.13090041005554,STOP,2023-02-24 14:30:00-06:00,11755.65182469246,-1.0,0.6103260666968925,1.5632913287323913,0.460524502893391,1.184217070854185,2,29.25,-26.5,26.5,0.0,0.28078817733990147,0.5377358490566038,1.3773584905660377,0,1,0,2,1.0,1.0,,,,,1.0,1.0,2.0,IMMEDIATE_EXPANSION,False,,,2023-02-24 20:00:00+00:00,126506,11796.5,11811.5,11777.0,11779.0,31.13090041005554,2023-02-24 13:45:00-06:00,11803.75,11739.5,11771.625,2023-02-24 13:45:00-06:00,11803.75,2023-02-24 14:00:00-06:00,2023-02-24 15:00:00-06:00,MOMENTUM_DISPLACEMENT_2023-02-24 13:45:00-06:00_Long,,0.5621424298523455,0.5072463768115942,0.43478260869565216,0.057971014492753624,0.057971014492753624,1.1082236474231955,1.122582284584285,-0.0014834908659348,0.0030870111345298046,0.0016369395607900294,0.002105621370993571,0.004498454322566792,-0.006060783237823775,0,1,-0.7950300079340316,-1.8470394123719924,0.0,0.0,-0.9556421307489874,-2.0799269904536786,0.0,0.0,-3.8707521598404364,-2.1040188088759217,0.0,0.0,0.6183566728375801,0.7950300079340316,1.8470394123719924,0.0,0.0,0.0,1.0,0.1284425893448698,0.4495490627071319,0.2769065439754708,True,0.83,1.0711731423204853,5.0,270.0,2023-02-24 14:00:00-06:00,126506,True,1.2152983959664994,1.0198869798749697,0.971703343030483,1.4621995095258034,0.0018711581334752432,0.125,5.0,1.0,6.271903395924027,2.1040188088759217,8.375922204799949,0.23759791122715404,31.13090041005554,0.6183566728375801,0.7307851588080492,4,0.2369028811520599,-0.7950300079340316,-1.0310516770775613
3621,2023-02-24 20:30:00+00:00,RS,Short,11768.53070210478,11791.647241017916,11710.739354821942,23.116538913136537,30.822051884180546,STOP,2023-02-24 14:45:00-06:00,11791.647241017916,-1.0,1.4180627224498055,1.112592935813809,0.9994406522625681,0.7841476909790487,1,58.5,19.969297895220734,19.969297895220734,1.0,0.5603538821329789,1.6415550650193211,1.2879420213054236,0,0,0,1,1.0,1.0,1.0,,,,1.0,1.0,1.0,IMMEDIATE_EXPANSION,True,5117.0,5117.0,2023-02-24 20:30:00+00:00,126508,11767.0,11771.75,11742.5,11752.5,30.822051884180546,2023-02-24 13:45:00-06:00,11803.75,11739.5,11771.625,2023-02-24 14:15:00-06:00,,2023-02-24 14:30:00-06:00,2023-02-24 15:15:00-06:00,A_MID_4_2023-02-24 13:45:00-06:00_Short,11771.625,0.4704423980105667,0.49572649572649574,0.1623931623931624,0.3418803418803419,0.3418803418803419,0.9489958718489018,1.3127281759195937,-0.0012322597093566978,-0.0022497665336616013,-0.003729919891493294,0.000830299546528801,0.0002127659574469032,-0.00021349750543442347,0,3,-1.9142138953533403,-0.8354408102601443,0.0,0.0,-1.9142138953533403,-1.0057734026432805,0.0,0.0,-4.769312586727814,-1.265327829131869,0.0,0.0,1.4275493456872368,1.9142138953533403,0.8354408102601443,0.0,0.0,0.0,0.0,-0.09335622392991598,-0.3267467837547354,-0.5182950628835208,True,0.82,1.0843773482441643,5.0,300.0,2023-02-24 14:30:00-06:00,126508,True,1.376179198778037,1.1452839068808969,1.0240233232557594,1.3963319105727379,0.0019462708153974292,0.125,5.0,1.0,7.194524259230564,1.265327829131869,8.459852088362432,-0.06318082788671024,30.822051884180542,1.4275493456872368,0.23522119900528335,4,0.10039233944735802,,-1.0313628265340362
3622,2023-02-27 18:00:00+00:00,L,Long,11914.98838547488,11894.99337948911,11974.973403432194,19.99500598577106,26.660007981027743,STOP,2023-02-27 12:30:00-06:00,11894.99337948911,-1.0,0.4631963867232801,1.3747625529315621,0.3515510313073021,1.0429618986323774,2,26.5,-22.738385474880488,22.738385474880488,0.0,0.2520167217719595,0.40731187952420755,1.2088978571168745,0,1,0,2,1.0,,,,,,1.0,1.0,2.0,WRONG_DIRECTION,False,,,2023-02-27 18:00:00+00:00,126590,11909.0,11918.75,11901.5,11918.25,26.660007981027743,2023-02-27 11:45:00-06:00,11912.25,11886.75,11899.5,2023-02-27 11:45:00-06:00,11912.25,2023-02-27 12:00:00-06:00,2023-02-27 13:00:00-06:00,MOMENTUM_DISPLACEMENT_2023-02-27 11:45:00-06:00_Long,,0.3469616365675001,0.5362318840579711,0.028985507246376812,0.43478260869565216,0.9710144927536232,0.6470365654907434,0.5948567265810978,0.0007767234864388683,0.0026289223521493987,0.0029453221972104426,0.0030930438076000044,0.0028820262537865293,-0.0010740378494742409,4,0,0.22505619669243251,-2.334958040683987,1.0,0.0,-2.3162033576262844,-2.334958040683987,0.0,0.0,-2.3162033576262844,-2.9538625815881767,0.0,0.0,1.3128278140391896,-0.22505619669243251,2.334958040683987,0.0,0.0,0.0,0.0,0.2007570477023892,0.7026496669584305,0.9145696817548968,True,0.68,0.9446693619501445,4.0,150.0,2023-02-27 12:00:00-06:00,126590,True,0.8845958842216444,0.9058511916870408,1.0162693881892655,1.5269721087231125,0.0008775446622755449,0.0,5.0,1.0,2.3162033576262844,4.5480106414929065,6.864213999119191,0.5806451612903226,26.660007981027743,1.3128278140391896,1.0127528851159462,0,0.5809595213138196,0.10271510334240054,-1.0362590539115581
3623,2023-02-27 18:45:00+00:00,RS,Short,11918.75,11938.899768823156,11868.375577942112,20.149768823155682,26.86635843087389,TIME,2023-02-27 13:30:00-06:00,11888.25,1.5136650086501267,2.0843911594526334,0.8188679554992488,1.5545087784370635,0.6247250607972152,3,35.75,-30.5,42.5,0.0,0.717948717948718,0.9882352941176471,0.38823529411764707,0,2,2,1,2.0,2.0,3.0,3.0,3.0,,1.0,1.0,,DELAYED_EXPANSION,True,5119.0,5119.0,2023-02-27 18:45:00+00:00,126593,11892.25,11918.75,11885.25,11918.75,26.86635843087389,2023-02-27 11:45:00-06:00,11912.25,11886.75,11899.5,2023-02-27 12:30:00-06:00,,2023-02-27 12:45:00-06:00,2023-02-27 13:30:00-06:00,A_MID_4_2023-02-27 11:45:00-06:00_Short,11899.5,0.9863636736695627,0.7910447761194029,0.0,0.208955223880597,1.0,1.2469125686011453,0.7282653021738418,0.002228341987428717,0.0008187085397597382,4.195246785387852e-05,0.0008187085397597382,0.0023126248291811535,0.003634841273682854,1,0,-0.2047169888748149,-2.112307112481045,0.0,0.0,-2.279802830651348,-2.3356347367081156,0.0,0.0,-2.279802830651348,-2.94978570333256,0.0,0.0,0.018610635352255902,0.2047169888748149,2.112307112481045,1.0,0.0,1.0,0.0,0.15888219949596857,0.5560876982359916,0.8046180259305394,True,0.71,0.9759375990199851,4.0,195.0,2023-02-27 12:45:00-06:00,126593,True,0.8188679554992596,0.8263122096401619,0.8688840380084474,1.4620899787875956,0.0010614806385330904,0.0,4.0,1.0,2.279802830651348,4.531689708274312,6.81149253892566,0.37910447761194027,26.86635843087389,-0.018610635352255902,-1.1817753448682498,0,0.7165094610618522,,1.477684446969099
3624,2023-02-28 17:15:00+00:00,L,Long,11911.0,11890.594628673376,11972.21611397987,20.405371326623936,27.207161768830908,TIME,2023-02-28 12:15:00-06:00,11950.0,1.9112614701166795,1.9847715266596286,0.6615905088865429,1.5370965787433146,0.5071196608718463,4,37.75,39.0,49.5,0.7878787878787878,0.75,0.8181818181818182,0.2727272727272727,0,3,3,1,1.0,2.0,2.0,2.0,,,1.0,1.0,,DELAYED_EXPANSION,True,,,2023-02-28 17:15:00+00:00,126679,11902.75,11919.0,11895.75,11911.0,27.207161768830908,2023-02-28 11:00:00-06:00,11908.25,11878.25,11893.25,2023-02-28 11:00:00-06:00,11908.25,2023-02-28 11:15:00-06:00,2023-02-28 12:15:00-06:00,MOMENTUM_DISPLACEMENT_2023-02-28 11:00:00-06:00_Long,,0.3032289832396767,0.3548387096774194,0.34408602150537637,0.3010752688172043,0.6559139784946236,0.8545544073118162,1.1504430387769848,0.0006931171367960953,0.002778245495874687,0.0035386300446540453,0.0019768664563617477,0.004215496163898491,-0.0013905669851099756,3,0,0.1010763277465589,-2.7382496062249593,1.0,0.0,-0.15620887015377286,-2.903647233446601,0.0,0.0,-0.9464419779905061,-2.903647233446601,0.0,0.0,1.5437111874019904,-0.1010763277465589,2.7382496062249593,0.0,0.0,0.0,0.0,0.2308871548934895,0.8081050421271798,0.9716962415125435,True,0.83,0.9497953958256119,3.0,105.0,2023-02-28 11:15:00-06:00,126679,True,0.921938625809522,0.9519552322312275,1.115285389112599,1.5762660612047306,0.0014708799452826005,0.0,6.0,1.0,0.9464419779905061,3.3447075727043125,4.2911495506948185,0.3333333333333333,27.207161768830908,1.5437111874019904,0.7718555937009952,1,0.6524017518186983,0.1010763277465589,1.875731609454254
3625,2023-02-28 19:30:00+00:00,S,Short,11931.0,11949.57521673976,11875.27434978072,18.575216739760435,24.766955653014065,TARGET,2023-02-28 14:30:00-06:00,11875.27434978072,3.0,3.647332946321991,0.7267748306324263,2.71416628932474,0.5313161334571146,4,33.75,-52.0,52.0,0.0,0.8338461538461538,1.3028846153846154,0.25961538461538464,0,3,4,0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,,IMMEDIATE_EXPANSION,True,,,2023-02-28 19:30:00+00:00,126688,11933.0,11934.25,11919.5,11931.0,24.766955653014065,2023-02-28 13:15:00-06:00,11952.0,11931.0,11941.5,2023-02-28 13:15:00-06:00,11931.0,2023-02-28 13:30:00-06:00,2023-02-28 14:30:00-06:00,MOMENTUM_DISPLACEMENT_2023-02-28 13:15:00-06:00_Short,,0.08075275895915798,0.13559322033898305,0.0847457627118644,0.7796610169491526,0.7796610169491526,0.5955515973237901,0.9303439008068422,-0.00012570710245130012,-0.0016317308899209682,-0.001819664930664544,-0.0017152658662092923,0.002120823971610397,0.001380506026706474,0,3,-1.3021382382164224,-1.352608712565896,0.0,0.0,-1.3021382382164224,-3.815567860820215,0.0,0.0,-1.3021382382164224,-3.99726156847832,0.0,0.0,0.878186253680843,1.3021382382164224,1.352608712565896,0.0,0.0,1.0,0.0,-0.0379195168038146,-0.1327183088132042,0.6024712592943439,False,0.68,0.9399803160527238,4.0,240.0,2023-02-28 13:30:00-06:00,126688,True,0.925292029740352,0.9145249952124641,0.9513684414875799,1.233605895539808,0.0011302814146122065,0.125,3.0,1.0,1.3021382382164224,4.481778122233268,5.78391636044969,-0.7755102040816326,24.766955653014065,0.878186253680843,0.7671512101120008,1,0.4239519845355794,-0.0,2.960969499836407
3626,2023-03-01 15:45:00+00:00,L,Long,11798.5,11773.110497176764,11874.66850846971,25.3895028232364,33.85267043098198,STOP,2023-03-01 10:00:00-06:00,11773.110497176764,-1.0,0.0,3.2789141472990893,0.0,2.227064181396034,1,83.25,-75.25,75.25,0.0,0.0,0.0,1.106312292358804,0,0,0,1,,,,,,,1.0,1.0,1.0,WRONG_DIRECTION,False,,,2023-03-01 15:45:00+00:00,126765,11815.75,11825.5,11789.75,11798.5,33.85267043098198,2023-03-01 09:30:00-06:00,11828.25,11744.0,11786.125,2023-03-01 09:30:00-06:00,11828.25,2023-03-01 09:45:00-06:00,2023-03-01 10:45:00-06:00,MOMENTUM_DISPLACEMENT_2023-03-01 09:30:00-06:00_Long,,0.5095609823505324,0.4825174825174825,0.2727272727272727,0.24475524475524477,0.24475524475524477,1.0560466735670455,1.8417619468995599,-0.001481042654028486,0.0031885043788792977,0.0036151752296700312,-0.0036943992906753875,-0.002662721893491149,-0.006157515743051456,0,1,-2.112093347134091,-1.6246871901031468,0.0,0.0,-3.8918643144743563,-1.6246871901031468,0.0,0.0,-3.9509438486599255,-1.6246871901031468,0.0,0.0,1.2554401014433407,2.112093347134091,1.6246871901031468,0.0,0.0,0.0,1.0,-0.10228740384272038,-0.3580059134495213,-1.35441476551083,True,1.0,1.6282047277712879,2.0,15.0,2023-03-01 09:45:00-06:00,126765,True,2.2844086551753335,2.0087041623093453,1.5000662976804624,2.0597488971023123,0.00341491648624155,0.0,5.0,1.0,3.9509438486599255,1.6246871901031468,5.575631038763072,-0.12771739130434784,33.85267043098198,1.2554401014433407,-0.6941845266804355,2,0.365554617773208,-0.8788080710103385,-1.0285551081896918
3627,2023-03-02 19:00:00+00:00,L,Long,11794.723782284284,11772.138512804451,11862.47959072378,22.585269479832277,30.113692639775355,TIME,2023-03-02 14:00:00-06:00,11830.25,1.5729817945028262,2.1375090414052917,0.06525413768472159,1.5375680757945578,0.04729854978538199,4,44.75,35.526217715716484,66.02621771571648,0.5380622871459747,0.9703762354917885,0.7311673966177393,0.02232116779169535,0,3,2,1,1.0,1.0,1.0,1.0,2.0,,,,,CLEAN_WINNER,True,,,2023-03-02 19:00:00+00:00,126870,11789.5,11824.5,11789.5,11801.0,30.113692639775355,2023-03-02 12:45:00-06:00,11791.75,11731.0,11761.375,2023-03-02 12:45:00-06:00,11791.75,2023-03-02 13:00:00-06:00,2023-03-02 14:00:00-06:00,MOMENTUM_DISPLACEMENT_2023-03-02 12:45:00-06:00_Long,,0.381886078786975,0.32857142857142857,0.6714285714285714,0.0,0.32857142857142857,1.1622619789168804,1.4258336169954815,0.0009754442512404093,0.0054314255894694075,0.007986333546871727,0.00736251307112834,0.008826483725502765,-0.003476194761305118,3,0,0.30716923728517553,-3.843766401703683,1.0,0.0,0.30716923728517553,-4.5826329454437,1.0,0.0,0.30716923728517553,-5.728291181804625,1.0,0.0,3.1048998579636664,-0.30716923728517553,3.843766401703683,0.0,0.0,0.0,1.0,0.5309494461849806,1.8583230616474626,2.880457603912694,True,0.89,1.161204575192674,4.0,210.0,2023-03-02 13:00:00-06:00,126870,True,1.5524499289818332,1.1788657214728357,1.0097150941840398,1.417190258946511,0.001690342602637532,0.0,2.0,1.0,0.7803759001299054,5.9109323499201345,6.69130825005004,0.8333333333333334,30.113692639775355,3.1048998579636664,2.822636234512424,3,1.1074291912057017,0.09875183093140914,1.5408812255613134
3628,2023-03-03 16:00:00+00:00,S,Short,11984.25,12004.718815523622,11922.843553429131,20.468815523621743,27.291754031496705,STOP,2023-03-03 10:45:00-06:00,12004.718815523622,-1.0,0.5618302625634879,1.8564826067315252,0.42646533919809276,1.3509188472695155,3,43.25,29.0,46.0,0.6304347826086957,0.23232323232323232,0.25,0.8260869565217391,0,2,1,1,2.0,2.0,,,,,1.0,1.0,3.0,DELAYED_EXPANSION,False,,,2023-03-03 16:00:00+00:00,126950,11976.5,11991.0,11961.0,11984.25,27.291754031496705,2023-03-03 09:45:00-06:00,12011.75,11971.5,11991.625,2023-03-03 09:45:00-06:00,11971.5,2023-03-03 10:00:00-06:00,2023-03-03 11:00:00-06:00,MOMENTUM_DISPLACEMENT_2023-03-03 09:45:00-06:00_Short,,0.28396855662175197,0.25833333333333336,0.225,0.5166666666666667,0.775,1.099233122406782,1.4248875520366253,0.0006471005719534961,-0.0015621094726318008,-0.0025800545140550746,-8.343588994808027e-05,0.004042392761394176,0.002854881959939881,1,0,-1.4473236111689294,-3.013730810598594,0.0,0.0,-1.4473236111689294,-4.2137269692259975,0.0,0.0,-1.4473236111689294,-6.238147969658487,0.0,0.0,1.1358742264870079,1.4473236111689294,3.013730810598594,0.0,0.0,1.0,0.0,0.11375979836209527,0.3981592942673668,1.7369734469502498,True,0.83,1.2847646039824725,2.0,30.0,2023-03-03 10:00:00-06:00,126950,True,1.3312934482482137,1.7184677813626024,1.3717513340034633,1.7219055013489193,0.0019576439705410315,0.0,3.0,1.0,1.4473236111689294,6.403032938019504,7.850356549188434,0.049079754601226995,27.291754031496705,1.1358742264870079,-0.14656441632090425,4,0.2702281425916672,-0.4671740770228823,-1.03541973394422
3629,2023-03-03 18:00:00+00:00,L,Long,12060.933078530246,12041.189317337454,12120.164362108624,19.74376119279259,26.325014923723263,TIME,2023-03-03 13:00:00-06:00,12083.5,1.142989993111933,1.2189633593491407,0.8703042121740708,0.946764529732141,0.6573207784621757,4,36.0,22.56692146975365,35.43307853024635,0.6368885348330685,0.5834405204788764,0.6792218590097857,0.4849445558499397,1,3,2,2,1.0,4.0,4.0,,,,1.0,1.0,,DELAYED_EXPANSION,True,,,2023-03-03 18:00:00+00:00,126958,12055.75,12068.0,12048.25,12067.25,26.325014923723263,2023-03-03 11:45:00-06:00,12058.25,12017.75,12038.0,2023-03-03 11:45:00-06:00,12058.25,2023-03-03 12:00:00-06:00,2023-03-03 13:00:00-06:00,MOMENTUM_DISPLACEMENT_2023-03-03 11:45:00-06:00_Long,,0.4368468558639474,0.5822784810126582,0.0379746835443038,0.379746835443038,0.9620253164556962,0.7502369915924314,0.8383545433627736,0.0009746588693957392,0.004077132694027874,0.003701316254600684,0.0036804458121932893,0.00692575672236484,-0.0021247940459621084,2,0,0.3418801480674371,-4.036085081351688,1.0,0.0,0.3418801480674371,-6.277299385349331,1.0,0.0,0.3418801480674371,-7.530859928263267,1.0,0.0,1.6904073987778834,-0.3418801480674371,4.036085081351688,0.0,0.0,0.0,0.0,0.43540445185140897,1.5239155814800696,3.131039022438642,True,0.74,0.9358673372397112,4.0,150.0,2023-03-03 12:00:00-06:00,126958,True,0.8736937117278948,1.0123451051107997,1.0102083541853784,1.4623496330223704,0.0013906948855554428,0.125,5.0,1.0,0.02849001233895309,9.791067573820213,9.819557586159165,0.8503937007874016,26.325014923723263,1.6904073987778834,2.0512808884046225,4,0.8711515870625316,0.1019212539107981,1.1062695327639491
3630,2023-03-06 15:45:00+00:00,L,Long,12245.5,12226.446940861995,12302.659177414009,19.053059138004755,25.40407885067032,TIME,2023-03-06 10:45:00-06:00,12250.5,0.2624250501604018,1.6401565635025113,0.8397601605132858,1.1743751925604777,0.6190811012927727,4,41.5,5.0,58.0,0.08620689655172414,0.6613756613756614,0.5387931034482759,0.27586206896551724,1,3,2,1,1.0,1.0,1.0,2.0,,,2.0,2.0,,IMMEDIATE_EXPANSION,True,,,2023-03-06 15:45:00+00:00,127041,12260.75,12264.0,12242.0,12245.5,25.40407885067032,2023-03-06 09:30:00-06:00,12264.5,12219.0,12241.75,2023-03-06 09:30:00-06:00,12264.5,2023-03-06 09:45:00-06:00,2023-03-06 10:45:00-06:00,MOMENTUM_DISPLACEMENT_2023-03-06 09:30:00-06:00_Long,,0.6002973022419826,0.6931818181818182,0.14772727272727273,0.1590909090909091,0.1590909090909091,0.8660026655294176,1.7864187094956328,-0.0012641709485360364,0.001717861671233889,0.0037912166731561836,0.00591448638435943,0.007155487930254445,-0.004249978139014066,0,1,-0.7479113929572243,-4.241444873217943,0.0,0.0,-0.7479113929572243,-6.278519325088277,0.0,0.0,-0.7479113929572243,-6.278519325088277,0.0,0.0,1.8205737854879802,0.7479113929572243,4.241444873217943,0.0,0.0,0.0,1.0,0.42934042726840266,1.5026914954393735,3.050509084987044,True,0.85,1.3496649075725577,2.0,15.0,2023-03-06 09:45:00-06:00,127041,True,1.7648084623288889,1.7772736522115091,1.3408279906634448,1.578334781873966,0.0014763280259956386,0.25,4.0,1.0,0.7479113929572243,6.278519325088277,7.026430718045502,0.6706443914081146,25.40407885067032,1.8205737854879802,2.7653039660655265,0,0.14761409071524162,-0.7479113929572243,0.22437341788714354
3631,2023-03-06 16:30:00+00:00,RS,Short,12243.5,12262.889033683015,12195.027415792463,19.38903368301544,25.85204491068611,TIME,2023-03-06 11:15:00-06:00,12238.0,0.28366550339318525,0.7220576450008352,0.7994209641080675,0.5416959636311761,0.6128380787913319,3,27.25,-5.5,26.0,0.0,0.4745762711864407,0.5384615384615384,0.596153846153846,0,2,1,2,1.0,1.0,,,,,1.0,1.0,,IMMEDIATE_EXPANSION,False,5133.0,5133.0,2023-03-06 16:30:00+00:00,127044,12241.0,12252.5,12236.5,12243.5,25.85204491068611,2023-03-06 09:30:00-06:00,12264.5,12219.0,12241.75,2023-03-06 10:15:00-06:00,,2023-03-06 10:30:00-06:00,2023-03-06 11:15:00-06:00,A_MID_4_2023-03-06 09:30:00-06:00_Short,12241.75,0.09670414888404472,0.15625,0.5625,0.28125,0.4375,0.6189065528578861,0.937416189439475,0.00022465943671745592,-0.001936049236789028,-0.0001633253031726456,-0.0014272897806051343,0.0056056343812243,0.0023848827956609586,1,0,-1.2861651801577947,-4.090585497795091,0.0,0.0,-1.2861651801577947,-5.570158975720975,0.0,0.0,-1.2861651801577947,-6.092361379694816,0.0,0.0,0.07736331910723576,1.2861651801577947,4.090585497795091,0.0,0.0,0.0,0.0,0.15807482170901221,0.5532618759814021,2.1338231326729793,True,0.88,1.07091113901517,3.0,60.0,2023-03-06 10:30:00-06:00,127044,True,1.1572263149790685,1.3422535865105407,1.5255079486458054,1.5497491621506347,0.0018597706657429373,0.125,5.0,1.0,1.2861651801577947,6.092361379694816,7.378526559852611,0.18446601941747573,25.85204491068611,0.07736331910723576,-0.7349515315187398,0,0.0676929042188313,,0.2462732324913563
3632,2023-03-06 17:45:00+00:00,S,Short,12202.667513523807,12222.460722911575,12143.2878853605,19.793209387768,26.390945850358815,TIME,2023-03-06 12:45:00-06:00,12152.5,2.534582065039459,2.9134998975681707,0.0,2.175333299086046,0.0,4,33.75,-50.16751352380743,62.16751352380743,0.0,1.0,0.9276149270747864,0.0,0,3,2,1,1.0,1.0,1.0,1.0,3.0,,,,,CLEAN_WINNER,True,,,2023-03-06 17:45:00+00:00,127049,12206.75,12208.25,12174.5,12187.5,26.390945850358815,2023-03-06 11:30:00-06:00,12238.0,12205.25,12221.625,2023-03-06 11:30:00-06:00,12205.25,2023-03-06 11:45:00-06:00,2023-03-06 12:45:00-06:00,MOMENTUM_DISPLACEMENT_2023-03-06 11:30:00-06:00_Short,,0.7294168276177292,0.5703703703703704,0.044444444444444446,0.3851851851851852,0.3851851851851852,1.2788476847843304,1.3771970618776717,-0.0015565477409577033,-0.004126491256741249,-0.00540650821177191,-0.005142647238888243,-0.004736433792005279,0.0010174022508709912,0,3,-3.3818416553185626,0.6725791527384256,0.0,1.0,-3.3818416553185626,-1.8851162168302351,0.0,0.0,-3.3818416553185626,-3.846016000166208,0.0,0.0,2.5103306405025743,3.3818416553185626,-0.6725791527384256,0.0,0.0,0.0,0.0,-0.36799495116742914,-1.2879823290861052,-0.5426269313539154,True,0.92,1.0208455826815444,3.0,135.0,2023-03-06 11:45:00-06:00,127049,True,0.9599251757393491,0.8923514956050661,0.9828181281212909,1.4859086110504116,0.0014963663742367495,0.375,5.0,1.0,3.3818416553185626,3.846016000166208,7.227857655484771,-0.7320261437908496,26.390945850358815,2.5103306405025743,2.1219398621606667,0,0.7183329685750851,0.09785501780935446,2.4979533412283503
3633,2023-03-07 16:00:00+00:00,S,Short,12013.75,12042.116988828646,11928.649033514062,28.366988828645844,37.82265177152768,STOP,2023-03-07 10:30:00-06:00,12042.116988828646,-1.0,0.44946610572655016,1.17213709924767,0.3387428194241599,0.8833881369296719,2,46.0,32.5,48.0,0.6770833333333334,0.27717391304347827,0.265625,0.6927083333333334,0,1,1,1,1.0,,,,,,1.0,1.0,2.0,WRONG_DIRECTION,False,,,2023-03-07 16:00:00+00:00,127134,12006.0,12049.25,11999.0,12013.75,37.82265177152768,2023-03-07 09:45:00-06:00,12075.0,12003.25,12039.125,2023-03-07 09:45:00-06:00,12003.25,2023-03-07 10:00:00-06:00,2023-03-07 11:00:00-06:00,MOMENTUM_DISPLACEMENT_2023-03-07 09:45:00-06:00_Short,,0.20490366584592787,0.15422885572139303,0.7064676616915423,0.13930348258706468,0.2935323383084577,1.3285689301623065,1.5736589998184536,0.000666347375215981,-0.002118072139045246,-0.0012470123662059462,0.0009373047281815428,-0.008705159147637032,0.0034489127343537707,1,0,-3.688265985226702,-1.1368848556612772,0.0,0.0,-3.721314963588948,-1.1368848556612772,0.0,0.0,-4.177390864987949,-1.1368848556612772,0.0,0.0,0.39658774034695715,3.688265985226702,1.1368848556612772,0.0,0.0,0.0,0.0,-0.2713856933993214,-0.9498499268976008,-2.0667184374795413,True,1.0,2.1997614879564185,2.0,30.0,2023-03-07 10:00:00-06:00,127134,True,2.027004006217781,2.1970960815221425,1.6425342246036476,2.6485640709202882,0.0038630148022886206,0.125,4.0,1.0,4.177390864987949,1.1368848556612772,5.314275720649226,-0.5525,37.82265177152768,0.39658774034695715,2.9215296872225847,1,0.6708942607536026,-0.27761141824287,-1.0255578766001372
