signal_id,marker_bar_timestamp,signal_type,direction,entry_price,stop,target,risk_points,atr_at_entry,exit_type,exit_timestamp,exit_price,realized_R,MFE_R,MAE_R,MFE_ATR,MAE_ATR,bars_held,max_forward_range,net_directional_move,total_absolute_move,directional_efficiency,movement_efficiency,fav_excursion_over_total,adv_excursion_over_total,time_near_entry_bars,direction_changes,max_consec_favorable,max_consec_adverse,bars_to_plus_0.25r,bars_to_plus_0.50r,bars_to_plus_1.00r,bars_to_plus_1.50r,bars_to_plus_2.00r,bars_to_target,bars_to_minus_0.25r,bars_to_minus_0.50r,bars_to_minus_1.00r,behavior_class,meaningful_expansion,candidate_id,candidate_ids,timestamp_ct,bar_index_x,open,high,low,close,signal_atr,source_displacement_time,source_displacement_high,source_displacement_low,source_displacement_midpoint,bos_or_reclaim_time,bos_level,retest_time,expiry_time,event_id,reclaim_level,body_atr,body_range,upper_wick_ratio,lower_wick_ratio,close_loc,range_atr,rel_volume,ret_1,ret_2,ret_3,ret_4,ret_8,mom_accel,consec_up,consec_down,dist_high_8_atr,dist_low_8_atr,break_high_8,break_low_8,dist_high_16_atr,dist_low_16_atr,break_high_16,break_low_16,dist_high_32_atr,dist_low_32_atr,break_high_32,break_low_32,impulse_3bar,pullback_from_high_8,pullback_from_low_8,disp_long,disp_short,mid_reclaim_up,mid_reclaim_down,ema8_slope,price_vs_ema8,price_vs_ema21,trend_agree,atr_percentile,atr_expansion,session_bucket,minutes_since_open,timestamp,bar_index_y,in_rth,avg_range_3_atr,avg_range_5_atr,avg_range_8_atr,atr_short_long_ratio,realized_vol_8,inside_bar_density_8,alternating_bars_8,overlap_density_5,dist_session_high_atr,dist_session_low_atr,session_travel_atr,pre_entry_efficiency_5,atr,pre_entry_move_3_atr,pre_entry_move_5_atr,day_of_week,dist_from_disp_mid_atr,dist_from_bos_atr,net_R
1505,2019-12-17 18:15:00+00:00,S,Short,8378.75,8383.970253796786,8363.089238609642,5.220253796785983,6.9603383957146,STOP,2019-12-17 12:30:00-06:00,8383.970253796786,-1.0,0.19156156748847772,1.4846021480357023,0.14108011053348124,1.0933708566344795,1,8.75,7.75,7.75,1.0,0.1142857142857143,0.12903225806451613,1.0000000000000002,0,0,0,1,,,,,,,1.0,1.0,1.0,WRONG_DIRECTION,False,,,2019-12-17 18:15:00+00:00,51624,8379.5,8382.5,8378.25,8378.75,6.9603383957146,2019-12-17 12:00:00-06:00,8385.5,8378.75,8382.125,2019-12-17 12:00:00-06:00,8378.75,2019-12-17 12:15:00-06:00,2019-12-17 13:15:00-06:00,MOMENTUM_DISPLACEMENT_2019-12-17 12:00:00-06:00_Short,,0.10775338171226939,0.17647058823529413,0.7058823529411765,0.11764705882352941,0.11764705882352941,0.6106024963695266,0.3084126040428062,-8.950414702546539e-05,-0.0007751706866223618,-0.000894321061260972,-0.0008347494261097266,-0.00011933530236585277,0.000596223768063564,0,3,-1.2212049927390531,-0.5746847024654367,0.0,0.0,-3.1248480696558123,-1.041616023218604,0.0,0.0,-3.1248480696558123,-1.1852871988349631,0.0,0.0,1.0775338171226938,1.2212049927390531,0.5746847024654367,0.0,0.0,0.0,0.0,-0.12057229793298646,-0.4220030427658446,-0.5007640025878212,True,0.84,0.8948019341603481,4.0,165.0,2019-12-17 12:15:00-06:00,51624,True,0.7183558780817959,0.7614572307667037,0.8575373294601438,1.1752982871084656,0.0003504745241984009,0.125,3.0,1.0,3.304437039176261,1.1852871988349631,4.489724238011225,-0.2,6.9603383957146,1.0775338171226938,0.35917793904089795,1,0.48489021770521223,-0.0,-1.1388821364291464
1506,2019-12-17 18:45:00+00:00,RL,Long,8382.833817136745,8377.509019220128,8396.145811928287,5.324797916617172,7.099730555488608,STOP,2019-12-17 13:15:00-06:00,8377.509019220128,-1.0,0.9702120050664904,1.236444507349053,0.7157750350032627,0.9164292791519841,2,8.75,-4.583817136744983,4.916182863255017,0.0,0.4396751372982993,1.0508524615446209,1.3392132310525613,1,1,1,1,1.0,1.0,,,,,1.0,1.0,2.0,IMMEDIATE_EXPANSION,False,2066.0,2066.0,2019-12-17 18:45:00+00:00,51626,8386.25,8386.5,8379.25,8385.25,7.099730555488608,2019-12-17 12:00:00-06:00,8385.5,8378.75,8382.125,2019-12-17 12:30:00-06:00,,2019-12-17 12:45:00-06:00,2019-12-17 13:30:00-06:00,A_MID_4_2019-12-17 12:00:00-06:00_Long,8382.125,0.14085041568611745,0.13793103448275862,0.034482758620689655,0.8275862068965517,0.8275862068965517,1.0211655137243516,0.699902791278989,-0.00014904906695278886,0.0007757720423691161,0.000686198460528642,0.0,0.0005966409116673344,-0.0010740080405468033,0,1,-0.2817008313722349,-1.3732915529396452,0.0,0.0,-0.5281890588229404,-1.936693215684115,0.0,0.0,-2.147968839213291,-2.0775436313702325,0.0,0.0,0.8098898901951753,0.2817008313722349,1.3732915529396452,0.0,0.0,0.0,0.0,0.07803812804574928,0.2731334481605068,0.33635464399752624,True,0.85,0.9632821158965494,4.0,195.0,2019-12-17 12:45:00-06:00,51626,True,0.9272652366002732,0.7887623278422576,0.8230946166657489,1.174539392439642,0.0004778953779932091,0.125,4.0,1.0,2.324031858820938,2.0775436313702325,4.401575490191171,-0.06060606060606061,7.099730555488608,0.8098898901951753,-0.14085041568611745,1,0.09983718835597444,,-1.1361554018298952
1507,2019-12-18 21:00:00+00:00,S,Short,8396.25,8401.314038728031,8381.057883815909,5.064038728030937,6.752051637373585,STOP,2019-12-18 17:00:00-06:00,8401.314038728031,-1.0,0.0,1.3329281947700704,0.0,1.116404724668155,3,4.75,3.25,3.25,1.0,0.0,0.0,2.076923076923077,0,1,1,2,,,,,,,1.0,1.0,3.0,WRONG_DIRECTION,False,,,2019-12-18 21:00:00+00:00,51726,8387.75,8397.25,8386.0,8396.25,6.752051637373585,2019-12-18 14:45:00-06:00,8403.5,8387.25,8395.375,2019-12-18 14:45:00-06:00,8387.25,2019-12-18 15:00:00-06:00,2019-12-18 17:15:00-06:00,MOMENTUM_DISPLACEMENT_2019-12-18 14:45:00-06:00_Short,,1.2588766283941413,0.7555555555555555,0.08888888888888889,0.15555555555555556,0.9111111111111111,1.6661602434628342,1.5550669598241054,0.0010133826115465983,-0.0008330110373961919,-0.0009816169908977157,-0.0010410469958358481,-0.0014271697440014774,0.0028579070514954674,1,0,-2.2215469912837786,-1.3329281947702674,0.0,0.0,-2.3326243408479677,-1.3329281947702674,0.0,0.0,-2.9990884382331013,-1.999392292155401,0.0,0.0,1.2218508452060783,2.2215469912837786,1.3329281947702674,1.0,0.0,1.0,0.0,-0.18622606920793344,-0.6517912422281712,-0.8386612659037168,True,0.91,1.2571524898669337,5.0,330.0,2019-12-18 15:00:00-06:00,51726,True,1.4069797611463932,1.14039412219234,0.9580421399911296,1.3231194110427875,0.000696316506284495,0.25,3.0,1.0,2.9990884382331013,3.813655668370487,6.8127441066035885,-0.4603174603174603,6.752051637373585,1.2218508452060783,2.1474954249076528,2,0.12959024115822043,-1.3329281947702674,-1.143166361660489
1508,2019-12-19 16:30:00+00:00,L,Long,8424.0,8418.558380061611,8440.324859815164,5.441619938388612,7.255493251184134,TIME,2019-12-19 11:30:00-06:00,8424.25,0.04594220155589012,1.6539192560120444,0.0,1.3228474941434438,0.0,4,5.25,0.25,10.25,0.024390243902439025,1.0,0.8780487804878049,0.0,1,3,2,2,1.0,1.0,1.0,3.0,,,,,,CLEAN_WINNER,True,,,2019-12-19 16:30:00+00:00,51799,8425.5,8431.75,8423.75,8424.0,7.255493251184134,2019-12-19 10:15:00-06:00,8427.5,8413.5,8420.5,2019-12-19 10:15:00-06:00,8427.5,2019-12-19 10:30:00-06:00,2019-12-19 11:30:00-06:00,MOMENTUM_DISPLACEMENT_2019-12-19 10:15:00-06:00_Long,,0.20673990700152498,0.1875,0.78125,0.03125,0.03125,1.1026128373414665,1.5092590067363023,-0.00020769664421560474,0.0011587485515642815,0.0016349097827055292,0.0013372559507889292,0.00205192256222686,-0.0015744257050350763,0,1,-0.4823931163368916,-4.203711442364341,0.0,0.0,-0.4823931163368916,-5.478607535540411,0.0,0.0,-0.4823931163368916,-5.513064186707332,0.0,0.0,1.8951158141806457,0.4823931163368916,4.203711442364341,0.0,0.0,0.0,1.0,0.3751010792816869,1.3128537774855282,2.54844924900245,True,1.0,1.1064304756920642,3.0,60.0,2019-12-19 10:30:00-06:00,51799,True,1.3093527443429915,1.3713747164434489,1.4213368606354841,1.6390251180855655,0.0007601960746431687,0.125,4.0,1.0,1.0681561861745457,5.513064186707332,6.581220372881878,0.5121951219512195,7.255493251184134,1.8951158141806457,1.4471793490106748,3,0.4823931163368916,-0.4823931163368916,-0.08729018295619123
1509,2019-12-19 20:45:00+00:00,L,Long,8439.030949676973,8434.368978712333,8453.016862570892,4.661970964640204,6.215961286186352,TARGET,2019-12-19 15:30:00-06:00,8453.016862570892,3.0,3.532636828487364,0.0,2.556278252222954,0.0,2,8.25,16.46905032302675,16.46905032302675,1.0,1.0,1.0,0.0,0,1,2,0,1.0,1.0,1.0,1.0,1.0,2.0,,,,CLEAN_WINNER,True,,,2019-12-19 20:45:00+00:00,51816,8438.25,8448.5,8430.5,8446.25,6.215961286186352,2019-12-19 14:30:00-06:00,8438.5,8432.25,8435.375,2019-12-19 14:30:00-06:00,8438.5,2019-12-19 14:45:00-06:00,2019-12-19 17:00:00-06:00,MOMENTUM_DISPLACEMENT_2019-12-19 14:30:00-06:00_Long,,1.28700930261234,0.4444444444444444,0.125,0.4305555555555556,0.875,2.895770930877765,3.4209997319753414,0.0009480638758037063,0.0014227702522453534,0.001304051450757182,0.0011260260171275238,0.0017790956263898927,0.0004738071250551812,2,0,1.0456950583725262,-2.7348947680512223,1.0,0.0,1.0456950583725262,-3.901246948543655,1.0,0.0,1.0456950583725262,-9.974322095245634,1.0,0.0,1.7696377910919674,-1.0456950583725262,2.7348947680512223,1.0,0.0,0.0,0.0,0.410907104496651,1.4381748657376934,2.790467027538956,True,0.85,1.1383006636079047,5.0,315.0,2019-12-19 14:45:00-06:00,51816,True,0.8177871610349242,0.7641617734260768,0.7038332123661234,1.1575529531219848,0.00027275752402498453,0.0,2.0,1.0,0.3619713663597206,10.01454113595227,10.37651250231199,0.45454545454545453,6.215961286186352,1.7696377910919674,1.2065712211990687,3,0.588155155518394,0.08541714668544878,2.844486375934357
1510,2019-12-20 16:15:00+00:00,L,Long,8479.5,8473.467680201178,8497.596959396464,6.032319798821845,8.04309306509505,TIME,2019-12-20 11:15:00-06:00,8483.5,0.663094818146284,1.2433027840242825,0.12433027840242825,0.9369962821243744,0.10187273841053482,4,7.5,4.0,8.5,0.47058823529411764,0.9090909090909091,0.8823529411764706,0.08823529411764706,1,3,2,1,1.0,1.0,1.0,,,,,,,CLEAN_WINNER,True,,,2019-12-20 16:15:00+00:00,51889,8481.25,8482.75,8478.0,8479.5,8.04309306509505,2019-12-20 10:00:00-06:00,8483.25,8472.75,8478.0,2019-12-20 10:00:00-06:00,8483.25,2019-12-20 10:15:00-06:00,2019-12-20 11:15:00-06:00,MOMENTUM_DISPLACEMENT_2019-12-20 10:00:00-06:00_Long,,0.21757798720426955,0.3684210526315789,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.5905688224115888,0.7165314653551075,-0.00020633750921150718,0.0007080899274207741,0.0003834242737059679,0.00035391966023712307,-0.00026527544433641026,-0.0011209536654633867,0,1,-2.5487707072500148,-2.2379450112439154,0.0,0.0,-2.5487707072500148,-3.6055780736707526,0.0,0.0,-2.5487707072500148,-4.84888085769515,0.0,0.0,0.4040734048079292,2.5487707072500148,2.2379450112439154,0.0,0.0,0.0,1.0,0.16268632957920803,0.569402153527115,1.5026696796769263,True,0.95,0.9728423613790784,2.0,45.0,2019-12-20 10:15:00-06:00,51889,True,0.9842813706859813,1.2184367283439097,1.7561651824344615,1.9088608248824137,0.0010048417810925143,0.25,4.0,1.0,2.5487707072500148,4.84888085769515,7.397651564945165,0.5308641975308642,8.04309306509505,0.4040734048079292,1.3365504928262273,4,0.18649541760365962,-0.46623854400914905,0.5429088823572701
1511,2019-12-20 20:15:00+00:00,S,Short,8482.92915764519,8487.239488330468,8469.998165589359,4.310330685277222,5.747107580369509,TARGET,2019-12-20 14:45:00-06:00,8469.998165589359,3.0,3.2315751765330525,0.9444385250334011,2.046929343258933,0.5982218652480983,2,18.0,-3.679157645190571,14.679157645190571,0.0,0.7738420913994761,0.948907149979023,0.2773212505244254,0,1,1,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,IMMEDIATE_EXPANSION,True,,,2019-12-20 20:15:00+00:00,51905,8484.0,8486.25,8480.0,8480.75,5.747107580369509,2019-12-20 14:00:00-06:00,8490.5,8483.5,8487.0,2019-12-20 14:00:00-06:00,8483.5,2019-12-20 14:15:00-06:00,2019-12-20 15:30:00-06:00,MOMENTUM_DISPLACEMENT_2019-12-20 14:00:00-06:00_Short,,0.5655018554204692,0.52,0.36,0.12,0.12,1.0875035681162868,0.9671723911392146,-0.00035361720937088226,-0.0010895170789163577,-0.0007364204076822922,-0.00032415866093005175,-0.0008835743527817463,0.0003825429790861312,0,2,-2.044506708058619,0.21750071362325735,0.0,1.0,-2.044506708058619,-0.47850156997116616,0.0,0.0,-3.3495109897981634,-5.263517269682828,0.0,0.0,1.0875035681162868,2.044506708058619,-0.21750071362325735,0.0,0.0,0.0,0.0,-0.20005082395263887,-0.7001778838340779,-0.10999350327280996,True,0.7,0.9785406023897438,5.0,285.0,2019-12-20 14:15:00-06:00,51905,True,1.0150033302418675,0.8961029401278203,0.7884400868843079,1.0763512747591244,0.0003623638109737717,0.125,3.0,1.0,3.3495109897981634,7.003522978668887,10.35303396846705,-0.2571428571428571,5.747107580369509,1.0875035681162868,0.7830025690437264,4,0.7083288937750657,0.09932689562994515,2.8317994481313513
1512,2019-12-20 21:00:00+00:00,RL,Long,8478.430490398512,8472.887789408878,8492.287242872595,5.542700989633886,7.390267986177775,TARGET,2019-12-22 17:00:00-06:00,8492.287242872595,2.5,2.989428733838726,0.0,2.280100777003224,0.0,3,12.25,13.56950960148788,13.56950960148788,1.0,1.0,1.221083892351648,0.0,0,2,3,0,1.0,1.0,1.0,1.0,3.0,3.0,,,,CLEAN_WINNER,True,2077.0,2077.0,2019-12-20 21:00:00+00:00,51908,8479.25,8490.25,8475.25,8486.0,7.390267986177775,2019-12-20 14:30:00-06:00,8482.0,8473.5,8477.75,2019-12-20 14:45:00-06:00,,2019-12-20 15:00:00-06:00,2019-12-22 17:00:00-06:00,A_MID_4_2019-12-20 14:30:00-06:00_Long,8477.75,0.9133633601142359,0.45,0.2833333333333333,0.26666666666666666,0.7166666666666667,2.029696355809413,1.8449516759202138,0.0007960609723738354,0.0014456409499925549,0.0006190490227868661,0.00026521290702818945,8.838867446447907e-05,0.00014699768870363172,2,0,-0.7780502697269417,-2.3003225365840017,0.0,0.0,-0.8795350875174124,-2.3003225365840017,0.0,0.0,-1.8943832654221189,-3.4504838048760025,0.0,0.0,0.7103937245332946,0.7780502697269417,2.3003225365840017,0.0,0.0,0.0,0.0,0.13107146729898145,0.45875013554655814,0.6694852024676672,True,0.9,1.3175563849769871,5.0,330.0,2019-12-20 15:00:00-06:00,51908,True,1.4771679033946283,1.211052158966283,0.989476973457089,1.330362640636098,0.0005424232704924902,0.0,3.0,1.0,1.8943832654221189,6.1567456126218865,8.051128878044006,-0.14035087719298245,7.390267986177775,0.7103937245332946,-0.5412523615491769,4,0.09207925880155636,,2.369197345958962
1513,2019-12-23 17:30:00+00:00,S,Short,8504.0,8507.96405640514,8492.107830784576,3.9640564051405818,5.285408540188618,TIME,2019-12-23 12:30:00-06:00,8503.5,0.12613342215605228,0.37840026646815683,0.8198672440143399,0.29386941785632636,0.6952568354837646,4,4.0,-0.5,7.0,0.0,0.3157894736842105,0.21428571428571427,0.4642857142857143,2,3,1,2,1.0,,,,,,1.0,3.0,,WRONG_DIRECTION,False,,,2019-12-23 17:30:00+00:00,51985,8504.75,8507.0,8502.75,8504.0,5.285408540188618,2019-12-23 11:15:00-06:00,8511.0,8504.5,8507.75,2019-12-23 11:15:00-06:00,8504.5,2019-12-23 11:30:00-06:00,2019-12-23 12:30:00-06:00,MOMENTUM_DISPLACEMENT_2019-12-23 11:15:00-06:00_Short,,0.14190009992552727,0.17647058823529413,0.5294117647058824,0.29411764705882354,0.29411764705882354,0.8041005662446544,0.659920721869211,-8.818601369819934e-05,-0.0007344085073881512,-0.0007931145903710135,-0.000822465045235532,0.00011760555098194736,0.0005580934728033338,0,4,-1.5136010658722907,-1.1352007994042181,0.0,0.0,-2.7434019318935268,-1.5609010991808,0.0,0.0,-2.7434019318935268,-2.033901432265891,0.0,0.0,1.2771008993297452,1.5136010658722907,1.1352007994042181,0.0,0.0,0.0,0.0,-0.14747426901891447,-0.5161599415660286,-0.3483347000858007,True,0.55,0.9100060670025996,3.0,120.0,2019-12-23 11:30:00-06:00,51985,True,0.8041005662446544,0.8041005662446544,0.9578256744973089,1.4074006406079727,0.00037798792550199745,0.0,4.0,1.0,2.7434019318935268,3.0745021650530906,5.817904096946617,-0.5135135135135135,5.285408540188618,1.2771008993297452,0.8987006328616727,0,0.7095004996276363,0.09460006661701817,-0.056760039970223525
1514,2019-12-23 19:15:00+00:00,L,Long,8505.75,8502.443892372039,8515.668322883883,3.306107627960955,4.4081435039477554,STOP,2019-12-23 13:45:00-06:00,8502.443892372039,-1.0,0.6049409834952959,1.0586467211167678,0.45859639769522975,0.8208429473420195,2,3.75,-1.0,1.0,0.0,0.36363636363636365,2.0,3.5,0,0,1,1,1.0,1.0,,,,,1.0,1.0,2.0,IMMEDIATE_EXPANSION,False,,,2019-12-23 19:15:00+00:00,51992,8506.75,8507.25,8504.5,8505.75,4.4081435039477554,2019-12-23 13:00:00-06:00,8507.25,8502.5,8504.875,2019-12-23 13:00:00-06:00,8507.25,2019-12-23 13:15:00-06:00,2019-12-23 14:15:00-06:00,MOMENTUM_DISPLACEMENT_2019-12-23 13:00:00-06:00_Long,,0.22685286881074546,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.45454545454545453,0.62384538922955,0.47783858403589213,-0.00014693781591634814,0.00038224051749491395,0.000264596930675598,-0.00014693781591634814,0.00011758135159767313,-0.0006761939170630837,0,1,-1.1909775612564137,-0.8506982580402955,0.0,0.0,-1.4178304300671591,-1.7581097332832774,0.0,0.0,-2.8923740773370046,-2.2685286881074544,0.0,0.0,0.5104189548241773,1.1909775612564137,0.8506982580402955,0.0,0.0,0.0,1.0,0.018435162680546992,0.06452306938232712,0.0618904131743672,True,0.47,0.8930339810401446,4.0,225.0,2019-12-23 13:15:00-06:00,51992,True,0.8506982580402955,0.7259291801943856,0.836519953739624,1.0868152037158643,0.000368055004439268,0.0,3.0,1.0,2.8923740773370046,4.0833516385934185,6.975725715930423,0.0,4.4081435039477554,0.5104189548241773,0.0,0,0.19849626020940228,-0.3402793032161182,-1.2192911065170446
1515,2019-12-23 19:45:00+00:00,RS,Short,8504.75,8507.947932087374,8496.755169781563,3.1979320873742836,4.263909449832503,TARGET,2019-12-23 14:30:00-06:00,8496.755169781563,2.5,2.7361431578068114,0.23452655638344097,1.9727935158198775,0.18047183738641417,3,7.75,-7.75,7.75,0.0,0.9210526315789473,1.1290322580645162,0.0967741935483871,0,2,3,0,1.0,1.0,2.0,2.0,3.0,3.0,,,,CLEAN_WINNER,True,2079.0,2079.0,2019-12-23 19:45:00+00:00,51994,8504.5,8505.25,8502.25,8504.75,4.263909449832503,2019-12-23 13:00:00-06:00,8507.25,8502.5,8504.875,2019-12-23 13:30:00-06:00,,2019-12-23 13:45:00-06:00,2019-12-23 14:30:00-06:00,A_MID_4_2019-12-23 13:00:00-06:00_Short,8504.875,0.05863163909585853,0.08333333333333333,0.16666666666666666,0.75,0.8333333333333334,0.7035796691503023,0.6194467617420781,0.0,-0.00011756752784886082,-0.0002644880686493156,0.0002646280505733678,0.00011759517859766255,0.00011756752784886082,0,0,-0.7035796691503023,-0.6449480300544438,0.0,0.0,-1.7003175337798972,-1.1140011428213121,0.0,0.0,-3.2247401502722193,-2.110739007450907,0.0,0.0,0.5276847518627268,0.7035796691503023,0.6449480300544438,0.0,0.0,1.0,0.0,-0.029006078622092632,-0.10152127517711092,-0.14094429237820422,True,0.44,0.9121575971938048,4.0,255.0,2019-12-23 13:45:00-06:00,51994,True,0.8794745864378779,0.8325692751611911,0.7402244435852139,1.0319999853303434,0.00028671111094367036,0.0,4.0,1.0,3.2247401502722193,3.98695145851838,7.211691608790599,0.16129032258064516,4.263909449832503,0.5276847518627268,-0.29315819547929267,0,0.029315819547929264,,2.273290995496007
1516,2019-12-23 21:45:00+00:00,RL,Long,8500.342881955245,8496.843346909793,8509.091719568876,3.499535045451921,4.666046727270117,TIME,2019-12-23 17:30:00-06:00,8504.5,1.1879058191339151,1.759410311594777,0.0,1.3128461898357358,0.0,3,5.0,4.157118044755407,4.157118044755407,1.0,1.0,1.4811025278734116,0.0,0,2,3,0,1.0,1.0,1.0,1.0,,,,,,CLEAN_WINNER,True,2080.0,2080.0,2019-12-23 21:45:00+00:00,52001,8501.0,8504.75,8500.25,8504.0,4.666046727270117,2019-12-23 14:30:00-06:00,8503.75,8496.0,8499.875,2019-12-23 15:30:00-06:00,,2019-12-23 15:45:00-06:00,2019-12-23 17:30:00-06:00,A_MID_4_2019-12-23 14:30:00-06:00_Long,8499.875,0.6429425540183473,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.9644138310275211,0.22349068285464047,0.00038231920712883394,0.0005000147063149996,0.0008238201718253624,0.0008238201718253624,-8.818601369819934e-05,0.0002646686879959059,3,0,-0.8036781925229343,-2.625348762241585,0.0,0.0,-0.8036781925229343,-2.625348762241585,0.0,0.0,-3.1075556777553457,-2.625348762241585,0.0,0.0,1.5001992927094772,0.8036781925229343,2.625348762241585,1.0,0.0,1.0,0.0,0.14637221745697765,0.512302761098837,0.20520450402521473,True,0.57,1.1161828041024167,5.0,375.0,2019-12-23 15:45:00-06:00,52001,True,1.2323065618684992,1.2644536895694165,1.0447816502798144,1.0609415389768324,0.0002727209620613943,0.0,1.0,1.0,3.1075556777553457,3.482605500932715,6.590161178688061,0.14285714285714285,4.666046727270117,1.5001992927094772,0.3750498231773693,0,0.10027373976135223,,0.9807354406168527
1517,2019-12-24 16:15:00+00:00,L,Long,8498.75,8495.023227716212,8509.930316851363,3.7267722837877955,4.969029711716934,TIME,2019-12-24 11:15:00-06:00,8497.5,-0.33541088771045924,1.1403970182155614,0.7379039529630104,0.845802568791781,0.5845867047482667,4,5.75,-1.25,2.25,0.0,0.6071428571428572,1.8888888888888888,1.2222222222222223,2,2,2,1,1.0,1.0,1.0,,,,1.0,3.0,,IMMEDIATE_EXPANSION,True,,,2019-12-24 16:15:00+00:00,52071,8499.5,8501.75,8497.5,8498.75,4.969029711716934,2019-12-24 10:00:00-06:00,8499.75,8495.5,8497.625,2019-12-24 10:00:00-06:00,8499.75,2019-12-24 10:15:00-06:00,2019-12-24 11:15:00-06:00,MOMENTUM_DISPLACEMENT_2019-12-24 10:00:00-06:00_Long,,0.1509348994697105,0.17647058823529413,0.5294117647058824,0.29411764705882354,0.29411764705882354,0.8552977636616929,1.3428011909121305,-8.824048473443646e-05,0.00032368173258001676,0.0001176782089375994,2.941695593339233e-05,-0.0007936041384986048,-0.0005001990534727607,0,1,-2.2640234920456574,-3.320567788333631,0.0,0.0,-2.515581657828508,-3.320567788333631,0.0,0.0,-2.515581657828508,-3.320567788333631,0.0,0.0,0.20124653262628067,2.2640234920456574,3.320567788333631,0.0,0.0,0.0,1.0,0.009359636276405464,0.03275872696705306,-0.45501920355579334,False,0.84,1.0178523357183942,2.0,45.0,2019-12-24 10:15:00-06:00,52071,True,1.1403970182155905,1.207479195757684,1.6602838941668154,1.7666738742979968,0.0006775841160146291,0.125,3.0,1.0,2.515581657828508,3.320567788333631,5.836149446162139,0.3333333333333333,4.969029711716934,0.20124653262628067,0.6540512310354122,1,0.22640234920456576,-0.20124653262628067,-0.5299492025825256
1518,2019-12-24 17:15:00+00:00,RS,Short,8497.5,8501.02813360832,8488.679665979198,3.528133608320786,4.704178144428034,STOP,2019-12-24 11:45:00-06:00,8501.02813360832,-1.0,0.5668719561195698,1.4171798902989243,0.4347534729385106,1.0557431222207336,2,6.5,3.25,5.25,0.6190476190476191,0.28571428571428575,0.38095238095238093,0.9523809523809523,0,1,1,1,1.0,1.0,,,,,1.0,2.0,2.0,IMMEDIATE_EXPANSION,False,2082.0,2082.0,2019-12-24 17:15:00+00:00,52075,8497.25,8499.25,8496.0,8497.5,4.704178144428034,2019-12-24 10:00:00-06:00,8499.75,8495.5,8497.625,2019-12-24 11:00:00-06:00,,2019-12-24 11:15:00-06:00,2019-12-24 12:00:00-06:00,A_MID_4_2019-12-24 10:00:00-06:00_Short,8497.625,0.05314424588620606,0.07692307692307693,0.5384615384615384,0.38461538461538464,0.46153846153846156,0.6908751965206789,0.7993560072449185,0.0,-0.00020590052063418351,-0.00014708045300781958,-0.00014708045300781958,-0.00011766782373356932,0.00020590052063418351,0,0,-1.1691734094965334,-1.2754619012689454,0.0,0.0,-2.657212294310303,-3.24179899905857,0.0,0.0,-2.9229335237413334,-3.24179899905857,0.0,0.0,0.2657212294310303,1.1691734094965334,1.2754619012689454,0.0,0.0,0.0,0.0,-0.04639153423614435,-0.16237036982727857,-0.5558717433591038,True,0.77,0.936277886270363,3.0,105.0,2019-12-24 11:15:00-06:00,52075,True,0.9034521800655031,0.9034521800655031,1.0296697640452424,1.576989170905222,0.0002364355358987633,0.25,5.0,1.0,2.9229335237413334,3.24179899905857,6.164732522799904,-0.6666666666666666,4.704178144428034,0.2657212294310303,0.4251539670896485,1,0.02657212294310303,,-1.2054910840933442
1519,2019-12-26 17:15:00+00:00,S,Short,8545.0,8549.249234681176,8532.252295956472,4.249234681175949,5.6656462415681546,STOP,2019-12-26 11:45:00-06:00,8549.249234681176,-1.0,0.1765023719029899,1.7061895950622357,0.1352162280827537,1.3036766440344085,2,5.75,6.0,6.0,1.0,0.09375,0.125,1.2083333333333333,0,1,0,2,,,,,,,1.0,1.0,2.0,WRONG_DIRECTION,False,,,2019-12-26 17:15:00+00:00,52152,8545.25,8546.0,8542.0,8545.0,5.6656462415681546,2019-12-26 11:00:00-06:00,8553.75,8543.25,8548.5,2019-12-26 11:00:00-06:00,8543.25,2019-12-26 11:15:00-06:00,2019-12-26 12:15:00-06:00,MOMENTUM_DISPLACEMENT_2019-12-26 11:00:00-06:00_Short,,0.04412559297574574,0.0625,0.1875,0.75,0.75,0.7060094876119318,0.9546778423542747,0.0,-0.0009937452504822364,-0.0007893121290963867,-0.0003509592887225299,0.000966409933522705,0.0009937452504822364,0,0,-1.8974004979570667,-1.7650237190298295,0.0,0.0,-1.8974004979570667,-5.736327086846946,0.0,0.0,-1.8974004979570667,-5.736327086846946,0.0,0.0,1.1913910103451348,1.8974004979570667,1.7650237190298295,0.0,0.0,1.0,0.0,0.023495459125904065,0.08223410694050369,1.7514896491281118,True,0.99,1.0813281819180673,3.0,105.0,2019-12-26 11:15:00-06:00,52152,True,1.3826019132400331,1.2884673148917756,1.196906709467103,1.8840897664363467,0.0005424727989499407,0.125,3.0,1.0,1.8974004979570667,5.956955051725674,7.854355549682741,-0.19298245614035087,5.6656462415681546,1.1913910103451348,0.4853815227332031,3,0.6177583016604403,-0.30887915083022016,-1.1706189595062235
