rule,N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD
FROZEN,5812.0,0.4803854094975912,0.27202599029322233,1581.0150555842083,1.5975568399914861,12.799129585796209,123.52520106826127
exit_if_bar1_mfe_lt_0.25,5812.0,0.4676531314521679,0.2561921164871793,1488.9885810234862,1.5681387582880773,34.10914828473835,43.653642963864705
exit_if_bar2_mfe_lt_0.25,5812.0,0.4748795595320027,0.26635238342215206,1548.0400524495478,1.5862713895914835,12.39045066079018,124.93815558689488
exit_if_bar2_mfe_lt_0.5,5812.0,0.46834136269786647,0.2601728162261487,1512.1244079063763,1.5816904768819173,16.22467197384833,93.19907424591928
exit_if_bar3_mfe_lt_0.5,5812.0,0.48055746730901583,0.27064457055129165,1572.986244044107,1.5986483448617317,12.152931844002865,129.4326557768307
