cost_multiplier,N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD
1.0,5812,0.4741913282863042,0.2285851995579937,1328.5371798310593,1.4779205868355416,14.178086803282326,93.7035580515344
1.5,5812,0.469029593943565,0.20686480419037936,1202.2982419544849,1.4221270366531606,20.73722820711877,57.97776973596474
2.0,5812,0.46507226428079834,0.185144408822765,1076.0593040779102,1.368804903988191,34.985902630560254,30.756939886352118
