profile_level,event,orientation,open_location,value_migration,time_bucket,horizon,N,sample_tier,mean_directional_atr_return,median_directional_atr_return,positive_rate,mfe_atr,mae_atr,effect_vs_unconditional,standard_error,ci95_low,ci95_high,era1_effect,era2_effect,era3_effect,same_sign_all_eras,session_control_result,raw_p,replication_classification,fdr_q,fdr_survivor_5pct
POC,POC_TEST,both,ABOVE_VAH,OVERLAP_FLAT,RTH_0930_1030,24,41,INSUFFICIENT,-0.4868689547181708,0.36983319816426663,0.6097560975609756,2.064818664908915,2.8938235567717796,-0.6651640120123288,0.6136653720817787,-1.686316909190268,0.6198802184136218,1.267135854865963,-1.6032581272578672,-0.656749975873506,False,False,1.0,NO_INFORMATION,1.0,False
VAH,CLOSE_ABOVE_VAH,continuation_up,ABOVE_VAH,OVERLAP_FLAT,RTH_0930_1030,24,49,INSUFFICIENT,-0.0019829398718092138,-0.0659299760981538,0.42857142857142855,1.759214766955724,1.9792286950437101,-0.18027799716596715,0.3256318725128605,-0.592717737827856,0.6672063283275813,0.41161871011355267,-1.1338965843223103,1.0614979776134572,False,False,1.0,NO_INFORMATION,1.0,False
VAH,HOLD_ABOVE_VAH,continuation_up,ABOVE_VAH,OVERLAP_FLAT,RTH_0930_1030,24,2006,STRONG_SAMPLE,0.017096021532231255,0.373454797544046,0.5742771684945165,1.928308546716951,2.369641907910671,-0.16119903576192668,0.0707800103191287,-0.12615193308699427,0.15535946638423667,-0.009651373894269935,-0.1118282171437937,0.18410671934437486,False,False,0.8091386129097506,NO_INFORMATION,1.0,False
VAH,ACCEPTANCE_ABOVE_VAH,continuation_up,ABOVE_VAH,OVERLAP_FLAT,RTH_0930_1030,24,2006,STRONG_SAMPLE,0.017096021532231255,0.373454797544046,0.5742771684945165,1.928308546716951,2.369641907910671,-0.16119903576192668,0.0707800103191287,-0.12615193308699427,0.15535946638423667,-0.009651373894269935,-0.1118282171437937,0.18410671934437486,False,False,0.8091386129097506,NO_INFORMATION,1.0,False
VALUE,RETURN_INTO_VALUE_AFTER_ABOVE,reversal_down,ABOVE_VAH,OVERLAP_FLAT,RTH_0930_1030,24,29,INSUFFICIENT,-0.6748744207329851,-0.829247426481984,0.2413793103448276,2.045334488985277,1.0712387884754042,-0.853169478027143,0.32109690344928343,-1.2808390788112174,-0.03521448954016412,0.2593666222310548,-0.7940231296451148,-1.5777062705813998,False,False,1.0,NO_INFORMATION,1.0,False
POC,POC_CROSS_AFTER_OUTSIDE_OPEN,both,ABOVE_VAH,OVERLAP_FLAT,RTH_0930_1030,24,42,INSUFFICIENT,-0.37408935763715895,0.13072999183375983,0.5952380952380952,1.8390746075411433,2.8027393938481353,-0.5523844149313168,0.5914724241409428,-1.4946471817336857,0.7066371015813778,2.0448211530883773,-1.457762482074242,-0.6509597994026037,False,False,1.0,NO_INFORMATION,1.0,False
VAL,TEST_VAL_FROM_ABOVE,continuation_down,ABOVE_VAH,OVERLAP_FLAT,RTH_0930_1030,24,19,INSUFFICIENT,0.8783928535118658,0.2757614278362759,0.5263157894736842,1.856225528238823,3.524265508508319,0.7000977962177078,1.1308280340613501,-1.0201639654235388,3.2013179217485317,-2.1988183214973787,1.2020081551946151,3.0112484304425706,False,False,0.4372947081416279,NO_INFORMATION,1.0,False
VALUE,FULL_VALUE_TRAVERSAL,both,ABOVE_VAH,OVERLAP_FLAT,RTH_0930_1030,24,56,INSUFFICIENT,-0.9359929703966776,-0.6329512938165684,0.35714285714285715,1.3894536390346366,3.285655543830097,-1.1142880276908356,0.4634446158617371,-1.791006102178117,-0.1043175681425857,0.30048400692474797,-0.57929506853973,-2.1289114120491397,False,False,1.0,NO_INFORMATION,1.0,False
VAH,TEST_VAH_FROM_ABOVE,reversal_down,ABOVE_VAH,OVERLAP_FLAT,RTH_1030_1200,24,75,INSUFFICIENT,0.19885492029311785,-0.138128147881445,0.4533333333333333,1.9125288903715822,2.4925567227844305,0.020559862998959927,0.32968846351251085,-0.4345328003981876,0.8587501717044908,-0.24185500136147015,-0.09062990965154945,1.2112576735088958,False,False,0.546402200966154,NO_INFORMATION,1.0,False
VALUE,FULL_VALUE_TRAVERSAL,both,ABOVE_VAH,OVERLAP_FLAT,RTH_1030_1200,24,205,WEAK_SAMPLE,0.6310558615320974,0.9668405013271205,0.6926829268292682,2.2158923007098505,1.800246534185588,0.4527608042379394,0.17692639979741714,0.2970563779229396,0.9612614979510609,0.6521753000830591,0.8911874546069787,0.21014833458095986,True,False,0.00036140774511854223,NO_INFORMATION,0.02521449384547969,True
