year,N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD
2020,32.0,0.28125,-0.2927461862847128,-9.367877961110809,0.6078011178400861,11.784862495876794,-0.7949077016713921
2021,35.0,0.2857142857142857,-0.0023478471450684092,-0.08217465007739433,0.996480121784611,9.72421959712679,-0.008450513612596165
2022,42.0,0.38095238095238093,-0.17718505614895536,-7.4417723582561255,0.7192230933278508,13.637681013411463,-0.545677256341294
2023,38.0,0.34210526315789475,-0.09376548372349025,-3.5630883814926295,0.8517928604869399,12.427605129795985,-0.2867075630645759
2024,28.0,0.32142857142857145,-0.16769158749662272,-4.695364449905436,0.7469954130754661,9.935014084420201,-0.47260772959230823
2025,28.0,0.35714285714285715,0.037155082452302805,1.0403423086644785,1.064112261080847,6.801749044514676,0.1529521747797312
2026,18.0,0.4444444444444444,0.21866730528773154,3.9360114951791676,1.4230611908239366,2.9008013184171695,1.3568704172152208
