P_terminal_pos,median_terminal_R,p5_terminal_R,p95_terminal_R,median_maxDD,p95_maxDD,median_losing_streak,p95_losing_streak
0.1519,-20.986731636966923,-53.11108163717282,12.615702189186806,33.08158518258304,59.43971235031669,11.0,17.0
