event_id,extreme_timestamp,direction,extreme_price,capture_status,matched_signal_time,matched_signal_type,MFE_R_x,MAE_R_x,atr_at_extreme,MFE_R_y,MAE_R_y,bars_to_0.5R,bars_to_1R,bars_to_2R,primary_hit,hit_1.5R_before_0.5R_60m,hit_2R_before_0.75R_90m,hit_2R_before_1R_90m,hit_2R_before_1R_120m,hit_2.5R_before_1R_120m,hit_3R_before_1R_120m,cluster_size
MR03329,2025-03-05 16:45:00+00:00,Long,18967.5,MISSED,,,3.810928973165124,0.1029980803558141,90.61657558170668,3.810928973165124,0.1029980803558141,1,2,2,True,True,True,True,True,True,True,1
MR03332,2025-03-07 20:45:00+00:00,Short,19038.75,MISSED,,,3.03480761603795,0.1095718285878034,100.39076778923466,3.03480761603795,0.1095718285878034,1,1,5,True,False,True,True,True,True,True,2
MR03333,2025-03-10 14:45:00+00:00,Long,18273.5,MISSED,,,2.8092867249126483,0.5891960412987937,70.71783200514857,2.8092867249126483,0.5891960412987937,1,1,3,True,True,True,True,True,True,False,1
MR03334,2025-03-10 19:00:00+00:00,Long,18024.75,MISSED,,,3.47703716646773,0.1264377151442811,79.09032513430634,3.47703716646773,0.1264377151442811,1,1,1,True,True,True,True,True,True,True,1
MR03335,2025-03-11 14:30:00+00:00,Long,18017.0,MISSED,,,3.474190893744722,0.7067496903846406,83.95240088614942,3.474190893744722,0.7067496903846406,1,1,2,True,False,True,True,True,True,True,1
MR03338,2025-03-11 18:45:00+00:00,Short,18439.25,MISSED,,,3.3910214629908504,0.4848843774183179,105.17971371142248,3.3910214629908504,0.4848843774183179,1,1,4,True,True,True,True,True,True,True,1
MR03340,2025-03-12 18:45:00+00:00,Short,18458.75,MISSED,,,2.091827475214606,0.0,78.87839793435748,2.091827475214606,0.0,1,2,4,True,True,True,True,True,False,False,1
MR03342,2025-03-13 19:00:00+00:00,Short,18148.75,MISSED,,,2.2416855675584784,0.5488119091951077,78.95844205874901,2.2416855675584784,0.5488119091951077,1,1,3,True,True,True,True,True,False,False,1
MR03343,2025-03-14 18:15:00+00:00,Long,18364.75,MISSED,,,2.8052993687600827,0.0255027215341825,52.28200180699147,2.8052993687600827,0.0255027215341825,1,1,3,True,True,True,True,True,True,False,1
MR03344,2025-03-14 19:45:00+00:00,Short,18495.0,MISSED,,,3.6070960903097,0.0494970303987608,53.87528595520397,3.6070960903097,0.0494970303987608,1,1,5,True,True,True,True,True,True,True,1
MR03347,2025-03-17 18:45:00+00:00,Short,18711.75,MISSED,,,3.2570289710825415,0.166417538668451,56.083832317264765,3.2570289710825415,0.166417538668451,1,4,4,True,True,True,True,True,True,True,1
MR03350,2025-03-19 18:00:00+00:00,Long,18302.5,MISSED,,,6.212794961263198,0.7868281359249237,52.95523223465709,6.212794961263198,0.7868281359249237,1,2,2,True,False,False,True,True,True,True,1
MR03355,2025-03-21 19:00:00+00:00,Long,18357.25,MISSED,,,6.479733834829507,0.4295621869961671,55.09485560673392,6.479733834829507,0.4295621869961671,2,3,3,True,True,True,True,True,True,True,1
MR03357,2025-03-24 18:00:00+00:00,Long,18852.75,MISSED,,,3.8535976563539904,0.2394891198864061,30.620736912021975,3.8535976563539904,0.2394891198864061,1,2,2,True,True,True,True,True,True,True,1
MR03358,2025-03-25 15:00:00+00:00,Short,19039.75,MISSED,,,2.568957745118869,0.2568957745118869,32.43857688654875,2.568957745118869,0.2568957745118869,1,2,5,True,True,True,True,True,True,False,1
MR03360,2025-03-26 19:00:00+00:00,Long,18589.5,MISSED,,,2.165899478962794,1.517603036280053,45.246790514456485,2.165899478962794,1.517603036280053,1,1,3,True,True,True,True,True,False,False,1
MR03361,2025-03-26 19:45:00+00:00,Short,18679.5,MISSED,,,3.1978486613498283,0.2414851391866003,45.55145727414756,3.1978486613498283,0.2414851391866003,2,5,5,True,False,True,True,True,True,True,1
MR03362,2025-03-27 14:45:00+00:00,Short,18744.0,MISSED,,,4.665082594682529,0.1145586448898847,52.37492120971995,4.665082594682529,0.1145586448898847,1,1,3,True,True,True,True,True,True,True,1
MR03365,2025-03-31 17:45:00+00:00,Long,17752.0,MISSED,,,5.205004189926347,0.0877247897178598,68.39571823765189,5.205004189926347,0.0877247897178598,1,1,1,True,True,True,True,True,True,True,1
MR03366,2025-03-31 19:45:00+00:00,Short,18034.25,MISSED,,,2.1004162296037863,0.0766886250159597,78.23846103318888,2.1004162296037863,0.0766886250159597,1,5,6,True,False,True,True,True,False,False,1
MR03368,2025-04-01 18:15:00+00:00,Long,17929.5,MISSED,,,4.494063430497127,0.3149343672094761,66.68056009915239,4.494063430497127,0.3149343672094761,1,2,4,True,True,True,True,True,True,True,1
MR03371,2025-04-02 20:15:00+00:00,Short,18588.75,MISSED,,,5.844678623206627,0.5148822860391359,130.77422773914455,5.844678623206627,0.5148822860391359,1,1,1,True,False,True,True,True,True,True,1
MR03374,2025-04-03 19:00:00+00:00,Short,17407.25,MISSED,,,3.58998310336988,0.0615928473617381,75.76637331375639,3.58998310336988,0.0615928473617381,1,1,2,True,True,True,True,True,True,True,1
MR03377,2025-04-07 16:45:00+00:00,Long,15757.25,MISSED,,,2.5929557709356796,0.0238511043318656,293.4874588028124,2.5929557709356796,0.0238511043318656,1,1,3,True,True,True,True,True,True,False,1
MR03382,2025-04-10 19:30:00+00:00,Long,16785.25,MISSED,,,2.1015312400161603,0.1577380758729878,202.8679494338875,2.1015312400161603,0.1577380758729878,1,1,2,True,True,True,True,True,False,False,1
MR03386,2025-04-16 19:15:00+00:00,Long,16660.75,MISSED,,,5.053836561052849,0.0,80.79670333626036,5.053836561052849,0.0,1,1,2,True,True,True,True,True,True,True,1
MR03388,2025-04-17 20:45:00+00:00,Short,17000.25,MISSED,,,4.005770945876059,0.0,65.40563690236182,4.005770945876059,0.0,1,1,1,True,True,True,True,True,True,True,1
MR03389,2025-04-21 18:00:00+00:00,Long,16244.5,MISSED,,,5.724287981494837,0.6670923840809743,52.466496148382895,5.724287981494837,0.6670923840809743,1,2,5,True,False,True,True,True,True,True,1
MR03391,2025-04-22 17:45:00+00:00,Long,16755.75,MISSED,,,3.591806613577847,0.1030436323567415,67.93238786231542,3.591806613577847,0.1030436323567415,1,1,2,True,True,True,True,True,True,True,1
MR03392,2025-04-22 19:30:00+00:00,Long,16785.0,MISSED,,,8.68819713408034,0.1894017262320476,68.63717801638673,8.68819713408034,0.1894017262320476,1,1,2,True,True,True,True,True,True,True,1
MR03394,2025-04-23 16:15:00+00:00,Long,17291.5,MISSED,,,2.0439185007798826,0.2780042405275319,85.13059592816843,2.0439185007798826,0.2780042405275319,1,2,4,True,True,True,True,True,False,False,1
MR03395,2025-04-23 19:30:00+00:00,Long,17274.25,MISSED,,,2.672491327323311,0.4036995962724035,82.569647433685,2.672491327323311,0.4036995962724035,1,1,3,True,True,True,True,True,True,False,1
MR03397,2025-04-25 17:15:00+00:00,Short,18098.75,MISSED,,,3.6007560898504813,0.0466284961275601,64.33833919483462,3.6007560898504813,0.0466284961275601,1,1,1,True,True,True,True,True,True,True,1
MR03399,2025-04-25 20:30:00+00:00,Short,18133.5,MISSED,,,2.5098651119828777,0.3210292585094378,57.107982675648735,2.5098651119828777,0.3210292585094378,2,2,2,True,True,True,True,True,True,False,1
MR03401,2025-04-29 16:45:00+00:00,Long,18015.5,MISSED,,,4.213841831783659,0.2440448937326443,61.464101012630785,4.213841831783659,0.2440448937326443,1,2,3,True,True,True,True,True,True,True,1
MR03404,2025-05-01 18:45:00+00:00,Short,18593.75,MISSED,,,6.298912465327054,0.337776835280696,53.289622377573096,6.298912465327054,0.337776835280696,1,4,4,True,True,True,True,True,True,True,1
MR03405,2025-05-02 18:30:00+00:00,Short,18821.25,MISSED,,,3.4180343323483693,0.1265938641610507,42.12947735403946,3.4180343323483693,0.1265938641610507,1,1,2,True,True,True,True,True,True,True,1
MR03408,2025-05-06 16:00:00+00:00,Short,18570.75,MISSED,,,4.137553858163715,0.0676271804454693,54.21883098650336,4.137553858163715,0.0676271804454693,1,1,1,True,True,True,True,True,True,True,1
MR03409,2025-05-06 17:45:00+00:00,Long,18382.0,MISSED,,,3.0080065947572656,0.0299006619757183,55.7401260219633,3.0080065947572656,0.0299006619757183,1,1,2,True,True,True,True,True,True,True,1
MR03410,2025-05-06 20:15:00+00:00,Long,18353.5,MISSED,,,7.572171414435939,0.4691257905687079,55.42223540616033,7.572171414435939,0.4691257905687079,1,2,3,True,True,True,True,True,True,True,1
MR03412,2025-05-07 17:00:00+00:00,Short,18470.25,MISSED,,,6.638880142450073,0.0479094443269592,48.70299303430524,6.638880142450073,0.0479094443269592,1,1,3,True,True,True,True,True,True,True,1
MR03414,2025-05-07 19:30:00+00:00,Short,18598.0,MISSED,,,2.1266664978404837,0.6918071739963019,91.06583795029678,2.1266664978404837,0.6918071739963019,1,1,1,True,False,True,True,True,False,False,1
MR03415,2025-05-08 16:45:00+00:00,Short,18881.75,MISSED,,,2.212461399252113,0.0907676471488046,58.75808727959929,2.212461399252113,0.0907676471488046,1,2,5,True,True,True,True,True,False,False,1
MR03417,2025-05-09 15:00:00+00:00,Short,18720.75,MISSED,,,2.287841075338028,0.5529525257614569,48.225960501662726,2.287841075338028,0.5529525257614569,1,1,4,True,False,True,True,True,False,False,1
MR03418,2025-05-09 20:30:00+00:00,Long,18665.0,MISSED,,,12.95614952312289,0.1306063459992227,38.28297899115682,12.95614952312289,0.1306063459992227,1,2,2,True,True,True,True,True,True,True,1
MR03420,2025-05-13 19:15:00+00:00,Short,19886.0,MISSED,,,2.669500403400155,0.7587963475418248,36.46125440152001,2.669500403400155,0.7587963475418248,2,2,2,True,False,False,True,True,True,False,1
MR03421,2025-05-14 16:30:00+00:00,Short,19964.0,MISSED,,,2.94428067277598,1.0485330031253488,39.7380593099801,2.94428067277598,1.0485330031253488,2,2,3,True,True,True,True,True,True,False,1
MR03422,2025-05-14 17:15:00+00:00,Long,19826.0,MISSED,,,2.8375645516302734,0.1576424750905707,40.175297486890045,2.8375645516302734,0.1576424750905707,1,1,5,True,True,True,True,True,True,False,1
MR03427,2025-05-19 14:45:00+00:00,Long,19921.75,MISSED,,,2.9217264834473142,0.3802246793527327,49.970454396448545,2.9217264834473142,0.3802246793527327,1,2,3,True,True,True,True,True,True,False,1
MR03428,2025-05-19 17:00:00+00:00,Short,20089.0,MISSED,,,2.405492513812292,0.1935453746745522,48.222972773321985,2.405492513812292,0.1935453746745522,1,3,5,True,True,True,True,True,False,False,1
MR03430,2025-05-20 17:00:00+00:00,Short,20018.75,MISSED,,,6.526502247912008,0.0287511112242819,34.78126435528663,6.526502247912008,0.0287511112242819,1,2,3,True,True,True,True,True,True,True,1
MR03431,2025-05-20 19:00:00+00:00,Long,19842.5,MISSED,,,3.361336206415764,0.4309405392840723,38.67509585975652,3.361336206415764,0.4309405392840723,1,1,2,True,True,True,True,True,True,True,1
MR03432,2025-05-20 19:45:00+00:00,Short,19996.5,MISSED,,,3.412575176733004,0.145560078628422,41.220093150103885,3.412575176733004,0.145560078628422,1,1,5,True,True,True,True,True,True,True,1
MR03435,2025-05-21 19:15:00+00:00,Long,19617.25,MISSED,,,2.2782537544133654,0.0046025328371987,72.42389030649764,2.2782537544133654,0.0046025328371987,1,1,2,True,True,True,True,True,False,False,1
MR03437,2025-05-22 19:00:00+00:00,Short,19882.0,MISSED,,,4.409783937899815,0.2106584683710102,47.47020177887208,4.409783937899815,0.2106584683710102,1,2,3,True,True,True,True,True,True,True,1
MR03438,2025-05-23 20:30:00+00:00,Long,19475.25,MISSED,,,7.305682110692392,0.0500389185663862,53.291852483358944,7.305682110692392,0.0500389185663862,1,2,2,True,True,True,True,True,True,True,1
MR03439,2025-05-27 18:00:00+00:00,Short,20033.0,MISSED,,,2.885863949907696,0.1347485112797367,29.684929072767517,2.885863949907696,0.1347485112797367,1,1,4,True,True,True,True,True,True,False,1
MR03442,2025-05-28 20:15:00+00:00,Long,19865.75,MISSED,,,8.948287106975899,0.2112695356559427,48.91066429076363,8.948287106975899,0.2112695356559427,1,1,2,True,True,True,True,True,True,True,1
MR03445,2025-05-30 16:45:00+00:00,Long,19616.0,MISSED,,,4.03923011076933,0.4074885357648756,65.441513873788,4.03923011076933,0.4074885357648756,1,1,4,True,True,True,True,True,True,True,1
MR03446,2025-06-03 17:15:00+00:00,Short,20304.25,MISSED,,,4.890093255845265,0.1790423160034879,29.7881163089369,4.890093255845265,0.1790423160034879,1,2,3,True,True,True,True,True,True,True,1
MR03448,2025-06-04 15:00:00+00:00,Short,20329.0,MISSED,,,2.250371250517759,0.2462670425094906,39.252782541107315,2.250371250517759,0.2462670425094906,1,2,4,True,True,True,True,True,False,False,1
MR03450,2025-06-04 18:30:00+00:00,Short,20347.5,MISSED,,,2.4589557895148357,0.0548874060159561,30.365192812758448,2.4589557895148357,0.0548874060159561,1,1,5,True,True,True,True,True,False,False,1
MR03452,2025-06-05 15:45:00+00:00,Short,20479.5,MISSED,,,6.725866467395278,0.077457195401865,51.64142568352906,6.725866467395278,0.077457195401865,1,1,2,True,True,True,True,True,True,True,1
MR03454,2025-06-06 16:45:00+00:00,Long,20266.5,MISSED,,,3.4850564086126696,0.5378628283905389,45.24077896616617,3.4850564086126696,0.5378628283905389,2,2,4,True,False,True,True,True,True,True,1
MR03455,2025-06-06 18:30:00+00:00,Short,20418.0,MISSED,,,2.041338166619981,0.3542818305704098,39.5165622167509,2.041338166619981,0.3542818305704098,2,3,6,True,True,True,True,True,False,False,1
MR03456,2025-06-09 14:30:00+00:00,Short,20435.25,MISSED,,,2.147353628422746,0.5338724490553789,28.096598778492204,2.147353628422746,0.5338724490553789,1,1,3,True,False,True,True,True,False,False,1
MR03458,2025-06-09 20:00:00+00:00,Long,20341.25,MISSED,,,2.119290081438145,0.3269761839933137,27.5249404714566,2.119290081438145,0.3269761839933137,2,4,4,True,True,True,True,True,False,False,1
MR03461,2025-06-10 18:00:00+00:00,Long,20365.25,MISSED,,,5.476563176428371,0.0690737697927902,33.78030966505726,5.476563176428371,0.0690737697927902,1,2,3,True,True,True,True,True,True,True,1
MR03462,2025-06-10 19:00:00+00:00,Short,20536.75,MISSED,,,2.503287012150579,0.027408251957853,36.48536220178312,2.503287012150579,0.027408251957853,1,1,2,True,True,True,True,True,True,False,1
MR03463,2025-06-11 15:00:00+00:00,Short,20610.75,MISSED,,,3.668563821411984,0.7735884579933965,41.79655603601229,3.668563821411984,0.7735884579933965,2,3,4,True,False,False,True,True,True,True,1
MR03466,2025-06-13 14:30:00+00:00,Long,20166.25,MISSED,,,3.425564755503781,0.5660643633455993,57.11953521015572,3.425564755503781,0.5660643633455993,1,1,3,True,False,True,True,True,True,True,1
MR03467,2025-06-16 20:00:00+00:00,Short,20509.0,MISSED,,,4.448380799609801,0.4385727548911071,31.921727567130905,4.448380799609801,0.4385727548911071,1,5,6,True,False,True,True,True,True,True,1
MR03469,2025-06-17 18:30:00+00:00,Long,20229.5,MISSED,,,2.0335157700700663,0.0716026679602136,46.55320015708797,2.0335157700700663,0.0716026679602136,1,1,5,True,True,True,True,True,False,False,1
MR03471,2025-06-19 15:45:00+00:00,Long,19995.5,MISSED,,,8.924316924013107,0.0984628747885097,37.239077921931184,8.924316924013107,0.0984628747885097,1,1,3,True,True,True,True,True,True,True,2
MR03474,2025-06-25 14:45:00+00:00,Short,20844.75,MISSED,,,3.972042580892368,0.1214691920762191,27.441800479266725,3.972042580892368,0.1214691920762191,1,1,1,True,True,True,True,True,True,True,1
MR03475,2025-06-25 17:15:00+00:00,Short,20782.75,MISSED,,,3.2082045041266296,0.210757960125107,28.46867561461673,3.2082045041266296,0.210757960125107,1,1,1,True,True,True,True,True,True,True,1
MR03476,2025-06-26 20:00:00+00:00,Long,20961.0,MISSED,,,3.028934090778005,0.2628413880427194,26.632031021165865,3.028934090778005,0.2628413880427194,1,2,4,True,True,True,True,True,True,True,1
MR03477,2025-06-27 18:45:00+00:00,Long,20920.0,MISSED,,,5.236366252110974,0.1570909875633292,38.19442536498904,5.236366252110974,0.1570909875633292,1,1,1,True,True,True,True,True,True,True,1
MR03478,2025-06-30 18:30:00+00:00,Long,21101.0,MISSED,,,6.203811498785014,0.011300203094326,29.49799490778204,6.203811498785014,0.011300203094326,1,1,1,True,True,True,True,True,True,True,1
MR03480,2025-07-01 17:45:00+00:00,Short,21082.25,MISSED,,,2.896575827814648,0.3345126940258386,43.84487323979931,2.896575827814648,0.3345126940258386,2,4,5,True,False,True,True,True,True,False,1
MR03483,2025-07-07 14:45:00+00:00,Long,21202.5,MISSED,,,2.8042727597382218,2.594998673190593,31.85614987811406,2.8042727597382218,2.594998673190593,1,2,5,True,True,True,True,True,True,False,1
MR03485,2025-07-07 19:45:00+00:00,Short,21211.25,MISSED,,,2.3860356833907734,0.1197007867921792,41.77081984165102,2.3860356833907734,0.1197007867921792,1,1,6,True,True,True,True,True,False,False,1
MR03486,2025-07-08 14:30:00+00:00,Short,21262.75,MISSED,,,3.951687812215831,1.6103698887931566,29.185841294649855,3.951687812215831,1.6103698887931566,1,1,1,True,True,True,True,True,True,True,1
MR03487,2025-07-08 16:15:00+00:00,Short,21282.75,MISSED,,,2.78445678532548,0.2134426804082249,34.35738962473573,2.78445678532548,0.2134426804082249,1,1,1,True,True,True,True,True,True,False,1
MR03494,2025-07-15 15:45:00+00:00,Short,21501.0,MISSED,,,2.607820091791119,0.4520221492437939,38.346203526378,2.607820091791119,0.4520221492437939,1,3,4,True,True,True,True,True,True,False,1
MR03495,2025-07-15 16:45:00+00:00,Long,21403.0,MISSED,,,2.779003066423271,0.4104373759640524,38.982804532405304,2.779003066423271,0.4104373759640524,1,1,4,True,True,True,True,True,True,False,1
MR03500,2025-07-18 15:45:00+00:00,Short,21574.25,MISSED,,,3.9877896337101504,0.0894696392178559,26.07961039891683,3.9877896337101504,0.0894696392178559,1,1,2,True,True,True,True,True,True,True,1
MR03501,2025-07-21 14:30:00+00:00,Short,21744.75,MISSED,,,2.846642797133588,0.0,23.88778812307334,2.846642797133588,0.0,1,1,6,True,True,True,True,True,True,False,1
MR03502,2025-07-21 16:15:00+00:00,Long,21678.75,MISSED,,,2.7643233338090507,0.0747114414542986,22.30805127332705,2.7643233338090507,0.0747114414542986,1,2,3,True,True,True,True,True,True,False,1
MR03503,2025-07-21 17:30:00+00:00,Short,21743.5,MISSED,,,3.8813375509580457,0.5568163575214073,20.35380818153786,3.8813375509580457,0.5568163575214073,2,5,6,True,False,True,True,True,True,True,1
MR03504,2025-07-22 15:30:00+00:00,Short,21557.25,MISSED,,,2.053187286874033,1.3225485676711113,36.0415245472636,2.053187286874033,1.3225485676711113,1,3,4,True,False,True,True,True,False,False,1
MR03508,2025-07-23 15:45:00+00:00,Short,21613.5,MISSED,,,2.688621726640968,0.4963609341491017,32.234607720344414,2.688621726640968,0.4963609341491017,1,1,2,True,True,True,True,True,True,False,1
MR03511,2025-07-24 16:15:00+00:00,Long,21660.0,MISSED,,,3.508324369718752,0.3532687733397354,27.36349033989007,3.508324369718752,0.3532687733397354,1,2,3,True,True,True,True,True,True,True,1
MR03513,2025-07-25 18:15:00+00:00,Short,21779.75,MISSED,,,3.0343433055749083,0.4668220470115243,19.99334305884427,3.0343433055749083,0.4668220470115243,1,5,6,True,False,True,True,True,True,True,1
MR03514,2025-07-25 20:00:00+00:00,Long,21727.0,MISSED,,,8.015290513245162,0.307037338208988,20.6272415279424,8.015290513245162,0.307037338208988,2,4,4,True,True,True,True,True,True,True,1
MR03515,2025-07-28 14:30:00+00:00,Short,21839.0,MISSED,,,4.018753601634875,0.3625943099219436,22.0632254315358,4.018753601634875,0.3625943099219436,1,1,3,True,True,True,True,True,True,True,1
MR03516,2025-07-28 16:15:00+00:00,Short,21829.25,MISSED,,,3.1483934307899997,0.029017450975023,22.97468055483248,3.1483934307899997,0.029017450975023,1,2,4,True,True,True,True,True,True,True,1
MR03520,2025-07-30 18:30:00+00:00,Short,21909.5,MISSED,,,8.886069384391465,6.383274648219192,29.034209484474815,8.886069384391465,6.383274648219192,1,1,1,True,False,True,True,True,True,True,1
MR03523,2025-08-01 16:15:00+00:00,Short,21365.5,MISSED,,,5.193228815774143,0.2504772740727078,59.88567248478535,5.193228815774143,0.2504772740727078,1,1,2,True,True,True,True,True,True,True,1
MR03526,2025-08-05 15:30:00+00:00,Long,21433.5,MISSED,,,2.3809523079835744,0.7613076345276633,44.66000136869054,2.3809523079835744,0.7613076345276633,1,2,4,True,False,False,True,True,False,False,1
MR03533,2025-08-08 19:45:00+00:00,Long,21997.75,MISSED,,,2.780856755663702,0.074156180151032,26.97010547100255,2.780856755663702,0.074156180151032,1,1,1,True,True,True,True,True,True,False,1
MR03534,2025-08-08 20:45:00+00:00,Short,22087.75,MISSED,,,3.306372552698961,0.2691233473127061,26.01037802887609,3.306372552698961,0.2691233473127061,1,1,1,True,True,True,True,True,True,True,1
MR03536,2025-08-12 19:00:00+00:00,Long,22222.25,MISSED,,,2.2821538916268858,0.0360340088151613,27.75156117459928,2.2821538916268858,0.0360340088151613,1,2,3,True,True,True,True,True,False,False,1
MR03545,2025-08-19 17:45:00+00:00,Short,21837.25,MISSED,,,2.7271015884033445,0.0336679208444857,39.60248509232526,2.7271015884033445,0.0336679208444857,1,1,4,True,True,True,True,True,True,False,1
MR03550,2025-08-22 15:00:00+00:00,Short,21970.0,MISSED,,,2.5448955639943924,0.5267213040947,60.1203452765094,2.5448955639943924,0.5267213040947,3,3,5,True,False,True,True,True,True,False,1
MR03551,2025-08-22 16:45:00+00:00,Long,21827.25,MISSED,,,2.4287316957919645,0.0188761530761033,52.97689608514408,2.4287316957919645,0.0188761530761033,1,1,2,True,True,True,True,True,False,False,1
MR03555,2025-08-26 19:30:00+00:00,Long,21854.5,MISSED,,,4.20257754272014,0.0735144759659499,27.205526173190012,4.20257754272014,0.0735144759659499,1,1,1,True,True,True,True,True,True,True,1
MR03556,2025-08-27 15:45:00+00:00,Short,21950.75,MISSED,,,4.3062734109666625,0.0662503601687178,25.15709593762531,4.3062734109666625,0.0662503601687178,1,1,2,True,True,True,True,True,True,True,1
MR03558,2025-08-27 18:15:00+00:00,Short,21977.5,MISSED,,,11.169273656199982,2.054418204516411,25.63580606464878,11.169273656199982,2.054418204516411,1,2,3,True,True,True,True,True,True,True,1
MR03559,2025-08-27 19:00:00+00:00,Long,21873.5,MISSED,,,5.74004769075041,6.3712147604802265,27.99047591983723,5.74004769075041,6.3712147604802265,1,1,2,True,True,True,True,True,True,True,1
MR03561,2025-08-29 16:45:00+00:00,Short,21812.0,MISSED,,,2.792731249697512,0.0,38.31374752281998,2.792731249697512,0.0,1,1,1,True,True,True,True,True,True,False,1
MR03562,2025-09-01 16:45:00+00:00,Short,21826.5,MISSED,,,6.858989325551175,0.6719955758141354,14.385015340250291,6.858989325551175,0.6719955758141354,1,1,2,True,False,True,True,True,True,True,1
MR03564,2025-09-02 18:30:00+00:00,Long,21477.5,MISSED,,,6.359491657293734,0.1533287311173001,45.653544179171696,6.359491657293734,0.1533287311173001,1,1,3,True,True,True,True,True,True,True,1
MR03565,2025-09-03 14:45:00+00:00,Short,21845.25,MISSED,,,3.836563355056143,0.2711061899718474,40.57450698983405,3.836563355056143,0.2711061899718474,1,2,2,True,True,True,True,True,True,True,1
MR03566,2025-09-03 18:30:00+00:00,Long,21638.25,MISSED,,,3.9183721102908384,0.6584149857455918,41.513838422709895,3.9183721102908384,0.6584149857455918,4,4,5,True,False,True,True,True,True,True,1
MR03567,2025-09-05 15:00:00+00:00,Long,21825.0,MISSED,,,2.5274490126773466,0.31675601203267,50.51206415097109,2.5274490126773466,0.31675601203267,1,1,2,True,True,True,True,True,True,False,1
MR03568,2025-09-08 18:15:00+00:00,Short,22139.75,MISSED,,,2.3138994684023335,0.1873156712516175,30.25196252295807,2.3138994684023335,0.1873156712516175,1,1,3,True,True,True,True,True,False,False,1
MR03570,2025-09-10 14:45:00+00:00,Short,22311.0,MISSED,,,3.077964813473623,0.5425189779144155,30.1064736871011,3.077964813473623,0.5425189779144155,2,2,6,True,False,True,True,True,True,True,1
MR03571,2025-09-10 19:15:00+00:00,Long,22105.0,MISSED,,,3.333926231034694,0.0299454451889343,33.39406022153667,3.333926231034694,0.0299454451889343,1,1,1,True,True,True,True,True,True,True,1
MR03575,2025-09-15 18:00:00+00:00,Short,22610.5,MISSED,,,2.16670436429026,1.989830538633912,22.614991139342987,2.16670436429026,1.989830538633912,1,1,2,True,True,True,True,True,False,False,1
MR03579,2025-09-18 17:00:00+00:00,Short,22874.0,MISSED,,,2.2770738701797653,0.332073272734549,35.132808402778934,2.2770738701797653,0.332073272734549,1,2,2,True,True,True,True,True,False,False,1
MR03581,2025-09-19 15:30:00+00:00,Long,22785.25,MISSED,,,3.8580671895077696,0.1420817945144504,30.498864039140575,3.8580671895077696,0.1420817945144504,1,1,2,True,True,True,True,True,True,True,1
MR03583,2025-09-23 18:45:00+00:00,Long,22861.25,MISSED,,,2.539809704841856,0.0192409826124383,34.64826511696451,2.539809704841856,0.0192409826124383,1,2,4,True,True,True,True,True,True,False,1
MR03584,2025-09-24 16:00:00+00:00,Long,22704.25,MISSED,,,4.273383803213982,0.6924464495948582,33.69694991863324,4.273383803213982,0.6924464495948582,1,1,1,True,False,True,True,True,True,True,1
MR03586,2025-09-25 18:00:00+00:00,Long,22530.75,MISSED,,,2.833241577522125,0.0435883319618788,53.53114533894076,2.833241577522125,0.0435883319618788,1,1,2,True,True,True,True,True,True,False,1
MR03588,2025-09-29 17:00:00+00:00,Long,22877.5,MISSED,,,2.05181675798569,0.6321253648339751,32.166615143933974,2.05181675798569,0.6321253648339751,1,3,5,True,True,True,True,True,False,False,1
MR03593,2025-09-30 19:45:00+00:00,Short,22991.0,MISSED,,,2.521500131837072,0.0992065625640815,40.31991328614212,2.521500131837072,0.0992065625640815,1,1,3,True,True,True,True,True,True,False,1
MR03597,2025-10-03 20:00:00+00:00,Long,23051.0,MISSED,,,2.6936583789208113,0.2161577711479663,40.09417112620984,2.6936583789208113,0.2161577711479663,4,4,5,True,True,True,True,True,True,False,1
MR03600,2025-10-07 16:30:00+00:00,Short,23169.25,MISSED,,,2.5220110465166155,0.0536598095003535,43.48381693971464,2.5220110465166155,0.0536598095003535,1,1,6,True,True,True,True,True,True,False,1
MR03601,2025-10-08 16:45:00+00:00,Long,23310.75,MISSED,,,2.260248589186397,0.6510498653634731,27.135658275274487,2.260248589186397,0.6510498653634731,2,3,5,True,False,True,True,True,False,False,1
MR03603,2025-10-09 17:30:00+00:00,Long,23238.0,MISSED,,,2.909512920075444,0.6010670403748672,38.26528233132797,2.909512920075444,0.6010670403748672,1,3,6,True,False,True,True,True,True,False,1
MR03605,2025-10-10 20:45:00+00:00,Long,22235.75,MISSED,,,8.80826473507392,0.0,91.7320294407817,8.80826473507392,0.0,1,1,1,True,True,True,True,True,True,True,1
MR03608,2025-10-15 14:30:00+00:00,Short,23192.25,MISSED,,,6.764862440894677,0.5929983223852312,42.72075042545561,6.764862440894677,0.5929983223852312,1,2,4,True,False,True,True,True,True,True,1
MR03609,2025-10-15 17:15:00+00:00,Long,22740.5,MISSED,,,4.204391712263632,0.174146402283109,66.99344065518056,4.204391712263632,0.174146402283109,1,1,2,True,True,True,True,True,True,True,1
MR03610,2025-10-15 18:45:00+00:00,Short,23036.25,MISSED,,,2.207920210915231,0.2299916886370032,65.21974810870039,2.207920210915231,0.2299916886370032,1,1,4,True,True,True,True,True,False,False,1
MR03613,2025-10-17 15:30:00+00:00,Long,22752.25,MISSED,,,2.6667525076960015,0.1678120593078195,91.37205869816084,2.6667525076960015,0.1678120593078195,1,1,2,True,True,True,True,True,True,False,1
