cost_multiplier,N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD
1.0,221,0.3393665158371041,-0.09128472396832012,-20.173923996998745,0.857795767066998,31.499906286515873,-0.6404439369914752
1.5,221,0.33031674208144796,-0.10414824630239256,-23.016762432828756,0.8398938515172378,34.05766707132408,-0.6758173536850514
2.0,221,0.33031674208144796,-0.11701176863646502,-25.85960086865877,0.8224772548679798,36.615427856132285,-0.7062487695150025
