segment,N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD
MRL,115,0.33043478260869563,-0.172842576876569,-19.876896340805438,0.7426042640893642,29.1764034501845,-0.681266159989289
MRS,106,0.3490566037735849,-0.0028021476999368833,-0.2970276561933096,0.9954050893110611,10.073605647379757,-0.02948573396563021
ALL,221,0.3393665158371041,-0.09128472396832012,-20.173923996998745,0.857795767066998,31.499906286515873,-0.6404439369914752
