trade_id,entry_time,direction,entry_price,initial_atr,t5_time,mfe_at_t5_r,t5_result,exit_reason,gross_r
P60-000240,2017-10-24 08:31:00-05:00,LONG,6079.25,1.4464285714285714,,,,M0_STOP,-1.0
P60-000241,2017-10-24 08:38:00-05:00,SHORT,6071.0,3.4285714285714284,,,,M0_TARGET,2.5
P60-000242,2017-10-24 09:43:00-05:00,LONG,6081.0,1.9464285714285714,,,,M0_STOP,-1.0
P60-000243,2017-10-24 11:16:00-05:00,LONG,6085.5,1.0,,,,M0_STOP,-1.0
P60-000244,2017-10-24 12:02:00-05:00,LONG,6082.25,1.25,,,,M0_STOP,-1.0
P60-000245,2017-10-24 12:16:00-05:00,SHORT,6081.75,1.1607142857142858,,,,M0_STOP,-1.0
P60-000246,2017-10-24 13:19:00-05:00,LONG,6089.5,0.9464285714285714,,,,M0_STOP,-1.0
P60-000247,2017-10-24 15:38:00-05:00,SHORT,6075.5,1.4821428571428572,22662.0,0.8433734939759036,FAIL,T5_NO_PROGRESS,0.1686746987951807
P60-000248,2017-10-24 17:17:00-05:00,SHORT,6072.75,0.7142857142857143,,,,M0_STOP,-1.0
P60-000249,2017-10-24 18:07:00-05:00,SHORT,6072.75,0.5357142857142857,,,,M0_STOP,-1.0
P60-000250,2017-10-24 21:06:00-05:00,LONG,6074.0,0.42857142857142855,,,,M0_TARGET,2.5
P60-000251,2017-10-24 21:47:00-05:00,LONG,6075.0,0.21428571428571427,,,,M0_TARGET,2.5
P60-000252,2017-10-24 22:33:00-05:00,LONG,6076.0,0.30357142857142855,,,,M0_TARGET,2.5
P60-000253,2017-10-24 22:52:00-05:00,LONG,6077.5,0.3392857142857143,,,,M0_STOP,-1.0
P60-000254,2017-10-24 23:48:00-05:00,LONG,6075.75,0.19642857142857142,,,,M0_STOP,-1.0
P60-000255,2017-10-25 00:02:00-05:00,SHORT,6071.5,0.625,,,,M0_TARGET,2.5
P60-000256,2017-10-25 01:54:00-05:00,SHORT,6068.5,0.32142857142857145,,,,M0_STOP,-1.0
P60-000257,2017-10-25 03:48:00-05:00,LONG,6069.0,0.8928571428571429,,,,M0_STOP,-1.0
P60-000258,2017-10-25 04:19:00-05:00,SHORT,6063.25,0.8214285714285714,,,,M0_STOP,-1.0
P60-000259,2017-10-25 04:40:00-05:00,LONG,6070.25,0.8571428571428571,,,,M0_STOP,-1.0
P60-000260,2017-10-25 05:32:00-05:00,LONG,6070.25,0.7321428571428571,,,,M0_STOP,-1.0
P60-000261,2017-10-25 07:08:00-05:00,SHORT,6068.0,0.9642857142857143,,,,M0_STOP,-1.0
P60-000262,2017-10-25 08:20:00-05:00,SHORT,6065.5,1.0535714285714286,,,,M0_STOP,-1.0
P60-000263,2017-10-25 08:36:00-05:00,LONG,6077.25,2.5714285714285716,,,,M0_TARGET,2.5
P60-000264,2017-10-25 09:19:00-05:00,SHORT,6062.25,3.517857142857143,,,,M0_STOP,-1.0
P60-000265,2017-10-25 09:33:00-05:00,LONG,6075.25,2.6607142857142856,,,,M0_STOP,-1.0
P60-000266,2017-10-25 09:43:00-05:00,SHORT,6068.75,2.5714285714285716,,,,M0_TARGET,2.5
P60-000267,2017-10-25 11:18:00-05:00,SHORT,6026.0,3.9464285714285716,,,,M0_TARGET,2.5
P60-000268,2017-10-25 12:56:00-05:00,LONG,6048.25,2.0892857142857144,,,,M0_STOP,-1.0
P60-000269,2017-10-25 14:11:00-05:00,LONG,6052.5,2.4107142857142856,,,,M0_TARGET,2.5
P60-000270,2017-10-25 15:01:00-05:00,LONG,6059.0,3.0357142857142856,23985.0,2.3058823529411767,PASS,MAX_HOLD_60M,1.4823529411764707
P60-000271,2017-10-25 20:04:00-05:00,SHORT,6063.0,0.5714285714285714,,,,M0_STOP,-1.0
P60-000272,2017-10-25 22:56:00-05:00,LONG,6066.0,0.30357142857142855,,,,M0_STOP,-1.0
P60-000273,2017-10-25 23:07:00-05:00,SHORT,6065.75,0.23214285714285715,,,,M0_STOP,-1.0
P60-000274,2017-10-26 01:30:00-05:00,SHORT,6062.5,0.5892857142857143,,,,M0_TARGET,2.5
P60-000275,2017-10-26 03:21:00-05:00,LONG,6065.75,0.5,,,,M0_STOP,-1.0
P60-000276,2017-10-26 05:59:00-05:00,LONG,6068.25,0.7321428571428571,,,,M0_STOP,-1.0
P60-000277,2017-10-26 09:03:00-05:00,SHORT,6047.75,3.892857142857143,,,,M0_STOP,-1.0
P60-000278,2017-10-26 15:03:00-05:00,LONG,6050.75,4.678571428571429,,,,M0_TARGET,2.5
P60-000279,2017-10-26 17:09:00-05:00,LONG,6091.75,1.4107142857142858,,,,M0_STOP,-1.0
P60-000280,2017-10-26 22:40:00-05:00,LONG,6103.0,0.8392857142857143,,,,M0_STOP,-1.0
P60-000281,2017-10-26 23:29:00-05:00,LONG,6102.5,0.375,,,,M0_STOP,-1.0
P60-000282,2017-10-27 01:00:00-05:00,SHORT,6098.25,0.5,,,,M0_STOP,-1.0
P60-000283,2017-10-27 02:58:00-05:00,LONG,6110.5,1.2857142857142858,,,,M0_STOP,-1.0
P60-000284,2017-10-27 04:02:00-05:00,LONG,6110.5,0.8392857142857143,,,,M0_STOP,-1.0
P60-000285,2017-10-27 05:59:00-05:00,LONG,6117.25,0.5535714285714286,,,,M0_STOP,-1.0
P60-000286,2017-10-27 06:19:00-05:00,SHORT,6114.0,0.7857142857142857,26178.0,0.3181818181818182,FAIL,T5_NO_PROGRESS,-0.0
P60-000287,2017-10-27 08:52:00-05:00,LONG,6148.0,4.160714285714286,,,,M0_TARGET,2.5
P60-000288,2017-10-27 10:08:00-05:00,LONG,6177.25,3.017857142857143,,,,M0_STOP,-1.0
P60-000289,2017-10-27 15:40:00-05:00,LONG,6217.75,1.1428571428571428,26724.0,1.53125,PASS,M0_STOP,-1.0
P60-000290,2017-10-29 17:17:00-05:00,LONG,6218.0,1.1071428571428572,,,,M0_STOP,-1.0
P60-000291,2017-10-29 17:33:00-05:00,SHORT,6214.5,0.6607142857142857,,,,M0_STOP,-1.0
P60-000292,2017-10-29 18:56:00-05:00,SHORT,6208.5,0.375,,,,M0_TARGET,2.5
P60-000293,2017-10-29 19:26:00-05:00,LONG,6216.5,1.1785714285714286,,,,M0_STOP,-1.0
P60-000294,2017-10-30 02:55:00-05:00,LONG,6217.0,0.7142857142857143,,,,M0_TARGET,2.5
P60-000295,2017-10-30 04:42:00-05:00,SHORT,6214.75,0.6785714285714286,,,,M0_STOP,-1.0
P60-000296,2017-10-30 06:25:00-05:00,SHORT,6210.0,0.5892857142857143,,,,M0_STOP,-1.0
P60-000297,2017-10-30 06:33:00-05:00,LONG,6213.0,0.6607142857142857,,,,M0_TARGET,2.5
P60-000298,2017-10-30 07:30:00-05:00,LONG,6213.25,0.8214285714285714,,,,M0_TARGET,2.5
P60-000299,2017-10-30 07:51:00-05:00,SHORT,6213.25,0.9464285714285714,,,,M0_STOP,-1.0
P60-000300,2017-10-30 07:58:00-05:00,LONG,6214.0,0.8928571428571429,,,,M0_STOP,-1.0
P60-000301,2017-10-30 08:18:00-05:00,SHORT,6210.75,1.2142857142857142,,,,M0_TARGET,2.5
P60-000302,2017-10-30 08:33:00-05:00,LONG,6215.0,2.232142857142857,,,,M0_TARGET,2.5
P60-000303,2017-10-30 09:01:00-05:00,LONG,6233.5,3.25,,,,M0_STOP,-1.0
P60-000304,2017-10-30 17:39:00-05:00,LONG,6221.25,0.5,,,,M0_STOP,-1.0
P60-000305,2017-10-30 17:48:00-05:00,SHORT,6221.25,0.5178571428571429,28139.0,1.9310344827586206,PASS,M0_STOP,-1.0
P60-000306,2017-10-30 19:25:00-05:00,LONG,6222.0,0.35714285714285715,,,,M0_STOP,-1.0
P60-000307,2017-10-30 19:33:00-05:00,SHORT,6221.75,0.48214285714285715,,,,M0_TARGET,2.5
P60-000308,2017-10-30 20:54:00-05:00,LONG,6231.5,0.6607142857142857,,,,M0_STOP,-1.0
P60-000309,2017-10-30 22:14:00-05:00,LONG,6232.5,0.4642857142857143,,,,M0_TARGET,2.5
P60-000310,2017-10-30 23:22:00-05:00,SHORT,6231.5,0.23214285714285715,,,,M0_STOP,-1.0
P60-000311,2017-10-30 23:34:00-05:00,LONG,6233.75,0.375,,,,M0_STOP,-1.0
P60-000312,2017-10-31 01:00:00-05:00,LONG,6233.5,0.3392857142857143,,,,M0_STOP,-1.0
P60-000313,2017-10-31 01:15:00-05:00,SHORT,6231.0,0.35714285714285715,,,,M0_TARGET,2.5
P60-000314,2017-10-31 03:10:00-05:00,LONG,6236.25,0.8035714285714286,,,,M0_STOP,-1.0
P60-000315,2017-10-31 03:41:00-05:00,LONG,6238.25,0.6071428571428571,,,,M0_STOP,-1.0
P60-000316,2017-10-31 05:56:00-05:00,SHORT,6237.75,0.375,,,,M0_STOP,-1.0
P60-000317,2017-10-31 08:19:00-05:00,LONG,6248.25,0.8214285714285714,,,,M0_STOP,-1.0
P60-000318,2017-10-31 08:35:00-05:00,SHORT,6238.25,2.3392857142857144,,,,M0_STOP,-1.0
P60-000319,2017-10-31 09:42:00-05:00,SHORT,6237.75,2.0357142857142856,,,,M0_STOP,-1.0
P60-000320,2017-10-31 12:10:00-05:00,LONG,6248.5,0.9285714285714286,,,,M0_STOP,-1.0
P60-000321,2017-10-31 12:51:00-05:00,LONG,6246.75,1.0535714285714286,,,,M0_TARGET,2.5
P60-000322,2017-10-31 13:56:00-05:00,LONG,6250.5,1.5,,,,M0_STOP,-1.0
P60-000323,2017-10-31 14:24:00-05:00,SHORT,6249.0,1.9285714285714286,,,,M0_STOP,-1.0
P60-000324,2017-10-31 14:41:00-05:00,LONG,6249.75,2.0,,,,M0_STOP,-1.0
P60-000325,2017-10-31 15:12:00-05:00,LONG,6251.25,1.5892857142857142,29406.0,1.101123595505618,PASS,M0_STOP,-1.0
P60-000326,2017-10-31 17:22:00-05:00,SHORT,6249.0,0.6071428571428571,,,,M0_STOP,-1.0
P60-000327,2017-10-31 18:05:00-05:00,LONG,6251.25,0.2857142857142857,,,,M0_TARGET,2.5
P60-000328,2017-10-31 19:28:00-05:00,LONG,6255.25,0.875,29585.0,1.4285714285714286,PASS,M0_TARGET,2.5
P60-000329,2017-10-31 21:17:00-05:00,LONG,6265.75,0.48214285714285715,,,,M0_STOP,-1.0
P60-000330,2017-10-31 21:41:00-05:00,LONG,6265.0,0.3392857142857143,,,,M0_TARGET,2.5
P60-000331,2017-10-31 23:26:00-05:00,LONG,6267.25,0.4107142857142857,,,,M0_STOP,-1.0
P60-000332,2017-11-01 00:51:00-05:00,LONG,6268.75,0.5,,,,M0_TARGET,2.5
P60-000333,2017-11-01 01:46:00-05:00,LONG,6269.0,0.39285714285714285,,,,M0_TARGET,2.5
P60-000334,2017-11-01 03:56:00-05:00,LONG,6276.0,0.5178571428571429,,,,M0_STOP,-1.0
P60-000335,2017-11-01 06:51:00-05:00,SHORT,6275.0,0.6071428571428571,,,,M0_STOP,-1.0
P60-000336,2017-11-01 07:24:00-05:00,SHORT,6277.0,0.9464285714285714,,,,M0_STOP,-1.0
P60-000337,2017-11-01 09:01:00-05:00,SHORT,6262.0,3.5714285714285716,,,,M0_STOP,-1.0
P60-000338,2017-11-01 12:01:00-05:00,SHORT,6246.25,1.9107142857142858,,,,M0_TARGET,2.5
P60-000339,2017-11-01 12:47:00-05:00,SHORT,6238.25,1.8035714285714286,,,,M0_TARGET,2.5
P60-000340,2017-11-01 13:54:00-05:00,SHORT,6240.5,2.1607142857142856,,,,M0_STOP,-1.0
P60-000341,2017-11-01 14:08:00-05:00,LONG,6248.0,2.0714285714285716,,,,M0_STOP,-1.0
P60-000342,2017-11-01 14:57:00-05:00,LONG,6246.5,2.8035714285714284,,,,M0_STOP,-1.0
P60-000343,2017-11-01 15:41:00-05:00,SHORT,6240.5,1.7321428571428572,,,,M0_STOP,-1.0
P60-000344,2017-11-01 18:02:00-05:00,SHORT,6230.75,0.375,,,,M0_STOP,-1.0
P60-000345,2017-11-01 19:07:00-05:00,SHORT,6229.25,0.75,,,,M0_STOP,-1.0
P60-000346,2017-11-01 19:46:00-05:00,SHORT,6206.75,2.5535714285714284,,,,M0_STOP,-1.0
P60-000347,2017-11-01 20:41:00-05:00,SHORT,6213.25,1.2321428571428572,,,,M0_TARGET,2.5
P60-000348,2017-11-01 22:52:00-05:00,LONG,6220.75,0.7678571428571429,,,,M0_TARGET,2.5
P60-000349,2017-11-02 00:04:00-05:00,LONG,6226.25,0.6607142857142857,,,,M0_STOP,-1.0
P60-000350,2017-11-02 00:56:00-05:00,SHORT,6223.25,0.5357142857142857,,,,M0_STOP,-1.0
P60-000351,2017-11-02 02:39:00-05:00,LONG,6226.25,0.5178571428571429,,,,M0_TARGET,2.5
P60-000352,2017-11-02 05:57:00-05:00,LONG,6234.75,0.5535714285714286,,,,M0_TARGET,2.5
P60-000353,2017-11-02 06:59:00-05:00,LONG,6239.75,0.6964285714285714,,,,M0_STOP,-1.0
P60-000354,2017-11-02 08:21:00-05:00,LONG,6243.5,0.9821428571428571,,,,M0_STOP,-1.0
P60-000355,2017-11-02 08:35:00-05:00,SHORT,6230.75,2.7142857142857144,,,,M0_STOP,-1.0
P60-000356,2017-11-02 09:59:00-05:00,SHORT,6221.25,2.642857142857143,,,,M0_STOP,-1.0
P60-000357,2017-11-02 11:45:00-05:00,SHORT,6216.25,2.607142857142857,,,,M0_STOP,-1.0
P60-000358,2017-11-02 12:01:00-05:00,LONG,6227.75,2.5,,,,M0_STOP,-1.0
P60-000359,2017-11-02 15:36:00-05:00,LONG,6255.0,3.642857142857143,32137.0,2.196078431372549,PASS,M0_STOP,-1.0
P60-000360,2017-11-02 17:17:00-05:00,LONG,6253.25,0.6607142857142857,,,,M0_STOP,-1.0
P60-000361,2017-11-02 18:16:00-05:00,LONG,6254.0,0.32142857142857145,,,,M0_STOP,-1.0
P60-000362,2017-11-02 19:18:00-05:00,LONG,6254.5,0.35714285714285715,,,,M0_TARGET,2.5
P60-000363,2017-11-02 22:08:00-05:00,LONG,6253.5,0.44642857142857145,32467.0,2.2399999999999998,PASS,M0_TARGET,2.5
P60-000364,2017-11-02 22:56:00-05:00,LONG,6253.75,0.21428571428571427,,,,M0_STOP,-1.0
P60-000365,2017-11-02 23:26:00-05:00,SHORT,6252.75,0.125,,,,M0_STOP,-1.0
P60-000366,2017-11-02 23:45:00-05:00,LONG,6253.5,0.14285714285714285,,,,M0_TARGET,2.5
P60-000367,2017-11-03 01:40:00-05:00,LONG,6255.5,0.19642857142857142,,,,M0_TARGET,2.5
P60-000368,2017-11-03 04:06:00-05:00,LONG,6254.25,0.375,,,,M0_STOP,-1.0
P60-000369,2017-11-03 05:29:00-05:00,LONG,6256.75,0.26785714285714285,,,,M0_STOP,-1.0
P60-000370,2017-11-03 07:01:00-05:00,SHORT,6258.0,0.5535714285714286,,,,M0_TARGET,2.5
P60-000371,2017-11-03 07:19:00-05:00,LONG,6258.0,0.8928571428571429,,,,M0_TARGET,2.5
P60-000372,2017-11-03 08:20:00-05:00,LONG,6266.25,1.125,,,,M0_STOP,-1.0
P60-000373,2017-11-03 12:06:00-05:00,LONG,6276.5,1.2857142857142858,33276.0,2.333333333333333,PASS,M0_TARGET,2.5
P60-000374,2017-11-03 12:29:00-05:00,LONG,6278.0,1.1785714285714286,,,,M0_TARGET,2.5
P60-000375,2017-11-03 15:59:00-05:00,LONG,6289.75,0.8392857142857143,,,,M0_STOP,-1.0
P60-000376,2017-11-05 19:17:00-06:00,SHORT,6292.75,1.2857142857142858,,,,M0_TARGET,2.5
P60-000377,2017-11-05 21:38:00-06:00,SHORT,6275.5,0.7857142857142857,,,,M0_STOP,-1.0
P60-000378,2017-11-05 22:05:00-06:00,LONG,6280.0,0.875,,,,M0_STOP,-1.0
P60-000379,2017-11-05 22:20:00-06:00,SHORT,6275.75,1.1428571428571428,,,,M0_STOP,-1.0
P60-000380,2017-11-05 22:33:00-06:00,LONG,6277.25,0.6964285714285714,,,,M0_TARGET,2.5
P60-000381,2017-11-06 00:02:00-06:00,LONG,6281.75,0.7321428571428571,,,,M0_TARGET,2.5
P60-000382,2017-11-06 02:05:00-06:00,LONG,6286.75,0.8035714285714286,,,,M0_TARGET,2.5
P60-000383,2017-11-06 03:15:00-06:00,LONG,6288.75,1.1428571428571428,,,,M0_TARGET,2.5
P60-000384,2017-11-06 04:50:00-06:00,LONG,6290.0,0.5535714285714286,,,,M0_STOP,-1.0
P60-000385,2017-11-06 05:02:00-06:00,SHORT,6286.0,0.875,,,,M0_STOP,-1.0
P60-000386,2017-11-06 05:22:00-06:00,LONG,6288.25,0.5714285714285714,,,,M0_STOP,-1.0
P60-000387,2017-11-06 07:40:00-06:00,LONG,6292.75,0.7142857142857143,,,,M0_TARGET,2.5
P60-000388,2017-11-06 09:02:00-06:00,LONG,6308.25,2.107142857142857,,,,M0_STOP,-1.0
P60-000389,2017-11-06 09:32:00-06:00,LONG,6310.25,2.0357142857142856,,,,M0_STOP,-1.0
P60-000390,2017-11-06 11:47:00-06:00,LONG,6307.25,1.0357142857142858,,,,M0_STOP,-1.0
P60-000391,2017-11-06 12:09:00-06:00,LONG,6308.0,1.3571428571428572,,,,M0_STOP,-1.0
P60-000392,2017-11-06 14:00:00-06:00,LONG,6314.0,0.9821428571428571,,,,M0_TARGET,2.5
P60-000393,2017-11-06 15:52:00-06:00,LONG,6314.25,0.7321428571428571,,,,M0_STOP,-1.0
P60-000394,2017-11-06 17:08:00-06:00,SHORT,6311.0,1.0357142857142858,,,,M0_STOP,-1.0
P60-000395,2017-11-06 17:41:00-06:00,SHORT,6311.5,0.44642857142857145,,,,M0_STOP,-1.0
P60-000396,2017-11-06 18:09:00-06:00,LONG,6312.0,0.30357142857142855,,,,M0_STOP,-1.0
P60-000397,2017-11-06 18:47:00-06:00,LONG,6313.25,0.2857142857142857,,,,M0_STOP,-1.0
P60-000398,2017-11-06 19:38:00-06:00,LONG,6319.5,0.9642857142857143,,,,M0_TARGET,2.5
P60-000399,2017-11-06 20:50:00-06:00,SHORT,6318.5,0.32142857142857145,,,,M0_TARGET,2.5
P60-000400,2017-11-06 22:27:00-06:00,LONG,6323.75,0.4107142857142857,,,,M0_TARGET,2.5
P60-000401,2017-11-06 23:57:00-06:00,LONG,6325.5,0.39285714285714285,,,,M0_TARGET,2.5
P60-000402,2017-11-07 02:04:00-06:00,SHORT,6322.5,0.8571428571428571,,,,M0_TARGET,2.5
P60-000403,2017-11-07 03:35:00-06:00,SHORT,6316.75,0.6428571428571429,,,,M0_TARGET,2.5
P60-000404,2017-11-07 06:01:00-06:00,LONG,6311.75,0.6428571428571429,,,,M0_STOP,-1.0
P60-000405,2017-11-07 09:17:00-06:00,LONG,6318.0,3.142857142857143,,,,M0_STOP,-1.0
P60-000406,2017-11-07 09:30:00-06:00,SHORT,6310.75,2.9642857142857144,,,,M0_STOP,-1.0
P60-000407,2017-11-07 10:56:00-06:00,SHORT,6304.75,2.5,,,,M0_TARGET,2.5
P60-000408,2017-11-07 11:34:00-06:00,LONG,6308.5,2.3214285714285716,35963.0,2.1538461538461537,PASS,M0_TARGET,2.5
P60-000409,2017-11-07 12:34:00-06:00,LONG,6316.25,1.3571428571428572,,,,M0_STOP,-1.0
P60-000410,2017-11-07 13:08:00-06:00,SHORT,6308.75,1.4642857142857142,,,,M0_STOP,-1.0
P60-000411,2017-11-07 13:38:00-06:00,LONG,6312.0,1.3214285714285714,,,,M0_STOP,-1.0
P60-000412,2017-11-07 14:38:00-06:00,LONG,6312.0,1.5535714285714286,,,,M0_STOP,-1.0
P60-000413,2017-11-07 17:04:00-06:00,SHORT,6308.0,1.0357142857142858,,,,M0_TARGET,2.5
P60-000414,2017-11-07 17:49:00-06:00,SHORT,6303.0,1.1607142857142858,,,,M0_STOP,-1.0
P60-000415,2017-11-07 20:57:00-06:00,LONG,6313.0,0.375,,,,M0_STOP,-1.0
P60-000416,2017-11-07 23:45:00-06:00,SHORT,6313.25,0.32142857142857145,,,,M0_STOP,-1.0
P60-000417,2017-11-08 00:37:00-06:00,SHORT,6312.5,0.25,,,,M0_STOP,-1.0
P60-000418,2017-11-08 01:05:00-06:00,LONG,6316.0,0.6607142857142857,,,,M0_STOP,-1.0
P60-000419,2017-11-08 01:24:00-06:00,SHORT,6313.75,0.4107142857142857,,,,M0_STOP,-1.0
P60-000420,2017-11-08 01:42:00-06:00,LONG,6315.75,0.30357142857142855,,,,M0_TARGET,2.5
P60-000421,2017-11-08 08:00:00-06:00,LONG,6317.0,0.6964285714285714,,,,M0_STOP,-1.0
P60-000422,2017-11-08 11:08:00-06:00,LONG,6327.5,1.1428571428571428,,,,M0_STOP,-1.0
P60-000423,2017-11-08 14:06:00-06:00,LONG,6341.5,1.2678571428571428,,,,M0_TARGET,2.5
P60-000424,2017-11-08 15:59:00-06:00,SHORT,6341.0,0.7321428571428571,,,,M0_STOP,-1.0
P60-000425,2017-11-08 18:17:00-06:00,LONG,6347.0,1.0,,,,M0_STOP,-1.0
P60-000426,2017-11-08 20:44:00-06:00,LONG,6349.5,0.48214285714285715,,,,M0_STOP,-1.0
P60-000427,2017-11-08 22:05:00-06:00,SHORT,6344.25,0.5714285714285714,37864.0,0.875,FAIL,T5_NO_PROGRESS,-0.0
P60-000428,2017-11-08 22:39:00-06:00,SHORT,6339.0,0.7142857142857143,,,,M0_TARGET,2.5
P60-000429,2017-11-09 00:24:00-06:00,SHORT,6333.0,0.5357142857142857,,,,M0_STOP,-1.0
P60-000430,2017-11-09 00:33:00-06:00,LONG,6334.25,0.3392857142857143,,,,M0_STOP,-1.0
P60-000431,2017-11-09 01:39:00-06:00,LONG,6339.75,0.6607142857142857,,,,M0_STOP,-1.0
P60-000432,2017-11-09 01:49:00-06:00,SHORT,6335.0,0.9464285714285714,,,,M0_STOP,-1.0
P60-000433,2017-11-09 02:19:00-06:00,LONG,6336.5,0.8928571428571429,,,,M0_TARGET,2.5
P60-000434,2017-11-09 02:38:00-06:00,SHORT,6334.0,0.9285714285714286,,,,M0_TARGET,2.5
P60-000435,2017-11-09 03:08:00-06:00,LONG,6333.25,0.8214285714285714,,,,M0_TARGET,2.5
P60-000436,2017-11-09 03:28:00-06:00,SHORT,6334.0,0.7857142857142857,,,,M0_STOP,-1.0
P60-000437,2017-11-09 03:38:00-06:00,LONG,6334.5,0.6964285714285714,,,,M0_TARGET,2.5
P60-000438,2017-11-09 04:03:00-06:00,SHORT,6333.75,0.6785714285714286,,,,M0_TARGET,2.5
P60-000439,2017-11-09 05:04:00-06:00,SHORT,6329.0,0.7321428571428571,,,,M0_STOP,-1.0
P60-000440,2017-11-09 08:04:00-06:00,SHORT,6290.25,1.9285714285714286,,,,M0_STOP,-1.0
P60-000441,2017-11-09 08:50:00-06:00,SHORT,6274.0,5.089285714285714,,,,M0_STOP,-1.0
P60-000442,2017-11-09 09:50:00-06:00,LONG,6304.0,3.517857142857143,,,,M0_STOP,-1.0
P60-000443,2017-11-09 13:55:00-06:00,LONG,6293.25,2.1964285714285716,,,,M0_STOP,-1.0
P60-000444,2017-11-09 17:54:00-06:00,LONG,6311.25,1.1428571428571428,,,,M0_STOP,-1.0
P60-000445,2017-11-09 18:51:00-06:00,LONG,6312.0,0.9107142857142857,,,,M0_STOP,-1.0
P60-000446,2017-11-09 20:21:00-06:00,SHORT,6311.0,1.0357142857142858,39124.0,0.7241379310344827,FAIL,T5_NO_PROGRESS,0.7241379310344827
P60-000447,2017-11-09 20:50:00-06:00,LONG,6315.0,0.7321428571428571,,,,M0_STOP,-1.0
P60-000448,2017-11-09 22:30:00-06:00,LONG,6317.25,0.375,,,,M0_STOP,-1.0
P60-000449,2017-11-10 00:51:00-06:00,SHORT,6308.25,0.8035714285714286,,,,M0_TARGET,2.5
P60-000450,2017-11-10 03:18:00-06:00,SHORT,6293.75,2.0357142857142856,,,,M0_STOP,-1.0
P60-000451,2017-11-10 04:14:00-06:00,SHORT,6284.25,1.6071428571428572,,,,M0_STOP,-1.0
P60-000452,2017-11-10 06:34:00-06:00,LONG,6293.0,0.9107142857142857,,,,M0_TARGET,2.5
P60-000453,2017-11-10 08:19:00-06:00,SHORT,6297.75,1.1607142857142858,,,,M0_STOP,-1.0
P60-000454,2017-11-10 08:33:00-06:00,LONG,6296.0,2.517857142857143,,,,M0_STOP,-1.0
P60-000455,2017-11-10 09:02:00-06:00,SHORT,6297.75,3.7857142857142856,,,,M0_TARGET,2.5
P60-000456,2017-11-10 12:52:00-06:00,LONG,6304.0,1.5714285714285714,40111.0,1.590909090909091,PASS,M0_TARGET,2.5
P60-000457,2017-11-10 13:39:00-06:00,LONG,6310.25,1.0357142857142858,,,,M0_TARGET,2.5
P60-000458,2017-11-10 15:02:00-06:00,LONG,6311.0,1.5535714285714286,,,,M0_STOP,-1.0
P60-000459,2017-11-12 17:50:00-06:00,LONG,6317.75,0.5178571428571429,,,,M0_TARGET,2.5
P60-000460,2017-11-12 19:22:00-06:00,SHORT,6312.25,0.8214285714285714,,,,M0_STOP,-1.0
P60-000461,2017-11-12 19:33:00-06:00,LONG,6316.25,0.8928571428571429,,,,M0_TARGET,2.5
P60-000462,2017-11-12 21:26:00-06:00,SHORT,6316.5,0.26785714285714285,,,,M0_STOP,-1.0
P60-000463,2017-11-12 21:50:00-06:00,LONG,6318.25,0.35714285714285715,,,,M0_TARGET,2.5
P60-000464,2017-11-12 23:01:00-06:00,LONG,6322.5,0.5178571428571429,,,,M0_STOP,-1.0
P60-000465,2017-11-13 01:41:00-06:00,SHORT,6314.5,0.8035714285714286,,,,M0_STOP,-1.0
P60-000466,2017-11-13 01:52:00-06:00,LONG,6314.75,0.5357142857142857,,,,M0_STOP,-1.0
P60-000467,2017-11-13 02:01:00-06:00,SHORT,6313.25,0.7857142857142857,,,,M0_STOP,-1.0
P60-000468,2017-11-13 02:17:00-06:00,LONG,6316.0,0.8392857142857143,,,,M0_TARGET,2.5
P60-000469,2017-11-13 03:11:00-06:00,LONG,6314.75,0.8928571428571429,,,,M0_STOP,-1.0
P60-000470,2017-11-13 03:23:00-06:00,SHORT,6313.25,0.6607142857142857,,,,M0_TARGET,2.5
P60-000471,2017-11-13 04:21:00-06:00,SHORT,6309.5,0.875,40956.0,1.4285714285714286,PASS,M0_TARGET,2.5
P60-000472,2017-11-13 06:06:00-06:00,SHORT,6301.0,0.9821428571428571,,,,M0_TARGET,2.5
P60-000473,2017-11-13 08:15:00-06:00,SHORT,6282.5,1.375,,,,M0_STOP,-1.0
P60-000474,2017-11-13 09:55:00-06:00,LONG,6310.25,1.8392857142857142,41290.0,1.9029126213592233,PASS,M0_TARGET,2.5
P60-000475,2017-11-13 10:55:00-06:00,LONG,6318.25,1.6785714285714286,,,,M0_STOP,-1.0
P60-000476,2017-11-13 12:30:00-06:00,SHORT,6314.0,0.8928571428571429,,,,M0_STOP,-1.0
P60-000477,2017-11-13 12:39:00-06:00,LONG,6316.25,0.9821428571428571,,,,M0_STOP,-1.0
P60-000478,2017-11-13 14:01:00-06:00,LONG,6318.75,0.8392857142857143,,,,M0_TARGET,2.5
P60-000479,2017-11-13 14:34:00-06:00,SHORT,6317.75,1.4464285714285714,,,,M0_TARGET,2.5
P60-000480,2017-11-13 17:30:00-06:00,SHORT,6311.75,0.35714285714285715,,,,M0_STOP,-1.0
P60-000481,2017-11-13 18:41:00-06:00,SHORT,6311.0,0.5357142857142857,,,,M0_STOP,-1.0
P60-000482,2017-11-13 20:00:00-06:00,LONG,6315.0,0.5178571428571429,,,,M0_STOP,-1.0
P60-000483,2017-11-13 22:17:00-06:00,SHORT,6308.75,0.44642857142857145,,,,M0_STOP,-1.0
P60-000484,2017-11-13 22:49:00-06:00,LONG,6309.75,0.26785714285714285,,,,M0_STOP,-1.0
