event_id,timestamp_ct,timestamp_utc,direction,event_type,quality_score,D10_pass,episode_status,episode_id,suppressed_same_direction,suppression_until,core_authorized,core_b1_active,model_hash
F56-0000158,2025-01-02 01:31:00-06:00,2025-01-02 07:31:00+00:00,SHORT,E2,0.6598502615678666,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000159,2025-01-02 01:33:00-06:00,2025-01-02 07:33:00+00:00,SHORT,E12,0.5412298788824121,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000160,2025-01-02 01:44:00-06:00,2025-01-02 07:44:00+00:00,SHORT,E12,0.47247801020556873,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000161,2025-01-02 01:44:00-06:00,2025-01-02 07:44:00+00:00,SHORT,E2,0.47247801020556873,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000162,2025-01-02 01:57:00-06:00,2025-01-02 07:57:00+00:00,LONG,E1,0.3618207768964354,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000163,2025-01-02 01:57:00-06:00,2025-01-02 07:57:00+00:00,LONG,E3,0.3618207768964354,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000164,2025-01-02 01:58:00-06:00,2025-01-02 07:58:00+00:00,SHORT,E6,0.25737357380292525,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000165,2025-01-02 02:00:00-06:00,2025-01-02 08:00:00+00:00,LONG,E1,0.9051682349313959,True,NEW_EPISODE,EP-0013010,False,2025-01-02 02:30:00-06:00,0,0,bccf4277f3d44d13
F56-0000166,2025-01-02 02:01:00-06:00,2025-01-02 08:01:00+00:00,LONG,E11,0.9017634535909507,True,SUPPRESSED,,True,2025-01-02 02:30:00-06:00,0,0,bccf4277f3d44d13
F56-0000167,2025-01-02 02:03:00-06:00,2025-01-02 08:03:00+00:00,LONG,E13,0.8353674510524841,True,SUPPRESSED,,True,2025-01-02 02:30:00-06:00,0,0,bccf4277f3d44d13
F56-0000168,2025-01-02 02:05:00-06:00,2025-01-02 08:05:00+00:00,LONG,E11,0.8601652876159057,True,SUPPRESSED,,True,2025-01-02 02:30:00-06:00,0,0,bccf4277f3d44d13
F56-0000169,2025-01-02 02:06:00-06:00,2025-01-02 08:06:00+00:00,LONG,E13,0.8606743823901893,True,SUPPRESSED,,True,2025-01-02 02:30:00-06:00,0,0,bccf4277f3d44d13
F56-0000170,2025-01-02 02:07:00-06:00,2025-01-02 08:07:00+00:00,LONG,E13,0.8574120794368572,True,SUPPRESSED,,True,2025-01-02 02:30:00-06:00,0,0,bccf4277f3d44d13
F56-0000171,2025-01-02 02:13:00-06:00,2025-01-02 08:13:00+00:00,LONG,E1,0.7721312760668494,True,SUPPRESSED,,True,2025-01-02 02:30:00-06:00,0,0,bccf4277f3d44d13
F56-0000172,2025-01-02 02:13:00-06:00,2025-01-02 08:13:00+00:00,LONG,E11,0.7721312760668494,True,SUPPRESSED,,True,2025-01-02 02:30:00-06:00,0,0,bccf4277f3d44d13
F56-0000173,2025-01-02 02:16:00-06:00,2025-01-02 08:16:00+00:00,SHORT,E6,0.888576854036554,True,NEW_EPISODE,EP-0013011,False,2025-01-02 02:46:00-06:00,0,0,bccf4277f3d44d13
F56-0000174,2025-01-02 02:25:00-06:00,2025-01-02 08:25:00+00:00,SHORT,E2,0.8482292974704588,True,SUPPRESSED,,True,2025-01-02 02:46:00-06:00,0,0,bccf4277f3d44d13
F56-0000175,2025-01-02 02:25:00-06:00,2025-01-02 08:25:00+00:00,SHORT,E4,0.8482292974704588,True,SUPPRESSED,,True,2025-01-02 02:46:00-06:00,0,0,bccf4277f3d44d13
F56-0000176,2025-01-02 02:28:00-06:00,2025-01-02 08:28:00+00:00,SHORT,E12,0.7757287178328566,True,SUPPRESSED,,True,2025-01-02 02:46:00-06:00,0,0,bccf4277f3d44d13
F56-0000177,2025-01-02 02:31:00-06:00,2025-01-02 08:31:00+00:00,SHORT,E14,0.02348944591283592,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000178,2025-01-02 02:32:00-06:00,2025-01-02 08:32:00+00:00,SHORT,E14,0.02346632558700272,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000179,2025-01-02 02:34:00-06:00,2025-01-02 08:34:00+00:00,SHORT,E14,0.20042264999933013,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000180,2025-01-02 02:56:00-06:00,2025-01-02 08:56:00+00:00,LONG,E1,0.6030276550540679,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000181,2025-01-02 02:56:00-06:00,2025-01-02 08:56:00+00:00,LONG,E11,0.6030276550540679,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000182,2025-01-02 02:56:00-06:00,2025-01-02 08:56:00+00:00,LONG,E3,0.6030276550540679,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000183,2025-01-02 03:00:00-06:00,2025-01-02 09:00:00+00:00,SHORT,E6,0.06173219315510813,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000184,2025-01-02 03:01:00-06:00,2025-01-02 09:01:00+00:00,LONG,E5,0.48101432449254566,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000185,2025-01-02 03:03:00-06:00,2025-01-02 09:03:00+00:00,SHORT,E2,0.0374092089411229,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000186,2025-01-02 03:03:00-06:00,2025-01-02 09:03:00+00:00,SHORT,E4,0.0374092089411229,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000187,2025-01-02 03:04:00-06:00,2025-01-02 09:04:00+00:00,LONG,E5,0.39819219309377485,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000188,2025-01-02 03:05:00-06:00,2025-01-02 09:05:00+00:00,LONG,E5,0.5457538794702023,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000189,2025-01-02 03:06:00-06:00,2025-01-02 09:06:00+00:00,LONG,E13,0.5438918895149428,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000190,2025-01-02 03:07:00-06:00,2025-01-02 09:07:00+00:00,LONG,E13,0.543234922553615,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000191,2025-01-02 03:08:00-06:00,2025-01-02 09:08:00+00:00,LONG,E1,0.4245246850754442,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000192,2025-01-02 03:08:00-06:00,2025-01-02 09:08:00+00:00,LONG,E11,0.4245246850754442,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000193,2025-01-02 03:10:00-06:00,2025-01-02 09:10:00+00:00,LONG,E11,0.5549283373401472,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000194,2025-01-02 03:12:00-06:00,2025-01-02 09:12:00+00:00,LONG,E13,0.5562476164376438,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000195,2025-01-02 03:15:00-06:00,2025-01-02 09:15:00+00:00,LONG,E11,0.03775965070847503,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000196,2025-01-02 03:17:00-06:00,2025-01-02 09:17:00+00:00,LONG,E13,0.03919678810173018,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000197,2025-01-02 03:27:00-06:00,2025-01-02 09:27:00+00:00,SHORT,E2,0.4281464240932955,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000198,2025-01-02 03:27:00-06:00,2025-01-02 09:27:00+00:00,SHORT,E4,0.4281464240932955,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000199,2025-01-02 03:28:00-06:00,2025-01-02 09:28:00+00:00,LONG,E5,0.31645643220211006,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000200,2025-01-02 03:38:00-06:00,2025-01-02 09:38:00+00:00,SHORT,E12,0.30630803512208166,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000201,2025-01-02 03:38:00-06:00,2025-01-02 09:38:00+00:00,SHORT,E2,0.30630803512208166,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000202,2025-01-02 03:39:00-06:00,2025-01-02 09:39:00+00:00,SHORT,E14,0.3060327343453009,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000203,2025-01-02 03:42:00-06:00,2025-01-02 09:42:00+00:00,LONG,E5,0.4489949233262877,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000204,2025-01-02 03:43:00-06:00,2025-01-02 09:43:00+00:00,LONG,E5,0.33504562491717077,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000205,2025-01-02 03:59:00-06:00,2025-01-02 09:59:00+00:00,LONG,E1,0.43736673044187063,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000206,2025-01-02 03:59:00-06:00,2025-01-02 09:59:00+00:00,LONG,E11,0.43736673044187063,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000207,2025-01-02 04:03:00-06:00,2025-01-02 10:03:00+00:00,SHORT,E6,0.6155665499769264,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000208,2025-01-02 04:04:00-06:00,2025-01-02 10:04:00+00:00,SHORT,E6,0.5432378886867897,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000209,2025-01-02 04:07:00-06:00,2025-01-02 10:07:00+00:00,LONG,E5,0.545837283108408,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000210,2025-01-02 04:08:00-06:00,2025-01-02 10:08:00+00:00,LONG,E5,0.5503760293461137,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000211,2025-01-02 04:12:00-06:00,2025-01-02 10:12:00+00:00,SHORT,E2,0.6374767577816843,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000212,2025-01-02 04:12:00-06:00,2025-01-02 10:12:00+00:00,SHORT,E4,0.6374767577816843,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000213,2025-01-02 04:13:00-06:00,2025-01-02 10:13:00+00:00,SHORT,E12,0.5185705167276267,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000214,2025-01-02 04:34:00-06:00,2025-01-02 10:34:00+00:00,LONG,E1,0.4219547046666275,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000215,2025-01-02 04:34:00-06:00,2025-01-02 10:34:00+00:00,LONG,E3,0.4219547046666275,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000216,2025-01-02 04:35:00-06:00,2025-01-02 10:35:00+00:00,LONG,E11,0.5335325321876718,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000217,2025-01-02 04:36:00-06:00,2025-01-02 10:36:00+00:00,LONG,E13,0.5359904131398778,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000218,2025-01-02 04:37:00-06:00,2025-01-02 10:37:00+00:00,LONG,E13,0.533454132385834,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000219,2025-01-02 04:51:00-06:00,2025-01-02 10:51:00+00:00,SHORT,E2,0.39055396750692023,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000220,2025-01-02 04:51:00-06:00,2025-01-02 10:51:00+00:00,SHORT,E4,0.39055396750692023,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000221,2025-01-02 04:52:00-06:00,2025-01-02 10:52:00+00:00,SHORT,E12,0.3819074080487635,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000222,2025-01-02 05:13:00-06:00,2025-01-02 11:13:00+00:00,LONG,E1,0.2952601442403624,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000223,2025-01-02 05:13:00-06:00,2025-01-02 11:13:00+00:00,LONG,E3,0.2952601442403624,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000224,2025-01-02 05:14:00-06:00,2025-01-02 11:14:00+00:00,LONG,E13,0.2973458634116535,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000225,2025-01-02 05:14:00-06:00,2025-01-02 11:14:00+00:00,SHORT,E6,0.2973458634116535,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000226,2025-01-02 05:16:00-06:00,2025-01-02 11:16:00+00:00,LONG,E1,0.5187116648523801,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000227,2025-01-02 05:16:00-06:00,2025-01-02 11:16:00+00:00,LONG,E3,0.5187116648523801,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000228,2025-01-02 05:18:00-06:00,2025-01-02 11:18:00+00:00,LONG,E13,0.3959631100781723,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000229,2025-01-02 05:19:00-06:00,2025-01-02 11:19:00+00:00,LONG,E13,0.3308352433273217,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000230,2025-01-02 05:40:00-06:00,2025-01-02 11:40:00+00:00,LONG,E1,0.6327954944382164,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000231,2025-01-02 05:40:00-06:00,2025-01-02 11:40:00+00:00,LONG,E11,0.6327954944382164,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000232,2025-01-02 05:40:00-06:00,2025-01-02 11:40:00+00:00,LONG,E3,0.6327954944382164,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000233,2025-01-02 05:41:00-06:00,2025-01-02 11:41:00+00:00,SHORT,E6,0.5171323155791693,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000234,2025-01-02 05:42:00-06:00,2025-01-02 11:42:00+00:00,LONG,E1,0.6202228362318372,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000235,2025-01-02 05:42:00-06:00,2025-01-02 11:42:00+00:00,LONG,E11,0.6202228362318372,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000236,2025-01-02 05:42:00-06:00,2025-01-02 11:42:00+00:00,LONG,E3,0.6202228362318372,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000237,2025-01-02 05:43:00-06:00,2025-01-02 11:43:00+00:00,LONG,E13,0.5042576344042697,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000238,2025-01-02 05:44:00-06:00,2025-01-02 11:44:00+00:00,LONG,E11,0.505088649929216,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000239,2025-01-02 05:56:00-06:00,2025-01-02 11:56:00+00:00,LONG,E1,0.7337790956868201,True,NEW_EPISODE,EP-0013012,False,2025-01-02 06:26:00-06:00,0,0,bccf4277f3d44d13
F56-0000240,2025-01-02 06:01:00-06:00,2025-01-02 12:01:00+00:00,LONG,E11,0.42302469558064254,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000241,2025-01-02 06:09:00-06:00,2025-01-02 12:09:00+00:00,LONG,E13,0.34314742027972894,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000242,2025-01-02 06:10:00-06:00,2025-01-02 12:10:00+00:00,LONG,E13,0.4719252583383967,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000243,2025-01-02 06:10:00-06:00,2025-01-02 12:10:00+00:00,SHORT,E6,0.35739220840489755,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000244,2025-01-02 06:11:00-06:00,2025-01-02 12:11:00+00:00,SHORT,E6,0.3593415807449193,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000245,2025-01-02 06:13:00-06:00,2025-01-02 12:13:00+00:00,LONG,E1,0.3592258858957617,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000246,2025-01-02 06:13:00-06:00,2025-01-02 12:13:00+00:00,LONG,E13,0.3592258858957617,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000247,2025-01-02 06:15:00-06:00,2025-01-02 12:15:00+00:00,LONG,E13,0.35131488996238885,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000248,2025-01-02 06:16:00-06:00,2025-01-02 12:16:00+00:00,LONG,E11,0.35088855959395443,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000249,2025-01-02 06:19:00-06:00,2025-01-02 12:19:00+00:00,SHORT,E6,0.28028474032942663,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000250,2025-01-02 06:20:00-06:00,2025-01-02 12:20:00+00:00,LONG,E1,0.2816175131163585,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000251,2025-01-02 06:32:00-06:00,2025-01-02 12:32:00+00:00,LONG,E5,0.058691456114579495,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000252,2025-01-02 06:34:00-06:00,2025-01-02 12:34:00+00:00,SHORT,E2,0.5193698219356161,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000253,2025-01-02 06:34:00-06:00,2025-01-02 12:34:00+00:00,SHORT,E4,0.5193698219356161,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000254,2025-01-02 06:35:00-06:00,2025-01-02 12:35:00+00:00,LONG,E5,0.6628213848549053,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000255,2025-01-02 06:36:00-06:00,2025-01-02 12:36:00+00:00,LONG,E5,0.6577042454507733,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000256,2025-01-02 06:38:00-06:00,2025-01-02 12:38:00+00:00,LONG,E5,0.5468332607775919,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000257,2025-01-02 06:41:00-06:00,2025-01-02 12:41:00+00:00,SHORT,E10,0.6175170419796664,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000258,2025-01-02 06:41:00-06:00,2025-01-02 12:41:00+00:00,SHORT,E12,0.6175170419796664,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000259,2025-01-02 06:41:00-06:00,2025-01-02 12:41:00+00:00,SHORT,E2,0.6175170419796664,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000260,2025-01-02 06:46:00-06:00,2025-01-02 12:46:00+00:00,SHORT,E12,0.46544169172293054,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000261,2025-01-02 06:47:00-06:00,2025-01-02 12:47:00+00:00,SHORT,E14,0.4619113643809909,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000262,2025-01-02 06:51:00-06:00,2025-01-02 12:51:00+00:00,SHORT,E12,0.3977231522329155,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000263,2025-01-02 06:52:00-06:00,2025-01-02 12:52:00+00:00,SHORT,E14,0.401733027197625,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000264,2025-01-02 07:13:00-06:00,2025-01-02 13:13:00+00:00,LONG,E5,0.3347879146307548,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000265,2025-01-02 07:17:00-06:00,2025-01-02 13:17:00+00:00,SHORT,E2,0.5529928972246649,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000266,2025-01-02 07:17:00-06:00,2025-01-02 13:17:00+00:00,SHORT,E4,0.5529928972246649,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000267,2025-01-02 07:20:00-06:00,2025-01-02 13:20:00+00:00,SHORT,E14,0.39280894549264833,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000268,2025-01-02 07:22:00-06:00,2025-01-02 13:22:00+00:00,LONG,E5,0.5022351932595901,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000269,2025-01-02 07:23:00-06:00,2025-01-02 13:23:00+00:00,SHORT,E2,0.38507951281583713,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000270,2025-01-02 07:23:00-06:00,2025-01-02 13:23:00+00:00,SHORT,E4,0.38507951281583713,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000271,2025-01-02 07:26:00-06:00,2025-01-02 13:26:00+00:00,SHORT,E14,0.4864812114715142,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000272,2025-01-02 07:27:00-06:00,2025-01-02 13:27:00+00:00,LONG,E5,0.37142089851269705,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000273,2025-01-02 07:30:00-06:00,2025-01-02 13:30:00+00:00,SHORT,E14,0.08537848814503994,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000274,2025-01-02 07:34:00-06:00,2025-01-02 13:34:00+00:00,LONG,E1,0.6049887386998173,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000275,2025-01-02 07:34:00-06:00,2025-01-02 13:34:00+00:00,LONG,E3,0.6049887386998173,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000276,2025-01-02 07:36:00-06:00,2025-01-02 13:36:00+00:00,SHORT,E6,0.6055286890426013,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000277,2025-01-02 07:37:00-06:00,2025-01-02 13:37:00+00:00,LONG,E1,0.7122660906187489,True,NEW_EPISODE,EP-0013013,False,2025-01-02 08:07:00-06:00,0,0,bccf4277f3d44d13
F56-0000278,2025-01-02 07:44:00-06:00,2025-01-02 13:44:00+00:00,LONG,E11,0.6169404263125919,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000279,2025-01-02 07:58:00-06:00,2025-01-02 13:58:00+00:00,SHORT,E2,0.5804185160741012,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000280,2025-01-02 07:58:00-06:00,2025-01-02 13:58:00+00:00,SHORT,E4,0.5804185160741012,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000281,2025-01-02 07:59:00-06:00,2025-01-02 13:59:00+00:00,LONG,E5,0.5870471156347314,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000282,2025-01-02 08:00:00-06:00,2025-01-02 14:00:00+00:00,SHORT,E12,0.716012380908567,True,NEW_EPISODE,EP-0013014,False,2025-01-02 08:30:00-06:00,0,0,bccf4277f3d44d13
F56-0000283,2025-01-02 08:02:00-06:00,2025-01-02 14:02:00+00:00,SHORT,E14,0.7035136710142725,True,SUPPRESSED,,True,2025-01-02 08:30:00-06:00,0,0,bccf4277f3d44d13
F56-0000284,2025-01-02 08:03:00-06:00,2025-01-02 14:03:00+00:00,SHORT,E12,0.5829985612043423,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000285,2025-01-02 08:21:00-06:00,2025-01-02 14:21:00+00:00,LONG,E5,0.4227845979199947,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000286,2025-01-02 08:23:00-06:00,2025-01-02 14:23:00+00:00,LONG,E5,0.4304708484426341,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000287,2025-01-02 08:27:00-06:00,2025-01-02 14:27:00+00:00,LONG,E5,0.42633959680207484,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000288,2025-01-02 08:29:00-06:00,2025-01-02 14:29:00+00:00,SHORT,E2,0.43363993205685675,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000289,2025-01-02 08:30:00-06:00,2025-01-02 14:30:00+00:00,SHORT,E14,0.9354140867223364,True,SUPPRESSED,,True,2025-01-02 08:30:00-06:00,0,0,bccf4277f3d44d13
F56-0000290,2025-01-02 08:31:00-06:00,2025-01-02 14:31:00+00:00,LONG,E5,0.27429471033967634,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000291,2025-01-02 08:32:00-06:00,2025-01-02 14:32:00+00:00,SHORT,E2,0.9301687052325553,True,NEW_EPISODE,EP-0013015,False,2025-01-02 09:02:00-06:00,0,0,bccf4277f3d44d13
F56-0000292,2025-01-02 08:33:00-06:00,2025-01-02 14:33:00+00:00,SHORT,E12,0.8826849519090345,True,SUPPRESSED,,True,2025-01-02 09:02:00-06:00,0,0,bccf4277f3d44d13
F56-0000293,2025-01-02 08:37:00-06:00,2025-01-02 14:37:00+00:00,SHORT,E14,0.8833734946791285,True,SUPPRESSED,,True,2025-01-02 09:02:00-06:00,0,0,bccf4277f3d44d13
F56-0000294,2025-01-02 08:39:00-06:00,2025-01-02 14:39:00+00:00,SHORT,E12,0.8143991404629097,True,SUPPRESSED,,True,2025-01-02 09:02:00-06:00,0,0,bccf4277f3d44d13
F56-0000295,2025-01-02 08:40:00-06:00,2025-01-02 14:40:00+00:00,SHORT,E14,0.8199505878307303,True,SUPPRESSED,,True,2025-01-02 09:02:00-06:00,0,0,bccf4277f3d44d13
F56-0000296,2025-01-02 08:54:00-06:00,2025-01-02 14:54:00+00:00,LONG,E1,0.9023945113049648,True,NEW_EPISODE,EP-0013016,False,2025-01-02 09:24:00-06:00,0,0,bccf4277f3d44d13
F56-0000297,2025-01-02 09:06:00-06:00,2025-01-02 15:06:00+00:00,LONG,E13,0.5042852657439342,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000298,2025-01-02 09:19:00-06:00,2025-01-02 15:19:00+00:00,SHORT,E2,0.7568628298597474,True,NEW_EPISODE,EP-0013017,False,2025-01-02 09:49:00-06:00,0,0,bccf4277f3d44d13
F56-0000299,2025-01-02 09:21:00-06:00,2025-01-02 15:21:00+00:00,SHORT,E14,0.8311977988608101,True,SUPPRESSED,,True,2025-01-02 09:49:00-06:00,0,0,bccf4277f3d44d13
F56-0000300,2025-01-02 09:22:00-06:00,2025-01-02 15:22:00+00:00,SHORT,E12,0.8291057825005067,True,SUPPRESSED,,True,2025-01-02 09:49:00-06:00,0,0,bccf4277f3d44d13
F56-0000301,2025-01-02 09:24:00-06:00,2025-01-02 15:24:00+00:00,SHORT,E14,0.750944457155962,True,SUPPRESSED,,True,2025-01-02 09:49:00-06:00,0,0,bccf4277f3d44d13
F56-0000302,2025-01-02 09:31:00-06:00,2025-01-02 15:31:00+00:00,SHORT,E12,0.6092010104431428,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000303,2025-01-02 09:31:00-06:00,2025-01-02 15:31:00+00:00,SHORT,E2,0.6092010104431428,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000304,2025-01-02 09:32:00-06:00,2025-01-02 15:32:00+00:00,LONG,E5,0.04174484449377997,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000305,2025-01-02 09:35:00-06:00,2025-01-02 15:35:00+00:00,SHORT,E2,0.5545162407091118,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000306,2025-01-02 09:41:00-06:00,2025-01-02 15:41:00+00:00,SHORT,E14,0.5616819023274379,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000307,2025-01-02 09:42:00-06:00,2025-01-02 15:42:00+00:00,SHORT,E14,0.5636790784362621,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000308,2025-01-02 09:42:00-06:00,2025-01-02 15:42:00+00:00,LONG,E5,0.4456712094744584,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000309,2025-01-02 09:43:00-06:00,2025-01-02 15:43:00+00:00,LONG,E5,0.44846040200303705,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000310,2025-01-02 09:44:00-06:00,2025-01-02 15:44:00+00:00,LONG,E5,0.4520172624945228,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
F56-0000311,2025-01-02 09:45:00-06:00,2025-01-02 15:45:00+00:00,LONG,E5,0.6309246859945316,False,NOT_D10,,False,,0,0,bccf4277f3d44d13
