segment,N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD
L,1541,0.5113562621674238,0.30463297168814907,469.4394093714377,1.6780890942094082,16.140055993586515,29.085364360444366
S,1345,0.4408921933085502,0.32880727005979504,442.2457782304243,1.6323785094606016,18.651632171331073,23.710835286050113
RL,452,0.6084070796460177,0.46139785369128816,208.55182986846225,2.355990425284624,11.965974642227437,17.428737407857387
RS,453,0.5562913907284768,0.3824964035761085,173.27087081997715,2.004055867604085,7.012298157712877,24.709569804785794
continuation,2886,0.4785169785169785,0.3158992334032786,911.685187601862,1.655118188015883,15.635122795060852,58.31007530621148
reversal,905,0.5823204419889503,0.42190353667230873,381.8227006884394,2.1699027501279207,16.46889262985934,23.184479325353433
ALL,3791,0.5032972830387761,0.3412049296466108,1293.5078882903015,1.7529123260601682,17.42566144228806,74.23005964934313
