baseline_AvgR_ci_low,baseline_AvgR_ci_high,filtered_AvgR_ci_low,filtered_AvgR_ci_high,AvgR_diff_ci_low,AvgR_diff_ci_high,AvgR_diff_median
0.2985002910450695,0.40575044724767345,0.49661962069760696,0.6517628732101167,0.14473556660071055,0.3251327361123809,0.23531883388535257
