N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD,segment,MFE,MAE,target_hit_rate,stop_hit_rate,wrong_direction_rate
1126,0.5213143872113677,0.3486190431470496,392.54504258357787,1.8142859429950162,16.140055993586515,24.32116981127955,L,1.472335292839178,0.8546940501097642,0.10213143872113677,0.38898756660746003,0.1891651865008881
989,0.4499494438827098,0.3325128937161604,328.8552518852826,1.6535680372249881,18.651632171331045,17.631446345524534,S,1.684783884778491,0.914758133517314,0.18402426693629928,0.4671385237613751,0.21840242669362994
330,0.603030303030303,0.45044061097383464,148.64540162136544,2.30842147565374,11.965974642227447,12.42233968111563,RL,1.4397836492612854,0.7528210664414235,0.15454545454545454,0.29393939393939394,0.15454545454545454
343,0.5276967930029155,0.3083007109045349,105.74714384025548,1.7602371241742418,7.01229815771287,15.08024066602809,RS,1.4579230928819495,0.7420426039701463,0.16909620991253643,0.33527696793002915,0.21282798833819241
2115,0.4879432624113475,0.3410876096779482,721.4002944688605,1.7322063120479476,15.635122795060965,46.13972681408976,continuation,1.5716788660911782,0.8827807538875736,0.14042553191489363,0.425531914893617,0.2028368794326241
673,0.5646359583952452,0.37799783872454823,254.39254546162095,2.006680932057908,16.468892629859333,15.446851903107818,reversal,1.4490285662923224,0.7473277341566568,0.16196136701337296,0.3150074294205052,0.18424962852897475
1456,0.5398351648351648,0.3716967336572413,541.1904442049433,1.9085263874073097,8.715405104133652,62.095844970907976,long,1.4649575164788038,0.8316047062838353,0.11401098901098901,0.36744505494505497,0.1813186813186813
1332,0.46996996996997,0.3262780748690226,434.60239572553814,1.6766696738132028,19.782643676638116,21.96887346450932,short,1.6263655277060334,0.8702825879957836,0.18018018018018017,0.43318318318318316,0.21696696696696696
2788,0.5064562410329986,0.3499974318258542,975.7928399304815,1.7882353286265988,17.42566144228806,55.997463462847804,ALL,1.542072104339159,0.8500835220802181,0.14562410329985653,0.3988522238163558,0.1983500717360115
