model,segment,N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD,spearman,classification
ML_RIDGE,top_20,558.0,0.6917562724014337,1.1218994752513252,626.0199071902395,5.256979417012771,4.293609159944538,145.8027230401954,,
ML_RIDGE,bottom_20,558.0,0.43727598566308246,0.03518676303597976,19.634213774076706,1.0689597813050795,37.1671463896801,0.5282679915272801,,
ML_RIDGE,monotonicity,,,,,,,,0.8787878787878788,STRONG_MONOTONIC
SIMPLE_RANK,top_20,558.0,0.6541218637992832,0.9446813838448294,527.1322121854148,4.110233511568438,7.095122041219867,74.29501693177146,,
SIMPLE_RANK,bottom_20,558.0,0.44086021505376344,0.058117237981169106,32.42941879349236,1.1134779535449242,37.07304973676223,0.8747437565497836,,
SIMPLE_RANK,monotonicity,,,,,,,,0.9151515151515152,STRONG_MONOTONIC
