family,n,real_fp11,rand_fp11_mean,real_fp21,rand_fp21_mean,real_asym_15,rand_asym_15_proxy,flip_fp21,train_fp21,val_fp21,hist_test_fp21,verdict,passes_gate
A,17752,0.49752126640752636,0.5002720973466284,0.3328350631768953,0.3355767486519825,1.0321122734823198,,0.3381357843690087,0.3275197442647612,0.3400564174894217,0.34155624471384266,NO_DIRECTIONAL_INFORMATION,False
B,16662,0.4970888355342137,0.49965786314525806,0.3262790837491733,0.33211569889331066,0.9252521039513738,,0.3386030295744169,0.32632211538461536,0.32359144320578487,0.32882882882882886,NO_DIRECTIONAL_INFORMATION,False
C,0,,,,,,,,,,,DATA_INSUFFICIENT,False
D,31864,0.49632733779075244,0.5001735882223687,0.3290003143665514,0.3337875691155137,0.979089075960322,,0.3382015406382644,0.33019905709795705,0.32273800157356414,0.3316575019638649,NO_DIRECTIONAL_INFORMATION,False
E,38696,0.501253586290677,0.5006097340329293,0.33488257683643613,0.33263267335507,1.0160181138656093,,0.3295969349452484,0.34214615617041483,0.3352316852187419,0.3127587991718426,NO_DIRECTIONAL_INFORMATION,False
F,43067,0.49647028771799456,0.4998116712723219,0.3272473543435283,0.33361370342953023,0.9708596069157368,,0.3401716558509525,0.3241745465819253,0.331412271510071,0.33230644036270635,NO_DIRECTIONAL_INFORMATION,False
