band,count,win_rate,AvgR,PF,TotalR
VERY_HIGH,34608,0.47543920480813684,0.29374811492999214,1.4056871741927628,10166.034761497169
HIGH,19324,0.3634858207410474,-0.09120880023799202,0.895499664805513,-1762.518855798958
MEDIUM,3392,0.4855542452830189,0.32451209821655363,1.4525538129756597,1100.74503715055
LOW,3164,0.48830594184576487,0.37418624154733643,1.544538750458158,1183.9252682557724
VERY_LOW,1465,0.44505119453924913,0.18223843466257064,1.2386015439496276,266.979306780666
