policy,abstained,abstained_AvgR,abstained_TotalR,kept_AvgR,kept_TotalR,winners_retained_pct,losers_removed_pct,selectivity_ratio
ABSTAIN_HIGH_CONFLICTED,13629,-0.19354323001464743,-2637.80068186963,0.2812881011454935,13592.966199754828,83.2113315277066,26.10955502295631,1.2689527913165701
ABSTAIN_CONFLICTED_UNCERTAIN,13571,-0.19693051964850486,-2672.5440821498596,0.281669000868816,13627.709600035058,83.32113315277067,26.028702607490402,1.2744083166963016
P4_BASELINE,79,-0.553878416350425,-43.75639489168358,0.17776322708693285,10998.921912776883,99.93411902496156,0.17614276226502265,2.0933051951658532
