analysis_type,window_months,start_month,end_month,N,wins,losses,win_pct,avg_R,total_R,profit_factor,max_drawdown_R,largest_win_R,largest_loss_R,max_consecutive_wins,max_consecutive_losses
rolling,6,2021-09,2022-02,409,152,255,37.163814180929094,-0.07995154578234405,-32.70018222497872,0.855185624240115,50.07181058991321,2.0,-1.0,7,11
rolling,6,2021-10,2022-03,392,144,246,36.734693877551024,-0.07565661846809685,-29.657394439493967,0.8632568002742206,48.98588647032693,2.0,-1.0,5,11
rolling,6,2021-11,2022-04,387,137,248,35.400516795865634,-0.09668342171383146,-37.41648420325277,0.8271453740915945,44.117437495106614,2.0,-1.0,5,11
rolling,6,2021-12,2022-05,371,136,233,36.65768194070081,-0.04384232848010862,-16.265503866120298,0.9185940165970735,34.86076460000868,2.0,-1.0,5,11
rolling,6,2022-01,2022-06,356,145,210,40.73033707865169,0.030869149835334977,10.989417341379252,1.0616506071377485,18.214134088462405,2.0,-1.0,5,9
rolling,6,2022-02,2022-07,371,152,218,40.97035040431267,0.02677390117484102,9.933117335866019,1.0528550719087342,18.2141340884624,2.0,-1.0,5,10
rolling,6,2022-03,2022-08,378,157,221,41.53439153439153,0.021371569074461597,8.078453110146484,1.0418702230101262,22.30270899077876,2.0,-1.0,5,10
rolling,6,2022-04,2022-09,373,150,223,40.21447721179624,-0.02330510917216145,-8.69280572121622,0.9557902095201297,23.150834558654644,2.0,-1.0,5,10
rolling,6,2022-05,2022-10,379,158,221,41.68865435356201,-0.0119519256399648,-4.529779817546659,0.9769825409861779,32.571571549988036,2.0,-1.0,5,10
rolling,6,2022-06,2022-11,388,163,225,42.01030927835052,-0.02243553726250448,-8.704988457851737,0.9569874776725361,32.57157154998802,2.0,-1.0,7,10
rolling,6,2022-07,2022-12,398,167,231,41.959798994974875,-0.033651967255592094,-13.393482967725653,0.9355621505554261,30.59336308611846,2.0,-1.0,7,10
rolling,6,2022-08,2023-01,389,175,214,44.987146529562985,0.03063441792149665,11.916788571462197,1.0626683113434092,21.921027969162015,2.0,-1.0,7,6
rolling,6,2022-09,2023-02,377,169,208,44.827586206896555,0.030876959954176157,11.64061390272441,1.0629389181109052,21.921027969162015,2.0,-1.0,7,6
rolling,6,2022-10,2023-03,393,180,213,45.80152671755725,0.05484795217845193,21.55524520613161,1.114161174657968,17.203393978592306,2.0,-1.0,7,6
rolling,6,2022-11,2023-04,376,176,200,46.808510638297875,0.087034291406934,32.724893569007186,1.184549671669579,11.336221305961605,2.0,-1.0,7,6
rolling,6,2022-12,2023-05,379,172,207,45.382585751978894,0.06127973866763951,23.225020955035376,1.1288364398398674,19.864758831243513,2.0,-1.0,6,8
rolling,6,2023-01,2023-06,374,172,202,45.98930481283423,0.0965099857566798,36.09473467299824,1.203438495222594,19.864758831243513,2.0,-1.0,6,8
rolling,6,2023-02,2023-07,364,159,205,43.68131868131868,0.05377301293533573,19.573376708462206,1.1070679612602374,19.86475883124351,2.0,-1.0,6,8
rolling,6,2023-03,2023-08,383,166,217,43.34203655352481,0.040670881590912596,15.576947649319525,1.0806299386713276,19.86475883124351,2.0,-1.0,6,8
rolling,6,2023-04,2023-09,378,161,217,42.592592592592595,0.030554120582099917,11.549457580033769,1.060582699371641,19.864758831243513,2.0,-1.0,6,8
rolling,6,2023-05,2023-10,396,166,229,41.91919191919192,0.022984253695897416,9.101764463575376,1.0452734890988349,21.420567217694703,2.0,-1.0,6,10
rolling,6,2023-06,2023-11,399,157,241,39.34837092731829,-0.0276526419836652,-11.033404151482415,0.94754644446731,28.673984783567782,2.0,-1.0,5,18
rolling,6,2023-07,2023-12,391,148,242,37.851662404092075,-0.06789819210954098,-26.548193114830525,0.8742521670839529,32.97060402650876,2.0,-1.0,5,18
rolling,6,2023-08,2024-01,404,156,247,38.613861386138616,-0.06961755049561806,-28.125490400229694,0.8700046285515941,35.87794237989674,2.0,-1.0,9,18
rolling,6,2023-09,2024-02,390,151,238,38.717948717948715,-0.06277589601493962,-24.48259944582645,0.8826216869398029,35.652933281308066,2.0,-1.0,9,18
rolling,6,2023-10,2024-03,378,151,226,39.94708994708995,-0.0320782604069427,-12.125582433824341,0.9388167064747631,34.35352661087226,2.0,-1.0,9,18
rolling,6,2023-11,2024-04,387,154,233,39.79328165374677,-0.04766600386568411,-18.446743496019753,0.9099337821382794,34.35352661087226,2.0,-1.0,9,18
rolling,6,2023-12,2024-05,396,165,231,41.666666666666664,-0.009154419028604085,-3.6251499353272174,0.9824841951003378,23.895537899417235,2.0,-1.0,9,9
rolling,6,2024-01,2024-06,401,168,233,41.895261845386536,-0.009963506824492803,-3.9953662366216136,0.9808791848147885,23.895537899417235,2.0,-1.0,9,9
rolling,6,2024-02,2024-07,416,169,247,40.625,-0.033121093051411116,-13.778374709387023,0.9375516787890377,32.98091409976311,2.0,-1.0,6,9
rolling,6,2024-03,2024-08,412,167,245,40.53398058252427,-0.04524921151662537,-18.642675144849655,0.9151364529600023,37.39223036589716,2.0,-1.0,6,9
rolling,6,2024-04,2024-09,415,163,252,39.27710843373494,-0.06015127577872623,-24.962779448171386,0.8887160087052578,39.72730633611094,2.0,-1.0,5,9
rolling,6,2024-05,2024-10,413,171,242,41.404358353510894,-0.0156451043139962,-6.461428081680431,0.9700543095602475,33.41200044933175,2.0,-1.0,7,9
rolling,6,2024-06,2024-11,386,164,222,42.487046632124354,-0.008944504695380282,-3.452578812416789,0.9825056089714189,25.653889543009203,2.0,-1.0,7,9
rolling,6,2024-07,2024-12,381,167,214,43.83202099737533,0.021895316584668218,8.34211561875859,1.043628274170278,24.823536304820948,2.0,-1.0,7,9
rolling,6,2024-08,2025-01,356,152,204,42.69662921348315,0.024111427335728818,8.58366813151946,1.047775263250133,17.103273330758853,2.0,-1.0,7,16
rolling,6,2024-09,2025-02,357,151,206,42.296918767507,0.03483930219514733,12.437630883667598,1.0690847768734313,23.461687382609263,2.0,-1.0,7,16
rolling,6,2024-10,2025-03,361,151,210,41.82825484764543,-0.005189722884279777,-1.8734899612249993,0.9900016513241024,25.816398264886658,2.0,-1.0,7,16
rolling,6,2024-11,2025-04,346,145,201,41.907514450867055,0.0281487122737274,9.739454446709681,1.0556361285189797,25.816398264886658,2.0,-1.0,5,16
rolling,6,2024-12,2025-05,366,150,216,40.98360655737705,0.0150931545675066,5.5240945717074155,1.028783217034396,25.816398264886654,2.0,-1.0,5,16
rolling,6,2025-01,2025-06,357,135,222,37.81512605042017,-0.0490625383335711,-17.51532618508488,0.9107244474918677,26.029169775472674,2.0,-1.0,5,16
rolling,6,2025-02,2025-07,348,143,205,41.0919540229885,0.01208078950377723,4.204114747314476,1.0228213517475369,26.029169775472674,2.0,-1.0,5,9
rolling,6,2025-03,2025-08,353,148,204,41.92634560906516,0.027464865706673128,9.695097594455614,1.0526131923630972,26.029169775472667,2.0,-1.0,9,9
rolling,6,2025-04,2025-09,356,153,202,42.97752808988764,0.05377608089391823,19.14428479823489,1.1040820040316968,26.029169775472667,2.0,-1.0,9,9
rolling,6,2025-05,2025-10,348,145,202,41.666666666666664,-0.002027870375812669,-0.7056988907828088,0.9962121877907028,26.029169775472667,2.0,-1.0,9,9
rolling,6,2025-06,2025-11,337,142,194,42.13649851632047,0.0165136325199359,5.565094159218399,1.0316172825518384,19.640115337895732,2.0,-1.0,9,9
rolling,6,2025-07,2025-12,362,158,203,43.646408839779006,0.0429485459431131,15.547373631406941,1.0845686662723268,15.515155390119991,2.0,-1.0,9,8
rolling,6,2025-08,2026-01,366,159,206,43.442622950819676,0.039059043881367245,14.295610060580412,1.0779876814323344,15.515155390119991,2.0,-1.0,5,8
rolling,6,2025-09,2026-02,364,153,211,42.032967032967036,-0.008150031333862634,-2.966611405525999,0.9842979243903294,17.11701729293609,2.0,-1.0,5,14
rolling,6,2025-10,2026-03,359,146,213,40.66852367688022,-0.04044166152150557,-14.5185564862205,0.9222292510418447,29.440218930396195,2.0,-1.0,5,14
rolling,6,2025-11,2026-04,386,158,228,40.932642487046635,-0.008053767558120827,-3.108754277434639,0.9846298676093989,29.440218930396192,2.0,-1.0,6,14
rolling,6,2025-12,2026-05,385,156,229,40.51948051948052,-0.03548351601770219,-13.661153666815341,0.933107746048885,29.440218930396185,2.0,-1.0,6,14
rolling,6,2026-01,2026-06,366,151,215,41.256830601092894,0.01067517870212054,3.9071154049761176,1.0204898509351494,29.44021893039618,2.0,-1.0,7,14
rolling,12,2021-01,2021-12,764,318,444,41.62303664921466,0.045562878829618805,34.81003942582877,1.0870794286560495,39.880493135577865,2.0,-1.0,7,11
rolling,12,2021-02,2022-01,773,315,456,40.7503234152652,0.03051357920607173,23.58699672629345,1.0580578470693487,46.885819717802555,2.0,-1.0,7,11
rolling,12,2021-03,2022-02,786,319,464,40.5852417302799,0.0278860275902766,21.918417685957408,1.0532305812561789,50.07181058991324,2.0,-1.0,7,11
rolling,12,2021-04,2022-03,788,319,466,40.48223350253807,0.020626699115974423,16.253838903387845,1.0393929977161096,50.071810589913206,2.0,-1.0,7,11
rolling,12,2021-05,2022-04,780,305,472,39.1025641025641,-0.014526413491903803,-11.330602523684966,0.9728176652449083,50.07181058991321,2.0,-1.0,7,11
rolling,12,2021-06,2022-05,784,306,475,39.03061224489796,-0.015045867955627165,-11.795960477211697,0.9718574707767987,50.52328704040515,2.0,-1.0,7,11
rolling,12,2021-07,2022-06,780,315,462,40.38461538461539,0.013037560319873019,10.169297049500955,1.0252008575817309,50.523287040405144,2.0,-1.0,7,11
rolling,12,2021-08,2022-07,775,304,469,39.225806451612904,-0.013831375208509206,-10.719315786594635,0.9738874100880792,50.52328704040514,2.0,-1.0,7,11
rolling,12,2021-09,2022-08,787,309,476,39.26302414231258,-0.03128555160715659,-24.621729114832238,0.9412015408391359,50.52328704040514,2.0,-1.0,7,11
rolling,12,2021-10,2022-09,765,294,469,38.431372549019606,-0.05013098060223554,-38.35020016071019,0.9072569269878781,49.43736292081888,2.0,-1.0,5,11
rolling,12,2021-11,2022-10,766,295,469,38.51174934725849,-0.054760135797388296,-41.94626402079943,0.8984990245600247,49.76253065097439,2.0,-1.0,5,11
rolling,12,2021-12,2022-11,759,299,458,39.39393939393939,-0.03289919937282219,-24.97049232397204,0.9379136735957302,40.05438130538451,2.0,-1.0,7,11
rolling,12,2022-01,2022-12,754,312,441,41.37931034482759,-0.0031884159500615403,-2.4040656263464015,0.9937735342431594,32.571571549988036,2.0,-1.0,7,10
rolling,12,2022-02,2023-01,760,327,432,43.026315789473685,0.02874987619385291,21.84990590732821,1.05779057069295,32.571571549988036,2.0,-1.0,7,10
rolling,12,2022-03,2023-02,755,326,429,43.17880794701987,0.026117969553471385,19.719067012870894,1.0521818548589206,32.571571549988036,2.0,-1.0,7,10
rolling,12,2022-04,2023-03,766,330,436,43.08093994778068,0.01679169645550311,12.862439484915383,1.033370760210684,32.57157154998803,2.0,-1.0,7,10
rolling,12,2022-05,2023-04,755,334,421,44.23841059602649,0.037344521525113285,28.195113751460532,1.0753637191445604,32.571571549988036,2.0,-1.0,7,10
rolling,12,2022-06,2023-05,767,335,432,43.67666232073012,0.018930941978075152,14.520032497183642,1.0379459746554696,32.57157154998802,2.0,-1.0,7,10
rolling,12,2022-07,2023-06,772,339,433,43.9119170984456,0.029405766457606976,22.701251705272586,1.0589222784253698,30.59336308611846,2.0,-1.0,7,10
rolling,12,2022-08,2023-07,753,334,419,44.355909694555116,0.041819608605477294,31.490165279924405,1.0844310142663176,21.921027969162015,2.0,-1.0,7,8
rolling,12,2022-09,2023-08,760,335,425,44.078947368421055,0.03581258098953149,27.217561552043932,1.0719771707329753,21.921027969162015,2.0,-1.0,7,8
rolling,12,2022-10,2023-09,771,341,430,44.22827496757458,0.04293735769930658,33.104702786165376,1.087243065857407,19.864758831243513,2.0,-1.0,7,8
rolling,12,2022-11,2023-10,772,342,429,44.30051813471503,0.05417960885049555,41.826658032582564,1.110546502081869,21.42056721769469,2.0,-1.0,7,10
rolling,12,2022-12,2023-11,778,329,448,42.2879177377892,0.015670458616391977,12.191616803552957,1.0312114460616253,28.673984783567768,2.0,-1.0,6,18
rolling,12,2023-01,2023-12,765,320,444,41.830065359477125,0.012479139291722507,9.546541558167718,1.024569926181782,32.970604026508745,2.0,-1.0,6,18
rolling,12,2023-02,2024-01,768,315,452,41.015625,-0.011135564702822245,-8.552113691767484,0.9785752739193408,40.0303662097376,2.0,-1.0,9,18
rolling,12,2023-03,2024-02,773,317,455,41.00905562742562,-0.011520894950203009,-8.905651796506925,0.9778339098525314,40.80947000265742,2.0,-1.0,9,18
rolling,12,2023-04,2024-03,756,312,443,41.26984126984127,-0.0007620699124213876,-0.576124853790569,0.9985182891103962,40.80947000265741,2.0,-1.0,9,18
rolling,12,2023-05,2024-04,783,320,462,40.86845466155811,-0.011934839121895753,-9.344979032444375,0.9769744582153249,40.80947000265741,2.0,-1.0,9,18
rolling,12,2023-06,2024-05,795,322,472,40.503144654088054,-0.01843843281359702,-14.658554086809632,0.964873761647904,42.033967597948966,2.0,-1.0,9,18
rolling,12,2023-07,2024-06,792,316,475,39.898989898989896,-0.038565100191227455,-30.543559351452146,0.9272904365550015,42.033967597948966,2.0,-1.0,9,18
rolling,12,2023-08,2024-07,820,325,494,39.63414634146341,-0.051102274523922825,-41.90386510961672,0.9041088451460145,46.966919968454,2.0,-1.0,9,18
rolling,12,2023-09,2024-08,802,318,483,39.65087281795511,-0.05377216283126696,-43.125274590676106,0.8993004336042659,50.37412334307952,2.0,-1.0,9,18
rolling,12,2023-10,2024-09,793,314,478,39.59646910466583,-0.04676968711474872,-37.08836188199574,0.912217004984009,51.40979264285748,2.0,-1.0,9,18
rolling,12,2023-11,2024-10,800,325,475,40.625,-0.031135214472125236,-24.908171577700188,0.9407772726709371,51.40979264285749,2.0,-1.0,9,18
rolling,12,2023-12,2024-11,782,329,453,42.071611253196934,-0.009050804025248082,-7.0777287477440005,0.9824946475215066,39.72730633611094,2.0,-1.0,9,9
rolling,12,2024-01,2024-12,782,335,447,42.83887468030691,0.005558503046210964,4.346749382136974,1.010862455411727,39.72730633611094,2.0,-1.0,9,9
rolling,12,2024-02,2025-01,772,321,451,41.58031088082902,-0.006728894530916525,-5.194706577867557,0.9870230978490665,39.727306336110935,2.0,-1.0,7,16
rolling,12,2024-03,2025-02,769,318,451,41.352405721716515,-0.008068978233006582,-6.205044261182062,0.9844762342254451,39.72730633611094,2.0,-1.0,7,16
rolling,12,2024-04,2025-03,776,314,462,40.4639175257732,-0.034582821403861326,-26.836269409396387,0.9348153161284491,39.72730633611094,2.0,-1.0,7,16
rolling,12,2024-05,2025-04,759,316,443,41.63372859025033,0.004318875316244069,3.2780263650292483,1.0083873920650974,33.41200044933175,2.0,-1.0,7,16
rolling,12,2024-06,2025-05,752,314,438,41.755319148936174,0.0027546752118226547,2.0715157592906364,1.0053214829459602,25.816398264886654,2.0,-1.0,7,16
rolling,12,2024-07,2025-06,738,302,436,40.921409214092144,-0.01242982461561828,-9.17321056632629,0.9763212658646031,26.029169775472674,2.0,-1.0,7,16
rolling,12,2024-08,2025-07,704,295,409,41.90340909090909,0.018164464316525485,12.78778287883394,1.0351422674311994,26.029169775472667,2.0,-1.0,7,16
rolling,12,2024-09,2025-08,710,299,410,42.11267605633803,0.031172857011441134,22.132728478123205,1.0607532015815737,26.02916977547267,2.0,-1.0,9,16
rolling,12,2024-10,2025-09,717,304,412,42.398884239888424,0.024087579967935677,17.27079483700988,1.0465125700482625,26.02916977547267,2.0,-1.0,9,16
rolling,12,2024-11,2025-10,694,290,403,41.78674351585014,0.01301693884139319,9.033755555926874,1.024999041605289,26.029169775472667,2.0,-1.0,9,16
rolling,12,2024-12,2025-11,703,292,410,41.53627311522048,0.015774094923080805,11.089188730925805,1.0301389893859043,26.029169775472667,2.0,-1.0,9,16
rolling,12,2025-01,2025-12,719,293,425,40.75104311543811,-0.0027370689202752983,-1.9679525536779394,0.9948216840855,26.029169775472674,2.0,-1.0,9,16
rolling,12,2025-02,2026-01,714,302,411,42.296918767507,0.025909978722541877,18.4997248078949,1.0503360339103835,26.029169775472674,2.0,-1.0,9,9
rolling,12,2025-03,2026-02,717,301,415,41.98047419804742,0.009384220626122196,6.728486188929614,1.0180290543212307,26.029169775472667,2.0,-1.0,9,14
rolling,12,2025-04,2026-03,715,299,415,41.81818181818182,0.006469550086733415,4.625728312014392,1.012481099520995,29.44021893039619,2.0,-1.0,9,14
