analysis_type,window_months,start_month,end_month,N,wins,losses,win_pct,avg_R,total_R,profit_factor,max_drawdown_R,largest_win_R,largest_loss_R,max_consecutive_wins,max_consecutive_losses
rolling,12,2025-05,2026-04,734,303,430,41.28065395095368,-0.00519680268149516,-3.814453168217448,0.9901832861526588,29.440218930396185,2.0,-1.0,9,14
rolling,12,2025-06,2026-05,722,298,423,41.27423822714682,-0.011213378819386355,-8.096059507596948,0.9787080587106125,29.44021893039618,2.0,-1.0,9,14
rolling,12,2025-07,2026-06,728,309,418,42.44505494505494,0.026723199225800905,19.45448903638306,1.0519439355079112,29.440218930396192,2.0,-1.0,9,14
expanding,1,2021-01,2021-01,48,22,26,45.833333333333336,0.09921766826973359,4.762448076947212,1.1893833126415565,7.515412971678193,2.0,-1.0,4,5
expanding,2,2021-01,2021-02,99,44,55,44.44444444444444,0.08461679161043828,8.37706236943339,1.1665178039655946,7.515412971678193,2.0,-1.0,4,5
expanding,3,2021-01,2021-03,159,73,86,45.911949685534594,0.16432415538412584,26.127540706076008,1.3319383101294888,7.515412971678193,2.0,-1.0,5,5
expanding,4,2021-01,2021-04,226,104,122,46.017699115044245,0.16836308993228669,38.05005832469679,1.3422203416960823,7.515412971678193,2.0,-1.0,7,5
expanding,5,2021-01,2021-05,277,130,147,46.931407942238266,0.1969619737620994,54.558466732101536,1.41150168453817,7.87136732946238,2.0,-1.0,7,5
expanding,6,2021-01,2021-06,340,148,192,43.529411764705884,0.1047945874050208,35.63015971770707,1.2042149316689679,25.009958220295047,2.0,-1.0,7,7
expanding,7,2021-01,2021-07,417,185,231,44.36450839328537,0.11751049862278491,49.00187792570131,1.2346363914334515,25.556256517530223,2.0,-1.0,7,7
expanding,8,2021-01,2021-08,476,211,264,44.32773109243698,0.13234382832010405,62.99566228036953,1.266633211976337,25.556256517530223,2.0,-1.0,7,7
expanding,9,2021-01,2021-09,555,248,306,44.68468468468468,0.12979959288100507,72.0387740489578,1.2624980353344823,25.556256517530223,2.0,-1.0,7,7
expanding,10,2021-01,2021-10,619,272,346,43.941841680129244,0.10361218094388465,64.1359400042646,1.2058537668151956,25.556256517530223,2.0,-1.0,7,7
expanding,11,2021-01,2021-11,690,300,389,43.47826086956522,0.08554784075508716,59.02801012101014,1.167727859961755,25.556256517530223,2.0,-1.0,7,7
expanding,12,2021-01,2021-12,764,318,444,41.62303664921466,0.045562878829618805,34.81003942582877,1.0870794286560495,39.880493135577865,2.0,-1.0,7,11
expanding,13,2021-01,2022-01,821,337,482,41.04750304506699,0.034530383438782765,28.34944480324065,1.065712807662709,46.88581971780255,2.0,-1.0,7,11
expanding,14,2021-01,2022-02,885,363,519,41.016949152542374,0.03423218085354894,30.29548005539081,1.0655645642281795,50.071810589913284,2.0,-1.0,7,11
expanding,15,2021-01,2022-03,947,392,552,41.39387539598733,0.04475330476184144,42.38137960946384,1.086260351125563,50.071810589913284,2.0,-1.0,7,11
expanding,16,2021-01,2022-04,1006,409,594,40.65606361829026,0.02656009522963403,26.719455801011833,1.0506028415918869,50.071810589913284,2.0,-1.0,7,11
expanding,17,2021-01,2022-05,1061,436,622,41.093308199811496,0.04030396442496688,42.76250625488986,1.0775055853567965,50.52328704040522,2.0,-1.0,7,11
expanding,18,2021-01,2022-06,1120,463,654,41.339285714285715,0.040892372113578594,45.79945676720803,1.079237317725233,50.52328704040522,2.0,-1.0,7,11
expanding,19,2021-01,2022-07,1192,489,700,41.02348993288591,0.03211624340529084,38.28256213910668,1.061811318497016,50.52328704040522,2.0,-1.0,7,11
expanding,20,2021-01,2022-08,1263,520,740,41.17181314330958,0.03038316165125676,38.37393316553729,1.0585851524442496,50.52328704040522,2.0,-1.0,7,11
expanding,21,2021-01,2022-09,1320,542,775,41.06060606060606,0.025521646885036085,33.68857388824763,1.0489698218279069,50.52328704040522,2.0,-1.0,7,11
expanding,22,2021-01,2022-10,1385,567,815,40.938628158844764,0.01602142670286295,22.189675983465186,1.0306140336567013,55.71690374578103,2.0,-1.0,7,11
expanding,23,2021-01,2022-11,1449,599,847,41.33885438233264,0.02350415306903941,34.0575177970381,1.0451621038896488,55.71690374578103,2.0,-1.0,7,11
expanding,24,2021-01,2022-12,1518,630,885,41.50197628458498,0.021347808827063487,32.405973799482375,1.0412365919262296,55.71690374578103,2.0,-1.0,7,11
expanding,25,2021-01,2023-01,1581,664,914,41.998734977862114,0.03175164497822192,50.199350710568865,1.062012630882547,55.71690374578103,2.0,-1.0,7,11
expanding,26,2021-01,2023-02,1640,689,948,42.01219512195122,0.03049667504162299,50.014547068261706,1.0595438065048275,55.71690374578103,2.0,-1.0,7,11
expanding,27,2021-01,2023-03,1713,722,988,42.14827787507297,0.03224974844972518,55.24381909437923,1.0630090723425685,55.71690374578103,2.0,-1.0,7,11
expanding,28,2021-01,2023-04,1761,743,1015,42.19193639977286,0.031183741937803718,54.914569552472344,1.060871223375282,55.71690374578103,2.0,-1.0,7,11
expanding,29,2021-01,2023-05,1828,771,1054,42.177242888402624,0.031336180936582865,57.28253875207348,1.0613050938968647,55.71690374578103,2.0,-1.0,7,11
expanding,30,2021-01,2023-06,1892,802,1087,42.38900634249472,0.036205448452685314,68.50070847248061,1.0711120769574696,55.71690374578103,2.0,-1.0,7,11
expanding,31,2021-01,2023-07,1945,823,1119,42.31362467866324,0.03587286756762523,69.77272741903107,1.0703131066712874,55.71690374578103,2.0,-1.0,7,11
expanding,32,2021-01,2023-08,2023,855,1165,42.26396440929313,0.03242288419059873,65.59149471758123,1.0634867303423048,55.71690374578103,2.0,-1.0,7,11
expanding,33,2021-01,2023-09,2091,883,1205,42.2285987565758,0.03194322174768675,66.793276674413,1.0625757175375334,55.71690374578103,2.0,-1.0,7,11
expanding,34,2021-01,2023-10,2157,909,1244,42.14186369958276,0.029678411690332748,64.01633401604774,1.0580287552760768,55.71690374578103,2.0,-1.0,7,11
expanding,35,2021-01,2023-11,2227,928,1295,41.67040862146385,0.0207674605301262,46.24913460059105,1.0404017556236063,55.71690374578103,2.0,-1.0,7,18
expanding,36,2021-01,2023-12,2283,950,1329,41.61191414805081,0.018376047024813887,41.9525153576501,1.0357224914294905,55.71690374578103,2.0,-1.0,7,18
expanding,37,2021-01,2024-01,2349,979,1366,41.677309493401445,0.01772977310293801,41.647237018801384,1.0344570128339383,55.71690374578103,2.0,-1.0,9,18
expanding,38,2021-01,2024-02,2413,1006,1403,41.6908412764194,0.0170364257238934,41.108895271754776,1.033106109607934,55.71690374578103,2.0,-1.0,9,18
expanding,39,2021-01,2024-03,2469,1034,1431,41.87930336168489,0.022141633957306058,54.66769424058866,1.0431956328148937,55.71690374578103,2.0,-1.0,9,18
expanding,40,2021-01,2024-04,2544,1063,1477,41.784591194968556,0.0179125748899481,45.569590520027965,1.0348392407708693,55.71690374578103,2.0,-1.0,9,18
expanding,41,2021-01,2024-05,2623,1093,1526,41.6698436904308,0.016250089464454383,42.62398466526385,1.0315337221243386,55.71690374578103,2.0,-1.0,9,18
expanding,42,2021-01,2024-06,2684,1118,1562,41.65424739195231,0.01414200786923565,37.957149121028486,1.02743848591022,55.71690374578103,2.0,-1.0,9,18
expanding,43,2021-01,2024-07,2765,1148,1613,41.51898734177215,0.010079154542283678,27.868862309414368,1.019498140373193,55.71690374578103,2.0,-1.0,9,18
expanding,44,2021-01,2024-08,2825,1173,1648,41.52212389380531,0.007952644292709777,22.466220126905117,1.0153729794050965,55.71690374578103,2.0,-1.0,9,18
expanding,45,2021-01,2024-09,2884,1197,1683,41.50485436893204,0.010299901106940797,29.70491479241726,1.0199375248840585,57.86573603464265,2.0,-1.0,9,18
expanding,46,2021-01,2024-10,2957,1234,1719,41.73148461278323,0.01322562138598158,39.108162438347534,1.0256654371147975,57.86573603464265,2.0,-1.0,9,18
expanding,47,2021-01,2024-11,3009,1257,1748,41.77467597208375,0.013018081041158876,39.17140585284706,1.0252873931495854,57.86573603464265,2.0,-1.0,9,18
expanding,48,2021-01,2024-12,3065,1285,1776,41.92495921696574,0.015105795999930526,46.29926473978706,1.0294045117336368,57.86573603464265,2.0,-1.0,9,18
expanding,49,2021-01,2025-01,3121,1300,1817,41.65331624479334,0.011679759833685938,36.45253044093381,1.0226557278109993,57.86573603464265,2.0,-1.0,9,18
expanding,50,2021-01,2025-02,3182,1324,1854,41.60905091137649,0.010969154937326437,34.90385101057272,1.0212641138415086,57.86573603464265,2.0,-1.0,9,18
expanding,51,2021-01,2025-03,3245,1348,1893,41.54083204930662,0.00857671027155386,27.83142483119228,1.0165931918281088,57.86573603464265,2.0,-1.0,9,18
expanding,52,2021-01,2025-04,3303,1379,1920,41.74992431123221,0.014788863725418475,48.84761688505722,1.0287537843305063,57.86573603464265,2.0,-1.0,9,18
expanding,53,2021-01,2025-05,3375,1407,1964,41.68888888888889,0.013243111236905036,44.695500424554496,1.0256727651539557,57.86573603464265,2.0,-1.0,9,18
expanding,54,2021-01,2025-06,3422,1420,1998,41.49620105201637,0.008411437333343715,28.78393855470219,1.0162551576096641,57.86573603464265,2.0,-1.0,9,18
expanding,55,2021-01,2025-07,3469,1443,2022,41.59700201787258,0.011719989964902946,40.65664518824832,1.0226727426881832,57.86573603464265,2.0,-1.0,9,18
expanding,56,2021-01,2025-08,3535,1472,2058,41.64073550212164,0.012616392816132483,44.598948605028326,1.0244282071687836,57.86573603464265,2.0,-1.0,9,18
expanding,57,2021-01,2025-09,3601,1501,2095,41.6828658705915,0.013045184568016436,46.975709629427186,1.0252392791878924,57.86573603464265,2.0,-1.0,9,18
expanding,58,2021-01,2025-10,3651,1524,2122,41.74198849630238,0.013185953983641311,48.14191799427443,1.0255376946362746,57.86573603464265,2.0,-1.0,9,18
expanding,59,2021-01,2025-11,3712,1549,2158,41.72952586206897,0.013540030868473295,50.26059458377287,1.0262185810001865,57.86573603464265,2.0,-1.0,9,18
expanding,60,2021-01,2025-12,3784,1578,2201,41.701902748414376,0.011715463051297339,44.33131218610913,1.022680498120802,57.86573603464265,2.0,-1.0,9,18
expanding,61,2021-01,2026-01,3835,1602,2228,41.773142112125164,0.014329140873227827,54.95225524882872,1.027802798815946,57.86573603464265,2.0,-1.0,9,18
expanding,62,2021-01,2026-02,3899,1625,2269,41.67735316747884,0.010677696127084461,41.63233719950232,1.0206648364770918,57.86573603464265,2.0,-1.0,9,18
expanding,63,2021-01,2026-03,3960,1647,2308,41.59090909090909,0.008196250793739056,32.45715314320666,1.0158490054434703,57.86573603464265,2.0,-1.0,9,18
expanding,64,2021-01,2026-04,4037,1682,2350,41.664602427545205,0.011155106196888722,45.03316371683977,1.0215738980291988,57.86573603464265,2.0,-1.0,9,18
expanding,65,2021-01,2026-05,4097,1705,2387,41.615816451061754,0.00893322941590372,36.59944091695754,1.0172540391965272,57.86573603464265,2.0,-1.0,9,18
expanding,66,2021-01,2026-06,4150,1729,2416,41.66265060240964,0.011623717491827768,48.23842759108524,1.022485780745393,57.86573603464265,2.0,-1.0,9,18
