fold,train_period,evaluation_period,hypothesis_id,dimension,condition,complexity,training_eligible,selected_by_train,train_N,train_wins,train_losses,train_win_pct,train_avg_R,train_total_R,train_profit_factor,train_max_drawdown_R,train_largest_win_R,train_largest_loss_R,train_max_consecutive_wins,train_max_consecutive_losses,train_realistic_total_R,train_one_sided_p,eval_N,eval_wins,eval_losses,eval_win_pct,eval_avg_R,eval_total_R,eval_profit_factor,eval_max_drawdown_R,eval_largest_win_R,eval_largest_loss_R,eval_max_consecutive_wins,eval_max_consecutive_losses,eval_realistic_total_R,eval_realistic_profit_factor
F4,2021-2024,2025,H0144,session x volatility,Midday | Low,2,False,False,5,3,2,60.0,0.4323754243410775,2.1618771217053876,2.080938560852694,2.0,2.0,-1.0,3,2,1.8696990560446871,0.2606649002160568,8,4,4,50.0,0.21106499130379988,1.688519930430399,1.5382706517916025,2.1369347832921197,2.0,-1.0,3,3,1.3674321558254765,1.4178992941420778
F4,2021-2024,2025,H0145,session x volatility,Midday | Medium,2,False,False,116,49,67,42.241379310344826,0.0718289941205206,8.33216331798039,1.1395760561363713,8.845673946783771,2.0,-1.0,4,9,3.8777242912610426,0.26573108706797277,30,6,24,20.0,-0.5301809458221708,-15.905428374665123,0.20463496249696686,15.905428374665124,1.3692026343819268,-1.0,2,12,-16.78937854790275,0.18866946746819033
F4,2021-2024,2025,H0146,session x volatility,Midday | High,2,False,False,324,145,179,44.75308641975309,0.00790677165086904,2.5617940148815688,1.0159710498681804,26.904297273204442,2.0,-1.0,8,8,-4.772869746658703,0.44979888861306416,47,16,31,34.04255319148936,-0.13229217412948105,-6.217732184085609,0.7654118234812092,8.637327165316997,2.0,-1.0,2,5,-6.973584626988718,0.7416628897147659
F4,2021-2024,2025,H0147,session x volatility,Midday | Unavailable,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F4,2021-2024,2025,H0148,session x volatility,PM | Low,2,False,False,11,4,7,36.36363636363637,-0.008888397448116092,-0.09777237192927701,0.9847013458218579,4.783599963333467,2.0,-1.0,3,3,-0.742377889900316,0.5089703184887752,9,5,4,55.55555555555556,0.08172141468011279,0.7354927321210152,1.2365219756145804,2.109616898006644,2.0,-1.0,2,3,0.3926632745024058,1.120456287852284
F4,2021-2024,2025,H0149,session x volatility,PM | Medium,2,False,False,104,43,61,41.34615384615385,-0.03406009877656181,-3.5422502727624288,0.9308041449082971,9.282417404028411,2.0,-1.0,3,6,-7.499448547859283,0.6252376171141755,36,8,27,22.22222222222222,-0.4427888986365019,-15.940400350914068,0.361460261319077,16.623488209542263,2.0,-1.0,2,5,-17.00821374658886,0.3409089046097212
F4,2021-2024,2025,H0150,session x volatility,PM | High,2,False,False,269,109,160,40.520446096654275,-0.08206580388635398,-22.075701245429222,0.8261537674184115,31.82096479243226,2.0,-1.0,6,9,-28.160573986585757,0.909587362873129,42,18,24,42.857142857142854,-0.13025189578814184,-5.470579623101957,0.7359848756895785,11.079054992611026,2.0,-1.0,3,5,-6.13689513104406,0.7091137734349265
F4,2021-2024,2025,H0151,session x volatility,PM | Unavailable,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F4,2021-2024,2025,H0152,session x volatility,After-hours | Low,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F4,2021-2024,2025,H0153,session x volatility,After-hours | Medium,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F4,2021-2024,2025,H0154,session x volatility,After-hours | High,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1,0,1,0.0,-0.2015583471116507,-0.2015583471116507,0.0,0.2015583471116507,-0.2015583471116507,-0.2015583471116507,0,1,-0.212185969050265,0.0
F4,2021-2024,2025,H0155,session x volatility,After-hours | Unavailable,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F5,2021-2025,2026-01-01 through 2026-06-26,H0001,direction,Long,1,False,False,1956,854,1099,43.66053169734151,0.02575791995123716,50.382491424619886,1.052106081499551,45.7611921374498,2.0,-1.0,6,14,-29.613785726259145,0.16076934369642126,194,87,107,44.845360824742265,0.044895253544091886,8.709679187553826,1.093532174695674,14.169906571532266,2.0,-1.0,5,8,4.398726396004644,1.0460093296949464
F5,2021-2025,2026-01-01 through 2026-06-26,H0002,direction,Short,1,False,False,1828,724,1102,39.606126914660834,-0.003310273106406329,-6.05117923851077,0.9938733337853157,54.09483683072784,2.0,-1.0,8,15,-84.69738157348347,0.54658472828764,172,64,108,37.2093023255814,-0.027921882456847152,-4.80256378257771,0.9507761522826021,26.914847394439875,2.0,-1.0,4,12,-8.59175096653155,0.914066566936821
F5,2021-2025,2026-01-01 through 2026-06-26,H0003,HTF_bias,Bull,1,False,False,2172,906,1263,41.71270718232044,0.02309212634252942,50.1560984159739,1.0447121317225363,45.17694898174716,2.0,-1.0,9,18,-54.74215670525054,0.18275790279332382,230,97,133,42.17391304347826,0.07815491888908437,17.975631344489404,1.1484914997738176,19.31817075390712,2.0,-1.0,6,16,11.951850635562678,1.095813341387492
F5,2021-2025,2026-01-01 through 2026-06-26,H0004,HTF_bias,Bear,1,False,False,1607,670,935,41.692594897324206,-0.0037840633117842254,-6.08098974203725,0.9926774483002836,53.797190421007485,2.0,-1.0,9,15,-59.707613939087985,0.5518386758912479,136,54,82,39.705882352941174,-0.10344497014348,-14.068515939513281,0.7979545376817002,23.922136071431495,2.0,-1.0,5,10,-16.144875206089587,0.7721117531525643
F5,2021-2025,2026-01-01 through 2026-06-26,H0005,HTF_bias,Neutral,1,False,False,5,2,3,40.0,0.051240702434495765,0.25620351217247883,1.1068524960190596,2.397730719615378,2.0,-1.0,2,3,0.13860334459591606,0.46438847916529624,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F5,2021-2025,2026-01-01 through 2026-06-26,H0006,HTF_alignment,Aligned,1,False,False,1886,807,1076,42.78897136797455,0.027200396013612772,51.29994688167369,1.0542085033777504,40.47554151587407,2.0,-1.0,7,14,-26.583221857837053,0.1556949500558108,186,77,109,41.39784946236559,-0.0015644632780780425,-0.2909901697225159,0.9969814948629152,22.695004606746437,2.0,-1.0,4,8,-4.400776996562513,0.955507852029029
F5,2021-2025,2026-01-01 through 2026-06-26,H0007,HTF_alignment,Counter-trend,1,False,False,1893,769,1122,40.62334918119387,-0.0038166076110602394,-7.224838207737033,0.992817236417042,42.26769327246569,2.0,-1.0,8,15,-87.86654878650147,0.5554799106840977,180,74,106,41.111111111111114,0.023322808748325746,4.198105574698634,1.0445264926168345,25.473408084734274,2.0,-1.0,8,11,0.20775242603561317,1.0021489722502288
F5,2021-2025,2026-01-01 through 2026-06-26,H0008,HTF_alignment,Neutral,1,False,False,5,2,3,40.0,0.051240702434495765,0.25620351217247883,1.1068524960190596,2.397730719615378,2.0,-1.0,2,3,0.13860334459591606,0.46438847916529624,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F5,2021-2025,2026-01-01 through 2026-06-26,H0009,session,Overnight,1,False,False,1295,544,749,42.00772200772201,0.050494021720387784,65.38975812790218,1.098616515049181,40.27363182401355,2.0,-1.0,8,12,-17.897902366287845,0.06700313633982913,115,47,68,40.869565217391305,0.015798715683860213,1.8168523036439246,1.0300129363794834,11.560520718330832,2.0,-1.0,5,11,-1.889806512930387,0.9699102861006895
F5,2021-2025,2026-01-01 through 2026-06-26,H0010,session,Premarket,1,False,False,904,354,548,39.15929203539823,0.022968884628861225,20.763871704490548,1.0400817893837875,43.92451325422238,2.0,-1.0,5,10,-14.975439518614516,0.29550974289442156,85,27,58,31.764705882352942,-0.10723203313534982,-9.114722816504734,0.8325751352943933,22.0004981083661,2.0,-1.0,4,11,-10.847227581060494,0.8048942232754572
F5,2021-2025,2026-01-01 through 2026-06-26,H0011,session,Open,1,False,False,230,106,124,46.08695652173913,-0.01200666363815985,-2.7615326367767654,0.97428157862879,22.180780351620438,2.0,-1.0,5,7,-7.200898342344388,0.5690755521132945,25,16,9,64.0,0.32015930141670124,8.003982535417531,2.014784003400558,3.691193605307876,2.0,-1.0,7,4,7.74209417704237,1.9702109223250186
F5,2021-2025,2026-01-01 through 2026-06-26,H0012,session,MidAM,1,False,False,353,164,189,46.45892351274787,0.04224020012287175,14.91079064337373,1.0927196886201649,13.020899961267242,2.0,-1.0,11,8,6.55108234244923,0.2325826381410685,35,13,22,37.142857142857146,-0.09157218291091167,-3.2050264018819083,0.8199325043537183,8.254205027085819,2.0,-1.0,4,5,-3.6824801310954367,0.7963795488315527
F5,2021-2025,2026-01-01 through 2026-06-26,H0013,session,Midday,1,False,False,530,223,307,42.075471698113205,-0.013922275799533933,-7.378806173752984,0.9728458844763731,44.80407305153099,2.0,-1.0,7,10,-21.42097741841895,0.6106890595365495,57,30,27,52.63157894736842,0.15817154714111686,9.015778187043662,1.3652696192761642,5.898402569635453,2.0,-1.0,4,4,8.120347651895642,1.3237717993524967
F5,2021-2025,2026-01-01 through 2026-06-26,H0014,session,PM,1,False,False,471,187,283,39.70276008492569,-0.09849514040767715,-46.39121113201594,0.8012039153174578,49.07145155358219,2.0,-1.0,4,8,-59.15484602747587,0.9811264089157518,49,18,31,36.734693877551024,-0.053260171484537926,-2.6097484027423583,0.8970113289308264,10.199450909260726,2.0,-1.0,2,6,-3.6359521743785974,0.8603645579173174
F5,2021-2025,2026-01-01 through 2026-06-26,H0015,session,After-hours,1,False,False,1,0,1,0.0,-0.2015583471116507,-0.2015583471116507,0.0,0.2015583471116507,-0.2015583471116507,-0.2015583471116507,0,1,-0.212185969050265,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F5,2021-2025,2026-01-01 through 2026-06-26,H0016,time_of_day,00:00-01:59,1,False,False,337,114,223,33.82789317507418,-0.09471988292968217,-31.92060054730289,0.8538899546246953,36.78713256077743,2.0,-1.0,4,18,-57.693169161836124,0.9096851394092937,29,10,19,34.48275862068966,-0.010733098774294961,-0.3112598644545539,0.9828928564527026,6.311259864454554,2.0,-1.0,2,4,-1.4114316432506466,0.9255427659496618
F5,2021-2025,2026-01-01 through 2026-06-26,H0017,time_of_day,02:00-03:59,1,True,True,350,148,202,42.285714285714285,0.12352268088759193,43.232938310657175,1.2448834268336981,21.426271612280043,2.0,-1.0,8,12,25.99722494346319,0.03458226957682298,22,15,7,68.18181818181819,0.7782299275302546,17.1210584056656,3.4458654865236573,2.0,2.0,-1.0,5,2,16.475714156681324,3.2882102254194283
F5,2021-2025,2026-01-01 through 2026-06-26,H0018,time_of_day,04:00-05:59,1,False,False,197,79,117,40.101522842639596,-0.03913243537434601,-7.709089768746164,0.9255381059651069,24.385082960547088,2.0,-1.0,3,10,-17.398380131331784,0.6830336318538375,16,6,10,37.5,0.16766054171749634,2.6825686674799414,1.3113151766271942,2.4888776191173574,2.0,-1.0,1,3,2.2786176392648594,1.2565803613984574
F5,2021-2025,2026-01-01 through 2026-06-26,H0019,time_of_day,06:00-07:59,1,False,False,326,133,192,40.79754601226994,0.0964208254281967,31.433189089592123,1.1734396894779684,18.151368936306255,2.0,-1.0,7,7,16.02901932698313,0.09409190120692834,30,8,22,26.666666666666668,-0.32385399428433054,-9.715619828529917,0.5302026310086931,9.715619828529917,2.0,-1.0,1,5,-10.428914427581242,0.5074944260336866
F5,2021-2025,2026-01-01 through 2026-06-26,H0020,time_of_day,08:00-09:59,1,False,False,495,195,300,39.39393939393939,-0.0038290124230356414,-1.8953611494026426,0.9933990118471677,32.101321543334706,2.0,-1.0,5,8,-14.825535329832478,0.5268680521408242,52,19,33,36.53846153846154,-0.05160342511197898,-2.683378105822907,0.9160374937278905,15.72824564811234,2.0,-1.0,3,8,-3.4337613662732185,0.8941257350146283
F5,2021-2025,2026-01-01 through 2026-06-26,H0021,time_of_day,10:00-11:59,1,False,False,469,217,252,46.26865671641791,0.02363409709945458,11.084391539644198,1.0517161642199078,24.41494213581866,2.0,-1.0,8,10,0.5696406156714602,0.3163220280612138,47,23,24,48.93617021276596,0.11490771455114417,5.400662583903776,1.2861960604497964,5.015293359066022,2.0,-1.0,7,3,4.79644461947604,1.2501654205346875
F5,2021-2025,2026-01-01 through 2026-06-26,H0022,time_of_day,12:00-13:59,1,False,False,530,223,307,42.075471698113205,-0.013922275799533933,-7.378806173752984,0.9728458844763731,44.80407305153099,2.0,-1.0,7,10,-21.42097741841895,0.6106890595365495,57,30,27,52.63157894736842,0.15817154714111686,9.015778187043662,1.3652696192761642,5.898402569635453,2.0,-1.0,4,4,8.120347651895642,1.3237717993524967
F5,2021-2025,2026-01-01 through 2026-06-26,H0023,time_of_day,14:00-15:59,1,False,False,471,187,283,39.70276008492569,-0.09849514040767715,-46.39121113201594,0.8012039153174578,49.07145155358219,2.0,-1.0,4,8,-59.15484602747587,0.9811264089157518,49,18,31,36.734693877551024,-0.053260171484537926,-2.6097484027423583,0.8970113289308264,10.199450909260726,2.0,-1.0,2,6,-3.6359521743785974,0.8603645579173174
F5,2021-2025,2026-01-01 through 2026-06-26,H0024,time_of_day,16:00-17:59,1,False,False,1,0,1,0.0,-0.2015583471116507,-0.2015583471116507,0.0,0.2015583471116507,-0.2015583471116507,-0.2015583471116507,0,1,-0.212185969050265,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F5,2021-2025,2026-01-01 through 2026-06-26,H0025,time_of_day,18:00-19:59,1,False,False,206,91,115,44.1747572815534,0.05592891130356387,11.521355728534157,1.1218891893340532,12.139668131038437,2.0,-1.0,7,9,0.27986020708478865,0.2372030470487928,28,8,20,28.571428571428573,-0.21261057210980444,-5.953096019074525,0.6496865458104519,9.001656277279174,2.0,-1.0,3,8,-6.639454603233929,0.6202348577829727
F5,2021-2025,2026-01-01 through 2026-06-26,H0026,time_of_day,20:00-21:59,1,False,False,211,102,108,48.34123222748815,0.09722764602635812,20.515033311561563,1.2476068340692694,10.585224277820618,2.0,-1.0,6,7,7.3818863838713416,0.08927868172427778,13,6,7,46.15384615384615,-0.11582593886632961,-1.5057372052622848,0.7396940156943186,4.0,2.0,-1.0,3,4,-1.866658900266028,0.6893068443563184
F5,2021-2025,2026-01-01 through 2026-06-26,H0027,time_of_day,22:00-23:59,1,False,False,191,89,101,46.596858638743456,0.11539806976152972,22.041031324452177,1.2430637107587454,10.323122891204555,2.0,-1.0,5,9,6.13629526112895,0.09118862372523928,23,8,15,34.78260869565217,-0.3275701310100137,-7.534113013230315,0.40028361675371865,9.82876066592701,2.0,-1.0,2,4,-8.4479755228611,0.3579636902638132
F5,2021-2025,2026-01-01 through 2026-06-26,H0028,day_of_week,Monday,1,False,False,714,308,406,43.13725490196079,0.058056150898587754,41.45209174159166,1.1167129491538137,27.371262539472387,2.0,-1.0,8,11,7.588694102515021,0.09729199158802904,63,28,35,44.44444444444444,0.08226448678968787,5.182662667750336,1.1668323442980915,9.204889465757848,2.0,-1.0,4,7,3.778714979100716,1.1184727275837298
F5,2021-2025,2026-01-01 through 2026-06-26,H0029,day_of_week,Tuesday,1,False,False,784,341,442,43.494897959183675,0.04362988879918489,34.20583281856096,1.0868137593841742,37.87234766374459,2.0,-1.0,8,9,0.5685687169400087,0.15145020970682332,70,29,41,41.42857142857143,0.10873009715066659,7.611106800546661,1.2248053701724044,8.980792383171202,2.0,-1.0,5,7,5.890528075831096,1.16856715422363
F5,2021-2025,2026-01-01 through 2026-06-26,H0030,day_of_week,Wednesday,1,False,False,750,299,451,39.86666666666667,-0.016798010161085557,-12.598507620814168,0.9680611626136043,41.91992746608,2.0,-1.0,8,14,-42.68385622066092,0.6527410197967641,85,33,52,38.8235294117647,-0.07938853608101334,-6.748025566886135,0.8635924931068778,17.463968281439676,2.0,-1.0,4,6,-8.58983384788907,0.8303368215979077
F5,2021-2025,2026-01-01 through 2026-06-26,H0031,day_of_week,Thursday,1,False,False,779,329,449,42.23363286264441,-0.012459153613588406,-9.705680664985369,0.9760427401410964,41.68755053612244,2.0,-1.0,7,14,-41.02962323781496,0.618494780499953,74,33,41,44.5945945945946,-0.01737260374129222,-1.2855726768556242,0.9640936342428377,8.4716366778933,2.0,-1.0,4,5,-2.8478678417573446,0.9224628720263418
F5,2021-2025,2026-01-01 through 2026-06-26,H0032,day_of_week,Friday,1,False,False,664,261,401,39.30722891566265,-0.025598144169212814,-16.997167728357308,0.9536885715703735,40.84512808391649,2.0,-1.0,7,11,-40.95696600436956,0.7084612504738563,62,24,38,38.70967741935484,0.028774873477476235,1.7840421556035266,1.0519006030041809,11.074917769476647,2.0,-1.0,3,7,0.5817453879999863,1.0165978512954459
F5,2021-2025,2026-01-01 through 2026-06-26,H0033,day_of_week,Saturday,1,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F5,2021-2025,2026-01-01 through 2026-06-26,H0034,day_of_week,Sunday,1,False,False,93,40,52,43.01075268817204,0.08574993161412199,7.974743640113345,1.2054140568917762,5.840767448911119,2.0,-1.0,4,4,2.202015343647815,0.22356425650052225,12,4,8,33.333333333333336,-0.2197581645985542,-2.6370979751826504,0.5688611730349371,3.0538753190941708,2.0,-1.0,2,3,-3.0063113238122923,0.5257711277647067
F5,2021-2025,2026-01-01 through 2026-06-26,H0035,score_band,70-74,1,False,False,5,3,2,60.0,0.6518865165385919,3.259432582692959,2.6297162913464796,1.0,2.0,-1.0,2,1,3.174107510283922,0.17161963340940178,1,1,0,100.0,0.7892911418885523,0.7892911418885523,99.9,0.0,0.7892911418885523,0.7892911418885523,1,0,0.7834816385599309,99.9
F5,2021-2025,2026-01-01 through 2026-06-26,H0036,score_band,75-79,1,False,False,1644,697,945,42.39659367396594,0.01030068604707004,16.934327861383146,1.0205876117139017,50.889508616826234,2.0,-1.0,8,10,-46.242690027707674,0.3579525379582045,168,68,100,40.476190476190474,-0.017381421580833736,-2.9200788255800676,0.9676869670558687,20.497652665116206,2.0,-1.0,4,8,-6.305942405921828,0.9318197746997029
F5,2021-2025,2026-01-01 through 2026-06-26,H0037,score_band,80-84,1,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F5,2021-2025,2026-01-01 through 2026-06-26,H0038,score_band,85-89,1,False,False,240,96,144,40.0,-0.13099712178532802,-31.439309228478727,0.7456057364695217,38.840632817263106,2.0,-1.0,5,11,-37.418224903676936,0.9764095863597747,31,16,15,51.61290322580645,0.025551528993478397,0.7920973987978304,1.0624877246188589,4.180804537052967,2.0,-1.0,4,3,0.3080498855565585,1.0238122258401656
F5,2021-2025,2026-01-01 through 2026-06-26,H0039,score_band,90-94,1,False,False,1513,626,884,41.374752148050234,0.05212979981317935,78.87238711734035,1.0968462153936205,49.13503427126506,2.0,-1.0,6,14,-1.3916276925990374,0.05329305327294298,130,48,82,36.92307692307692,-0.02131958512396019,-2.771546066114825,0.9619854138282026,12.519606637809769,2.0,-1.0,3,9,-6.401595123299042,0.914792158403447
F5,2021-2025,2026-01-01 through 2026-06-26,H0040,score_band,95+,1,False,False,382,156,226,40.83769633507853,-0.06098305274038906,-23.29552614682862,0.8787054697933043,41.04574082294246,2.0,-1.0,6,10,-32.43273218604287,0.868365417044908,36,18,18,50.0,0.22270421544401742,8.017351755984627,1.544159474875259,8.385099397971445,2.0,-1.0,4,8,7.42298143457748,1.4938301976503188
F5,2021-2025,2026-01-01 through 2026-06-26,H0041,volatility,Low,1,False,False,1053,440,611,41.78537511870845,0.055240567861742806,58.16831795841517,1.1053248788342591,32.40280274661869,2.0,-1.0,6,10,-22.468351096688718,0.07366760167531772,96,32,64,33.333333333333336,-0.1303729345838003,-12.51580172004483,0.7868539839608102,18.605258034625017,2.0,-1.0,4,7,-16.190029970351624,0.7352697804468332
F5,2021-2025,2026-01-01 through 2026-06-26,H0042,volatility,Medium,1,False,False,1080,433,644,40.092592592592595,0.008900981156751269,9.61305964929137,1.0165523297184886,31.436772793793622,2.0,-1.0,7,11,-34.019891664749494,0.40499908234589066,105,43,62,40.95238095238095,0.046909044301742676,4.925449651682981,1.0890317370921598,12.476325252297798,2.0,-1.0,6,8,2.5119493742722545,1.044272807251636
F5,2021-2025,2026-01-01 through 2026-06-26,H0043,volatility,High,1,False,False,1651,705,946,42.701393095093884,-0.014203552647848222,-23.450065421597415,0.9714565743145208,84.1299688468804,2.0,-1.0,10,17,-57.822924538304406,0.6979500400057709,165,76,89,46.06060606060606,0.06968162105053315,11.497467473337968,1.1500120679431427,16.905865272710123,2.0,-1.0,5,8,9.485056025552465,1.1220855516219004
F5,2021-2025,2026-01-01 through 2026-06-26,H0044,volatility,Unavailable,1,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F5,2021-2025,2026-01-01 through 2026-06-26,H0045,CRT_direction,Bullish reclaim,1,False,False,216,92,124,42.592592592592595,-0.0033416863797960344,-0.7218042580359434,0.9935780010644114,23.8997308922893,2.0,-1.0,5,10,-9.814898916352005,0.5166912257020306,23,7,16,30.434782608695652,-0.2909869808274408,-6.692700559031138,0.5584518541730026,8.61144988178238,2.0,-1.0,3,7,-7.2024751924850205,0.537225932335358
F5,2021-2025,2026-01-01 through 2026-06-26,H0046,CRT_direction,Bearish reclaim,1,False,False,207,83,124,40.09661835748792,0.00946950318557855,1.96018715941476,1.01710319808809,15.237452573552766,2.0,-1.0,4,12,-6.819375079511577,0.4561469147413004,21,11,10,52.38095238095238,0.29642987634442025,6.225027403232825,1.6610932343197726,2.0,2.0,-1.0,2,2,5.716930082277297,1.5907186210264959
F5,2021-2025,2026-01-01 through 2026-06-26,H0047,CRT_direction,Both reclaims,1,False,False,18,8,10,44.44444444444444,0.028457090489723384,0.5122276288150209,1.068353203942285,5.232290080062034,2.0,-1.0,2,4,-0.26893707522889326,0.4560345501541212,4,1,3,25.0,-0.3532369101301047,-1.4129476405204189,0.37499008030257364,1.4129476405204189,0.8477327038882604,-1.0,1,2,-1.5161192493314908,0.35621501085547824
F5,2021-2025,2026-01-01 through 2026-06-26,H0048,CRT_direction,No current reclaim,1,False,False,3343,1395,1943,41.728985940771764,0.01273727240679488,42.580701655915284,1.0247547587297552,68.29642288169549,2.0,-1.0,9,16,-97.40795622865014,0.2655984912254764,318,132,186,41.509433962264154,0.01820042830595866,5.7877362012948534,1.0353231442279427,23.22551556916607,2.0,-1.0,7,11,-1.1913602109876997,0.9929081453698103
F5,2021-2025,2026-01-01 through 2026-06-26,H0049,displacement,<0.75x,1,False,False,186,78,108,41.935483870967744,-0.06773020676059893,-12.597818457471401,0.8690164198799569,26.80805600048652,2.0,-1.0,5,9,-21.65795464225637,0.7993329520027359,22,11,11,50.0,-0.01042840680880287,-0.22942494979366312,0.9791431863823942,6.3496195676783005,2.0,-1.0,5,4,-0.7413164322245036,0.9345969434438682
F5,2021-2025,2026-01-01 through 2026-06-26,H0050,displacement,0.75-1.24x,1,False,False,334,130,203,38.92215568862275,-0.06367932005237885,-21.268892897494535,0.8783494070938306,41.57748536377541,2.0,-1.0,8,11,-36.7611095043611,0.8498865114231479,41,21,20,51.21951219512195,0.2267636103808012,9.29730802561285,1.537778621859539,3.0,2.0,-1.0,3,3,8.3705302269082,1.4700709366423228
F5,2021-2025,2026-01-01 through 2026-06-26,H0051,displacement,1.25-1.74x,1,False,False,726,303,423,41.735537190082646,0.023062783107998145,16.743580536406654,1.045745902032008,32.339547934396904,2.0,-1.0,9,18,-14.203308921563988,0.29730255839267394,78,29,49,37.17948717948718,-0.007803833615624158,-0.6086990220186843,0.9847855635856458,10.467076511384384,2.0,-1.0,9,9,-2.112115488030126,0.9483798040446537
F5,2021-2025,2026-01-01 through 2026-06-26,H0052,displacement,1.75x+,1,False,False,2538,1067,1467,42.040977147360124,0.02421372852823814,61.454443004668406,1.0466421452056904,47.25854167599792,2.0,-1.0,8,16,-41.68879423156113,0.15350805683876534,225,90,135,40.0,-0.020231416216997266,-4.552068648824385,0.9628065703695736,33.42938368589033,2.0,-1.0,5,9,-9.710122877180476,0.9226461156493851
F5,2021-2025,2026-01-01 through 2026-06-26,H0053,liquidity,Liquidity sweep,1,False,False,422,177,244,41.943127962085306,0.06843482992606595,28.879498228799832,1.1287416368528018,21.550025011025333,2.0,-1.0,5,9,11.55127808141315,0.13222333919603046,36,17,19,47.22222222222222,0.17476381374775482,6.291497294919173,1.3467813609006691,4.5275789900544865,2.0,-1.0,4,4,5.547863707821318,1.298649311953251
F5,2021-2025,2026-01-01 through 2026-06-26,H0054,liquidity,No liquidity sweep,1,False,False,3362,1401,1957,41.671624033313506,0.004596018428705917,15.451813957309291,1.0089302435944938,66.24233453871724,2.0,-1.0,11,18,-125.86244538115577,0.40975682356068177,330,134,196,40.60606060606061,-0.0072253996664941025,-2.384381889943054,0.9861809291671306,26.063536779954973,2.0,-1.0,6,13,-9.740888278348223,0.9449698576145665
F5,2021-2025,2026-01-01 through 2026-06-26,H0055,stop_distance,<15pt,1,False,False,1161,487,672,41.94659776055125,0.0719732822608037,83.5609807047931,1.1373985392985264,31.413017951754632,2.0,-1.0,7,12,-6.129325702519882,0.025068776623830114,14,5,9,35.714285714285715,-0.31476456260935476,-4.406703876530966,0.5103662359410036,6.595635185236697,2.0,-1.0,2,3,-5.212102743926073,0.45338630992961326
F5,2021-2025,2026-01-01 through 2026-06-26,H0056,stop_distance,15-24.99pt,1,False,False,1013,402,609,39.68410661401777,-0.004827859383887438,-4.890621555877974,0.9910184626973834,45.48561055617682,2.0,-1.0,5,13,-42.81424123275475,0.5508230023379066,76,28,48,36.8421052631579,-0.01014169034760296,-0.770768466417825,0.9815814583275606,11.054485269549843,2.0,-1.0,3,6,-3.611701168236765,0.9172041578287489
F5,2021-2025,2026-01-01 through 2026-06-26,H0057,stop_distance,25-39.99pt,1,False,False,948,404,543,42.61603375527426,-0.03061625938286275,-29.024213894953885,0.9385954584799964,42.3563949111863,2.0,-1.0,7,14,-51.08112124392803,0.8045785444991028,95,38,57,40.0,0.07354060173724962,6.986357165038714,1.1364673176276447,14.611416527058164,2.0,-1.0,4,10,4.773825506479933,1.0908456339892723
F5,2021-2025,2026-01-01 through 2026-06-26,H0058,stop_distance,40pt+,1,False,False,662,285,377,43.051359516616316,-0.00802844874297904,-5.314833067852124,0.983857461549867,37.07245901764982,2.0,-1.0,7,10,-14.286479120539951,0.5734585046578646,181,80,101,44.19889502762431,0.01159243415959223,2.0982305828861936,1.0236704080347439,18.89038284392078,2.0,-1.0,4,8,-0.14304616484399446,0.9984084898994495
