fold,train_period,evaluation_period,hypothesis_id,dimension,condition,complexity,training_eligible,selected_by_train,train_N,train_wins,train_losses,train_win_pct,train_avg_R,train_total_R,train_profit_factor,train_max_drawdown_R,train_largest_win_R,train_largest_loss_R,train_max_consecutive_wins,train_max_consecutive_losses,train_realistic_total_R,train_one_sided_p,eval_N,eval_wins,eval_losses,eval_win_pct,eval_avg_R,eval_total_R,eval_profit_factor,eval_max_drawdown_R,eval_largest_win_R,eval_largest_loss_R,eval_max_consecutive_wins,eval_max_consecutive_losses,eval_realistic_total_R,eval_realistic_profit_factor
F2,2021-2022,2023,H0062,target_distance,80pt+,1,False,False,265,117,148,44.15094339622642,0.06360417006789061,16.855105067991012,1.1379891427977336,12.557602010167113,2.0,-1.0,6,7,13.153217634073066,0.17983159330988086,55,23,32,41.81818181818182,-0.08760078689182137,-4.818043279050175,0.8392879457992793,10.919100676802909,2.0,-1.0,3,5,-5.6378043717711375,0.814878457115251
F2,2021-2022,2023,H0063,setup_to_BOS,Same bar,1,False,False,1426,596,827,41.79523141654979,0.022922513349551914,32.68750403646103,1.0445907781634372,46.78809507193368,2.0,-1.0,7,12,-27.26071192811753,0.2332794735692696,698,295,402,42.26361031518625,0.013440741767577504,9.381637753769098,1.0266114859471722,30.04443579786075,2.0,-1.0,6,15,-25.447994648731797,0.9317429339938832
F2,2021-2022,2023,H0064,setup_to_BOS,1-3 bars,1,False,False,32,7,25,21.875,-0.3852893866165954,-12.329260371731053,0.46278560538370794,14.793757924288824,2.0,-1.0,3,15,-13.632702166497605,0.9780819877899465,24,6,18,25.0,-0.1483997781373087,-3.561594675295409,0.7408202140779906,6.430234398809654,2.0,-1.0,2,7,-4.813055242197729,0.6707692083455752
F2,2021-2022,2023,H0065,setup_to_BOS,4-12 bars,1,False,False,60,27,33,45.0,0.20079550224587306,12.047730134752383,1.4036198854398083,10.604741725432373,2.0,-1.0,4,8,9.022710959040124,0.1192494146827755,43,19,24,44.18604651162791,0.08666275534172153,3.7264984796940257,1.1673846415646012,6.1395970780730345,2.0,-1.0,3,5,1.1020387436641217,1.046489299758359
F2,2021-2022,2023,H0066,setup_to_BOS,13+ bars,1,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0067,direction x HTF_bias,Long | Bull,2,False,False,424,185,238,43.632075471698116,0.05129097924464354,21.74737519972886,1.1040689642522168,33.89636301501011,2.0,-1.0,5,11,0.7093078055707949,0.18477856940953663,237,114,123,48.10126582278481,0.10286178752492378,24.378243643406936,1.2241913151169044,16.698817757950454,2.0,-1.0,5,14,12.150767734380405,1.1056510145621676
F2,2021-2022,2023,H0068,direction x HTF_bias,Long | Bear,2,False,False,354,149,204,42.090395480225986,0.021720055506781303,7.6888996494005815,1.043396774735954,18.331713900677478,2.0,-1.0,5,8,-3.485847320036904,0.3630194471682626,170,68,102,40.0,-0.0006354370354557241,-0.1080242960274731,0.9987802826282225,18.355665883439585,2.0,-1.0,6,7,-7.660836982696777,0.9177854342405607
F2,2021-2022,2023,H0069,direction x HTF_bias,Long | Neutral,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0070,direction x HTF_bias,Short | Bull,2,False,False,380,144,235,37.89473684210526,-0.01530639169023038,-5.816428842287545,0.9730082746471741,32.163450769709776,2.0,-1.0,5,9,-26.0106474840019,0.5947456080250585,219,84,135,38.35616438356164,-0.04306855212316137,-9.43201291497234,0.9182045286379008,17.536821087879655,2.0,-1.0,5,9,-22.00667857840586,0.8212978249415469
F2,2021-2022,2023,H0071,direction x HTF_bias,Short | Bear,2,False,False,359,151,208,42.061281337047355,0.018902862932146183,6.78612779264048,1.0368375022233323,22.510018474398542,2.0,-1.0,6,12,-5.040231140492056,0.3812026526213882,139,54,84,38.84892086330935,-0.038069531469348265,-5.291664874239409,0.9303086752046446,14.789200136669951,2.0,-1.0,5,8,-11.642263320543172,0.8541313145405475
F2,2021-2022,2023,H0072,direction x HTF_bias,Short | Neutral,2,False,False,1,1,0,100.0,2.0,2.0,99.9,0.0,2.0,2.0,1,0,1.956715003385051,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0073,direction x session,Long | Overnight,2,False,False,245,105,139,42.857142857142854,0.040087052767921835,9.82132792814085,1.0791589489303144,28.32772118023667,2.0,-1.0,8,10,-5.087220195136921,0.3005379647528329,137,58,79,42.33576642335766,-0.002685161536413235,-0.3678671304886132,0.9950845272904895,19.437304571700803,2.0,-1.0,5,10,-11.009166243818068,0.8636346783908285
F2,2021-2022,2023,H0074,direction x session,Long | Premarket,2,False,False,178,74,103,41.57303370786517,0.05881895044908636,10.469773179937372,1.1062483862579313,15.293410163287458,2.0,-1.0,6,8,2.94949013451655,0.2708958934022163,90,36,54,40.0,0.08063839369334302,7.257455432400872,1.1488847558999191,14.91184104100985,2.0,-1.0,6,7,3.066964598151513,1.0598927286135023
F2,2021-2022,2023,H0075,direction x session,Long | Open,2,False,False,42,21,21,50.0,0.03836511149650673,1.6113346828532826,1.0866514091929766,4.1070748577286516,2.0,-1.0,3,3,0.736711407358027,0.4087523869928267,31,15,16,48.38709677419355,0.023505311737361426,0.7286646638582042,1.0582334957019721,4.995567039354079,2.0,-1.0,4,5,0.019843116838050845,1.0015388230546276
F2,2021-2022,2023,H0076,direction x session,Long | MidAM,2,False,False,61,27,34,44.26229508196721,-0.04249868501146307,-2.592419785699247,0.9036229355213569,12.37878271940159,2.0,-1.0,4,9,-4.238720526891532,0.6337013013189559,35,20,15,57.142857142857146,0.2877426601904394,10.07099310666538,1.8589156446549833,3.204219161499326,2.0,-1.0,8,3,9.093101733941916,1.7517522310500684
F2,2021-2022,2023,H0077,direction x session,Long | Midday,2,False,False,145,63,82,43.44827586206897,0.043032926077385854,6.2397742812209485,1.091661913941271,10.322388221096345,2.0,-1.0,7,8,2.093630256602506,0.3235787767449657,67,31,36,46.26865671641791,0.057625272797152904,3.860893277409245,1.1241205652511363,12.050970399307628,2.0,-1.0,6,8,1.8864416663981456,1.0585415106325335
F2,2021-2022,2023,H0078,direction x session,Long | PM,2,False,False,107,44,63,41.12149532710281,0.0363222856324881,3.8864845626762268,1.07777957500301,14.268307932045264,2.0,-1.0,3,7,0.7695694090852626,0.36857376939365805,47,22,25,46.808510638297875,0.05787404250073136,2.720079997534374,1.1480276310818336,4.470988005922994,2.0,-1.0,6,5,1.43274588017207,1.0752723522860907
F2,2021-2022,2023,H0079,direction x session,Long | After-hours,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0080,direction x session,Short | Overnight,2,False,False,274,105,168,38.32116788321168,-0.004968596524829277,-1.361395447803222,0.9910137695880239,24.91542448282966,2.0,-1.0,6,9,-18.976023277699348,0.526480388412317,137,54,83,39.416058394160586,0.036357282266660296,4.98094767053246,1.0709164488864213,11.190133330830095,2.0,-1.0,4,6,-6.32096920184963,0.9181197025465704
F2,2021-2022,2023,H0081,direction x session,Short | Premarket,2,False,False,178,63,115,35.39325842696629,-0.04781531341289849,-8.511125787495931,0.9219859745066958,23.879726236285652,2.0,-1.0,4,11,-15.234258326053011,0.6890879109664371,89,32,56,35.95505617977528,-0.03805605992821001,-3.386989333610691,0.9348827028540525,9.47848215974684,2.0,-1.0,3,6,-7.573797135045391,0.8614558955668646
F2,2021-2022,2023,H0082,direction x session,Short | Open,2,False,False,34,20,14,58.8235294117647,0.34756254245641727,11.817126443518188,2.1826986897748712,5.6502861366242705,2.0,-1.0,6,8,11.230981903166082,0.032443699816242066,27,13,14,48.148148148148145,-0.03979218689252978,-1.074389046098304,0.912508899980258,3.8797446625699106,2.0,-1.0,2,3,-1.6374913609719108,0.8694188363215877
F2,2021-2022,2023,H0083,direction x session,Short | MidAM,2,False,False,67,32,35,47.76119402985075,0.09120769909476746,6.11091583934942,1.1943209017836176,9.132336059183851,2.0,-1.0,5,5,4.231887436959312,0.2610743394181152,28,12,16,42.857142857142854,0.07901909080949118,2.212534542665753,1.163405989521524,4.057857227511162,2.0,-1.0,3,4,1.456903590629316,1.1043304862253513
F2,2021-2022,2023,H0084,direction x session,Short | Midday,2,False,False,97,47,50,48.45360824742268,0.14045079033766153,13.623726662753167,1.2837324594326616,10.36664663776732,2.0,-1.0,5,6,11.098930014612893,0.13249354763428645,41,15,26,36.58536585365854,-0.14676822341837736,-6.0174971601534715,0.749498845924798,9.89198678484839,2.0,-1.0,3,5,-7.166733295546748,0.7106912969117682
F2,2021-2022,2023,H0085,direction x session,Short | PM,2,False,False,90,29,61,32.22222222222222,-0.20788387511076314,-18.709548759968683,0.6232213567049977,18.709548759968676,2.0,-1.0,4,10,-21.44568137209484,0.9746093161687831,36,12,24,33.333333333333336,-0.3177301239596526,-11.438284462547493,0.4026933482084906,12.413417636032616,2.0,-1.0,2,5,-12.40685449616466,0.37400940338030475
F2,2021-2022,2023,H0086,direction x session,Short | After-hours,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0087,direction x score_band,Long | 70-74,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0088,direction x score_band,Long | 75-79,2,False,False,351,145,206,41.31054131054131,0.005102046725870487,1.790818400780541,1.0100264769292089,35.52481441466406,2.0,-1.0,5,11,-11.207867703417579,0.46718524031974007,182,91,91,50.0,0.1917328171623052,34.895372723539545,1.467389189184911,6.6804190830647805,2.0,-1.0,6,9,27.110083358838924,1.3444577519746594
F2,2021-2022,2023,H0089,direction x score_band,Long | 80-84,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0090,direction x score_band,Long | 85-89,2,False,False,50,22,28,44.0,0.021393723988332204,1.0696861994166103,1.0557292606629793,10.249492415007106,2.0,-1.0,4,7,-0.19572713413149045,0.43876156467021654,35,15,20,42.857142857142854,-0.08401015759448197,-2.9403555158068686,0.8399396394165612,12.324756055496657,2.0,-1.0,8,8,-3.9692846637120875,0.7906073573068134
F2,2021-2022,2023,H0091,direction x score_band,Long | 90-94,2,False,False,294,125,167,42.51700680272109,0.02862949075018921,8.417070280555627,1.0537713266457587,32.679983473883794,2.0,-1.0,7,9,-7.395605992176616,0.3444965849136341,156,63,93,40.38461538461539,-0.027709204350884586,-4.322635878737995,0.9514751516194696,19.921897483373513,2.0,-1.0,6,8,-14.496989447693682,0.8471535565995806
F2,2021-2022,2023,H0092,direction x score_band,Long | 95+,2,False,False,83,42,41,50.602409638554214,0.218779517691285,18.158699968376656,1.570853540247659,4.775098335077029,2.0,-1.0,5,4,16.02266131525958,0.03808896988823274,34,13,21,38.23529411764706,-0.09888711710633012,-3.362161981615224,0.7786919259839951,6.151223023320917,2.0,-1.0,3,6,-4.153878495749526,0.7351342347605326
F2,2021-2022,2023,H0093,direction x score_band,Short | 70-74,2,False,False,2,2,0,100.0,1.6297162913464798,3.2594325826929595,99.9,0.0,2.0,1.2594325826929595,2,0,3.220982472573894,5.381108517887867e-06,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0094,direction x score_band,Short | 75-79,2,False,False,299,125,173,41.80602006688963,0.012987072417060685,3.8831346527011448,1.0250953931361875,24.991037364850165,2.0,-1.0,9,7,-8.21732942226847,0.425008471434276,164,62,102,37.80487804878049,-0.09550473623216092,-15.662776742074392,0.8235224935990673,17.98584205198108,2.0,-1.0,4,9,-24.158700745878694,0.7424598370682266
F2,2021-2022,2023,H0095,direction x score_band,Short | 80-84,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0096,direction x score_band,Short | 85-89,2,False,False,34,15,19,44.11764705882353,-0.05149997161733375,-1.7509990349893476,0.8883041520432858,9.310406419613019,2.0,-1.0,3,6,-2.643650758923954,0.6162898848988072,18,6,12,33.333333333333336,-0.20705896005257185,-3.7270612809462933,0.6675099749390931,6.193213613049805,2.0,-1.0,3,5,-4.1747711107227214,0.6367903499397547
F2,2021-2022,2023,H0097,direction x score_band,Short | 90-94,2,False,False,329,125,204,37.993920972644375,0.013039331943725028,4.289940209485534,1.0228453405868776,20.732460835176106,2.0,-1.0,5,11,-12.681884180640099,0.42681369344427256,140,53,86,37.857142857142854,0.011661025833372056,1.6325436166720877,1.0212795474567182,9.157295745190007,2.0,-1.0,3,6,-7.424418580650751,0.9101118674029454
F2,2021-2022,2023,H0098,direction x score_band,Short | 95+,2,False,False,76,29,47,38.1578947368421,-0.08831328236233359,-6.711809459537353,0.8383239886951985,17.014299088739776,2.0,-1.0,7,7,-8.772281731850263,0.7543421921192607,36,17,19,47.22222222222222,0.0842671282538014,3.03361661713685,1.2083313704009069,5.049881599139917,2.0,-1.0,4,5,2.1089485383031374,1.1399930127186406
F2,2021-2022,2023,H0099,direction x volatility,Long | Low,2,False,False,196,90,105,45.91836734693877,0.1419705195612931,27.826221834013452,1.2820352242399018,24.904911472355902,2.0,-1.0,7,11,12.853200476582835,0.059687254693751135,105,50,55,47.61904761904762,0.17959550668669325,18.85752820210279,1.366560929704924,11.631688437951262,2.0,-1.0,7,10,9.344897872924454,1.1660090389202427
F2,2021-2022,2023,H0100,direction x volatility,Long | Medium,2,False,False,230,97,132,42.17391304347826,0.014218424913142041,3.2702377300226697,1.0287727702142393,18.029073049544554,2.0,-1.0,5,6,-6.194170421506367,0.42593073160724704,127,51,76,40.15748031496063,0.0439606337644758,5.583000488088427,1.0817140398079104,20.853703349731138,2.0,-1.0,4,19,-0.4092743892364752,0.9943159080198863
F2,2021-2022,2023,H0101,direction x volatility,Long | High,2,False,False,352,147,205,41.76136363636363,-0.004716433849166732,-1.6601847149066895,0.9904492650732106,26.850234211001627,2.0,-1.0,6,8,-9.435569569542572,0.5314791099198903,175,81,94,46.285714285714285,-0.0009731962446385621,-0.17030934281174837,0.9978034662243482,20.963746811450637,2.0,-1.0,7,11,-4.44569273200435,0.9443555079238413
F2,2021-2022,2023,H0102,direction x volatility,Long | Unavailable,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0103,direction x volatility,Short | Low,2,False,False,215,76,138,35.348837209302324,-0.08368162669912517,-17.99154974031191,0.8573664229343592,33.00525231339263,2.0,-1.0,6,16,-34.7921229769051,0.8427278714449538,117,44,73,37.60683760683761,-0.0038886692313101993,-0.4549743000632933,0.9924992363197913,7.588628402521126,2.0,-1.0,4,5,-11.491553135376499,0.8300002779458132
F2,2021-2022,2023,H0104,direction x volatility,Short | Medium,2,False,False,209,77,132,36.8421052631579,-0.029235646186644895,-6.110250053008783,0.9503945142003772,19.70089113973862,2.0,-1.0,6,13,-14.785190271741872,0.6305797123275502,97,39,57,40.20618556701031,0.0535318198140868,5.19258652196642,1.1025297472579716,6.069449642393016,2.0,-1.0,4,7,0.7101804459173564,1.0133227252463255
F2,2021-2022,2023,H0105,direction x volatility,Short | High,2,False,False,316,143,173,45.25316455696203,0.08566929982175199,27.07149874367363,1.1800061305275866,21.550927048548093,2.0,-1.0,9,9,20.483149627538076,0.09795068888601399,144,55,89,38.19444444444444,-0.13514784729940885,-19.461290011114873,0.7565526768784568,25.89949381983909,2.0,-1.0,4,6,-22.867569209489886,0.7213213384684277
F2,2021-2022,2023,H0106,direction x volatility,Short | Unavailable,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0107,HTF_bias x session,Bull | Overnight,2,False,False,273,112,160,41.02564102564103,0.022009253883727996,6.008526310257743,1.0413854951512425,16.953224395581376,2.0,-1.0,5,11,-14.064146515319559,0.38330711545160356,159,68,91,42.76729559748428,0.007629522767444661,1.213094120023701,1.015204237783924,24.32166939922245,2.0,-1.0,11,8,-12.63256593476206,0.8558861409910061
F2,2021-2022,2023,H0108,HTF_bias x session,Bull | Premarket,2,False,False,187,73,113,39.037433155080215,0.06510002989322757,12.173705590033554,1.1129421264251294,15.157726452331298,2.0,-1.0,4,12,2.738975176589511,0.25273535148560033,105,37,68,35.23809523809524,-0.038572945915894996,-4.050159321168975,0.9346291696591241,10.91807193882863,2.0,-1.0,3,7,-9.486881355566876,0.854846797085104
F2,2021-2022,2023,H0109,HTF_bias x session,Bull | Open,2,False,False,39,19,20,48.717948717948715,0.06771743082171867,2.640979802047028,1.1575017230824163,7.176194864299868,2.0,-1.0,4,4,1.7545315197228244,0.34747461102538013,35,18,17,51.42857142857143,0.059030209752063315,2.066057341322216,1.1646151396877185,5.277451668966566,2.0,-1.0,6,6,1.2282772545346219,1.0947630429299378
F2,2021-2022,2023,H0110,HTF_bias x session,Bull | MidAM,2,False,False,71,28,43,39.436619718309856,-0.1385762310511424,-9.83891240463111,0.7382638934105831,15.641303004583346,2.0,-1.0,3,7,-12.415398960069767,0.8732042724447705,39,23,16,58.97435897435897,0.32070807575126037,12.507614954299154,1.9503504565109975,2.340062493138392,2.0,-1.0,6,3,11.358057573714163,1.8366881688988212
F2,2021-2022,2023,H0111,HTF_bias x session,Bull | Midday,2,False,False,123,53,70,43.08943089430894,0.0848352321296086,10.434733551941857,1.1732219320618602,10.253187855756419,2.0,-1.0,5,7,6.143222639469044,0.2180807900666889,67,33,34,49.25373134328358,0.14077998716646603,9.432259140153224,1.3126204596873308,8.866957589467152,2.0,-1.0,8,7,7.363051328893585,1.2353435710562675
F2,2021-2022,2023,H0112,HTF_bias x session,Bull | PM,2,False,False,111,44,67,39.63963963963964,-0.04944222065052039,-5.4880864922077635,0.9035327406938367,17.26888438024551,2.0,-1.0,4,7,-9.458523538823147,0.6813614622526112,51,19,32,37.254901960784316,-0.12201246090577876,-6.222635506194717,0.7645081482115145,11.938980373364767,2.0,-1.0,3,6,-7.685849710838889,0.7186549305041453
F2,2021-2022,2023,H0113,HTF_bias x session,Bull | After-hours,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0114,HTF_bias x session,Bear | Overnight,2,False,False,246,98,147,39.83739837398374,0.009965065732032045,2.451406170079883,1.0188013521099744,28.91541227969617,2.0,-1.0,8,9,-9.999096957516699,0.4488339266884753,115,44,71,38.26086956521739,0.02956509930452304,3.3999864200201495,1.0520760465658032,14.795604255368591,2.0,-1.0,4,8,-4.697569510905639,0.9331532610028345
F2,2021-2022,2023,H0115,HTF_bias x session,Bear | Premarket,2,False,False,168,63,105,37.5,-0.07270867974757211,-12.215058197592114,0.877666905290617,20.627291598416065,2.0,-1.0,5,9,-16.98045837151102,0.7786039473691853,74,31,42,41.891891891891895,0.10703547864809672,7.9206254199591575,1.2041269560859036,6.718596094271361,2.0,-1.0,3,5,4.980048818672995,1.1229126872103359
F2,2021-2022,2023,H0116,HTF_bias x session,Bear | Open,2,False,False,37,22,15,59.45945945945946,0.291553549306066,10.78748132432444,1.9126991786600096,3.4779408312148097,2.0,-1.0,5,5,10.213161790801285,0.054389163244209726,23,10,13,43.47826086956522,-0.10486007493749196,-2.411781723562315,0.8029905027545733,5.342468011822361,2.0,-1.0,3,5,-2.845925498668483,0.7718415165378985
F2,2021-2022,2023,H0117,HTF_bias x session,Bear | MidAM,2,False,False,57,31,26,54.3859649122807,0.23434049926809264,13.35740845828128,1.643565975736406,5.057070744017805,2.0,-1.0,5,6,12.408565870137549,0.05596627561580181,24,9,15,37.5,-0.009336971040334116,-0.22408730496801876,0.9814869557357462,4.476231446675516,2.0,-1.0,5,4,-0.808052249142932,0.9352790374786765
F2,2021-2022,2023,H0118,HTF_bias x session,Bear | Midday,2,False,False,119,57,62,47.89915966386555,0.07923333942884253,9.428767392032261,1.1688206488029755,12.417554715901925,2.0,-1.0,7,9,7.049337631746356,0.22526463183202328,41,13,28,31.70731707317073,-0.2826551956804257,-11.588863022897453,0.5356324057508524,15.091348407962954,2.0,-1.0,3,11,-12.643342958042187,0.5082235335238806
F2,2021-2022,2023,H0119,HTF_bias x session,Bear | PM,2,False,False,86,29,57,33.72093023255814,-0.10854625238470575,-9.334977705084695,0.7815555494136589,10.922172534703709,2.0,-1.0,3,6,-11.217588424186426,0.8333048995672073,32,15,17,46.875,-0.077986529963075,-2.4955689588184,0.775199534068908,4.107799070649703,2.0,-1.0,3,4,-3.2882589051537017,0.7149439315214782
F2,2021-2022,2023,H0120,HTF_bias x session,Bear | After-hours,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0121,HTF_bias x session,Neutral | Overnight,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0122,HTF_bias x session,Neutral | Premarket,2,False,False,1,1,0,100.0,2.0,2.0,99.9,0.0,2.0,2.0,1,0,1.956715003385051,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0123,HTF_bias x session,Neutral | Open,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0124,HTF_bias x session,Neutral | MidAM,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0125,HTF_bias x session,Neutral | Midday,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0126,HTF_bias x session,Neutral | PM,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0127,HTF_bias x session,Neutral | After-hours,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0128,session x volatility,Overnight | Low,2,False,False,301,122,178,40.53156146179402,0.027671134062470324,8.329011352803567,1.051446810421586,18.919740191038287,2.0,-1.0,4,10,-15.706755729332633,0.3495350510437526,183,76,107,41.53005464480874,0.04175934610799779,7.641960337763595,1.0805006196430162,14.787652858102664,2.0,-1.0,4,8,-9.758098831540341,0.9070700924729053
F2,2021-2022,2023,H0129,session x volatility,Overnight | Medium,2,False,False,164,72,91,43.90243902439025,0.05874996921371204,9.634994951048775,1.1174121324934396,16.244222970859624,2.0,-1.0,7,7,2.6356135604916986,0.26670473840944986,87,35,52,40.229885057471265,-0.0014950547021783387,-0.13006975908951546,0.9972410698531755,11.82173205718853,2.0,-1.0,4,9,-4.5475110040715006,0.9087515837899965
F2,2021-2022,2023,H0130,session x volatility,Overnight | High,2,False,False,54,16,38,29.62962962962963,-0.17600136710212447,-9.504073823514721,0.6993524760667494,16.805033041701975,2.0,-1.0,3,10,-10.992101303995328,0.8744414275623296,4,1,3,25.0,-0.7247025096575593,-2.8988100386302373,0.033729987123254236,2.8988100386302373,0.1011899613697627,-1.0,1,2,-3.024525610055858,0.020883096780032834
F2,2021-2022,2023,H0131,session x volatility,Overnight | Unavailable,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0132,session x volatility,Premarket | Low,2,False,False,88,35,52,39.77272727272727,0.012163948936365597,1.0704275064001725,1.021190719988142,15.194056587100192,2.0,-1.0,5,6,-4.805176914704516,0.4645792874860023,36,16,20,44.44444444444444,0.2627711057828606,9.459759808182982,1.584980535114172,6.16587471993974,2.0,-1.0,3,6,6.579690512226623,1.3698141492609135
F2,2021-2022,2023,H0133,session x volatility,Premarket | Medium,2,False,False,123,42,81,34.146341463414636,-0.03842606553592879,-4.726406060919241,0.9370510113929761,17.64342217878432,2.0,-1.0,6,8,-9.860492289725592,0.6280482732744316,83,30,52,36.144578313253014,-0.005852117692751155,-0.4857257684983458,0.9899193357609237,8.01283453130032,2.0,-1.0,5,6,-4.432833115333953,0.9125407289232054
F2,2021-2022,2023,H0134,session x volatility,Premarket | High,2,False,False,145,60,85,41.37931034482759,0.03872155825490005,5.614625946960507,1.06843697195366,20.743725782535222,2.0,-1.0,7,7,2.3809010128936463,0.3585788985779592,60,22,38,36.666666666666664,-0.08505946568157426,-5.103567940894456,0.8598080725852124,14.497671217577711,2.0,-1.0,4,6,-6.653689933786549,0.8220855253858418
F2,2021-2022,2023,H0135,session x volatility,Premarket | Unavailable,2,False,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0136,session x volatility,Open | Low,2,False,False,1,1,0,100.0,0.3711284847216939,0.3711284847216939,99.9,0.0,0.3711284847216939,0.3711284847216939,1,0,0.28833828428377645,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
F2,2021-2022,2023,H0137,session x volatility,Open | Medium,2,False,False,4,1,3,25.0,-0.633452001942104,-2.533808007768416,0.15539733074386122,3.0,0.4661919922315837,-1.0,1,3,-2.6591900502495176,0.9580198407040708,3,2,1,66.66666666666667,0.6710196108012408,2.0130588324037224,3.0130588324037224,1.0,2.0,-1.0,2,1,1.867935712934292,2.782787257710263
F2,2021-2022,2023,H0138,session x volatility,Open | High,2,False,False,71,39,32,54.929577464788736,0.21959353027349568,15.591140649418193,1.6093321760699542,6.654135695514677,2.0,-1.0,5,7,14.33854507648985,0.04633272814900691,55,26,29,47.27272727272727,-0.04288696753897858,-2.358783214643822,0.9008614323395456,7.569236864944682,2.0,-1.0,5,5,-3.485583957068153,0.8570735821781904
