candidate_id,rule,N,wins,losses,win_pct,avg_R,total_R,profit_factor,max_drawdown_R,largest_win_R,largest_loss_R,max_consecutive_wins,max_consecutive_losses,realistic_total_R,realistic_profit_factor,status
Original BOS,Frozen BOS without added filter,4150,1729,2416,41.66265060240964,0.011623717491827768,48.23842759108524,1.022485780745393,57.86573603464265,2.0,-1.0,9,18,-118.50419187026951,0.9471863091283165,REFERENCE ONLY
