model,direction,setup_timestamp,bos_timestamp,retest_timestamp,confirm_timestamp,entry_timestamp,exit_timestamp,entry_price,stop_price,target_price,exit_price,result_R,score,htf_regime,session_bucket,exit_reason,atr,body,body_sma,normalized_atr,volatility_q33,volatility_q67,volatility_regime,trend_regime,crt_high,crt_low,sweep_above,sweep_below,volume,volume_zscore,direction_name,htf_regime_name,session_name,score_band,date_third,bos_present,retest_present,confirmation_present,stop_distance_points,target_distance_points,stop_distance_atr,stop_distance_pct,body_to_atr,time_since_setup_bars,time_since_bos_bars,time_since_retest_bars,relevant_crt_level,distance_from_crt_points,distance_from_crt_atr,outcome,split,bull_BOS,bear_BOS,liquidity_sweep,source_period,year,quarter,month,day_of_week,time_of_day,trend_state,displacement_ratio,displacement_bucket,stop_bucket,target_bucket,crt_direction,liquidity_context,bos_polarity,htf_alignment,setup_to_bos_bucket,entry_time_third,risk_usd
BOS,Long,2021-01-04 06:55:00-06:00,2021-01-04 06:55:00-06:00,,,2021-01-04 06:55:00-06:00,2021-01-04 07:05:00-06:00,12948.75,12941.665297769232,12962.919404461534,12941.665297769232,-1.0,90.0,1,1,STOP,4.723134820511556,4.5,2.05,0.0003647560436730616,0.0004395357196378401,0.0007741279217882351,Low,Bullish trend,12945.0,12939.0,False,False,647,-0.2965429745647642,Long,Bull,Premarket,90-94,Early third,True,False,False,7.084702230768016,14.169404461534214,1.5000000000001443,0.0547134065509645,0.9527570503508539,0.0,0.0,,12939.0,9.75,2.06430694242685,Loss,Research,True,False,False,2021-2023,2021,2021Q1,2021-01,Monday,06:00-07:59,Bullish trend,2.1951219512195124,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,141.69404461536033
BOS,Short,2021-01-04 13:45:00-06:00,2021-01-04 13:45:00-06:00,,,2021-01-04 13:45:00-06:00,2021-01-04 13:55:00-06:00,12613.75,12646.697122726982,12547.855754546035,12646.697122726982,-1.0,75.0,-1,4,STOP,21.964748484654972,18.5,10.75,0.001741333741722721,0.000440663174564711,0.0007818170909409824,High,Bearish trend,12643.0,12629.75,False,False,3455,0.35687670010133044,Short,Bear,Midday,75-79,Early third,True,False,False,32.94712272698234,65.89424545396469,1.4999999999999947,0.2612000612584072,0.8422586770308107,0.0,0.0,,12643.0,29.25,1.3316792596297953,Loss,Research,False,True,False,2021-2023,2021,2021Q1,2021-01,Monday,12:00-13:59,Bearish trend,1.7209302325581395,1.25-1.74x,25-39.99pt,50-79.99pt,No current reclaim,No liquidity sweep,Bear BOS,Aligned,Same bar,Early third,658.9424545396469
BOS,Short,2021-01-04 21:40:00-06:00,2021-01-04 21:40:00-06:00,,,2021-01-04 21:40:00-06:00,2021-01-04 21:45:00-06:00,12702.25,12712.233441785593,12682.283116428818,12682.283116428818,2.0,90.0,-1,0,TARGET,6.655627857060515,11.0,2.85,0.000523972355847233,0.0004438518458920967,0.0007869246461531539,Medium,Bearish trend,12720.0,12712.75,False,False,1435,-0.2259773174496814,Short,Bear,Overnight,90-94,Early third,True,False,False,9.983441785592731,19.966883571181825,1.5000000000002942,0.07859585337710037,1.6527366367593448,0.0,0.0,,12720.0,17.75,2.6669159365889428,Win,Research,False,True,False,2021-2023,2021,2021Q1,2021-01,Monday,20:00-21:59,Bearish trend,3.8596491228070176,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bear BOS,Aligned,Same bar,Early third,199.66883571185463
BOS,Long,2021-01-05 08:30:00-06:00,2021-01-05 08:30:00-06:00,,,2021-01-05 08:30:00-06:00,2021-01-05 08:40:00-06:00,12690.75,12668.558257302144,12735.133485395714,12735.133485395714,2.0,90.0,-1,1,TARGET,14.7944951319046,43.5,11.625,0.001165769960948297,0.00044957384269019913,0.0007889144475240011,High,Bearish trend,12652.25,12637.25,False,False,18337,4.734723499852461,Long,Bear,Premarket,90-94,Early third,True,False,False,22.19174269785617,44.38348539571416,1.4999999999999507,0.17486549414223881,2.9402828289957292,0.0,0.0,,12637.25,53.5,3.616209916121184,Win,Research,True,False,False,2021-2023,2021,2021Q1,2021-01,Tuesday,08:00-09:59,Bearish trend,3.7419354838709675,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bull BOS,Counter-trend,Same bar,Early third,443.8348539571234
BOS,Long,2021-01-06 06:00:00-06:00,2021-01-06 06:00:00-06:00,,,2021-01-06 06:00:00-06:00,2021-01-06 06:55:00-06:00,12616.25,12583.623544955188,12681.502910089624,12583.623544955188,-1.0,90.0,-1,1,STOP,21.750970029874512,47.0,12.375,0.0017240439932527107,0.0004591131129675103,0.0008270775544531593,High,Bearish trend,12575.25,12560.25,False,False,3637,0.6614120036482067,Long,Bear,Premarket,90-94,Early third,True,False,False,32.626455044812246,65.25291008962449,1.500000000000022,0.2586065989879104,2.1608231695159557,0.0,0.0,,12560.25,56.0,2.5745978189977343,Loss,Research,True,False,False,2021-2023,2021,2021Q1,2021-01,Wednesday,06:00-07:59,Bearish trend,3.797979797979798,1.75x+,25-39.99pt,50-79.99pt,No current reclaim,No liquidity sweep,Bull BOS,Counter-trend,Same bar,Early third,652.5291008962449
BOS,Long,2021-01-07 10:35:00-06:00,2021-01-07 10:35:00-06:00,,,2021-01-07 10:35:00-06:00,2021-01-07 10:55:00-06:00,12910.0,12884.601171499518,12960.797657000963,12884.601171499518,-1.0,75.0,1,3,STOP,16.93255233365498,14.75,7.625,0.0013115842241405871,0.0004728744316493248,0.0008615602155703998,High,Bullish trend,12905.5,12893.5,False,False,4388,0.6736130142791295,Long,Bull,MidAM,75-79,Early third,True,False,False,25.398828500481613,50.79765700096323,1.4999999999999496,0.19673763362108143,0.8711031691709608,0.0,0.0,,12893.5,16.5,0.9744543926319222,Loss,Research,True,False,False,2021-2023,2021,2021Q1,2021-01,Thursday,10:00-11:59,Bullish trend,1.9344262295081966,1.75x+,25-39.99pt,50-79.99pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,507.97657000963227
BOS,Short,2021-01-07 11:10:00-06:00,2021-01-07 11:10:00-06:00,,,2021-01-07 11:10:00-06:00,2021-01-07 11:40:00-06:00,12869.5,12892.834055431527,12822.831889136944,12892.834055431527,-1.0,75.0,1,3,STOP,15.556036954352065,11.5,6.125,0.0012087522401299246,0.00047347595397157,0.0008621086603106828,High,Bullish trend,12890.0,12874.75,False,False,3241,0.339112390145057,Short,Bull,MidAM,75-79,Early third,True,False,False,23.334055431527304,46.66811086305643,1.499999999999949,0.18131283601948253,0.739262836270306,0.0,0.0,,12890.0,20.5,1.3178163603079367,Loss,Research,False,True,False,2021-2023,2021,2021Q1,2021-01,Thursday,10:00-11:59,Bullish trend,1.8775510204081634,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,466.6811086305461
BOS,Long,2021-01-07 12:30:00-06:00,2021-01-07 12:30:00-06:00,,,2021-01-07 12:30:00-06:00,2021-01-07 13:30:00-06:00,12906.0,12886.25134467326,12945.49731065348,12910.0,0.2025454358193137,75.0,1,4,TIME,13.16577021782678,15.75,8.8,0.0010201278643907315,0.00047406442936195794,0.000864478351768332,High,Bullish trend,12895.25,12887.0,False,False,3010,0.32641697875784464,Long,Bull,Midday,75-79,Early third,True,False,False,19.748655326740845,39.49731065347987,1.5000000000000513,0.15301917965861495,1.1962839803078218,0.0,0.0,,12887.0,19.0,1.4431362302126105,Win,Research,True,False,False,2021-2023,2021,2021Q1,2021-01,Thursday,12:00-13:59,Bullish trend,1.789772727272727,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,394.9731065348169
BOS,Long,2021-01-07 14:00:00-06:00,2021-01-07 14:00:00-06:00,,,2021-01-07 14:00:00-06:00,2021-01-07 15:00:00-06:00,12927.25,12910.483278031705,12960.783443936589,12919.25,-0.4771356031982698,75.0,1,5,TIME,11.177814645529836,13.25,4.2,0.0008646707262201811,0.00047480384202425126,0.0008659517546659101,Medium,Bullish trend,12914.75,12903.75,False,False,4458,0.8505717722900973,Long,Bull,PM,75-79,Early third,True,False,False,16.766721968295315,33.53344393658881,1.5000000000000502,0.1297006089330315,1.1853837641957017,0.0,0.0,,12903.75,23.5,2.1023787515923766,Loss,Research,True,False,False,2021-2023,2021,2021Q1,2021-01,Thursday,14:00-15:59,Bullish trend,3.1547619047619047,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,335.3344393659063
BOS,Long,2021-01-07 23:10:00-06:00,2021-01-07 23:10:00-06:00,,,2021-01-07 23:10:00-06:00,2021-01-08 00:10:00-06:00,12965.0,12955.51723174097,12983.965536518055,12965.25,0.0263636095674883,90.0,1,0,TIME,6.321845506019047,4.75,3.1,0.00048760860054138425,0.00047750964910005044,0.0008627373674046623,Medium,Bullish trend,12961.25,12952.25,False,False,425,-0.4634576450245108,Long,Bull,Overnight,90-94,Early third,True,False,False,9.482768259029399,18.96553651805516,1.500000000000131,0.07314129008121403,0.7513628726734166,0.0,0.0,,12952.25,12.75,2.0168161319128552,Win,Research,True,False,False,2021-2023,2021,2021Q1,2021-01,Thursday,22:00-23:59,Bullish trend,1.532258064516129,1.25-1.74x,<15pt,<30pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,189.65536518058798
BOS,Short,2021-01-08 03:05:00-06:00,2021-01-08 03:05:00-06:00,,,2021-01-08 03:05:00-06:00,2021-01-08 04:00:00-06:00,12963.0,12976.590204779406,12935.819590441188,12976.590204779406,-1.0,75.0,1,0,STOP,9.060136519603846,5.25,3.65,0.0006989228203042386,0.0004771472597855219,0.0008607423695444988,Medium,Bullish trend,12971.75,12964.25,False,False,693,-0.3490111009988432,Short,Bull,Overnight,75-79,Early third,True,False,False,13.590204779406122,27.180409558812244,1.5000000000000389,0.10483842304563852,0.5794614671247311,0.0,0.0,,12971.75,8.75,0.9657691118745518,Loss,Research,False,True,False,2021-2023,2021,2021Q1,2021-01,Friday,02:00-03:59,Bullish trend,1.4383561643835616,1.25-1.74x,<15pt,<30pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,271.80409558812244
BOS,Short,2021-01-08 12:20:00-06:00,2021-01-08 12:20:00-06:00,,,2021-01-08 12:20:00-06:00,2021-01-08 13:00:00-06:00,12965.5,12997.386602760818,12901.726794478362,12997.386602760818,-1.0,100.0,1,4,STOP,21.257735173879432,33.75,12.875,0.001639561542083177,0.00047995558774891975,0.0008620340337249103,High,Bullish trend,13031.25,12998.25,False,False,9201,3.128821344666642,Short,Bull,Midday,95+,Early third,True,False,False,31.886602760818278,63.773205521638374,1.4999999999999591,0.24593423131246983,1.5876573738424642,0.0,0.0,,13031.25,65.75,3.092991772744949,Loss,Research,False,True,True,2021-2023,2021,2021Q1,2021-01,Friday,12:00-13:59,Bullish trend,2.621359223300971,1.75x+,25-39.99pt,50-79.99pt,No current reclaim,Liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,637.7320552163656
BOS,Short,2021-01-11 06:05:00-06:00,2021-01-11 06:05:00-06:00,,,2021-01-11 06:05:00-06:00,2021-01-11 06:15:00-06:00,13033.5,13046.551233882852,13007.397532234294,13007.397532234294,2.0,90.0,1,1,TARGET,8.70082258856841,7.5,3.625,0.0006675737590492508,0.0004885269690110435,0.0008674402765724343,Medium,Bullish trend,13044.25,13037.25,False,False,484,-0.5019874485624202,Short,Bull,Premarket,90-94,Early third,True,False,False,13.051233882852102,26.102467765706024,1.499999999999941,0.10013606385738369,0.861987464248942,0.0,0.0,,13044.25,10.75,1.2355153654234836,Win,Research,False,True,False,2021-2023,2021,2021Q1,2021-01,Monday,06:00-07:59,Bullish trend,2.0689655172413794,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,261.02467765704205
BOS,Short,2021-01-12 10:50:00-06:00,2021-01-12 10:50:00-06:00,,,2021-01-12 10:50:00-06:00,2021-01-12 11:05:00-06:00,12858.75,12887.341864713311,12801.566270573372,12801.566270573372,2.0,100.0,-1,3,TARGET,19.06124314220924,14.0,7.15,0.0014823558388030904,0.0004994993463156087,0.0008744649913378842,High,Bearish trend,12882.5,12866.75,False,False,6048,1.8966138462651896,Short,Bear,MidAM,95+,Early third,True,False,False,28.591864713311224,57.183729426627906,1.4999999999998619,0.22235337582044307,0.734474656010152,0.0,0.0,,12882.5,23.75,1.2459837914457936,Win,Research,False,True,False,2021-2023,2021,2021Q1,2021-01,Tuesday,10:00-11:59,Bearish trend,1.958041958041958,1.75x+,25-39.99pt,50-79.99pt,No current reclaim,No liquidity sweep,Bear BOS,Aligned,Same bar,Early third,571.8372942662245
BOS,Long,2021-01-12 13:00:00-06:00,2021-01-12 13:00:00-06:00,,,2021-01-12 13:00:00-06:00,2021-01-12 13:20:00-06:00,12902.75,12876.272647483074,12955.704705033851,12876.272647483074,-1.0,75.0,-1,4,STOP,17.651568344617555,22.5,9.575,0.0013680469934407437,0.0004999547434924485,0.0008772930407114208,High,Bearish trend,12885.0,12875.75,False,False,5679,1.552557270841497,Long,Bear,Midday,75-79,Early third,True,False,False,26.477352516925748,52.954705033851496,1.499999999999967,0.205207049016107,1.2746742703381857,0.0,0.0,,12875.75,27.0,1.529609124405823,Loss,Research,True,False,False,2021-2023,2021,2021Q1,2021-01,Tuesday,12:00-13:59,Bearish trend,2.349869451697128,1.75x+,25-39.99pt,50-79.99pt,No current reclaim,No liquidity sweep,Bull BOS,Counter-trend,Same bar,Early third,529.547050338515
BOS,Short,2021-01-13 05:25:00-06:00,2021-01-13 05:25:00-06:00,,,2021-01-13 05:25:00-06:00,2021-01-13 05:30:00-06:00,12859.5,12873.815980421285,12830.868039157434,12873.815980421285,-1.0,90.0,-1,1,STOP,9.543986947521669,19.0,5.3,0.0007421740306793941,0.000496298667087046,0.000873319012157763,Medium,Bearish trend,12891.25,12867.5,False,False,936,-0.2659532317553006,Short,Bear,Premarket,90-94,Early third,True,False,False,14.315980421284621,28.631960842565604,1.500000000000222,0.11132610460192559,1.9907822699751092,0.0,0.0,,12891.25,31.75,3.3267019511426166,Loss,Research,False,True,False,2021-2023,2021,2021Q1,2021-01,Wednesday,04:00-05:59,Bearish trend,3.5849056603773586,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bear BOS,Aligned,Same bar,Early third,286.3196084256924
BOS,Short,2021-01-13 21:25:00-06:00,2021-01-13 21:25:00-06:00,,,2021-01-13 21:25:00-06:00,2021-01-13 21:30:00-06:00,12957.75,12971.046328169614,12931.15734366077,12931.15734366077,2.0,90.0,1,0,TARGET,8.864218779742968,17.0,5.025,0.0006840862634132444,0.0005023144282661286,0.0008831819458140647,Medium,Bullish trend,12982.5,12972.5,False,False,1332,-0.056601520748117085,Short,Bull,Overnight,90-94,Early third,True,False,False,13.296328169613844,26.592656339229507,1.4999999999999314,0.10261293951198197,1.9178227007268136,0.0,0.0,,12982.5,24.75,2.792124226058155,Win,Research,False,True,True,2021-2023,2021,2021Q1,2021-01,Wednesday,20:00-21:59,Bullish trend,3.3830845771144276,1.75x+,<15pt,<30pt,No current reclaim,Liquidity sweep,Bear BOS,Counter-trend,Same bar,Early third,265.9265633922769
BOS,Short,2021-01-14 21:45:00-06:00,2021-01-14 21:45:00-06:00,,,2021-01-14 21:45:00-06:00,2021-01-14 22:45:00-06:00,12889.75,12901.999505910511,12865.250988178974,12877.5,1.00004033546256,75.0,-1,0,TIME,8.166337273675312,4.75,4.0,0.0006335528054209982,0.0005123619696559457,0.000884520973678393,Medium,Bearish trend,12897.75,12893.0,True,False,605,-0.3902066124799529,Short,Bear,Overnight,75-79,Early third,True,False,False,12.249505910511289,24.499011821026215,1.4999999999997944,0.0950329208131367,0.5816561134833257,0.0,0.0,,12897.75,8.0,0.9796313490245485,Win,Research,False,True,False,2021-2023,2021,2021Q1,2021-01,Thursday,20:00-21:59,Bearish trend,1.1875,0.75-1.24x,<15pt,<30pt,Bearish reclaim,No liquidity sweep,Bear BOS,Aligned,Same bar,Early third,244.99011821022577
BOS,Short,2021-01-15 03:50:00-06:00,2021-01-15 03:50:00-06:00,,,2021-01-15 03:50:00-06:00,2021-01-15 04:30:00-06:00,12873.5,12885.17611210262,12850.14777579476,12885.17611210262,-1.0,90.0,-1,0,STOP,7.784074735080075,6.5,3.125,0.0006046587746207383,0.0005151073935616583,0.0008804298813467008,Medium,Bearish trend,12886.0,12878.25,False,False,399,-0.49882129287355276,Short,Bear,Overnight,90-94,Early third,True,False,False,11.6761121026193,23.352224205240418,1.4999999999998954,0.09069881619310444,0.8350382314171261,0.0,0.0,,12886.0,12.5,1.6058427527252424,Loss,Research,False,True,False,2021-2023,2021,2021Q1,2021-01,Friday,02:00-03:59,Bearish trend,2.08,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bear BOS,Aligned,Same bar,Early third,233.522242052386
BOS,Short,2021-01-15 04:35:00-06:00,2021-01-15 05:05:00-06:00,,,2021-01-15 05:05:00-06:00,2021-01-15 06:00:00-06:00,12854.25,12868.818174531036,12825.113650937928,12868.818174531036,-1.0,75.0,-1,1,STOP,9.71211635402373,10.0,5.125,0.0007555568278214388,0.0005161204102191954,0.0008787511844798674,Medium,Bearish trend,12871.25,12857.25,False,False,1020,-0.21533448743394784,Short,Bear,Premarket,75-79,Early third,True,False,False,14.568174531035766,29.13634906207153,1.5000000000000175,0.11333352417321715,1.029641700684218,6.0,0.0,,12871.25,17.0,1.7503908911631707,Loss,Research,False,True,False,2021-2023,2021,2021Q1,2021-01,Friday,04:00-05:59,Bearish trend,1.951219512195122,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bear BOS,Aligned,4-12 bars,Early third,291.3634906207153
BOS,Long,2021-01-15 08:00:00-06:00,2021-01-15 08:30:00-06:00,,,2021-01-15 08:30:00-06:00,2021-01-15 08:55:00-06:00,12907.0,12885.802835473698,12949.394329052602,12885.802835473698,-1.0,75.0,-1,1,STOP,14.131443017534314,20.75,6.925,0.001094866585382685,0.0005169392095572699,0.0008768809369521322,High,Bearish trend,12902.0,12881.5,False,True,16775,7.024715246231427,Long,Bear,Premarket,75-79,Early third,True,False,False,21.197164526302004,42.39432905260219,1.5000000000000377,0.16422998780740686,1.468356768254549,6.0,0.0,,12881.5,25.5,1.8044866308670362,Loss,Research,True,False,True,2021-2023,2021,2021Q1,2021-01,Friday,08:00-09:59,Bearish trend,2.996389891696751,1.75x+,15-24.99pt,30-49.99pt,Bullish reclaim,Liquidity sweep,Bull BOS,Counter-trend,4-12 bars,Early third,423.9432905260401
BOS,Long,2021-01-15 12:15:00-06:00,2021-01-15 12:15:00-06:00,,,2021-01-15 12:15:00-06:00,2021-01-15 13:15:00-06:00,12872.25,12842.399308537892,12931.951382924211,12852.25,-0.6700012301352902,75.0,-1,4,TIME,19.90046097473731,19.0,10.3,0.0015459970847938246,0.0005187161402161877,0.0008825478499610825,High,Bearish trend,12853.75,12837.5,False,False,6003,1.3686470590822593,Long,Bear,Midday,75-79,Early third,True,False,False,29.850691462108443,59.70138292421143,1.5000000000001246,0.23189956271909296,0.9547517529427885,0.0,0.0,,12837.5,34.75,1.7461907060401,Loss,Research,True,False,False,2021-2023,2021,2021Q1,2021-01,Friday,12:00-13:59,Bearish trend,1.8446601941747571,1.75x+,25-39.99pt,50-79.99pt,No current reclaim,No liquidity sweep,Bull BOS,Counter-trend,Same bar,Early third,597.0138292421689
BOS,Short,2021-01-15 13:55:00-06:00,2021-01-15 13:55:00-06:00,,,2021-01-15 13:55:00-06:00,2021-01-15 14:15:00-06:00,12825.5,12848.163686272708,12780.172627454584,12848.163686272708,-1.0,75.0,-1,4,STOP,15.109124181805672,10.0,4.8,0.0011780534233991403,0.0005190265070489791,0.0008848109685205332,High,Bearish trend,12852.25,12830.25,False,False,3241,0.4419798600859442,Short,Bear,Midday,75-79,Early third,True,False,False,22.66368627270822,45.32737254541644,1.499999999999981,0.17670801350986876,0.6618517314221262,0.0,0.0,,12852.25,26.75,1.7704533815541876,Loss,Research,False,True,False,2021-2023,2021,2021Q1,2021-01,Friday,12:00-13:59,Bearish trend,2.0833333333333335,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bear BOS,Aligned,Same bar,Early third,453.2737254541644
BOS,Short,2021-01-18 00:50:00-06:00,2021-01-18 00:50:00-06:00,,,2021-01-18 00:50:00-06:00,2021-01-18 01:50:00-06:00,12767.75,12776.644983517086,12749.960032965828,12767.25,0.0562114588565062,90.0,-1,0,TIME,5.929989011390894,8.25,2.925,0.00046445058928870744,0.0005201674824669891,0.0008890592157937495,Low,Bearish trend,12779.25,12776.0,False,False,220,-0.5603757345177152,Short,Bear,Overnight,90-94,Early third,True,False,False,8.894983517086075,17.78996703417215,1.4999999999999551,0.06966758839330403,1.3912336066985294,0.0,0.0,,12779.25,11.5,1.9392953305494651,Win,Research,False,True,False,2021-2023,2021,2021Q1,2021-01,Monday,00:00-01:59,Bearish trend,2.8205128205128207,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bear BOS,Aligned,Same bar,Early third,177.8996703417215
BOS,Long,2021-01-18 05:05:00-06:00,2021-01-18 05:05:00-06:00,,,2021-01-18 05:05:00-06:00,2021-01-18 05:45:00-06:00,12800.25,12790.459132204318,12819.831735591364,12790.459132204318,-1.0,90.0,-1,1,STOP,6.52724519712135,18.75,3.725,0.0005099310714338666,0.0005179802365186249,0.0008857384483540849,Low,Bearish trend,12784.75,12780.75,False,True,950,-0.2921844967036,Long,Bear,Premarket,90-94,Early third,True,False,False,9.790867795682061,19.581735591364122,1.5000000000000056,0.07648966071508026,2.872574789785611,0.0,0.0,,12780.75,19.5,2.9874777813770352,Loss,Research,True,False,True,2021-2023,2021,2021Q1,2021-01,Monday,04:00-05:59,Bearish trend,5.033557046979865,1.75x+,<15pt,<30pt,Bullish reclaim,Liquidity sweep,Bull BOS,Counter-trend,Same bar,Early third,195.81735591364122
BOS,Long,2021-01-19 03:40:00-06:00,2021-01-19 03:40:00-06:00,,,2021-01-19 03:40:00-06:00,2021-01-19 04:40:00-06:00,12921.5,12909.958087716632,12944.583824566736,12925.5,0.3465630219494988,90.0,1,0,TIME,7.694608188911895,7.0,3.85,0.0005954887736649688,0.0005116333909228904,0.0008733335646419667,Medium,Bullish trend,12920.25,12914.5,False,False,326,0.013956685846483937,Long,Bull,Overnight,90-94,Early third,True,False,False,11.54191228336822,23.08382456673644,1.500000000000049,0.08932331604974825,0.9097279326174346,0.0,0.0,,12914.5,7.0,0.9097279326174346,Win,Research,True,False,False,2021-2023,2021,2021Q1,2021-01,Tuesday,02:00-03:59,Bullish trend,1.8181818181818181,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,230.8382456673644
BOS,Long,2021-01-19 08:30:00-06:00,2021-01-19 08:30:00-06:00,,,2021-01-19 08:30:00-06:00,2021-01-19 08:35:00-06:00,12911.75,12897.33247436252,12940.58505127496,12897.33247436252,-1.0,90.0,1,1,STOP,9.611683758319803,19.0,4.9,0.0007444137129606601,0.0005100477461810997,0.0008704872189908331,Medium,Bullish trend,12903.75,12891.5,False,True,16845,57.26138430998036,Long,Bull,Premarket,90-94,Early third,True,False,False,14.41752563748014,28.83505127496028,1.5000000000000453,0.11166205694410238,1.9767608337668976,0.0,0.0,,12891.5,20.25,2.106810888619983,Loss,Research,True,False,True,2021-2023,2021,2021Q1,2021-01,Tuesday,08:00-09:59,Bullish trend,3.877551020408163,1.75x+,<15pt,<30pt,Bullish reclaim,Liquidity sweep,Bull BOS,Aligned,Same bar,Early third,288.3505127496028
BOS,Long,2021-01-19 14:00:00-06:00,2021-01-19 14:00:00-06:00,,,2021-01-19 14:00:00-06:00,2021-01-19 14:20:00-06:00,13000.5,12984.538820434474,13032.42235913105,12984.538820434474,-1.0,75.0,1,5,STOP,10.640786377016639,18.5,5.0,0.0008184905485955647,0.0005119534518296482,0.0008744830633525287,Medium,Bullish trend,12991.75,12981.0,False,True,6294,2.3472518338981065,Long,Bull,PM,75-79,Early third,True,False,False,15.961179565525526,31.922359131049234,1.5000000000000535,0.12277358228933907,1.7385933092274757,0.0,0.0,,12981.0,19.5,1.8325713259424745,Loss,Research,True,False,False,2021-2023,2021,2021Q1,2021-01,Tuesday,14:00-15:59,Bullish trend,3.7,1.75x+,15-24.99pt,30-49.99pt,Bullish reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,319.2235913105105
BOS,Long,2021-01-19 15:00:00-06:00,2021-01-19 15:30:00-06:00,,,2021-01-19 15:30:00-06:00,2021-01-19 17:05:00-06:00,13009.0,12990.736077894211,13045.527844211576,13045.527844211576,2.0,100.0,1,5,TARGET,12.17594807052557,5.75,6.525,0.0009359634153682504,0.000512474707997787,0.0008743409088016053,High,Bullish trend,13004.25,12996.25,False,False,538,-0.394144166848735,Long,Bull,PM,95+,Early third,True,False,False,18.26392210578888,36.52784421157594,1.500000000000043,0.14039451230524158,0.4722424871307622,6.0,0.0,,12996.25,12.75,1.0471463845073423,Win,Research,True,False,False,2021-2023,2021,2021Q1,2021-01,Tuesday,14:00-15:59,Bullish trend,0.8812260536398467,0.75-1.24x,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,4-12 bars,Early third,365.2784421157776
BOS,Long,2021-01-20 06:10:00-06:00,2021-01-20 06:35:00-06:00,,,2021-01-20 06:35:00-06:00,2021-01-20 07:15:00-06:00,13089.5,13079.977175635877,13108.545648728246,13108.545648728246,2.0,75.0,1,1,TARGET,6.348549576081891,0.25,1.875,0.0004850108542023676,0.0005105778388017655,0.0008661253419941782,Low,Bullish trend,13094.5,13079.75,False,False,315,-0.4893091281272173,Long,Bull,Premarket,75-79,Early third,True,False,False,9.522824364123153,19.045648728246306,1.50000000000005,0.07275162813035756,0.03937907344094358,5.0,0.0,,13079.75,9.75,1.5357838641967996,Win,Research,True,False,False,2021-2023,2021,2021Q1,2021-01,Wednesday,06:00-07:59,Bullish trend,0.13333333333333333,<0.75x,<15pt,<30pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,4-12 bars,Early third,190.45648728246306
BOS,Long,2021-01-20 11:35:00-06:00,2021-01-20 11:35:00-06:00,,,2021-01-20 11:35:00-06:00,2021-01-20 12:35:00-06:00,13262.75,13243.78614232846,13300.67771534308,13280.25,0.9228080226663766,75.0,1,3,TIME,12.64257178102636,9.0,4.25,0.0009532390930256817,0.0005107433347911526,0.0008674402765724343,High,Bullish trend,13258.25,13248.75,False,False,3374,0.7526940319648071,Long,Bull,MidAM,75-79,Early third,True,False,False,18.96385767154061,37.9277153430794,1.5000000000000846,0.14298586395386031,0.7118804746283477,0.0,0.0,,13248.75,14.0,1.1073696271996518,Win,Research,True,False,False,2021-2023,2021,2021Q1,2021-01,Wednesday,10:00-11:59,Bullish trend,2.1176470588235294,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Early third,379.2771534308122
