model,direction,setup_timestamp,bos_timestamp,retest_timestamp,confirm_timestamp,entry_timestamp,exit_timestamp,entry_price,stop_price,target_price,exit_price,result_R,score,htf_regime,session_bucket,exit_reason,atr,body,body_sma,normalized_atr,volatility_q33,volatility_q67,volatility_regime,trend_regime,crt_high,crt_low,sweep_above,sweep_below,volume,volume_zscore,direction_name,htf_regime_name,session_name,score_band,date_third,bos_present,retest_present,confirmation_present,stop_distance_points,target_distance_points,stop_distance_atr,stop_distance_pct,body_to_atr,time_since_setup_bars,time_since_bos_bars,time_since_retest_bars,relevant_crt_level,distance_from_crt_points,distance_from_crt_atr,outcome,split,bull_BOS,bear_BOS,liquidity_sweep,source_period,year,quarter,month,day_of_week,time_of_day,trend_state,displacement_ratio,displacement_bucket,stop_bucket,target_bucket,crt_direction,liquidity_context,bos_polarity,htf_alignment,setup_to_bos_bucket,entry_time_third,risk_usd
BOS,Long,2023-01-23 06:30:00-06:00,2023-01-23 06:30:00-06:00,,,2023-01-23 06:30:00-06:00,2023-01-23 07:05:00-06:00,11470.5,11458.393659674117,11494.712680651772,11494.712680651772,2.0,90.0,1,1,TARGET,8.07089355059038,8.5,3.6,0.000703621773295879,0.000765244572010747,0.00134053651787941,Low,Bullish trend,11464.25,11459.0,False,False,905,-0.3503281360817535,Long,Bull,Premarket,90-94,Early third,True,False,False,12.106340325883139,24.212680651771734,1.4999999999996987,0.10554326599436065,1.0531671551259936,0.0,0.0,,11459.0,11.5,1.4248732098763441,Win,Research,True,False,False,2021-2023,2023,2023Q1,2023-01,Monday,06:00-07:59,Bullish trend,2.361111111111111,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Middle third,242.12680651766277
BOS,Short,2023-01-23 13:35:00-06:00,2023-01-23 13:35:00-06:00,,,2023-01-23 13:35:00-06:00,2023-01-23 14:35:00-06:00,11696.5,11721.072490507768,11647.355018984466,11701.0,-0.1831316202392097,100.0,1,4,TIME,16.38166033851143,22.75,9.275,0.001400560880478043,0.0007651418859535039,0.0013344360415242951,High,Bullish trend,11732.0,11715.25,False,False,7867,1.7420464014793322,Short,Bull,Midday,95+,Early third,True,False,False,24.572490507767725,49.14498101553363,1.5000000000000353,0.21008413207171142,1.3887481201473408,0.0,0.0,,11732.0,35.5,2.1670575061639825,Loss,Research,False,True,True,2021-2023,2023,2023Q1,2023-01,Monday,12:00-13:59,Bullish trend,2.452830188679245,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,Liquidity sweep,Bear BOS,Counter-trend,Same bar,Middle third,491.4498101553545
BOS,Long,2023-01-23 19:30:00-06:00,2023-01-23 19:30:00-06:00,,,2023-01-23 19:30:00-06:00,2023-01-23 20:30:00-06:00,11715.75,11707.821096481628,11731.607807036746,11721.75,0.7567250611760995,90.0,1,0,TIME,5.285935678915158,5.5,2.925,0.00045118201386297577,0.0007634563946427544,0.0013306335047712844,Low,Bullish trend,11710.25,11707.75,False,False,456,-0.4994567977169556,Long,Bull,Overnight,90-94,Early third,True,False,False,7.928903518371953,15.857807036745726,1.4999999999998517,0.06767730207943967,1.0404969591171367,0.0,0.0,,11707.75,8.0,1.513450122352199,Win,Research,True,False,False,2021-2023,2023,2023Q1,2023-01,Monday,18:00-19:59,Bullish trend,1.8803418803418805,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Middle third,158.57807036743907
BOS,Long,2023-01-24 01:20:00-06:00,2023-01-24 01:20:00-06:00,,,2023-01-24 01:20:00-06:00,2023-01-24 01:30:00-06:00,11726.25,11718.51320094404,11741.723598111916,11718.51320094404,-1.0,90.0,1,0,STOP,5.15786603730604,7.75,2.675,0.00043985639375811024,0.0007590365929106409,0.0013306335047712844,Low,Bullish trend,11720.5,11713.5,False,False,544,-0.47480794526323156,Long,Bull,Overnight,90-94,Early third,True,False,False,7.7367990559596365,15.473598111915635,1.5000000000001117,0.06597845906372145,1.5025593809427114,0.0,0.0,,11713.5,12.75,2.471952529938009,Loss,Research,True,False,False,2021-2023,2023,2023Q1,2023-01,Tuesday,00:00-01:59,Bullish trend,2.897196261682243,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Middle third,154.73598111919273
BOS,Short,2023-01-24 12:00:00-06:00,2023-01-24 12:00:00-06:00,,,2023-01-24 12:00:00-06:00,2023-01-24 12:15:00-06:00,11668.75,11699.29077742746,11607.668445145078,11699.29077742746,-1.0,75.0,1,4,STOP,20.360518284974006,22.25,7.125,0.001744875696623375,0.0007551850750967856,0.0013329563012493464,High,Bullish trend,11697.25,11684.75,True,False,5235,1.0378678291932917,Short,Bull,Midday,75-79,Early third,True,False,False,30.540777427460853,61.081554854921706,1.4999999999999922,0.2617313544935049,1.0928012582283049,0.0,0.0,,11697.25,28.5,1.3997679037980533,Loss,Research,False,True,False,2021-2023,2023,2023Q1,2023-01,Tuesday,12:00-13:59,Bullish trend,3.1228070175438596,1.75x+,25-39.99pt,50-79.99pt,Bearish reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Middle third,610.815548549217
BOS,Short,2023-01-24 14:30:00-06:00,2023-01-24 14:30:00-06:00,,,2023-01-24 14:30:00-06:00,2023-01-24 14:55:00-06:00,11674.25,11696.123809170856,11630.502381658289,11696.123809170856,-1.0,75.0,1,5,STOP,14.582539447237513,21.25,6.1,0.0012491200246043655,0.0007551850750967856,0.00133144205826435,Medium,Bullish trend,11702.0,11689.25,False,False,3774,0.61166688905772,Short,Bull,PM,75-79,Early third,True,False,False,21.873809170856475,43.74761834171113,1.500000000000014,0.18736800369065656,1.4572221852638676,0.0,0.0,,11702.0,27.75,1.9029607360504623,Loss,Research,False,True,False,2021-2023,2023,2023Q1,2023-01,Tuesday,14:00-15:59,Bullish trend,3.4836065573770494,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Middle third,437.4761834171295
BOS,Long,2023-01-24 15:00:00-06:00,2023-01-24 15:00:00-06:00,,,2023-01-24 15:00:00-06:00,2023-01-24 17:00:00-06:00,11778.0,11741.591834879311,11850.816330241378,11741.591834879311,-1.0,75.0,1,5,STOP,24.272110080459278,81.5,15.525,0.0020608006521021633,0.0007551850750967856,0.0013308810265569124,High,Bullish trend,11707.0,11690.75,False,True,16616,4.844655458105652,Long,Bull,PM,75-79,Early third,True,False,False,36.408165120688864,72.81633024137773,1.4999999999999978,0.309120097815324,3.357763281801079,0.0,0.0,,11690.75,87.25,3.5946606912533023,Loss,Research,True,False,False,2021-2023,2023,2023Q1,2023-01,Tuesday,14:00-15:59,Bullish trend,5.249597423510467,1.75x+,25-39.99pt,50-79.99pt,Bullish reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Middle third,728.1633024137773
BOS,Long,2023-01-25 10:15:00-06:00,2023-01-25 10:15:00-06:00,,,2023-01-25 10:15:00-06:00,2023-01-25 11:15:00-06:00,11520.25,11476.717369813754,11607.31526037249,11545.75,0.5857675010883449,100.0,-1,2,TIME,29.021753457496914,28.0,17.075,0.0025191947620491666,0.00075177689750286,0.0013288140013419044,High,Bearish trend,11494.5,11452.25,False,False,12883,3.4593502828978604,Long,Bear,Open,95+,Early third,True,False,False,43.532630186246024,87.06526037249023,1.5000000000000224,0.3778792143073807,0.9647935312043328,0.0,0.0,,11452.25,68.0,2.3430700043533794,Win,Research,True,False,False,2021-2023,2023,2023Q1,2023-01,Wednesday,10:00-11:59,Bearish trend,1.6398243045387995,1.25-1.74x,40pt+,80pt+,No current reclaim,No liquidity sweep,Bull BOS,Counter-trend,Same bar,Middle third,870.6526037249205
BOS,Short,2023-01-26 03:30:00-06:00,2023-01-26 03:30:00-06:00,,,2023-01-26 03:30:00-06:00,2023-01-26 04:30:00-06:00,11716.75,11732.693302415182,11684.863395169636,11730.25,-0.846750544425734,75.0,1,0,TIME,10.62886827678841,8.5,6.85,0.0009071515801556242,0.0007474628026569787,0.0013205791316820746,Medium,Bullish trend,11736.75,11724.25,False,False,1201,-0.313841312108794,Short,Bull,Overnight,75-79,Early third,True,False,False,15.943302415182188,31.886604830364377,1.4999999999999598,0.13607273702334,0.7997088475131933,0.0,0.0,,11736.75,20.0,1.8816678765016313,Loss,Research,False,True,False,2021-2023,2023,2023Q1,2023-01,Thursday,02:00-03:59,Bullish trend,1.2408759124087592,0.75-1.24x,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Middle third,318.86604830364377
BOS,Long,2023-01-26 07:30:00-06:00,2023-01-26 08:00:00-06:00,,,2023-01-26 08:00:00-06:00,2023-01-26 08:30:00-06:00,11798.5,11773.9447551627,11847.610489674602,11847.610489674602,2.0,75.0,1,1,TARGET,16.370163224867245,11.0,10.175,0.00138747834257467,0.0007462029085233426,0.0013201809062626966,High,Bullish trend,11800.5,11782.0,False,False,1715,-0.16468505145421017,Long,Bull,Premarket,75-79,Early third,True,False,False,24.55524483730005,49.11048967460192,1.4999999999999503,0.2081217513861936,0.6719542040540164,6.0,0.0,,11782.0,16.5,1.0079313060810247,Win,Research,True,False,False,2021-2023,2023,2023Q1,2023-01,Thursday,08:00-09:59,Bullish trend,1.081081081081081,0.75-1.24x,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,4-12 bars,Middle third,491.10489674600103
BOS,Short,2023-01-26 09:50:00-06:00,2023-01-26 09:50:00-06:00,,,2023-01-26 09:50:00-06:00,2023-01-26 10:50:00-06:00,11726.25,11780.695258640244,11617.359482719512,11752.0,-0.4729521108559216,100.0,1,2,TIME,36.29683909349599,63.0,29.15,0.0030953492457943496,0.0007462029085233426,0.0013234035782767638,High,Bullish trend,11790.75,11761.25,True,False,7816,1.4345383098841955,Short,Bull,Open,95+,Early third,True,False,False,54.44525864024399,108.89051728048798,1.5000000000000002,0.4643023868691525,1.735688329160567,0.0,0.0,,11790.75,64.5,1.777014241759628,Loss,Research,False,True,False,2021-2023,2023,2023Q1,2023-01,Thursday,08:00-09:59,Bullish trend,2.1612349914236706,1.75x+,40pt+,80pt+,Bearish reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Middle third,1088.9051728048798
BOS,Long,2023-01-26 12:35:00-06:00,2023-01-26 12:35:00-06:00,,,2023-01-26 12:35:00-06:00,2023-01-26 13:35:00-06:00,11820.75,11786.807757779008,11888.634484441984,11838.0,0.5082162777487781,75.0,1,4,TIME,22.628161480661372,27.75,13.875,0.001914274600229374,0.0007462029085233426,0.0013237089646748017,High,Bullish trend,11803.5,11789.75,False,False,5135,0.8691142480819743,Long,Bull,Midday,75-79,Early third,True,False,False,33.94224222099183,67.88448444198366,1.4999999999999898,0.28714119003440414,1.2263479745677035,0.0,0.0,,11789.75,31.0,1.3699743139314886,Win,Research,True,False,False,2021-2023,2023,2023Q1,2023-01,Thursday,12:00-13:59,Bullish trend,2.0,1.75x+,25-39.99pt,50-79.99pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Middle third,678.8448444198366
BOS,Short,2023-01-27 06:35:00-06:00,2023-01-27 06:35:00-06:00,,,2023-01-27 06:35:00-06:00,2023-01-27 07:15:00-06:00,11826.5,11839.869054733868,11799.761890532269,11839.869054733868,-1.0,75.0,1,1,STOP,8.91270315591071,7.5,5.65,0.0007536213719960014,0.0007366656657848901,0.0013104332156929819,Medium,Bullish trend,11845.25,11833.5,False,False,1360,-0.21864535906913463,Short,Bull,Premarket,75-79,Early third,True,False,False,13.369054733868325,26.738109467731192,1.5000000000002534,0.1130432057994193,0.8414955450441726,0.0,0.0,,11845.25,18.75,2.1037388626104314,Loss,Research,False,True,False,2021-2023,2023,2023Q1,2023-01,Friday,06:00-07:59,Bullish trend,1.327433628318584,1.25-1.74x,<15pt,<30pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Middle third,267.3810946773665
BOS,Long,2023-01-27 08:30:00-06:00,2023-01-27 08:30:00-06:00,,,2023-01-27 08:30:00-06:00,2023-01-27 08:45:00-06:00,11873.0,11847.955737476976,11923.088525046049,11923.088525046049,2.0,90.0,1,1,TARGET,16.69617501534894,35.25,7.35,0.0014062305243282185,0.0007366656657848901,0.001309867358281651,High,Bullish trend,11843.5,11827.75,False,False,15667,4.060247208537332,Long,Bull,Premarket,90-94,Early third,True,False,False,25.044262523024372,50.088525046048744,1.5000000000000577,0.2109345786492409,2.1112620086693132,0.0,0.0,,11827.75,45.25,2.710201585596778,Win,Research,True,False,False,2021-2023,2023,2023Q1,2023-01,Friday,08:00-09:59,Bullish trend,4.795918367346939,1.75x+,25-39.99pt,50-79.99pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Middle third,500.88525046048744
BOS,Long,2023-01-27 10:30:00-06:00,2023-01-27 10:30:00-06:00,,,2023-01-27 10:30:00-06:00,2023-01-27 11:30:00-06:00,11975.75,11936.723561837449,12053.8028763251,12013.25,0.960887074649432,75.0,1,3,TIME,26.01762544170026,27.0,14.125,0.0021725257659604,0.0007366656657848901,0.0013116191028573498,High,Bullish trend,11954.25,11939.75,False,False,7348,1.6718089597931862,Long,Bull,MidAM,75-79,Early third,True,False,False,39.02643816255113,78.05287632510044,1.5000000000000284,0.3258788648940662,1.0377580406213867,0.0,0.0,,11939.75,36.0,1.383677387495182,Win,Research,True,False,False,2021-2023,2023,2023Q1,2023-01,Friday,10:00-11:59,Bullish trend,1.9115044247787611,1.75x+,25-39.99pt,50-79.99pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Middle third,780.5287632510226
BOS,Long,2023-01-27 12:35:00-06:00,2023-01-27 12:35:00-06:00,,,2023-01-27 12:35:00-06:00,2023-01-27 13:35:00-06:00,12039.5,12014.93603758756,12088.627924824885,12056.25,0.6818932433928537,75.0,1,4,TIME,16.37597494162778,9.5,6.1,0.0013601872952886567,0.0007366656657848901,0.0013116191028573498,High,Bullish trend,12030.75,12015.75,False,False,4659,0.8645372867923936,Long,Bull,Midday,75-79,Early third,True,False,False,24.56396241243965,49.12792482488476,1.4999999999998765,0.2040280942932817,0.5801181324386965,0.0,0.0,,12015.75,23.75,1.4502953310967412,Win,Research,True,False,False,2021-2023,2023,2023Q1,2023-01,Friday,12:00-13:59,Bullish trend,1.557377049180328,1.25-1.74x,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Middle third,491.279248248793
BOS,Short,2023-01-30 21:15:00-06:00,2023-01-30 21:15:00-06:00,,,2023-01-30 21:15:00-06:00,2023-01-30 21:30:00-06:00,11758.5,11767.79625078855,11739.907498422905,11739.907498422905,2.0,90.0,-1,0,TARGET,6.197500525699099,10.25,3.8,0.000527065571773534,0.0007328794984726646,0.001303671856249266,Low,Bearish trend,11774.25,11768.25,False,False,969,-0.3921384491027068,Short,Bear,Overnight,90-94,Early third,True,False,False,9.296250788549514,18.59250157709539,1.5000000000001397,0.07905983576603745,1.653892558378406,0.0,0.0,,11774.25,15.75,2.5413471018985265,Win,Research,False,True,False,2021-2023,2023,2023Q1,2023-01,Monday,20:00-21:59,Bearish trend,2.697368421052632,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bear BOS,Aligned,Same bar,Middle third,185.92501577099029
BOS,Long,2023-01-31 19:35:00-06:00,2023-01-31 19:35:00-06:00,,,2023-01-31 19:35:00-06:00,2023-01-31 19:50:00-06:00,11890.5,11880.60471662564,11910.290566748725,11880.60471662564,-1.0,75.0,1,0,STOP,6.596855582907423,2.0,1.875,0.0005548005199871682,0.0007349530612567561,0.0013023383252662203,Low,Bullish trend,11888.75,11883.25,False,False,262,-0.5915758497077807,Long,Bull,Overnight,75-79,Early third,True,False,False,9.895283374360588,19.790566748724814,1.499999999999917,0.08322007799807063,0.3031747436130082,0.0,0.0,,11883.25,7.25,1.0990084455971547,Loss,Research,True,False,False,2021-2023,2023,2023Q1,2023-01,Tuesday,18:00-19:59,Bullish trend,1.0666666666666667,0.75-1.24x,<15pt,<30pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Middle third,197.90566748721176
BOS,Short,2023-02-01 09:50:00-06:00,2023-02-01 09:50:00-06:00,,,2023-02-01 09:50:00-06:00,2023-02-01 10:20:00-06:00,11890.5,11923.29166570778,11824.916668584445,11923.29166570778,-1.0,75.0,1,2,STOP,21.861110471852054,16.75,8.95,0.0018385358455785758,0.0007318930361400998,0.0013033179238119738,High,Bullish trend,11921.75,11900.5,False,False,6179,1.387095330587621,Short,Bull,Open,75-79,Early third,True,False,False,32.79166570778034,65.58333141555522,1.5000000000001033,0.27578037683680534,0.766200784793937,0.0,0.0,,11921.75,31.25,1.4294790761080916,Loss,Research,False,True,False,2021-2023,2023,2023Q1,2023-02,Wednesday,08:00-09:59,Bullish trend,1.8715083798882683,1.75x+,25-39.99pt,50-79.99pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Middle third,655.8333141556068
BOS,Long,2023-02-01 12:30:00-06:00,2023-02-01 12:30:00-06:00,,,2023-02-01 12:30:00-06:00,2023-02-01 12:45:00-06:00,11941.75,11921.277624706156,11982.694750587683,11921.277624706156,-1.0,75.0,1,4,STOP,13.648250195894503,11.5,5.475,0.001142902019879373,0.0007318930361400998,0.001303777572120357,Medium,Bullish trend,11930.0,11917.5,False,False,3152,0.5378442801042105,Long,Bull,Midday,75-79,Early third,True,False,False,20.47237529384438,40.9447505876833,1.5000000000001923,0.17143530298192794,0.8425988558928446,0.0,0.0,,11917.5,24.25,1.7767845439479548,Loss,Research,True,False,False,2021-2023,2023,2023Q1,2023-02,Wednesday,12:00-13:59,Bullish trend,2.1004566210045663,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Middle third,409.4475058768876
BOS,Long,2023-02-01 14:35:00-06:00,2023-02-01 14:35:00-06:00,,,2023-02-01 14:35:00-06:00,2023-02-01 14:50:00-06:00,12286.5,12213.391343878304,12432.717312243392,12213.391343878304,-1.0,100.0,1,5,STOP,48.7391040811305,48.0,25.6,0.003966882682711146,0.0007318930361400998,0.0013031571626142071,High,Bullish trend,12241.75,12213.5,False,False,19352,4.149691782975697,Long,Bull,PM,95+,Early third,True,False,False,73.10865612169619,146.21731224339237,1.5000000000000089,0.5950324024066755,0.9848355012866015,0.0,0.0,,12213.5,73.0,1.4977706582067065,Loss,Research,True,False,False,2021-2023,2023,2023Q1,2023-02,Wednesday,14:00-15:59,Bullish trend,1.875,1.75x+,40pt+,80pt+,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Middle third,1462.1731224339237
BOS,Short,2023-02-02 01:20:00-06:00,2023-02-02 01:20:00-06:00,,,2023-02-02 01:20:00-06:00,2023-02-02 01:25:00-06:00,12312.0,12321.674130833184,12292.651738333632,12321.674130833184,-1.0,90.0,1,0,STOP,6.449420555456035,8.25,3.375,0.0005238320789031867,0.0007290609293597727,0.0012996667336751262,Low,Bullish trend,12322.5,12316.5,False,False,438,-0.4603776348352656,Short,Bull,Overnight,90-94,Early third,True,False,False,9.674130833183881,19.348261666367762,1.4999999999999734,0.07857481183547661,1.2791846847420616,0.0,0.0,,12322.5,10.5,1.6280532351262602,Loss,Research,False,True,False,2021-2023,2023,2023Q1,2023-02,Thursday,00:00-01:59,Bullish trend,2.4444444444444446,1.75x+,<15pt,<30pt,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Middle third,193.48261666367762
BOS,Long,2023-02-02 06:30:00-06:00,2023-02-02 06:30:00-06:00,,,2023-02-02 06:30:00-06:00,2023-02-02 07:30:00-06:00,12380.25,12362.062955953485,12416.62408809303,12416.62408809303,2.0,90.0,1,1,TARGET,12.124696031009991,26.5,6.35,0.0009793579314642266,0.0007299674532897627,0.0012987644562440241,Medium,Bullish trend,12359.75,12351.75,False,False,1475,-0.23567662053585867,Long,Bull,Premarket,90-94,Early third,True,False,False,18.18704404651544,36.37408809303088,1.5000000000000373,0.14690368971963763,2.1856218029898553,0.0,0.0,,12351.75,28.5,2.35057439189475,Win,Research,True,False,False,2021-2023,2023,2023Q1,2023-02,Thursday,06:00-07:59,Bullish trend,4.1732283464566935,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Middle third,363.7408809303088
BOS,Long,2023-02-02 09:30:00-06:00,2023-02-02 09:30:00-06:00,,,2023-02-02 09:30:00-06:00,2023-02-02 10:30:00-06:00,12581.0,12528.508034833823,12685.983930332352,12620.75,0.7572587513948512,75.0,1,2,TIME,34.994643444116925,56.75,19.6,0.002781547050641199,0.0007299674532897627,0.0012971873512042614,High,Bullish trend,12535.0,12511.5,False,False,15990,2.726650448658316,Long,Bull,Open,75-79,Early third,True,False,False,52.49196516617667,104.98393033235152,1.5000000000000366,0.41723205759619003,1.6216767600625588,0.0,0.0,,12511.5,69.5,1.9860182347902704,Win,Research,True,False,False,2021-2023,2023,2023Q1,2023-02,Thursday,08:00-09:59,Bullish trend,2.895408163265306,1.75x+,40pt+,80pt+,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Middle third,1049.8393033235334
BOS,Short,2023-02-02 15:00:00-06:00,2023-02-02 15:30:00-06:00,,,2023-02-02 15:30:00-06:00,2023-02-02 17:00:00-06:00,12442.5,12519.549710914276,12288.400578171448,12519.549710914276,-1.0,85.0,1,5,STOP,51.36647394285079,85.0,36.025,0.004128308132839123,0.0007299674532897627,0.0012973987562602978,High,Bullish trend,12531.25,12505.5,False,False,9588,1.4878717964745447,Short,Bull,PM,85-89,Early third,True,False,False,77.04971091427615,154.0994218285523,1.4999999999999993,0.6192462199258681,1.654775838703064,6.0,0.0,,12531.25,88.75,1.7277806551164345,Loss,Research,False,True,True,2021-2023,2023,2023Q1,2023-02,Thursday,14:00-15:59,Bullish trend,2.359472588480222,1.75x+,40pt+,80pt+,No current reclaim,Liquidity sweep,Bear BOS,Counter-trend,4-12 bars,Middle third,1540.994218285523
BOS,Long,2023-02-03 09:15:00-06:00,2023-02-03 09:15:00-06:00,,,2023-02-03 09:15:00-06:00,2023-02-03 10:15:00-06:00,12566.75,12497.776671079588,12704.696657840826,12612.75,0.6669244579028307,75.0,1,1,TIME,45.98221928027526,20.5,29.45,0.003659038278017408,0.0007290891011999603,0.0012936705635057427,High,Bullish trend,12549.0,12468.75,False,False,19370,3.2750166231470645,Long,Bull,Premarket,75-79,Early third,True,False,False,68.97332892041231,137.94665784082645,1.4999999999999876,0.5488557417026065,0.44582450175026184,0.0,0.0,,12468.75,98.0,2.131258593732959,Win,Research,True,False,False,2021-2023,2023,2023Q1,2023-02,Friday,08:00-09:59,Bullish trend,0.6960950764006791,<0.75x,40pt+,80pt+,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Middle third,1379.4665784082463
BOS,Long,2023-02-03 10:30:00-06:00,2023-02-03 10:30:00-06:00,,,2023-02-03 10:30:00-06:00,2023-02-03 10:45:00-06:00,12659.75,12601.607295273498,12776.035409453005,12601.607295273498,-1.0,75.0,1,3,STOP,38.761803151001814,27.75,13.675,0.0030618142657636853,0.0007290891011999603,0.0012954671460247021,High,Bullish trend,12634.0,12605.0,False,False,7111,0.8298447812292051,Long,Bull,MidAM,75-79,Early third,True,False,False,58.142704726502416,116.28540945300483,1.4999999999999922,0.4592721398645504,0.7159109676063352,0.0,0.0,,12605.0,54.75,1.4124729901422288,Loss,Research,True,False,False,2021-2023,2023,2023Q1,2023-02,Friday,10:00-11:59,Bullish trend,2.029250457038391,1.75x+,40pt+,80pt+,No current reclaim,No liquidity sweep,Bull BOS,Aligned,Same bar,Middle third,1162.8540945300483
BOS,Short,2023-02-03 11:55:00-06:00,2023-02-03 11:55:00-06:00,,,2023-02-03 11:55:00-06:00,2023-02-03 12:45:00-06:00,12518.75,12571.078948738244,12414.09210252351,12414.09210252351,2.0,75.0,1,3,TARGET,34.885965825496754,64.0,14.475,0.002786697220209426,0.0007290891011999603,0.0012954671460247021,High,Bullish trend,12603.5,12574.25,False,False,9926,1.5108688292348385,Short,Bull,MidAM,75-79,Early third,True,False,False,52.328948738244435,104.65789747649069,1.49999999999998,0.41800458303140836,1.834548606741596,0.0,0.0,,12603.5,84.75,2.4293436628335976,Win,Research,False,True,False,2021-2023,2023,2023Q1,2023-02,Friday,10:00-11:59,Bullish trend,4.4214162348877375,1.75x+,40pt+,80pt+,No current reclaim,No liquidity sweep,Bear BOS,Counter-trend,Same bar,Middle third,1046.5789747648887
BOS,Long,2023-02-07 01:25:00-06:00,2023-02-07 01:25:00-06:00,,,2023-02-07 01:25:00-06:00,2023-02-07 01:40:00-06:00,12335.5,12326.791649350498,12352.916701299002,12326.791649350498,-1.0,75.0,-1,0,STOP,5.805567099667563,3.5,2.8,0.0004706389769095345,0.0007225135358570875,0.0012819846636174532,Low,Bearish trend,12339.0,12331.75,False,True,285,-0.6202063674903867,Long,Bear,Overnight,75-79,Early third,True,False,False,8.708350649501881,17.416701299001943,1.5000000000000924,0.07059584653643453,0.6028696146153261,0.0,0.0,,12331.75,3.75,0.6459317299449923,Loss,Research,True,False,False,2021-2023,2023,2023Q1,2023-02,Tuesday,00:00-01:59,Bearish trend,1.25,1.25-1.74x,<15pt,<30pt,Bullish reclaim,No liquidity sweep,Bull BOS,Counter-trend,Same bar,Middle third,174.16701299003762
BOS,Short,2023-02-07 01:45:00-06:00,2023-02-07 01:45:00-06:00,,,2023-02-07 01:45:00-06:00,2023-02-07 02:05:00-06:00,12320.5,12329.931990001573,12301.636019996857,12301.636019996857,2.0,75.0,-1,0,TARGET,6.287993334381645,3.75,3.775,0.0005103683563476844,0.0007225135358570875,0.0012819846636174532,Low,Bearish trend,12330.75,12322.5,False,False,847,-0.38871539212585515,Short,Bear,Overnight,75-79,Early third,True,False,False,9.431990001572558,18.863980003143297,1.5000000000000144,0.07655525345215339,0.596374677990776,0.0,0.0,,12330.75,10.25,1.6300907865081213,Win,Research,False,True,True,2021-2023,2023,2023Q1,2023-02,Tuesday,00:00-01:59,Bearish trend,0.9933774834437087,0.75-1.24x,<15pt,<30pt,No current reclaim,Liquidity sweep,Bear BOS,Aligned,Same bar,Middle third,188.63980003145116
BOS,Long,2023-02-07 03:10:00-06:00,2023-02-07 03:10:00-06:00,,,2023-02-07 03:10:00-06:00,2023-02-07 04:10:00-06:00,12352.0,12331.310360738042,12393.379278523918,12344.5,-0.3625002787646378,90.0,-1,0,TIME,13.793092841306121,23.75,8.85,0.0011166687857275034,0.000723272798019174,0.0012819846636174532,Medium,Bearish trend,12329.25,12314.5,False,False,1986,0.07261745186342901,Long,Bear,Overnight,90-94,Early third,True,False,False,20.68963926195829,41.3792785239184,1.4999999999999354,0.1675003178591183,1.7218763241320298,0.0,0.0,,12314.5,37.5,2.718752090734784,Loss,Research,True,False,False,2021-2023,2023,2023Q1,2023-02,Tuesday,02:00-03:59,Bearish trend,2.68361581920904,1.75x+,15-24.99pt,30-49.99pt,No current reclaim,No liquidity sweep,Bull BOS,Counter-trend,Same bar,Middle third,413.7927852391658
