direction,N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD,trades_day
Long,4191,0.37222619899785253,-0.037248307239078494,-156.10765563897797,0.9402611025636917,193.10479514599788,-0.8084090067310445,2.624295554164058
Short,1369,0.352081811541271,-0.03227539735810712,-44.185018983248646,0.9484402603091797,82.58922091202788,-0.5349974063844664,2.229641693811075
