cost_multiplier,N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD
1.0,5560,0.36726618705035974,-0.03602386234212708,-200.29267462222657,0.942280987994118,241.52167872805896,-0.8292948097952973
1.5,5560,0.36546762589928056,-0.05068757515159894,-281.8229178428901,0.9199708582546399,312.4652049904053,-0.9019337620377407
2.0,5560,0.36510791366906475,-0.06535128796107077,-363.3531610635535,0.8983045359695838,390.2649450818073,-0.9310422717761326
