top_pct,precision,lift,baseline_rate,direction
1,0.27672223769574,1.5401886450042408,0.17866239211342827,Short
2,0.28948423807291196,1.6189847499979293,0.17866239211342827,Short
5,0.2827421430812461,1.5899452739898774,0.17866239211342827,Short
10,0.26165253696284857,1.4691343353855615,0.17866239211342827,Short
20,0.25376689061011426,1.42474035063717,0.17866239211342827,Short
30,0.24013016046450475,1.3470152194404688,0.17866239211342827,Short
50,0.2206504912077003,1.2367322095514908,0.17866239211342827,Short
