bar_i,open,high,low,close,fav_r,adv_r,mfe_a,mae_a,entry,atr,stop,target_2p5
7429,6077.0,6077.0,6077.0,6077.0,0.875,-0.875,0.875,0.0,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7430,6076.75,6076.75,6076.75,6076.75,0.0,0.0,0.875,0.0,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7431,6076.75,6076.75,6076.5,6076.5,0.0,0.875,0.875,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7432,6076.75,6077.25,6076.75,6077.25,1.75,0.0,1.75,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7433,6077.25,6077.25,6077.25,6077.25,1.75,-1.75,1.75,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7434,6077.5,6077.75,6077.25,6077.5,3.5,-1.75,3.5,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7435,6077.5,6077.75,6077.5,6077.5,3.5,-2.625,3.5,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7436,6077.5,6079.25,6077.5,6079.25,8.75,-2.625,8.75,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7437,6079.25,6079.5,6079.0,6079.25,9.625,-7.875,9.625,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7438,6079.0,6079.25,6078.75,6079.0,8.75,-7.0,9.625,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7439,6078.75,6078.75,6078.5,6078.75,7.0,-6.125,9.625,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7440,6078.75,6079.0,6078.25,6078.75,7.875,-5.25,9.625,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7441,6078.75,6079.25,6078.75,6079.25,8.75,-7.0,9.625,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7442,6079.25,6079.25,6078.5,6078.5,8.75,-6.125,9.625,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7443,6078.5,6078.5,6078.0,6078.0,6.125,-4.375,9.625,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7444,6078.25,6078.25,6078.0,6078.0,5.25,-4.375,9.625,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7445,6078.0,6078.0,6077.5,6077.5,4.375,-2.625,9.625,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7446,6077.5,6077.5,6077.25,6077.25,2.625,-1.75,9.625,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7447,6077.25,6077.5,6076.75,6077.0,2.625,0.0,9.625,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7448,6076.75,6077.5,6076.75,6077.5,2.625,0.0,9.625,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7449,6077.5,6078.0,6077.5,6077.75,4.375,-2.625,9.625,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7450,6077.5,6078.0,6077.5,6077.75,4.375,-2.625,9.625,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7451,6077.25,6077.5,6077.25,6077.5,2.625,-1.75,9.625,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7452,6077.75,6078.0,6077.5,6077.5,4.375,-2.625,9.625,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7453,6077.25,6077.75,6077.25,6077.75,3.5,-1.75,9.625,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7454,6077.5,6078.0,6077.5,6078.0,4.375,-2.625,9.625,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
7455,6077.75,6078.25,6077.75,6078.25,5.25,-3.5,9.625,0.875,6076.75,0.2857142857142857,6076.464285714285,6077.464285714285
