bar_i,open,high,low,close,fav_r,adv_r,mfe_a,mae_a,entry,atr,stop,target_2p5
1634629,12575.5,12583.5,12565.75,12567.25,1.1943127962085307,-0.25213270142180094,1.1943127962085307,0.0,12588.25,18.839285714285715,12607.089285714286,12541.151785714286
1634630,12566.25,12570.0,12558.0,12562.25,1.6056872037914691,-0.9687203791469193,1.6056872037914691,0.0,12588.25,18.839285714285715,12607.089285714286,12541.151785714286
1634631,12561.5,12571.75,12559.5,12564.75,1.5260663507109005,-0.8758293838862559,1.6056872037914691,0.0,12588.25,18.839285714285715,12607.089285714286,12541.151785714286
1634632,12565.75,12571.25,12562.25,12568.25,1.3800947867298576,-0.9023696682464455,1.6056872037914691,0.0,12588.25,18.839285714285715,12607.089285714286,12541.151785714286
1634633,12568.75,12569.0,12543.75,12550.0,2.362085308056872,-1.0218009478672985,2.362085308056872,0.0,12588.25,18.839285714285715,12607.089285714286,12541.151785714286
1634634,12549.25,12561.5,12545.25,12558.5,2.2824644549763033,-1.4199052132701422,2.362085308056872,0.0,12588.25,18.839285714285715,12607.089285714286,12541.151785714286
1634635,12558.5,12562.5,12554.25,12561.0,1.804739336492891,-1.366824644549763,2.362085308056872,0.0,12588.25,18.839285714285715,12607.089285714286,12541.151785714286
1634636,12560.75,12561.75,12550.5,12552.5,2.003791469194313,-1.4066350710900473,2.362085308056872,0.0,12588.25,18.839285714285715,12607.089285714286,12541.151785714286
1634637,12553.5,12555.0,12542.75,12543.0,2.4151658767772513,-1.7649289099526067,2.4151658767772513,0.0,12588.25,18.839285714285715,12607.089285714286,12541.151785714286
1634638,12543.0,12552.5,12542.75,12548.25,2.4151658767772513,-1.8976303317535543,2.4151658767772513,0.0,12588.25,18.839285714285715,12607.089285714286,12541.151785714286
1634639,12548.75,12549.0,12543.0,12543.25,2.401895734597156,-2.0834123222748815,2.4151658767772513,0.0,12588.25,18.839285714285715,12607.089285714286,12541.151785714286
1634640,12543.75,12544.25,12536.5,12538.0,2.7469194312796206,-2.335545023696682,2.7469194312796206,0.0,12588.25,18.839285714285715,12607.089285714286,12541.151785714286
