bar_i,open,high,low,close,fav_r,adv_r,mfe_a,mae_a,entry,atr,stop,target_2p5
554,5987.75,5988.0,5987.5,5988.0,1.2,-0.4,1.2,0.0,5988.25,0.625,5988.875,5986.6875
555,5987.75,5988.0,5987.5,5987.75,1.2,-0.4,1.2,0.0,5988.25,0.625,5988.875,5986.6875
556,5987.75,5988.0,5987.25,5988.0,1.6,-0.4,1.6,0.0,5988.25,0.625,5988.875,5986.6875
557,5988.0,5988.75,5987.75,5988.0,0.8,0.8,1.6,0.8,5988.25,0.625,5988.875,5986.6875
558,5987.75,5987.75,5987.0,5987.0,2.0,-0.8,2.0,0.8,5988.25,0.625,5988.875,5986.6875
559,5987.25,5987.75,5987.25,5987.25,1.6,-0.8,2.0,0.8,5988.25,0.625,5988.875,5986.6875
560,5987.25,5987.25,5987.0,5987.0,2.0,-1.6,2.0,0.8,5988.25,0.625,5988.875,5986.6875
561,5987.25,5987.25,5986.75,5987.0,2.4,-1.6,2.4,0.8,5988.25,0.625,5988.875,5986.6875
562,5987.25,5987.5,5987.25,5987.5,1.6,-1.2,2.4,0.8,5988.25,0.625,5988.875,5986.6875
563,5987.25,5987.75,5987.25,5987.5,1.6,-0.8,2.4,0.8,5988.25,0.625,5988.875,5986.6875
564,5987.5,5987.75,5987.25,5987.25,1.6,-0.8,2.4,0.8,5988.25,0.625,5988.875,5986.6875
565,5987.0,5987.25,5987.0,5987.0,2.0,-1.6,2.4,0.8,5988.25,0.625,5988.875,5986.6875
566,5987.0,5987.25,5987.0,5987.25,2.0,-1.6,2.4,0.8,5988.25,0.625,5988.875,5986.6875
567,5987.5,5987.75,5987.25,5987.5,1.6,-0.8,2.4,0.8,5988.25,0.625,5988.875,5986.6875
568,5987.25,5987.25,5987.0,5987.0,2.0,-1.6,2.4,0.8,5988.25,0.625,5988.875,5986.6875
569,5987.0,5987.5,5987.0,5987.5,2.0,-1.2,2.4,0.8,5988.25,0.625,5988.875,5986.6875
570,5987.0,5987.0,5986.75,5987.0,2.4,-2.0,2.4,0.8,5988.25,0.625,5988.875,5986.6875
571,5986.75,5987.25,5986.75,5987.25,2.4,-1.6,2.4,0.8,5988.25,0.625,5988.875,5986.6875
572,5987.5,5987.5,5987.0,5987.5,2.0,-1.2,2.4,0.8,5988.25,0.625,5988.875,5986.6875
573,5987.0,5987.25,5986.75,5987.0,2.4,-1.6,2.4,0.8,5988.25,0.625,5988.875,5986.6875
574,5986.75,5986.75,5986.75,5986.75,2.4,-2.4,2.4,0.8,5988.25,0.625,5988.875,5986.6875
575,5987.0,5987.0,5986.75,5986.75,2.4,-2.0,2.4,0.8,5988.25,0.625,5988.875,5986.6875
576,5986.75,5987.0,5986.75,5987.0,2.4,-2.0,2.4,0.8,5988.25,0.625,5988.875,5986.6875
577,5987.25,5987.5,5987.25,5987.5,1.6,-1.2,2.4,0.8,5988.25,0.625,5988.875,5986.6875
578,5987.5,5987.5,5987.25,5987.25,1.6,-1.2,2.4,0.8,5988.25,0.625,5988.875,5986.6875
