bar_i,open,high,low,close,fav_r,adv_r,mfe_a,mae_a,entry,atr,stop,target_2p5
22991,6076.5,6076.5,6076.5,6076.5,1.647058823529412,-1.647058823529412,1.647058823529412,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
22992,6076.5,6076.75,6076.25,6076.25,2.4705882352941178,-0.823529411764706,2.4705882352941178,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
22993,6076.5,6077.0,6076.5,6077.0,3.294117647058824,-1.647058823529412,3.294117647058824,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
22994,6077.0,6077.0,6077.0,6077.0,3.294117647058824,-3.294117647058824,3.294117647058824,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
22995,6077.0,6079.0,6077.0,6078.5,9.882352941176471,-3.294117647058824,9.882352941176471,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
22996,6078.25,6078.25,6078.0,6078.0,7.411764705882353,-6.588235294117648,9.882352941176471,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
22997,6078.0,6078.25,6077.5,6077.5,7.411764705882353,-4.9411764705882355,9.882352941176471,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
22998,6077.5,6077.5,6076.75,6076.75,4.9411764705882355,-2.4705882352941178,9.882352941176471,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
22999,6076.75,6076.75,6076.0,6076.5,2.4705882352941178,0.0,9.882352941176471,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23000,6076.5,6077.0,6076.5,6076.75,3.294117647058824,-1.647058823529412,9.882352941176471,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23001,6077.0,6077.5,6077.0,6077.25,4.9411764705882355,-3.294117647058824,9.882352941176471,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23002,6077.0,6077.0,6077.0,6077.0,3.294117647058824,-3.294117647058824,9.882352941176471,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23003,6077.0,6077.5,6077.0,6077.0,4.9411764705882355,-3.294117647058824,9.882352941176471,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23004,6077.25,6077.5,6077.0,6077.5,4.9411764705882355,-3.294117647058824,9.882352941176471,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23005,6077.25,6077.25,6077.25,6077.25,4.11764705882353,-4.11764705882353,9.882352941176471,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23006,6077.0,6077.0,6076.75,6076.75,3.294117647058824,-2.4705882352941178,9.882352941176471,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23007,6076.5,6076.5,6076.5,6076.5,1.647058823529412,-1.647058823529412,9.882352941176471,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23008,6076.75,6076.75,6076.75,6076.75,2.4705882352941178,-2.4705882352941178,9.882352941176471,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23009,6077.5,6077.5,6077.5,6077.5,4.9411764705882355,-4.9411764705882355,9.882352941176471,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23010,6077.5,6077.5,6077.5,6077.5,4.9411764705882355,-4.9411764705882355,9.882352941176471,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23011,6076.75,6076.75,6076.75,6076.75,2.4705882352941178,-2.4705882352941178,9.882352941176471,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23012,6076.5,6076.5,6076.25,6076.25,1.647058823529412,-0.823529411764706,9.882352941176471,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23013,6076.25,6076.25,6076.25,6076.25,0.823529411764706,-0.823529411764706,9.882352941176471,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23014,6076.5,6076.5,6076.5,6076.5,1.647058823529412,-1.647058823529412,9.882352941176471,0.0,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23015,6076.0,6076.0,6075.5,6075.5,0.0,1.647058823529412,9.882352941176471,1.647058823529412,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23016,6075.75,6076.0,6075.5,6075.5,0.0,1.647058823529412,9.882352941176471,1.647058823529412,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23017,6076.0,6076.0,6075.5,6075.75,0.0,1.647058823529412,9.882352941176471,1.647058823529412,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23018,6076.0,6076.25,6075.75,6076.25,0.823529411764706,0.823529411764706,9.882352941176471,1.647058823529412,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23019,6075.75,6076.0,6075.75,6076.0,0.0,0.823529411764706,9.882352941176471,1.647058823529412,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23020,6075.75,6076.0,6075.75,6076.0,0.0,0.823529411764706,9.882352941176471,1.647058823529412,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23021,6076.25,6076.25,6076.0,6076.0,0.823529411764706,0.0,9.882352941176471,1.647058823529412,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
23022,6076.0,6076.25,6076.0,6076.25,0.823529411764706,0.0,9.882352941176471,1.647058823529412,6076.0,0.30357142857142855,6075.696428571428,6076.758928571428
