bar_i,open,high,low,close,fav_r,adv_r,mfe_a,mae_a,entry,atr,stop,target_2p5
3318,5994.25,5994.25,5994.0,5994.25,1.4,-0.7,1.4,0.0,5994.5,0.35714285714285715,5994.857142857143,5993.607142857143
3319,5994.0,5994.0,5993.5,5993.5,2.8,-1.4,2.8,0.0,5994.5,0.35714285714285715,5994.857142857143,5993.607142857143
3320,5993.5,5993.5,5993.0,5993.25,4.2,-2.8,4.2,0.0,5994.5,0.35714285714285715,5994.857142857143,5993.607142857143
3321,5993.25,5993.25,5992.75,5992.75,4.8999999999999995,-3.5,4.8999999999999995,0.0,5994.5,0.35714285714285715,5994.857142857143,5993.607142857143
3322,5992.75,5992.75,5992.0,5992.75,7.0,-4.8999999999999995,7.0,0.0,5994.5,0.35714285714285715,5994.857142857143,5993.607142857143
3323,5993.0,5993.25,5992.75,5992.75,4.8999999999999995,-3.5,7.0,0.0,5994.5,0.35714285714285715,5994.857142857143,5993.607142857143
3324,5993.0,5993.5,5993.0,5993.5,4.2,-2.8,7.0,0.0,5994.5,0.35714285714285715,5994.857142857143,5993.607142857143
3325,5993.75,5993.75,5993.5,5993.75,2.8,-2.1,7.0,0.0,5994.5,0.35714285714285715,5994.857142857143,5993.607142857143
3326,5994.0,5994.0,5994.0,5994.0,1.4,-1.4,7.0,0.0,5994.5,0.35714285714285715,5994.857142857143,5993.607142857143
3327,5994.25,5994.75,5994.25,5994.25,0.7,0.7,7.0,0.7,5994.5,0.35714285714285715,5994.857142857143,5993.607142857143
3328,5994.25,5994.25,5994.25,5994.25,0.7,-0.7,7.0,0.7,5994.5,0.35714285714285715,5994.857142857143,5993.607142857143
3329,5994.5,5994.5,5994.0,5994.25,1.4,0.0,7.0,0.7,5994.5,0.35714285714285715,5994.857142857143,5993.607142857143
3330,5994.25,5994.25,5994.25,5994.25,0.7,-0.7,7.0,0.7,5994.5,0.35714285714285715,5994.857142857143,5993.607142857143
3331,5994.0,5994.0,5993.25,5993.5,3.5,-1.4,7.0,0.7,5994.5,0.35714285714285715,5994.857142857143,5993.607142857143
3332,5993.25,5993.25,5993.25,5993.25,3.5,-3.5,7.0,0.7,5994.5,0.35714285714285715,5994.857142857143,5993.607142857143
