signal_id,direction,mfe_r,mae_r,result_R,P_p0.5R_before_l0.5R,P_p0.5R_before_l1.0R,P_p1.0R_before_l0.5R,P_p1.0R_before_l1.0R,P_p1.5R_before_l0.5R,P_p1.5R_before_l1.0R,P_p2.0R_before_l0.5R,P_p2.0R_before_l1.0R,P_p2.5R_before_l0.5R,P_p2.5R_before_l1.0R,P_p3.0R_before_l0.5R,P_p3.0R_before_l1.0R,architecture
3595,Long,2.290193520712496,0.0,1.1694605212148916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3597,Short,1.517175235931623,0.0,0.3947177561309452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3598,Long,0.1623449676416737,1.0822997842778252,-1.0000000000000326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3599,Long,0.3721555052657108,2.832516901189021,-1.0000000000000129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3601,Long,1.611613060551164,0.3639126265760692,1.0501478652623712,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3602,Short,1.254939340048293,0.4278202295619182,0.2139101147809591,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3603,Long,3.418531835209335,0.1429351289982997,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3606,Long,2.7439186841824053,0.1299750955665349,1.7185595969352958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3607,Long,1.624247422840878,0.2864444866827555,1.3209629927577615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3608,Long,0.5040513987281051,1.676263953909745,-1.0000000000000204,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3609,Short,0.8264565771101253,1.466774285501754,-0.9999999999999792,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3611,Long,0.3729292539729256,1.6632644727192485,-1.0000000000000169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3614,Short,3.995544249787148,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3616,Long,0.9532550618364932,0.4490540373940505,-0.330881922290353,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3618,Short,2.27530356664377,0.1860843065656615,1.0742139515381368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3620,Long,0.7896454763510051,1.4229255118404252,-1.000000000000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3622,Long,2.409346089973619,0.0,1.1011950423235872,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3624,Long,0.2854414981476763,1.4647655825999175,-0.9999999999999952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3626,Short,1.322469522034945,1.3510634576465117,-1.000000000000025,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3628,Long,2.1256229936058175,0.8058997346247045,1.7038211622057424,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
3631,Short,2.7317287784520574,0.4448281334305393,2.495968695148271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3633,Short,0.6747748889934749,1.5551954584421042,-0.9999999999999938,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3635,Long,0.582606314482295,0.0466085051585836,0.4738531357789333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3636,Long,0.5388682006663061,1.082814043110411,-1.0000000000000315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3638,Short,0.5446883732123158,1.104098053808748,-1.0000000000000242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3641,Short,1.4143295869512875,0.8418628493757666,0.8923746203383126,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
3642,Short,0.8380318894805208,0.1698713289487542,0.2491446157915061,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
3643,Short,0.5262374523277793,0.9328754836719724,0.0717596525901517,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
3645,Short,3.132723834049361,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3647,Long,0.3610705622147969,1.608435377679671,-0.9999999999999716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3648,Long,0.1807707794996234,1.0704423598006396,-1.000000000000035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3650,Long,0.934538556132364,1.2838987640323132,-0.9999999999999712,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3651,Short,0.3734316741387714,0.9962611646761954,-0.0766102586147177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3653,Long,1.890206746693459,1.7187687342895417,-0.999999999999984,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3657,Long,1.848668746246686,0.1584573211068588,0.704254760474928,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3658,Long,2.3995107736583727,0.0,1.9777391294470703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3659,Long,0.954952936919182,0.6565301441319378,0.5371610270170399,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
3660,Short,0.7771048901774226,1.4519591369104474,-0.999999999999929,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3664,Short,2.6392662490237124,0.0584412584890576,0.0981998225923289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3667,Short,1.271674532264497,1.1910608873577777,-0.9999999999999996,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3670,Short,0.8265061502836117,1.3540632674859172,-0.9999999999999938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3671,Long,1.869301519590718,2.317352053142294,-1.0000000000000595,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3674,Short,5.223642306754278,0.3944130191637003,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3675,Long,0.5990760394528609,1.1981520789057218,-1.0000000000000002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3676,Long,2.6553429436927996,0.9993226132177204,2.4126503090542104,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
3679,Short,4.44445151310415,0.2370374140322213,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3681,Long,0.96426521047945,1.5295241269674036,-1.0000000000000078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3684,Long,1.228639170773749,0.8259759131252093,0.7846771174689489,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3685,Short,2.916896180258092,0.2707667340323967,2.510746079209497,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3687,Long,2.2480632464274217,0.3861703736194344,0.5378801632556408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3690,Short,3.156983885868312,0.8189665310620725,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
3692,Long,3.687091896262331,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3695,Short,0.6425930169644541,1.2851860339289083,-0.9999999999999516,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3697,Long,1.2647737055353503,0.3393295307533867,0.971716383521062,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3698,Short,2.4353538094597713,0.0,0.4722537445233361,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3701,Short,0.6406436114711866,1.2523334524689833,-0.9999999999999916,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3702,Long,1.444735840735749,0.7520404479617951,0.2145411190651242,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3703,Long,0.8114464534663401,0.6038671281609973,0.0377416955100623,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3704,Short,0.676639510215727,2.491263651248813,-1.0000000000000338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3709,Short,1.2097985184772966,1.8657133778926984,-1.0000000000000209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3711,Short,2.0083870754858695,0.6283910481581554,0.1601781103148239,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3714,Short,2.177346876719958,0.8165050787699842,2.15142608056853,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
3717,Short,2.0639646074714153,1.566733919146918,-1.00000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3721,Short,2.4070404513690793,0.3616796533145249,1.67120943255677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3723,Short,2.1150996576143477,0.586769582434948,1.9786416151876152,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
3726,Long,0.9545446236584876,1.7181803225852776,-1.0000000000000169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3729,Short,1.6943535655806503,0.8289768756838083,1.340704981009495,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
3732,Short,4.009160571171857,0.7673447114716028,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
3734,Long,0.5649244550124173,1.1836512390736362,-0.9999999999999548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3736,Short,1.083479002133026,0.6771563285315882,-0.1126778255704141,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3737,Long,3.9547834017172634,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3740,Long,2.72497286373544,0.2849644824821374,1.8522691361338937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3741,Short,2.1678559626675895,1.144822811745806,-1.000000000000025,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3744,Long,1.2243580913468564,0.6098745164021816,0.8874582246174413,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3745,Long,1.0951018536707964,0.3801957805273898,0.1935310772163492,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3746,Long,0.0447916561275626,3.105554824844343,-0.9999999999999702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3749,Long,3.7674612418841247,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3751,Long,2.7804909196947203,0.1601928924926999,1.7392371184921709,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3753,Short,0.4926296640726835,1.2487589159051744,-1.0000000000000462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3754,Short,4.326921274001062,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3757,Long,0.0549375363204089,1.0909025069338345,-1.0000000000000144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3760,Short,0.0938569732896476,1.3072935565343775,-1.000000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3763,Long,1.3633053481113202,0.5962843380924523,0.1988207422522094,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3764,Long,0.5837740670741969,1.342680354270653,-0.9999999999999823,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3765,Long,1.5316659571249511,0.3734632275856022,1.3209215782852883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3766,Short,0.686223625125425,1.235202525225765,-1.0000000000000078,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3767,Short,2.6609856966353704,0.0,1.2916285163289387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3769,Long,0.2731049495812612,2.9563610792171526,-0.999999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3770,Long,2.0682093988276904,0.1366352930007625,1.717648318118564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3771,Long,0.5342550673880845,1.5471136326446615,-0.999999999999956,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3772,Short,3.100564702057074,0.4254534271619669,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3774,Long,0.4204025773449693,1.0792424373632048,-0.9999999999999798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3775,Long,1.8231795928892331,1.938829943451746,-0.9999999999999754,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3778,Short,2.900234812427524,0.7255668976997034,2.224237883420753,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
3781,Short,0.669309369313693,1.0989336266434284,-0.9999999999999926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3783,Short,2.2993893502870897,0.6855977420580772,2.15172214430535,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
3785,Long,1.0254009360837328,0.2283847539459223,0.6059187349585694,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3786,Short,1.6759284576916778,0.7773220807056795,0.3418011986081711,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3790,Long,1.7578286262786462,0.3270378839588179,0.9402339163816016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3792,Long,1.9408289477390317,0.0,0.5691459465563145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3793,Long,1.1470455688486432,0.7109786583772582,1.0617281298433725,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
3795,Long,0.3162859279877374,1.0015721052945017,-1.000000000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3797,Long,0.0,1.098367162584742,-0.9999999999999752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3798,Short,0.2843156846947955,1.26649714091318,-0.999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3801,Short,2.3506740255080483,1.023812728879812,-0.9999999999999786,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3803,Long,0.3490677599228567,0.7564882776887715,-0.0424833367312615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3804,Short,2.3391959144808885,0.110483964233351,0.0047950888826131,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3805,Short,3.1031205107511206,0.259393974582911,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3807,Short,2.4115760732066347,0.0,1.7332623061370465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3808,Short,2.892280177249779,0.0,2.786152287580094,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3810,Long,5.2341984695316475,0.6371549900340003,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
3813,Short,3.205466978415809,0.2364118812714479,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3815,Long,0.4983120133503901,2.090321822236052,-1.0000000000000089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3816,Long,0.5628491389610268,2.5370371906922387,-1.0000000000000044,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3819,Long,1.3726133156150464,0.1044895949603149,0.9546549357737866,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3820,Long,0.3322221201395752,1.4005442319609545,-1.0000000000000195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3823,Long,0.5625846435841517,0.4931297493145034,0.5417481753032573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3824,Long,3.7050896644248543,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3827,Long,0.2146172146755189,1.1104108063646416,-0.9999999999999712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3829,Long,1.3302645874310373,0.3010693137643373,0.6759383523361893,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3830,Long,2.942456213006172,0.144766108370443,2.5983695146484074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3832,Long,1.4252468148891315,0.2846683522967779,1.204612599768369,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3833,Long,0.6792914856287667,0.7396729510179905,0.2415258615568948,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3836,Long,2.161427176080315,0.0,1.4140347989947613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3838,Long,0.3203474192232435,1.3414548179973322,-1.0000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3840,Long,0.4502410820631957,0.4502410820631957,0.2931802394830112,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3841,Short,0.0141639359237122,1.7280001826928966,-0.9999999999999396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3843,Short,0.803202809936322,1.183667298853527,-1.0000000000000553,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3844,Short,5.8739292715219715,0.5751918871223296,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,MOMENTUM_DISPLACEMENT
3850,Short,1.2960093798321224,0.6945932623936865,-0.0931771449552506,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3851,Long,0.731580479472878,0.1368251428317606,0.6326481933875394,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3852,Short,3.8542898603748625,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3855,Long,3.5533688827165357,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOMENTUM_DISPLACEMENT
3856,Long,0.7459341608368928,1.005389521127986,-1.000000000000024,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3858,Short,0.8283685911707939,1.0271770530517843,-0.9999999999999968,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3862,Short,0.976208597530854,1.106077188551035,-0.9999999999999812,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3863,Long,0.973657127391548,1.6209119204538025,-0.9999999999999896,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3864,Short,0.5422602874966788,1.9682040064694268,-1.0000000000000244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3867,Long,0.5710756401280117,0.0815822343040016,0.5710756401280117,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3868,Short,0.1413097798449923,3.612615241254586,-0.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
3871,Short,1.01453736737815,0.7552667068259561,-0.4339965404895419,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOMENTUM_DISPLACEMENT
