direction,N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD
Long,1527,0.4911591355599214,0.24413122041889548,372.7883735796534,1.5218835679114404,18.124433103097005,20.568277719867186
Short,1346,0.4294205052005943,0.22100009756966776,297.4661313287728,1.4183021092223422,24.91675909438439,11.938395768164495
