P_terminal_R_gt_0,p5_terminal_R,median_terminal_R,p95_terminal_R,median_MaxDD,p95_MaxDD,median_losing_streak,p95_losing_streak
1.0,544.8573993022299,670.8893031234036,796.1993695005633,20.459102738830467,30.542600050880935,12.0,16.0
