architecture,cost_multiplier,N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD
MOMENTUM_DISPLACEMENT,1.0,2873,0.4622345979812043,0.2332942933896367,670.2545049084263,1.4702085888188157,15.058110009993868,44.511197252748666
MOMENTUM_DISPLACEMENT,1.5,2873,0.4587539157674904,0.2187383061471794,628.4351535608464,1.4339191064994004,16.804259012610885,37.397373671117094
MOMENTUM_DISPLACEMENT,2.0,2873,0.45736164288200487,0.20418231890472205,586.6158022132664,1.3987170637857314,18.550408015228697,31.622797823729396
