target_trades_day,architecture,actual_trades_day,NetAvgR,NetPF,N,ReturnMaxDD
0.25,BOS_ONLY,0.2573126142595978,0.17184935145552538,1.364521896839804,633,7.285884746097165
0.5,SWING22_BOS_CLOSE,0.8985374771480804,0.19353245574075634,1.539068910926727,2179,28.720812249241995
0.75,MOMENTUM_DISPLACEMENT,1.2221206581352833,0.2332942933896367,1.4702085888188157,2873,44.511197252748666
1.0,MOMENTUM_DISPLACEMENT,1.2221206581352833,0.2332942933896367,1.4702085888188157,2873,44.511197252748666
1.5,MOMENTUM_DISPLACEMENT,1.2221206581352833,0.2332942933896367,1.4702085888188157,2873,44.511197252748666
2.0,MOMENTUM_DISPLACEMENT,1.2221206581352833,0.2332942933896367,1.4702085888188157,2873,44.511197252748666
